,ZACN (353174)
ACH-000004,-0.16112162201499855
ACH-000005,-0.36289080135457785
ACH-000007,-0.12346213064094758
ACH-000009,-0.3538824579886707
ACH-000011,-0.3356300464175853
ACH-000012,-0.33713709571100925
ACH-000013,-0.2920102040794141
ACH-000014,-0.2137790780684211
ACH-000015,-0.3128456892512417
ACH-000017,-0.2372155336497656
ACH-000018,-0.11140694005565456
ACH-000019,-0.1905140237619757
ACH-000021,-0.2401214754826952
ACH-000022,-0.3949569502223185
ACH-000025,-0.20721162591712955
ACH-000028,-0.3380390199432724
ACH-000030,-0.24054718379753465
ACH-000035,-0.3948016112146453
ACH-000036,-0.14799692745438087
ACH-000037,-0.12536514081953293
ACH-000039,-0.353008269670025
ACH-000040,-0.41994177863419535
ACH-000041,-0.3904881991610508
ACH-000042,-0.3683750158760509
ACH-000045,-0.3502626972143085
ACH-000047,-0.3394660797351682
ACH-000052,-0.16119824043867273
ACH-000053,-0.2944701647512884
ACH-000054,-0.2948256329477147
ACH-000055,-0.41975428499170403
ACH-000060,-0.18678807214484125
ACH-000067,-0.4181053624737641
ACH-000070,-0.14532466192039512
ACH-000075,-0.26193133110961914
ACH-000078,-0.4852743037115966
ACH-000082,-0.24119491385252498
ACH-000085,-0.3593846969985653
ACH-000086,-0.25722418125995106
ACH-000087,-0.19692259319910915
ACH-000092,-0.3026069625321717
ACH-000095,-0.3406363273021733
ACH-000097,-0.3871044893768021
ACH-000098,-0.20522818748758412
ACH-000099,-0.3609010253208444
ACH-000108,-0.3685193976914706
ACH-000113,-0.2392947997391632
ACH-000116,-0.3100066713817396
ACH-000118,-0.2506955466050991
ACH-000120,-0.8394817922143628
ACH-000123,-0.1444762619464182
ACH-000127,-0.315622114479155
ACH-000128,-0.3117025521350445
ACH-000132,-0.17875511295990856
ACH-000133,-0.188353958638108
ACH-000137,-0.388986953325855
ACH-000138,-0.2517577586089366
ACH-000142,-0.4121417880576803
ACH-000143,-0.3251758282027288
ACH-000146,-0.19080090784700288
ACH-000148,-0.3486594343098854
ACH-000150,-0.5179091074003662
ACH-000152,-0.3365136873942701
ACH-000153,-0.2289117005776439
ACH-000159,-0.3038976354021217
ACH-000160,-0.21039404878596893
ACH-000163,-0.17828484880172885
ACH-000167,-0.2474345638448323
ACH-000168,-0.21015723607056894
ACH-000169,-0.27167778693165223
ACH-000178,-0.3372250015516005
ACH-000183,-0.3445164950780524
ACH-000188,-0.2703881017424626
ACH-000189,-0.4750002421817733
ACH-000190,-0.20414398408352788
ACH-000198,-0.338495416032379
ACH-000203,-0.4035435968323415
ACH-000204,-0.17932165491615318
ACH-000206,-0.2458197014588318
ACH-000207,-0.4021276449919907
ACH-000208,-0.3193581679197069
ACH-000210,-0.05551461137637877
ACH-000211,-0.3450769013258242
ACH-000215,-0.35895264379899583
ACH-000221,-0.4050466022906923
ACH-000222,-0.2710065829839793
ACH-000223,-0.1659834736345292
ACH-000226,-0.2279543753313592
ACH-000227,-0.3181728275225157
ACH-000228,-0.32007805638430026
ACH-000231,-0.3422738324607937
ACH-000232,-0.1766021007546527
ACH-000233,-0.21808207025398813
ACH-000234,-0.25734832155766
ACH-000235,-0.27603112718875283
ACH-000237,-0.2824782767164103
ACH-000238,-0.2312093663760701
ACH-000242,-0.4740321201407712
ACH-000243,-0.335111614471146
ACH-000244,-0.18059068467608005
ACH-000246,-0.26320751397790576
ACH-000248,-0.2140480571068958
ACH-000250,-0.3801819230046584
ACH-000251,-0.5181757110219476
ACH-000252,-0.22805165965579646
ACH-000253,-0.2565124002853029
ACH-000255,-0.3140203038645955
ACH-000256,-0.21939559809622275
ACH-000257,-0.11748614483752508
ACH-000258,-0.3867939407225027
ACH-000259,-0.3383764467726357
ACH-000260,-0.4143509175496107
ACH-000261,-0.3853683891317016
ACH-000262,-0.2986938221446692
ACH-000263,-0.4007046188222877
ACH-000264,-0.2902112502010286
ACH-000265,-0.3397594434692661
ACH-000266,-0.3509749259374045
ACH-000272,-0.28034133918026755
ACH-000274,-0.2622436020563311
ACH-000277,-0.4279761926355369
ACH-000278,-0.3038040914699743
ACH-000279,-0.20106546003681747
ACH-000280,-0.4030602560804553
ACH-000281,-0.3063250340755497
ACH-000288,-0.4054598676099451
ACH-000291,-0.3193037531331185
ACH-000293,-0.3813847843206573
ACH-000294,-0.17728141772815378
ACH-000295,-0.0534511817371629
ACH-000296,-0.20063381681063192
ACH-000302,-0.2970212365658685
ACH-000304,-0.16997154808675513
ACH-000307,-0.18971689124186109
ACH-000308,-0.24685936697420666
ACH-000310,-0.5554855010575451
ACH-000311,-0.30643590471918075
ACH-000312,-0.3502505589592477
ACH-000315,0.1612061332789416
ACH-000316,-0.5267414372279497
ACH-000317,-0.030330207391389023
ACH-000318,-0.20965959834409453
ACH-000319,-0.2444507776257119
ACH-000320,-0.2733999091722703
ACH-000322,-0.2371850728713168
ACH-000323,-0.4840193242104467
ACH-000324,-0.3241915310539801
ACH-000329,-0.2715098339816547
ACH-000330,-0.22783536245731914
ACH-000331,-0.29873501011468345
ACH-000332,-0.35070853377636285
ACH-000334,-0.2824126385344769
ACH-000335,-0.09268954602313684
ACH-000336,-0.3417913504830264
ACH-000337,-0.4685122134255969
ACH-000338,-0.4226565658342821
ACH-000339,-0.15734228553234933
ACH-000341,-0.32618612301394545
ACH-000348,-0.1862514024486968
ACH-000350,-0.2551318806041705
ACH-000352,-0.2520300583140822
ACH-000356,-0.498077106435284
ACH-000361,-0.2288316689819425
ACH-000362,-0.2438612263791493
ACH-000363,-0.19746231911921394
ACH-000364,-0.2482039899401474
ACH-000365,-0.2422788804459893
ACH-000366,-0.2887635738664332
ACH-000368,-0.15434804378396474
ACH-000374,-0.38955441677980296
ACH-000375,-0.4126133111650109
ACH-000376,-0.27060433578550924
ACH-000381,-0.24801783030438065
ACH-000383,-0.2777287776748203
ACH-000387,-0.18415850300722816
ACH-000389,-0.34225769861314137
ACH-000390,-0.2498337104534803
ACH-000393,-0.1923318305300287
ACH-000395,-0.3669753192472112
ACH-000396,-0.29472027250044003
ACH-000397,-0.19987075869784132
ACH-000401,-0.14417846320368247
ACH-000402,-0.2621550203773775
ACH-000403,-0.2649030377041341
ACH-000404,-0.3515069352945382
ACH-000406,-0.2684347143370423
ACH-000407,-0.5761713104477818
ACH-000408,-0.03165163380183286
ACH-000410,-0.1965455152499717
ACH-000411,-0.2974676539576965
ACH-000414,-0.231718879722953
ACH-000415,-0.2360809773521124
ACH-000416,-0.2502829438916794
ACH-000420,-0.35907385471376885
ACH-000421,-0.3277560602652687
ACH-000424,-0.2253101587547747
ACH-000425,-0.2370414644052481
ACH-000426,-0.32616307265495154
ACH-000427,-0.2658587254568655
ACH-000433,-0.3597116373789631
ACH-000435,-0.5585756043549833
ACH-000436,-0.22047574957270905
ACH-000444,-0.18015947512560893
ACH-000445,-0.2491791092170252
ACH-000448,-0.34411148210901554
ACH-000450,-0.1772482035956991
ACH-000452,-0.3147653670048779
ACH-000454,-0.11598779224040638
ACH-000458,-0.2375342547765754
ACH-000459,-0.2116467875411472
ACH-000460,-0.3872368676315654
ACH-000461,-0.10320234839065803
ACH-000463,-0.3337428808271179
ACH-000464,-0.2631092181636114
ACH-000466,-0.2931531828702688
ACH-000467,-0.2731432534198461
ACH-000468,-0.2462927505680932
ACH-000469,-0.27921933549434225
ACH-000470,-0.2670087379945625
ACH-000471,-0.3204825486523481
ACH-000472,-0.38357111920718495
ACH-000473,-0.3411796653591759
ACH-000475,-0.3135189699027795
ACH-000476,-0.29379384093867644
ACH-000477,-0.19071313075487906
ACH-000479,-0.3918864355131241
ACH-000480,-0.4499109140858666
ACH-000481,-0.28551922358033016
ACH-000483,-0.2347782725145436
ACH-000484,-0.10043097543784836
ACH-000485,-0.4290513537176045
ACH-000486,-0.21130886606783966
ACH-000487,-0.17554515779839255
ACH-000488,-0.2733348869116629
ACH-000490,-0.21897432699731706
ACH-000491,-0.4955296993493391
ACH-000495,-0.04717879432449037
ACH-000496,-0.2305047430924441
ACH-000499,-0.2426540747274561
ACH-000500,-0.21528300604620032
ACH-000502,-0.362478210031108
ACH-000503,-0.3332453738714461
ACH-000505,-0.3868836285053153
ACH-000507,-0.15457798781343435
ACH-000510,-0.256513516936617
ACH-000511,-0.34709730080773443
ACH-000512,-0.15608640504896376
ACH-000516,-0.4386198740775206
ACH-000517,-0.35427736575243823
ACH-000518,-0.364870128616151
ACH-000520,-0.3378021932194955
ACH-000521,-0.3681005044006167
ACH-000522,-0.1139486981217618
ACH-000524,-0.2614737491741495
ACH-000527,-0.3602195743078474
ACH-000528,-0.29128352365526
ACH-000537,-0.2847892509169592
ACH-000541,-0.2471621114528213
ACH-000542,-0.2458032810875517
ACH-000544,-0.3636141964426422
ACH-000545,-0.27844339004291624
ACH-000547,-0.6335683850829872
ACH-000548,-0.35324112563971355
ACH-000549,-0.3277861827849398
ACH-000550,-0.4157116307892345
ACH-000552,-0.1603870328358179
ACH-000556,-0.2829778844289502
ACH-000557,-0.2442416996966833
ACH-000569,-0.28482209198073577
ACH-000570,-0.4128405306200834
ACH-000571,-0.2698771540315276
ACH-000573,-0.18338398599432748
ACH-000576,-0.1957309226547571
ACH-000579,-0.2482961945687737
ACH-000580,-0.2423456146234985
ACH-000584,-0.2709117509542765
ACH-000585,-0.2918074830729355
ACH-000588,-0.17031426713623574
ACH-000589,-0.1820875348329964
ACH-000591,-0.21310888043672974
ACH-000593,-0.2551979649574133
ACH-000600,-0.2775519679402205
ACH-000601,-0.263871410237842
ACH-000605,-0.266001363504338
