,NDUFS4 (4724)
ACH-000004,-0.094651638818433
ACH-000005,-0.2285936730731356
ACH-000007,-0.12877902724225646
ACH-000009,-0.08183915511176333
ACH-000011,-0.22294341455378144
ACH-000012,-0.1263251061342252
ACH-000013,-0.16794398790018858
ACH-000014,-0.3071673431181251
ACH-000015,-0.20680364122970066
ACH-000017,-0.11404786445007688
ACH-000018,-0.08189449475675578
ACH-000019,0.025723273922754367
ACH-000021,-0.2111330574399717
ACH-000022,-0.03133748064360788
ACH-000025,0.09301996626596296
ACH-000028,-0.2328576936686007
ACH-000030,-0.12387374523878712
ACH-000035,-0.1198136702826718
ACH-000036,-0.2738560759616511
ACH-000037,-0.15622006040351152
ACH-000039,-0.2268740284795381
ACH-000040,-0.10027449257567153
ACH-000041,-0.28967049917650023
ACH-000042,-0.06289128673925454
ACH-000045,-0.15423305077119198
ACH-000047,-0.20712627655757895
ACH-000052,-0.12402681945269885
ACH-000053,-0.16596976636819716
ACH-000054,-0.05994006472327725
ACH-000055,0.005336588750186689
ACH-000060,-0.06924334530918543
ACH-000067,-0.2899881574813829
ACH-000070,-0.16897805365816226
ACH-000075,-0.06341908946042958
ACH-000078,-0.2234981402976112
ACH-000082,-0.19986823882596927
ACH-000085,-0.35448173054944515
ACH-000086,-0.1461597537840996
ACH-000087,0.08515928035072197
ACH-000092,-0.11766806624904436
ACH-000095,-0.23439229675934006
ACH-000097,-0.1666680345441061
ACH-000098,-0.26982390983150195
ACH-000099,-0.17152648380076613
ACH-000108,-0.2854214167735138
ACH-000113,-0.15533484309010018
ACH-000116,-0.18915346978536732
ACH-000118,-0.15102992965731438
ACH-000120,-0.20534516602219124
ACH-000123,-0.05824343100458417
ACH-000127,-0.12131135799975175
ACH-000128,-0.1828974192411469
ACH-000132,-0.10922277490945403
ACH-000133,-0.09389368440929444
ACH-000137,-0.2066547346757602
ACH-000138,-0.05022569447113466
ACH-000142,-0.15710975425366672
ACH-000143,-0.19271983577489696
ACH-000146,-0.11191916286919566
ACH-000148,-0.14828543191024915
ACH-000150,-0.04059644625787782
ACH-000152,-0.1449543852209308
ACH-000153,-0.3856219512120969
ACH-000159,-0.11457889638002393
ACH-000160,0.0031002570049766943
ACH-000163,-0.1550389428570035
ACH-000167,-0.1352528702328637
ACH-000168,-0.02089228104790015
ACH-000169,-0.24408313572077475
ACH-000178,-0.15685412267796428
ACH-000183,-0.05085537123487367
ACH-000188,-0.2531348674523817
ACH-000189,0.1106699153967719
ACH-000190,-0.3010606090841836
ACH-000198,-0.33138003125952803
ACH-000203,-0.4219479556883853
ACH-000204,-0.2816006004705323
ACH-000206,-0.1109165033905356
ACH-000207,-0.1578635460965451
ACH-000208,0.2279546792271517
ACH-000210,0.01171715068272382
ACH-000211,-0.11038273157534527
ACH-000215,-0.2052137143098582
ACH-000221,-0.017790417318992058
ACH-000222,-0.05539266355156729
ACH-000223,-0.10472827922772207
ACH-000226,-0.21595127842549727
ACH-000227,-0.1704719310967937
ACH-000228,-0.26436956224653724
ACH-000231,-0.08118708745473882
ACH-000232,-0.1664378481157631
ACH-000233,-0.06877377554466654
ACH-000234,-0.12929001461156875
ACH-000235,-0.1684619088506443
ACH-000237,-0.035007118871562964
ACH-000238,-0.2020193187748811
ACH-000242,-0.2444140213112947
ACH-000243,-0.2010228823532804
ACH-000244,-0.4612908052127665
ACH-000246,-0.1025123921274978
ACH-000248,-0.13820054772451587
ACH-000250,-0.16120582655407928
ACH-000251,-0.009200760873605805
ACH-000252,-0.2091127735989624
ACH-000253,-0.19947494595926693
ACH-000255,-0.18112667116315412
ACH-000256,-0.16668490169729386
ACH-000257,-0.22243877900177386
ACH-000258,-0.12588646916026885
ACH-000259,-0.22258483443997848
ACH-000260,-0.15599444892244665
ACH-000261,-0.20137660338899024
ACH-000262,-0.08910079977299938
ACH-000263,0.03632120694366904
ACH-000264,-0.22393264074952984
ACH-000265,-0.10011129904535301
ACH-000266,-0.15984163651383565
ACH-000272,-0.16577604361515233
ACH-000274,-0.32983021810418744
ACH-000277,-0.17036361670264485
ACH-000278,-0.15250949180771747
ACH-000279,-0.16945892342552782
ACH-000280,-0.11862310632064645
ACH-000281,0.0041170296759010456
ACH-000288,-0.14066610697213872
ACH-000291,-0.15125084911505013
ACH-000293,-0.2078303394698376
ACH-000294,-0.10063438003323756
ACH-000295,0.040535621830519404
ACH-000296,-0.10423078237274766
ACH-000302,-0.2597689606859531
ACH-000304,-0.3268312726256157
ACH-000307,-0.08588032883306089
ACH-000308,-0.2258826511628816
ACH-000310,-0.15350183254381405
ACH-000311,-0.151127738742862
ACH-000312,-0.1554636410558472
ACH-000315,-0.23689492067688503
ACH-000316,-0.16174609836190074
ACH-000317,-0.25565253888233164
ACH-000318,-0.013018685679671472
ACH-000319,-0.18224273672494895
ACH-000320,-0.1432580402555544
ACH-000322,-0.1119105742213907
ACH-000323,-0.1791430859412981
ACH-000324,-0.10036312395569844
ACH-000329,-0.3121424579604749
ACH-000330,-0.1562466718489496
ACH-000331,-0.21731624336354294
ACH-000332,-0.14478347618443688
ACH-000334,-0.18218947797825524
ACH-000335,-0.3484151189251635
ACH-000336,-0.17708622792846354
ACH-000337,-0.1684007121016394
ACH-000338,0.034458963928348664
ACH-000339,-0.2550467778572416
ACH-000341,-0.2327362130438917
ACH-000348,-0.3637749250036715
ACH-000350,-0.20589451555984253
ACH-000352,-0.12173216034910195
ACH-000356,-0.23724352489107056
ACH-000361,-0.09481772109287598
ACH-000362,-0.2665947990224206
ACH-000363,-0.2232502022758742
ACH-000364,-0.16869685940377022
ACH-000365,-0.20603790083446816
ACH-000366,-0.059703868511064524
ACH-000368,-0.26904189367650977
ACH-000374,-0.25737331436752325
ACH-000375,-0.12973817666389176
ACH-000376,-0.10060985266907302
ACH-000381,-0.07884712151283586
ACH-000383,-0.11301414683685344
ACH-000387,-0.2530143443427817
ACH-000389,-0.11849496399320918
ACH-000390,-0.16908016405670534
ACH-000393,-0.20968924112722734
ACH-000395,-0.029500881871566083
ACH-000396,-0.1968993883717314
ACH-000397,-0.3221577153466009
ACH-000401,-0.26686107877198384
ACH-000402,-0.10671191099901896
ACH-000403,-0.2001109904845058
ACH-000404,-0.08076919649499495
ACH-000406,-0.1575806989585438
ACH-000407,-0.21612930552421675
ACH-000408,0.02139114532328485
ACH-000410,-0.1981970025847708
ACH-000411,-0.11875657482776213
ACH-000414,-0.2271239944191494
ACH-000415,-0.2431615723060138
ACH-000416,-0.3357254256357824
ACH-000420,-0.15391451407833687
ACH-000421,-0.13900816485778394
ACH-000424,-0.12059176344945274
ACH-000425,-0.2964968606508813
ACH-000426,-0.2619422714382846
ACH-000427,-0.27956789033669155
ACH-000433,-0.017300974655673124
ACH-000435,-0.2860008148219207
ACH-000436,-0.14112103584219154
ACH-000444,-0.08566998722327104
ACH-000445,-0.1099886950588568
ACH-000448,-0.11724344491205813
ACH-000450,-0.2936493108783816
ACH-000452,-0.05750899263595601
ACH-000454,-0.2387038011068363
ACH-000458,-0.2027052927323316
ACH-000459,-0.05659291049600632
ACH-000460,-0.11042366175184168
ACH-000461,-0.16329207860792258
ACH-000463,-0.3207156614756669
ACH-000464,0.017611829623637318
ACH-000466,-0.24025678382433235
ACH-000467,-0.07288369576772459
ACH-000468,-0.04705059873609636
ACH-000469,0.020480051258644355
ACH-000470,-0.2538561721161286
ACH-000471,-0.047672042745599136
ACH-000472,-0.11609669847158373
ACH-000473,-0.06340448969315578
ACH-000475,-0.16479862018185426
ACH-000476,-0.1952513637200332
ACH-000477,-0.2850641592559077
ACH-000479,-0.13592541102569042
ACH-000480,-0.24940230071527605
ACH-000481,-0.1850456368517956
ACH-000483,-0.14626499475672727
ACH-000484,-0.12499458651890245
ACH-000485,-0.22278796366493053
ACH-000486,-0.15535778855945154
ACH-000487,-0.2660121879754325
ACH-000488,-0.299600195562558
ACH-000490,-0.08027613412074383
ACH-000491,-0.15849231908470532
ACH-000495,-0.06648445292997282
ACH-000496,-0.06347379486031021
ACH-000499,-0.22824256914241306
ACH-000500,-0.5480010211980207
ACH-000502,-0.07863505206975767
ACH-000503,-0.16959675624230888
ACH-000505,-0.2252934833343939
ACH-000507,-0.3165334353953628
ACH-000510,-0.16617248107757876
ACH-000511,-0.16152511739734962
ACH-000512,-0.04152463768714194
ACH-000516,-0.20850397636254064
ACH-000517,-0.1415360716136526
ACH-000518,-0.08483924410898233
ACH-000520,-0.2958090663374512
ACH-000521,-0.19345776293065395
ACH-000522,-0.17486139718053512
ACH-000524,-0.16796608639861196
ACH-000527,-0.1484770396446074
ACH-000528,-0.12646717214186534
ACH-000537,-0.3353485761038789
ACH-000541,-0.13839048662028805
ACH-000542,-0.18101685181894506
ACH-000544,-0.13264812824039918
ACH-000545,-0.2594344553504279
ACH-000547,-0.11501045488481315
ACH-000548,-0.17715130391180325
ACH-000549,-0.1972034224605034
ACH-000550,-0.20047564151192526
ACH-000552,-0.3560347437559633
ACH-000556,-0.17005007893001767
ACH-000557,-0.07349661007723415
ACH-000569,-0.021471206803072736
ACH-000570,-0.027535146542331933
ACH-000571,-0.09924137669157196
ACH-000573,-0.3008638812285596
ACH-000576,-0.09868281600817322
ACH-000579,-0.30036361520591626
ACH-000580,0.04638203056120185
ACH-000584,-0.13387345799954226
ACH-000585,-0.24242623205102395
ACH-000588,-0.14851141726662972
ACH-000589,-0.2756026070758125
ACH-000591,-0.08449404572909515
ACH-000593,-0.04705739189674446
ACH-000600,-0.08878907129802348
ACH-000601,-0.13556468615113978
ACH-000605,-0.20060441625360895
ACH-000606,-0.184152419284047
ACH-000608,-0.18434792951197665
ACH-000614,-0.1686954558415772
ACH-000616,-0.12012640679745093
ACH-000618,-0.1181907649908665
ACH-000619,-0.21124739701642967
ACH-000620,-0.09279637420115586
ACH-000621,-0.16832670020597296
ACH-000622,-0.3585393978428472
ACH-000623,-0.15200806125511446
ACH-000624,-0.2507542152417634
ACH-000627,-0.15581225473054455
ACH-000630,-0.4536571805955367
ACH-000631,-0.0436824653722023
ACH-000632,-0.09804537945249446
ACH-000633,-0.154607649628449
ACH-000637,-0.2960506507091073
ACH-000638,-0.2318474739721729
ACH-000646,-0.3370066436179431
ACH-000647,-0.21631184767096265
ACH-000648,-0.19335503368281334
ACH-000649,-0.031876375752192945
ACH-000651,-0.18074009225171214
ACH-000652,-0.11438384386392475
ACH-000653,-0.18139787266388546
ACH-000657,-0.14307022597463226
