,NT5DC2 (64943)
ACH-000556,-0.202716440312182
ACH-000557,-0.16425687376607973
ACH-000569,0.0252284027050558
ACH-000570,-0.1895799928389479
ACH-000571,-0.1478237895338164
ACH-000573,-0.08276554799475734
ACH-000576,-0.1890086165531526
ACH-000579,-0.08360384444998055
ACH-000580,0.049811442785180425
ACH-000584,-0.12798086699485994
ACH-000585,-0.11043445184208987
ACH-000588,0.05886459090794651
ACH-000589,-0.15731821390140902
ACH-000591,-0.11520375124217568
ACH-000593,-0.1486409119274431
ACH-000600,-0.1287619833922669
ACH-000601,-0.1202890026812588
ACH-000605,-0.2307959794716345
ACH-000606,-0.16438059228367888
ACH-000608,-0.13510967850956293
ACH-000614,0.004272070420478092
ACH-000616,-0.11640771704631628
ACH-000618,-0.20606602545606886
ACH-000619,-0.19469350225692925
ACH-000620,-0.07331100688993948
ACH-000621,-0.0870685649588742
ACH-000622,-0.1238321448739604
ACH-000623,0.049361354262076086
ACH-000624,-0.1947946691092094
ACH-000627,-0.2457464924123152
ACH-000630,-0.15406245410398495
ACH-000631,-0.2737901690233493
ACH-000632,-0.05895652063249286
ACH-000633,-0.16290723362451676
ACH-000637,-0.08979944931879291
ACH-000638,-0.07948642261115688
ACH-000646,-0.021361700874206708
ACH-000647,-0.17204979771798454
ACH-000648,-0.058749347798698975
ACH-000649,-0.2036467670069088
ACH-000651,-0.24543240410438125
ACH-000652,-0.285423393513695
ACH-000653,-0.12021883791627215
ACH-000657,-0.08891292968109056
ACH-000658,-0.1295740105466662
ACH-000661,-0.15475928134604824
ACH-000662,-0.12078127655830714
ACH-000663,-0.08069481796300836
ACH-000665,-0.0934098127890868
ACH-000671,-0.2662775396890076
ACH-000672,-0.1791919852700182
ACH-000673,-0.19044035110259053
ACH-000676,-0.174139992203773
ACH-000677,-0.05246996291244141
ACH-000681,-0.0709715416083922
ACH-000683,-0.21547725732178308
ACH-000684,-0.005761391058698421
ACH-000688,-0.018907832169161226
ACH-000693,-0.12076587647882822
ACH-000694,-0.1859647116226147
ACH-000695,0.015216138066773669
ACH-000696,-0.14129884853293864
ACH-000697,-0.038509214095145315
ACH-000699,-0.2306636290829423
ACH-000701,-0.037632663187287495
ACH-000706,-0.07266108880982927
ACH-000711,-0.0794783932049748
ACH-000713,-0.1992917221372648
ACH-000714,-0.1904785848167604
ACH-000718,-0.21000153130289334
ACH-000720,-0.18911390674337916
ACH-000721,-0.2758111479177393
ACH-000724,-0.07829586980087062
ACH-000725,-0.035310802976783635
ACH-000732,-0.047028662877164056
ACH-000734,-0.18890567971421046
ACH-000735,-0.30488013756817856
ACH-000736,-0.13919680126847744
ACH-000738,-0.13391130942465285
ACH-000746,0.02127384015698144
ACH-000747,-0.02506455931555392
ACH-000748,-0.1877263068260907
ACH-000753,-0.13920540373226992
ACH-000756,-0.1222758626795486
ACH-000757,-0.054137260224546686
ACH-000758,-0.19607621520455
ACH-000760,-0.015409245260634972
ACH-000762,-0.2474271542540967
ACH-000763,-0.06679032498583395
ACH-000764,-0.1938534680148792
ACH-000765,-0.12279812765117885
ACH-000766,-0.1866103916778428
ACH-000767,0.056603819654563424
ACH-000768,-0.25533004618563115
ACH-000769,-0.1718927524235933
ACH-000770,-0.16227245558041556
ACH-000771,-0.09885427294816046
ACH-000773,-0.2230656224968091
ACH-000776,-0.08990964442723108
ACH-000777,-0.12344598737582844
ACH-000778,-0.2856066531565133
ACH-000781,-0.11037066498616807
ACH-000782,-0.21744269988198733
ACH-000783,-0.17549946481102965
ACH-000784,-0.2644679089654436
ACH-000785,-0.2233386544268764
ACH-000787,-0.10283777154635317
ACH-000788,-0.1506578687834516
ACH-000791,-0.16875328152871066
ACH-000792,-0.17855684319530646
ACH-000794,-0.20818404759503328
ACH-000796,-0.256143311456698
ACH-000798,-0.13131708086889865
ACH-000799,-0.1602220132336939
ACH-000800,-0.06736646096085946
ACH-000802,-0.13477486749930384
ACH-000804,-0.2037169702915998
ACH-000805,-0.0946747767484016
ACH-000809,-0.21658597805592072
ACH-000810,-0.3445760264759102
ACH-000811,-0.2715724885422444
ACH-000817,-0.3085982947786787
ACH-000819,-0.0896893853079172
ACH-000820,-0.2049435006660705
ACH-000821,-0.2519803130462255
ACH-000822,-0.3318026667760989
ACH-000823,-0.21113032322408246
ACH-000824,-0.08098045366294247
ACH-000827,-0.10241029912140014
ACH-000829,-0.12940480803571375
ACH-000831,-0.03065881471145498
ACH-000832,-0.2758354298672089
ACH-000833,-0.27110290917081337
ACH-000834,-0.0680010847624796
ACH-000835,-0.007228493921042134
ACH-000836,-0.19265968448760648
ACH-000837,-0.13030817334630812
ACH-000838,0.02277586711981458
ACH-000839,-0.1143640410527413
ACH-000840,-0.07245049308511084
ACH-000841,-0.13021924513162245
ACH-000843,-0.11334753388435155
ACH-000846,-0.19879256365566614
ACH-000847,-0.09247658699496583
ACH-000848,-0.1816964635150942
ACH-000849,0.0196445469318456
ACH-000851,-0.09126033282405464
ACH-000855,-0.015223122659370269
ACH-000856,-0.1348296864187966
ACH-000858,-0.15718635504882858
ACH-000859,-0.3669438413159766
ACH-000861,-0.019709610339543018
ACH-000862,-0.0902124626971966
ACH-000865,-0.12920114054569665
ACH-000866,-0.1307010410006724
ACH-000867,-0.15585638047064065
ACH-000869,-0.1740614759976735
ACH-000872,-0.14793177811682573
ACH-000873,-0.0515697591429044
ACH-000876,-0.20597333684957247
ACH-000878,-0.14976399780893832
ACH-000880,-0.20573415867634684
ACH-000881,-0.13741896742766704
ACH-000882,-0.10428223861469893
ACH-000884,-0.22331350750879528
ACH-000885,-0.07186892198924746
ACH-000887,-0.2141138533336281
ACH-000889,-0.06504126144091704
ACH-000896,-0.2201218230553878
ACH-000898,-0.1114349940719509
ACH-000900,-0.2097036978425064
ACH-000901,-0.13514776303315906
ACH-000905,-0.08763510127350735
ACH-000906,-0.15963347452702048
ACH-000907,-0.08992088981686633
ACH-000910,-0.1889288671829753
ACH-000911,-0.21618263288722134
ACH-000912,-0.1622741613570868
ACH-000913,-0.037466183446770704
ACH-000915,-0.11205024736415732
ACH-000916,0.07044986652717602
ACH-000917,-0.11662432999653312
ACH-000920,-0.09601795066203124
ACH-000921,-0.280276896321471
ACH-000924,-0.11403196201263704
ACH-000926,-0.16918863599846645
ACH-000928,-0.13080008188841152
ACH-000929,-0.09828604082581896
ACH-000932,-0.09623852073044123
ACH-000935,0.021606346666614016
ACH-000936,-0.1287783243111693
ACH-000937,-0.06417025511254157
ACH-000938,-0.2531162025439849
ACH-000939,-0.21211587635726584
ACH-000941,-0.21222377663602487
ACH-000943,-0.1592046391293274
ACH-000946,-0.10907286541770404
ACH-000947,-0.05434000075783384
ACH-000948,-0.10066563541452156
ACH-000950,-0.09767375289155612
ACH-000953,-0.17946055939869582
ACH-000954,-0.02870505387965867
ACH-000957,0.0746018928616832
ACH-000958,-0.20525355440474108
ACH-000960,-0.2029823502881801
ACH-000963,-0.14857151026295812
ACH-000968,-0.18011511727407745
ACH-000969,-0.08401847857924484
ACH-000972,-0.1845206957151992
ACH-000973,-0.194041875579499
ACH-000974,-0.07107913463455902
ACH-000978,-0.2614592273285402
ACH-000984,-0.16179882827003828
ACH-000986,-0.3440428341025201
ACH-000988,0.02001828048208015
ACH-000993,-0.1774530055661143
ACH-000994,-0.06335565839612695
ACH-000996,-0.27362532132402817
ACH-001001,-0.147731912592564
ACH-001020,-0.3036683335754235
ACH-001028,-0.1861729830840752
ACH-001031,-0.17194225930486784
ACH-001038,-0.07514845255472766
ACH-001048,-0.1275217074872327
ACH-001050,-0.07778491428305641
ACH-001053,-0.07534127398578501
ACH-001054,-0.07941475525255785
ACH-001061,-0.15200932454245947
ACH-001067,-0.17170538612255365
ACH-001075,-0.226026310235481
ACH-001096,-0.16798375852058814
ACH-001111,-0.4339098839173402
ACH-001119,0.003751543628553113
ACH-001128,-0.0944555530721946
ACH-001134,-0.06572882481375734
ACH-001151,-0.1521473957584673
ACH-001163,-0.2330883386682829
ACH-001164,-0.1285432108941315
ACH-001183,-0.13466376579021125
ACH-001192,-0.2287517962675836
ACH-001193,-0.3831049217824751
ACH-001196,-0.07086865874898655
ACH-001197,-0.1614874709283989
ACH-001205,-0.10768007320225312
ACH-001211,-0.19861116108185298
ACH-001212,0.013098699906624323
ACH-001228,-0.14981687425364845
ACH-001232,-0.05710559620011646
ACH-001239,-0.10249434900894154
ACH-001270,-0.07238511107574001
ACH-001274,-0.10845754890085443
ACH-001275,-0.21037921455392555
ACH-001277,-0.02079653622349245
ACH-001278,-0.036442373183268616
ACH-001280,-0.1878072552455328
ACH-001283,-0.15911102018738826
ACH-001289,-0.1659526146780128
ACH-001300,-0.10671014067635703
ACH-001301,-0.2250491840761039
ACH-001302,0.17916909801563927
ACH-001306,-0.14407195149649882
ACH-001318,-0.16571594607689927
ACH-001322,-0.07090522702681204
ACH-001328,-0.13268321159592975
ACH-001332,-0.11829421628077735
ACH-001336,-0.18511697791137308
ACH-001346,-0.041152527607940234
ACH-001353,-0.12933268240463608
ACH-001354,-0.260775741685128
ACH-001367,-0.1342054457212959
ACH-001368,-0.1803670998856986
ACH-001374,-0.14726969228798775
ACH-001377,-0.09306136521910673
ACH-001380,-0.13153483676271568
ACH-001391,-0.1969536837933805
ACH-001408,0.04947865551322698
ACH-001430,-0.2382099648296176
ACH-001431,-0.3307899053741399
ACH-001450,-0.13378082625329474
ACH-001496,-0.1228892555259911
ACH-001500,-0.3008140340189
ACH-001523,-0.07802399702476195
ACH-001532,0.03471707510477487
ACH-001550,-0.15737646567034735
ACH-001552,-0.14503693242442292
ACH-001554,-0.08646402640494036
ACH-001654,-0.12141662620288825
ACH-001735,-0.3282081361625556
ACH-001736,-0.2994182133647777
ACH-001737,-0.08372821174935141
ACH-001740,-0.29263160411410405
ACH-001745,-0.12510422499709306
ACH-001765,-0.12052494498591472
