,CHI3L2 (1117)
ACH-000153,-0.2145998111974174
ACH-000159,-0.09538347758623354
ACH-000160,-0.1011289312517307
ACH-000163,-0.040549040129218034
ACH-000167,-0.4792849840339796
ACH-000168,-0.11388229583378585
ACH-000169,-0.09533546833105727
ACH-000178,-0.016551600550290032
ACH-000183,-0.16782767557766073
ACH-000188,-0.2226585730804929
ACH-000189,-0.1279833752754334
ACH-000190,-0.3530485629470451
ACH-000198,-0.14502967608420342
ACH-000203,0.06370403683621315
ACH-000204,-0.27534953971806136
ACH-000206,-0.2593576696956978
ACH-000207,-0.034187425822973204
ACH-000208,-0.0525810668573396
ACH-000210,-0.0764344460454103
ACH-000211,-0.09973940895580403
ACH-000215,0.03211021144542432
ACH-000221,-0.24622104226244776
ACH-000222,0.038550368326696116
ACH-000223,-0.12226880635181656
ACH-000226,-0.11405454427680273
ACH-000227,-0.16621852101871346
ACH-000228,-0.18759666118521415
ACH-000231,-0.08892744404290523
ACH-000232,-0.033602071870789486
ACH-000233,-3.643626009835737e-05
ACH-000234,-0.07590746104944929
ACH-000235,-0.07618862015472505
ACH-000237,-0.08480476683351994
ACH-000238,-0.04110831051419228
ACH-000242,-0.040433708121209486
ACH-000243,-0.08195615909810383
ACH-000244,0.019053094661476443
ACH-000246,-0.06560272536616847
ACH-000248,-0.19614872695693844
ACH-000250,-0.17258222657124686
ACH-000251,-0.26346054648266704
ACH-000252,-0.11928857625057546
ACH-000253,-0.0391728657674255
ACH-000255,-0.1975743259213296
ACH-000256,-0.2507209214224741
ACH-000257,0.019782717022252656
ACH-000258,-0.03965116877958043
ACH-000259,-0.02808890430347915
ACH-000260,-0.00463738717431306
ACH-000261,-0.13687390110813205
ACH-000262,0.15775193811837168
ACH-000263,-0.15247778108808574
ACH-000264,-0.11367828504127205
ACH-000265,-0.17687027375374095
ACH-000266,-0.08167428898589565
ACH-000272,-0.2443211917346907
ACH-000274,-0.11840100637216555
ACH-000277,-0.1596541413841406
ACH-000278,-0.23368104017505625
ACH-000279,0.013020723261834295
ACH-000280,-0.1135282637920131
ACH-000281,-0.047426378135352734
ACH-000288,-0.11256261158888316
ACH-000291,-0.1359605861539548
ACH-000293,-0.00941609905829512
ACH-000294,-0.18851177434918934
ACH-000295,-0.06215598961128455
ACH-000296,-0.17433830431459044
ACH-000302,-0.16301196219471176
ACH-000304,-0.08772705749995538
ACH-000307,-0.0108663255004758
ACH-000308,-0.06317674993384673
ACH-000310,0.02214593193057752
ACH-000311,-0.2475107118760563
ACH-000312,-0.226141499060016
ACH-000315,-0.07770294455978266
ACH-000316,0.07091942371963211
ACH-000317,-0.12810873285120816
ACH-000318,-0.1905551354595532
ACH-000319,-0.007944617340749386
ACH-000320,-0.06331851815975673
ACH-000322,-0.11984963113287896
ACH-000323,-0.08115606263076565
ACH-000324,-0.15748722101174215
ACH-000329,-0.09294090819337428
ACH-000330,-0.15506333948251513
ACH-000331,-0.1299517294964459
ACH-000332,-0.07930041411823126
ACH-000334,-0.19109240017994544
ACH-000335,0.08001070513777338
ACH-000336,0.08544795796521132
ACH-000337,-0.11430223084511901
ACH-000338,-0.06048931762921213
ACH-000339,-0.06718653241585122
ACH-000341,-0.16507968338254436
ACH-000348,-0.09491371008011387
ACH-000350,0.08264606522240353
ACH-000352,-0.1795781872707298
ACH-000356,-0.15114398959708716
ACH-000361,-0.12687655621909874
ACH-000362,-0.12871166874975026
ACH-000363,-0.11641125993060265
ACH-000364,0.018340811950191382
ACH-000365,-0.052249173312816484
ACH-000366,0.03140818630208541
ACH-000368,-0.20686336323138296
ACH-000374,-0.09293745712648456
ACH-000375,-0.09851743594805663
ACH-000376,-0.18386845747428748
ACH-000381,-0.15899778457847505
ACH-000383,-0.192639120456188
ACH-000387,-0.12837271127899955
ACH-000389,-0.014232333055238112
ACH-000390,-0.08838666691480658
ACH-000393,-0.17816501478728242
ACH-000395,-0.2835575517289365
ACH-000396,-0.17469673294546828
ACH-000397,-0.21618000789332786
ACH-000401,-0.2349422606987256
ACH-000402,0.023657092790527728
ACH-000403,-0.057729121769571234
ACH-000404,0.13769277052171075
ACH-000406,-0.1056218220922268
ACH-000407,-0.08499583371086987
ACH-000408,-0.0051106998148505636
ACH-000410,-0.11358680195896086
ACH-000411,-0.04732687809535687
ACH-000414,-0.19819084995036115
ACH-000415,-0.220331735464236
ACH-000416,-0.11172971544904534
ACH-000420,-0.033877981877323785
ACH-000421,-0.09670414026198428
ACH-000424,-0.191387045104895
ACH-000425,-0.18090634884427914
ACH-000426,-0.05172715412768825
ACH-000427,-0.23367779104866826
ACH-000433,-0.041162541307550586
ACH-000435,-0.05926342353099169
ACH-000436,-0.2100302064948531
ACH-000444,-0.11878671609465208
ACH-000445,-0.20495793328547415
ACH-000448,-0.029922941644635707
ACH-000450,-0.3725905343680817
ACH-000452,-0.08360559134712774
ACH-000454,-0.11773066872933485
ACH-000458,-0.09505899209041303
ACH-000459,-0.4822276137654988
ACH-000460,-0.042044972041885405
ACH-000461,-0.22069117565648694
ACH-000463,-0.0509164506414184
ACH-000464,-0.29895750485346856
ACH-000466,-0.22353345430770413
ACH-000467,-0.09740172843555586
ACH-000468,-0.07847542532178492
ACH-000469,-0.06855111032299795
ACH-000470,-0.13038133805688373
ACH-000471,-0.14466711987280986
ACH-000472,-0.07317618882957777
ACH-000473,0.05543918246773873
ACH-000475,-0.16554599403491815
ACH-000476,-0.15066772011388793
ACH-000477,-0.19406118967822836
ACH-000479,-0.16828374100497842
ACH-000480,-0.1946344011036264
ACH-000481,-0.03796520182805623
ACH-000483,-0.12016302923788333
ACH-000484,-0.029247689279036808
ACH-000485,-0.09447373515287127
ACH-000486,-0.13067373404100813
ACH-000487,-0.20839861445969116
ACH-000488,-0.034703314585920284
ACH-000490,-0.0718948171134228
ACH-000491,-0.1041161649359204
ACH-000495,0.05044851535872799
ACH-000496,-0.2438852792041256
ACH-000499,0.07325536274260662
ACH-000500,-0.20773044721475487
ACH-000502,-0.060280614299338064
ACH-000503,-0.1124179333712582
ACH-000505,-0.06951613198591951
ACH-000507,-0.10720165560742073
ACH-000510,-0.12575393094827367
ACH-000511,-0.08287344077910087
ACH-000512,-0.30755721831634913
ACH-000516,-0.1962006790498168
ACH-000517,-0.06792505065466897
ACH-000518,-0.08022110838219394
ACH-000520,-0.08171890864800686
ACH-000521,-0.004824888744765856
ACH-000522,-0.20637088336469545
ACH-000524,-0.054121890656482825
ACH-000527,-0.10126826146170148
ACH-000528,-0.0898903743180479
ACH-000537,-0.12666151826958905
ACH-000541,-0.3711592899886455
ACH-000542,-0.056489344618747925
ACH-000544,-0.193043761601972
ACH-000545,-0.06692218427515477
ACH-000547,-0.023804022360633725
ACH-000548,-0.1528792126444697
ACH-000549,-0.006590897083300414
ACH-000550,0.10877468771785112
ACH-000552,-0.1009772339004086
ACH-000556,-0.15156883737692078
ACH-000557,-0.06550099598901146
ACH-000569,-0.036908199923597784
ACH-000570,0.09165224104537807
ACH-000571,-0.16022972095031845
ACH-000573,-0.10413813749963537
ACH-000576,-0.04438883430502084
ACH-000579,-0.27912083471565685
ACH-000580,-0.2427944377380154
ACH-000584,-0.16058050302663687
ACH-000585,-0.06959237433744628
ACH-000588,-0.16674997817588205
ACH-000589,-0.0736252129987941
ACH-000591,-0.06310726651354746
ACH-000593,-0.10459012660280996
ACH-000600,0.07409920867380837
ACH-000601,-0.08260467592679023
ACH-000605,-0.4366608474751447
ACH-000606,-0.06010313343622525
ACH-000608,-0.08045498747228626
ACH-000614,-0.0977542570880546
ACH-000616,0.07022985937544324
ACH-000618,-0.0751069018617458
ACH-000619,-0.2153499358062493
ACH-000620,-0.15529387656353916
ACH-000621,-0.1334460192215636
ACH-000622,-0.008650198679979864
ACH-000623,-0.11455640645627732
ACH-000624,-0.0965806867431029
ACH-000627,-0.21338819221803654
ACH-000630,-0.04711287996133812
ACH-000631,-0.2801022880524893
ACH-000632,-0.11752416699786696
ACH-000633,-0.1000155121331421
ACH-000637,-0.011340778557424871
ACH-000638,-0.07244380311307111
ACH-000646,-0.2008709073847523
ACH-000647,-0.026719813255911683
ACH-000648,-0.08071452637627849
ACH-000649,-0.1448535688711725
ACH-000651,-0.09532619943677803
ACH-000652,-0.12162178871824016
ACH-000653,-0.07478069892946244
ACH-000657,-0.06979365637399361
ACH-000658,-0.02123909764005377
ACH-000661,-0.08866096157204482
ACH-000662,-0.08194732711817301
ACH-000663,-0.09510474855884553
ACH-000665,-0.12966512482526674
ACH-000671,-0.02057851231777801
ACH-000672,-0.016158672475898396
ACH-000673,-0.05248265047054273
ACH-000676,-0.16931892383479658
ACH-000677,-0.11605210486102288
ACH-000681,-0.03329962168537497
ACH-000683,-0.12424436815607293
ACH-000684,-0.1785174759623464
ACH-000688,-0.07223498863565103
ACH-000693,-0.09114768913721134
ACH-000694,-0.08755740600896511
ACH-000695,0.007552970530914026
ACH-000696,-0.09860942051125722
ACH-000697,-0.35336166543647235
ACH-000699,-0.08321960254881039
ACH-000701,-0.011886598106925779
ACH-000706,-0.223114128044102
ACH-000711,-0.06549295317954541
ACH-000713,-0.2435282410854949
ACH-000714,-0.13501750199946494
ACH-000718,-0.10416075386737113
ACH-000720,-0.010789609101145013
ACH-000721,-0.17629455353911722
ACH-000724,-0.12214753311903513
ACH-000725,0.04459058543607506
ACH-000732,0.03730926648444511
ACH-000734,-0.2697616643340712
ACH-000735,-0.209512783247362
ACH-000736,-0.17036554943060456
ACH-000738,-0.14875686952959974
ACH-000746,0.07361014234922747
ACH-000747,-0.12563921432670214
ACH-000748,-0.061781016555739664
ACH-000753,-0.0867538482632543
ACH-000756,-0.2722154252482833
ACH-000757,-0.06779004061081498
ACH-000758,0.031404846743425405
ACH-000760,0.007871362283776048
ACH-000762,8.351370074896722e-05
ACH-000763,-0.239134441135315
ACH-000764,-0.09597651165029078
ACH-000765,-0.1072437996870005
ACH-000766,-0.15795644278103912
ACH-000767,-0.07075915025476277
ACH-000768,0.00785316647264057
ACH-000769,0.0251987541086864
ACH-000770,-0.2105805650054532
ACH-000771,-0.04223044459111914
ACH-000773,-0.07583442132522537
ACH-000776,-0.16373014547792678
ACH-000777,-0.09257897036565346
ACH-000778,0.01596446885768304
ACH-000781,-0.13584715016585416
ACH-000782,-0.22763343760249324
ACH-000783,-0.07499655106222683
ACH-000784,-0.1255323314452608
ACH-000785,-0.12496838695516505
ACH-000787,-0.142716020794705
ACH-000788,-0.1524078845770702
ACH-000791,-0.25784624287786906
ACH-000792,-0.18277637646959147
ACH-000794,-0.08104893162070204
ACH-000796,-0.0772930140654963
ACH-000798,-0.009234365226080048
ACH-000799,-0.13961115526398676
ACH-000800,-0.10850953600163132
ACH-000802,-0.16680426976362556
ACH-000804,-0.1407383582426669
ACH-000805,-0.2873321471247787
ACH-000809,-0.05752813515849343
ACH-000810,-0.07673362300794037
ACH-000811,-0.14930044759503502
ACH-000817,-0.0184344052710766
ACH-000819,-0.017745057189612782
ACH-000820,-0.35479571952293204
ACH-000821,-0.08577598553705744
ACH-000822,-0.040961509453020135
ACH-000823,-0.07630186556081013
ACH-000824,-0.025503811321523042
ACH-000827,-0.02689854818329364
ACH-000829,-0.2382881880994436
ACH-000831,-0.27683519777717325
ACH-000832,-0.11320866627719996
ACH-000833,0.10653004322287887
ACH-000834,0.0727318409444765
ACH-000835,-0.06989012707447337
ACH-000836,-0.10951857403684273
ACH-000837,-0.1040645952181106
ACH-000838,-0.2567614904885261
ACH-000839,-0.06732323320212541
ACH-000840,0.08895457480139796
ACH-000841,-0.036940358751763686
ACH-000843,-0.09835817453997917
ACH-000846,-0.21001498054838533
ACH-000847,-0.2677698605508621
ACH-000848,-0.20360896912192145
ACH-000849,-0.13083984786230554
ACH-000851,-0.2797154238452001
ACH-000855,-0.3498102528076432
ACH-000856,-0.09719735362725826
ACH-000858,-0.06806805577176242
ACH-000859,-0.2375900504895519
ACH-000861,-0.2661652094354981
ACH-000862,-0.08153417271855026
ACH-000865,-0.10958207014941564
ACH-000866,-0.14585544956731078
ACH-000867,-0.07648823933504224
ACH-000869,-0.11192605252794824
ACH-000872,-0.275234990736463
ACH-000873,-0.1024774494108068
ACH-000876,-0.14643849963344482
ACH-000878,0.12486992061004708
ACH-000880,0.01508559253224119
ACH-000881,-0.10592471326984454
ACH-000882,0.0747914838964727
ACH-000884,-0.1569050558262428
ACH-000885,-0.10833877803804393
ACH-000887,-0.26207413315489264
ACH-000889,-0.18358715094792494
ACH-000896,-0.05661476927475576
ACH-000898,-0.24407124783232675
ACH-000900,0.026729299683826237
ACH-000901,-0.11988017631383095
ACH-000905,-0.15375665734007976
ACH-000906,-0.09844478567281326
ACH-000907,-0.14452338147082694
ACH-000910,0.0670151252809881
ACH-000911,-0.19528925275759687
ACH-000912,-0.13659974939641958
ACH-000913,-0.1446818783038128
ACH-000915,-0.27719941901570866
ACH-000916,-0.2734203001559591
ACH-000917,-0.1868433554204852
ACH-000920,0.2375042390709408
ACH-000921,-0.10951213587912796
ACH-000924,-0.15490569909239035
ACH-000926,-0.09733963445141287
ACH-000928,0.1697938326022306
ACH-000929,-0.11996597076728233
ACH-000932,-0.0483063097097948
ACH-000935,0.205010424789281
ACH-000936,-0.2771108086034966
ACH-000937,0.014410939403377447
ACH-000938,-0.11564429341262805
ACH-000939,-0.18233553084543766
ACH-000941,-0.08211242631605874
ACH-000943,-0.11512363850230665
ACH-000946,-0.16758125248596645
ACH-000947,-0.07159915631571219
ACH-000948,-0.02569105332728483
ACH-000950,0.06638747306111613
ACH-000953,-0.04011250976443211
ACH-000954,-0.47108926732354
ACH-000957,-0.01483212509699755
ACH-000958,-0.14664840852339694
ACH-000960,-0.12898260627039204
ACH-000963,-0.07264182998272134
ACH-000968,-0.18206763249800234
ACH-000969,-0.04209516831216691
ACH-000972,-0.25707397381731223
ACH-000973,-0.046444166470611205
ACH-000974,-0.05869008163123375
ACH-000978,-0.2547202267869389
ACH-000984,-0.057599936064058326
ACH-000986,-0.11404535316753354
ACH-000988,-0.14717262718104848
ACH-000993,-0.12462200872123674
ACH-000994,-0.05258724279221998
ACH-000996,-0.010959954938970916
ACH-001001,-0.2544870396551458
ACH-001020,0.1358532601318309
ACH-001028,-0.0768661198156981
ACH-001031,0.0264442466045762
ACH-001038,-0.0062712969054827174
ACH-001048,-0.14293345386833492
ACH-001050,-0.1426363830995427
ACH-001053,-0.020879658339535083
ACH-001054,-0.08317897519659466
ACH-001061,-0.02285916120618841
ACH-001067,-0.08762617686181133
ACH-001075,-0.06430287380964789
ACH-001096,-0.0913686904632424
ACH-001111,0.11267978593281583
ACH-001119,0.07520767660402082
ACH-001128,0.0990414657471885
ACH-001134,-0.038429011387429976
ACH-001151,-0.07922962678360163
ACH-001163,-0.15048556371411925
ACH-001164,-0.3654888598656314
ACH-001183,-0.28591149323391685
ACH-001192,-0.1607385610638981
ACH-001193,0.1144632379786382
ACH-001196,-0.21101603049502907
ACH-001197,-0.07916862170691782
ACH-001205,-0.13743854743440145
ACH-001211,-0.10849691921850603
ACH-001212,-0.12341345992807212
ACH-001228,-0.06927761892627297
ACH-001232,-0.0415574489863893
ACH-001239,-0.17341500231639387
ACH-001270,-0.10818945099619087
ACH-001274,-0.041670982610310256
ACH-001275,-0.0977392582228842
ACH-001277,-0.18358127306588254
ACH-001278,-0.0207521226927842
ACH-001280,-0.04121223948406174
ACH-001283,-0.06774624304713464
ACH-001289,-0.1899306916996231
ACH-001300,-0.06738228403344013
ACH-001301,-0.1752166829027605
ACH-001302,-0.1896890411496933
ACH-001306,-0.14660740571211497
ACH-001318,-0.2402999919454926
ACH-001322,-0.08212111022513326
ACH-001328,-0.02507419134775263
ACH-001332,0.043566630161820295
ACH-001336,-0.17142090537676646
ACH-001346,-0.12814217470804432
ACH-001353,-0.056486884022597564
ACH-001354,-0.24642843382521398
ACH-001367,-0.1892775194860688
ACH-001368,-0.03880889382039423
ACH-001374,-0.012726193740084714
ACH-001377,-0.1838109569093626
ACH-001380,-0.15829128253177485
ACH-001391,-0.19051825648948348
ACH-001408,-0.1613702334875545
ACH-001430,-0.09177531252372637
ACH-001431,-0.149196673898397
ACH-001450,0.1742493197248456
ACH-001496,-0.2073099044240041
ACH-001500,-0.15944792520934128
ACH-001523,-0.10343666733390837
ACH-001532,-0.10241858277167934
ACH-001550,-0.1497139336319823
ACH-001552,-0.2297335263272044
ACH-001554,-0.06919101076483722
ACH-001654,-0.05281429987322813
ACH-001735,-0.12418787993534848
ACH-001736,-0.060209803153506415
ACH-001737,-0.015273200535537178
ACH-001740,-0.20243279913540085
ACH-001745,-0.1273395298949165
ACH-001765,-0.02090435713904819
