,ATP5I (521)
ACH-000471,-0.3539064039853479
ACH-000472,-0.42213683332741214
ACH-000473,-0.5400671077257032
ACH-000475,-0.8345954037150533
ACH-000476,-0.9705948364619544
ACH-000477,-0.6606823019183165
ACH-000479,-0.9194758843075888
ACH-000480,-0.8381042342545522
ACH-000481,-0.457291371008848
ACH-000483,-0.8329603491032295
ACH-000484,-0.5674213517336388
ACH-000485,-0.30553710181550675
ACH-000486,-0.4939395486152056
ACH-000487,-0.3806617808694242
ACH-000488,-1.0516086475791695
ACH-000490,-0.7642947865024093
ACH-000491,-0.8401997844335592
ACH-000495,-0.4038508436510383
ACH-000496,-0.2267596071509129
ACH-000499,-0.6454270647951419
ACH-000500,-0.7063625382968687
ACH-000502,-0.7021447539743758
ACH-000503,-0.7666614923343402
ACH-000505,-0.35429061590325817
ACH-000507,-0.9683692862700268
ACH-000510,-0.6266841800768318
ACH-000511,-0.4381944493098801
ACH-000512,-0.6904565560443429
ACH-000516,-0.41491162479347743
ACH-000517,-0.756198376463487
ACH-000518,-0.5758584338037666
ACH-000520,-0.3212551246306755
ACH-000521,-0.6063616230114083
ACH-000522,-0.714135755972226
ACH-000524,-0.6423213715116177
ACH-000527,-0.7313592926048381
ACH-000528,-0.8590804733377454
ACH-000537,-0.8403475716779237
ACH-000541,-0.6075977154244487
ACH-000542,-0.3903187821977402
ACH-000544,-0.6810920347540209
ACH-000545,-0.5384478698359768
ACH-000547,-1.005394718948114
ACH-000548,-0.2954049688659472
ACH-000549,-0.6502991591200121
ACH-000550,-0.38179006191529735
ACH-000552,-0.3641821371527085
ACH-000556,-0.9271926619236684
ACH-000557,-0.3910456603519628
ACH-000569,-0.51034712900447
ACH-000570,-0.7620026877460019
ACH-000571,-0.4068600105880007
ACH-000573,-0.6008346161059526
ACH-000576,-0.1591430010362817
ACH-000579,-0.8623584225450776
ACH-000580,-0.3686406903712747
ACH-000584,-0.8572188838459112
ACH-000585,-0.5163437393601452
ACH-000588,-0.9255948037857572
ACH-000589,-0.8951758331554976
ACH-000591,-0.6011746393929019
ACH-000593,-1.0454152265592334
ACH-000600,-0.8298645518572465
ACH-000601,-0.3779037796676288
ACH-000605,-0.9110873511905369
ACH-000606,-1.089435236077755
ACH-000608,-0.4738426877444482
ACH-000614,-1.047240863575238
ACH-000616,-0.4304453154974723
ACH-000618,-1.3352015396501566
ACH-000619,-0.7780530918869506
ACH-000620,-0.8553456579246528
ACH-000621,-0.3794738228244271
ACH-000622,-0.30475946351010663
ACH-000623,-0.4880537426223693
ACH-000624,-0.5743030246506874
ACH-000627,-0.4730848693628346
ACH-000630,-1.0611041875358262
ACH-000631,-1.0813771749892271
ACH-000632,-0.6624410685166557
ACH-000633,-0.9209579322122416
ACH-000637,-0.6395445338918984
ACH-000638,-0.5474853897195843
ACH-000646,-0.7782203174450397
ACH-000647,-0.7935003480999093
ACH-000648,-0.7366341625339291
ACH-000649,-0.3505128247199896
ACH-000651,-1.0816655335685128
ACH-000652,-0.5061837142489376
ACH-000653,-0.6200648291961524
ACH-000657,-0.6968559145511486
ACH-000658,-0.5781038757247157
ACH-000661,-0.5662502447704602
ACH-000662,-0.5325193737338203
ACH-000663,-0.5972787206642065
ACH-000665,-0.2088052123008849
ACH-000671,-1.0887036795466205
ACH-000672,-0.7618688658233626
ACH-000673,-0.2547690022923427
ACH-000676,-0.646057456567499
ACH-000677,-1.1746902762038085
ACH-000681,-1.0413754990224258
ACH-000683,-0.9580547557014504
ACH-000684,-0.5489499220703266
ACH-000688,-0.4594624128651946
ACH-000693,-0.9584393633895044
ACH-000694,-1.105768406669665
ACH-000695,-0.4888135928359518
ACH-000696,-0.7192374706425376
ACH-000697,-0.5654504977718727
ACH-000699,-0.9085153787093476
ACH-000701,-0.591648946604051
ACH-000706,-1.0294894147394302
ACH-000711,-0.3218376582279501
ACH-000713,-0.6485207494081836
ACH-000714,-0.3643487258832908
ACH-000718,-0.6049141928193869
ACH-000720,-0.9988176804853812
ACH-000721,-0.7454449838243559
ACH-000724,-0.5855157871567495
ACH-000725,-0.6874152792938072
ACH-000732,-0.6730247053181745
ACH-000734,-0.8798469820273895
ACH-000735,-0.6988853277262368
ACH-000736,-0.7137354501959521
ACH-000738,-1.0015831555339445
ACH-000746,-0.7785844701208112
ACH-000747,-1.086992461541738
ACH-000748,-0.240715837143818
ACH-000753,-0.9241318554755841
ACH-000756,-0.5726366694026911
ACH-000757,-0.9642758745714788
ACH-000758,-0.8677077076840494
ACH-000760,-0.6281525411055673
ACH-000762,-0.4197793981122185
ACH-000763,-0.6950837459346784
ACH-000764,-0.4797628299396
ACH-000765,-0.7910136000587336
ACH-000766,-0.5405206312944131
ACH-000767,-0.4742424199173578
ACH-000768,-0.5987691628769312
ACH-000769,-0.938242560956152
ACH-000770,-0.5558821767968247
ACH-000771,-0.5575338797410566
ACH-000773,-0.2348276080273305
ACH-000776,-0.6807016721132818
ACH-000777,-0.3261356855495958
ACH-000778,-0.5807017118637154
ACH-000781,-0.9298069738714364
ACH-000782,-0.6147270500620512
ACH-000783,-0.5168562755495542
ACH-000784,-0.7935093431254757
ACH-000785,-0.6392484637989796
ACH-000787,-0.8831744593108427
ACH-000788,-0.2695714699948698
ACH-000791,-0.5322025874358359
ACH-000792,-0.3647892149965423
ACH-000794,-0.29491093521564565
ACH-000796,-0.567435817777756
ACH-000798,-0.8380217280790743
ACH-000799,-0.3770086885904797
ACH-000800,-0.554553339733688
ACH-000802,-0.6141448814505914
ACH-000804,-0.8927987965211286
ACH-000805,-0.4914975064111364
ACH-000809,-0.8608848755490759
ACH-000810,-0.5613492205021532
ACH-000811,-0.4230115787625393
ACH-000817,-0.40648362709626257
ACH-000819,-0.5624033760620023
ACH-000820,-0.969505774308892
ACH-000821,-0.8639809680050755
ACH-000822,-0.37827606827355176
ACH-000823,-0.8807759727580016
ACH-000824,-0.9975182411674512
ACH-000827,-0.2638168674608824
ACH-000829,-0.4163942095320621
ACH-000831,-1.2042264874517816
ACH-000832,-0.66643442878033
ACH-000833,-0.7640925327818597
ACH-000834,-0.7681782638444881
ACH-000835,-0.6013264095870423
ACH-000836,-0.4607915071172505
ACH-000837,-0.4187637869984309
ACH-000838,-0.5504656706179719
ACH-000839,-0.4622691299186906
ACH-000840,-0.7729633590286876
ACH-000841,-0.4790310027940281
ACH-000843,-0.9154628980222947
ACH-000846,-0.6959040324147056
ACH-000847,-0.7197044634478785
ACH-000848,-0.9909669136159048
ACH-000849,-0.6953116840129226
ACH-000851,-0.734347271706817
ACH-000855,-0.9734531206286928
ACH-000856,-0.603937910100943
ACH-000858,-1.0823245096156031
ACH-000859,-0.4845259480861782
ACH-000861,-0.8061925109157921
ACH-000862,-1.0250929300652336
ACH-000865,-0.7775051961109977
ACH-000866,-0.7823608524168814
ACH-000867,-0.8328849716000939
ACH-000869,-0.8081692626345628
ACH-000872,-0.3890626096185269
ACH-000873,-0.5673865900306319
ACH-000876,-1.2283178836545443
ACH-000878,-0.6228442416566855
ACH-000880,-0.5740637333417377
ACH-000881,-0.7292257599234843
ACH-000882,-0.5315263190468408
ACH-000884,-0.7050303465227403
ACH-000885,-1.0806131903409577
ACH-000887,-0.6727174593580221
ACH-000889,-0.8564947623587156
ACH-000896,-0.3250520477501062
ACH-000898,-1.0005748905805456
ACH-000900,-0.7414806553675408
ACH-000901,-0.6252954279885307
ACH-000905,-0.9112709368262792
ACH-000906,-0.7717940432954957
ACH-000907,-0.4831718029831528
ACH-000910,-0.9761276867613218
ACH-000911,-0.7412876291798807
ACH-000912,-0.3265856129109205
ACH-000913,-0.6651155663835834
ACH-000915,-0.9859556581360848
ACH-000916,-0.5623148720235698
ACH-000917,-0.8179928984506487
ACH-000920,-0.5039033366639594
ACH-000921,-0.6109636971320984
ACH-000924,-0.7353733684082931
ACH-000926,-0.6791285574602595
ACH-000928,-0.6948475311561458
ACH-000929,-0.4139472758264909
ACH-000932,-0.5280879197494133
ACH-000935,-0.610892667506578
ACH-000936,-0.6218184573606897
ACH-000937,-0.28391131626986604
ACH-000938,-0.6308063930795158
ACH-000939,-0.9124077073995696
ACH-000941,-0.6970458917344962
ACH-000943,-0.6451147187421381
ACH-000946,-0.3543162691376744
ACH-000947,-0.867007547753927
ACH-000948,-0.7997035209488864
ACH-000950,-0.4795506430564254
ACH-000953,-0.2256794025348019
ACH-000954,-0.8392223444925513
ACH-000957,-0.7627828225673862
ACH-000958,-0.5966105300958138
ACH-000960,-0.718150519272967
ACH-000963,-0.6238382736516372
ACH-000968,-1.0898264783350564
ACH-000969,-1.326296127685447
ACH-000972,-0.400860846968118
ACH-000973,-0.2891463610237152
ACH-000974,-0.3934275057445969
ACH-000978,-0.6597885274013946
ACH-000984,-0.4559741606563274
ACH-000986,-0.5204893889821501
ACH-000988,-0.42167567376064496
ACH-000993,-0.3910505891313252
ACH-000994,-1.6166581266836435
ACH-000996,-0.3086202280357965
ACH-001001,-0.9867733117021208
ACH-001020,-0.6067871349078029
ACH-001028,-0.7617019738590178
ACH-001031,-0.7097498406137188
ACH-001038,-0.6910225941687326
ACH-001048,-0.6832074049189744
ACH-001050,-0.3741362338339412
ACH-001053,-0.5191245237377475
ACH-001054,-0.4014223054221304
ACH-001061,-0.8986665214312941
ACH-001067,-0.5504793749330508
ACH-001075,-0.7714827487367085
ACH-001096,-0.8177262328593696
ACH-001111,-0.6879259243151221
ACH-001119,-0.584105501397913
ACH-001128,-0.4796135965818722
ACH-001134,-0.3957653387730688
ACH-001151,-0.4669988799624907
ACH-001163,-0.8023310774730518
ACH-001164,-0.4797855775119789
ACH-001183,-0.2047652677014348
ACH-001192,-0.41461446462546697
ACH-001193,-0.4036727822035831
ACH-001196,-0.6029957326803743
ACH-001197,-0.5564580032101742
ACH-001205,-0.3616303669655644
ACH-001211,-0.4078040112791533
ACH-001212,-0.7808812190127574
ACH-001228,-0.7692788535376626
ACH-001232,-0.2676478797484308
ACH-001239,-0.9338710197387105
ACH-001270,-0.8998926242354282
ACH-001274,-0.2667895708947947
ACH-001275,-0.6489625505866177
ACH-001277,-0.8620007521854062
ACH-001278,-0.7886380277042234
ACH-001280,-0.5749254088823628
ACH-001283,-0.6045469614953964
ACH-001289,-0.4310307147671394
ACH-001300,-0.7745820747477328
ACH-001301,-0.5018883633383576
ACH-001302,-0.3470419979909077
ACH-001306,-0.4805890538683825
ACH-001318,-0.8104235016232094
ACH-001322,-0.2948562114865091
ACH-001328,-0.3286157260200959
ACH-001332,-0.9037756136024934
ACH-001336,-0.5781658140962106
ACH-001346,-0.377597115087118
ACH-001353,-0.4280111238477231
ACH-001354,-0.523805692601734
ACH-001367,-0.6731337902298267
ACH-001368,-0.2561564872108909
ACH-001374,-0.43403658366793496
ACH-001377,-0.5763492770882621
ACH-001380,-0.8193380643648269
ACH-001391,-0.3548338449834213
ACH-001408,-0.3441780980523124
ACH-001430,-0.6058515143496421
ACH-001431,-0.28608520441620217
ACH-001450,-0.9337262318148976
ACH-001496,-0.5428270224998071
ACH-001500,-1.1268628166399002
ACH-001523,-0.9121128229378868
ACH-001532,-0.6899650665447121
ACH-001550,-0.9728793326431384
ACH-001552,-0.6810305801938531
ACH-001554,-0.7266584332967828
ACH-001654,-0.9246378137988802
ACH-001735,-0.4349473759815352
ACH-001736,-0.5618058146430567
ACH-001737,-0.041187799932496834
ACH-001740,-0.5992130887703074
ACH-001745,-0.6856552188022751
ACH-001765,-0.6372766419939105
