,CACNA1I (8911)
ACH-000004,0.07070081540150132
ACH-000005,-0.07674821660314239
ACH-000007,-0.08400707345758449
ACH-000009,-0.09634435166733628
ACH-000011,-0.1503836850941805
ACH-000012,-0.07732391597277764
ACH-000013,-0.07204420051376897
ACH-000014,0.12662795329874574
ACH-000015,-0.08106024009171924
ACH-000017,-0.09758263835305192
ACH-000018,-0.061884605055497935
ACH-000019,-0.030064356492952624
ACH-000021,-0.08699193224792624
ACH-000022,-0.09410171360612406
ACH-000025,0.10374117323026022
ACH-000028,-0.0712424054411619
ACH-000030,-0.14187499815038218
ACH-000035,0.04382892140835151
ACH-000036,0.10560486705839793
ACH-000037,0.04085596437982611
ACH-000039,0.01247579365742651
ACH-000040,-0.012581539325738009
ACH-000041,-0.08528990576769359
ACH-000042,-0.3394325610865357
ACH-000045,-0.03595327825481339
ACH-000047,0.060057080641553004
ACH-000052,-0.11138446934942016
ACH-000053,-0.13594034489170845
ACH-000054,-0.13629513105747676
ACH-000055,-0.11212665999760336
ACH-000060,-0.15508270504211785
ACH-000067,-0.08366023587050456
ACH-000070,0.03517035066163242
ACH-000075,0.12404608336777954
ACH-000078,-0.05758996266714875
ACH-000082,0.057197342218759176
ACH-000085,-0.13294494319965494
ACH-000086,0.07356472806710976
ACH-000087,0.09907305492195127
ACH-000092,-0.10438364365301923
ACH-000095,0.013162288705425974
ACH-000097,-0.0749887961123245
ACH-000098,-0.10140490944203806
ACH-000099,-0.07590397067835586
ACH-000108,-0.28772099044893024
ACH-000113,-0.010923048598953943
ACH-000116,-0.0995275737542403
ACH-000118,-0.03470711170146112
ACH-000120,-0.223839794415928
ACH-000123,-0.07838612576037117
ACH-000127,-0.03924150269251593
ACH-000128,-0.021408067237536098
ACH-000132,0.008552311286569211
ACH-000133,-0.09713344198188187
ACH-000137,0.009339805364887124
ACH-000138,0.062451423643987286
ACH-000142,-0.03329105989328577
ACH-000143,0.10485081014286103
ACH-000146,-0.06045619271559138
ACH-000148,-0.08452553404520502
ACH-000150,0.003753381188497665
ACH-000152,0.02797727591826885
ACH-000153,-0.06847106587459878
ACH-000159,-0.041090280100487896
ACH-000160,-0.14860521940140414
ACH-000163,-0.04984310678729437
ACH-000167,0.06266200047334013
ACH-000168,-0.02765018316390737
ACH-000169,-0.032084132020204506
ACH-000178,-0.12727358989399176
ACH-000183,-0.186203269269619
ACH-000188,-0.046161655423296255
ACH-000189,0.08958773706300234
ACH-000190,-0.13151949997350648
ACH-000198,0.004654429187696543
ACH-000203,-0.4665605972969188
ACH-000204,-0.08758364165651628
ACH-000206,-0.2827024368567633
ACH-000207,0.12952757291053116
ACH-000208,-0.01810350412692209
ACH-000210,0.13693304266116135
ACH-000211,0.026055080121978904
ACH-000215,-0.022733533453132476
ACH-000221,-0.16162678509179884
ACH-000222,-0.09786061452401346
ACH-000223,-0.11903725251494066
