,UBE2Q2 (92912)
ACH-000004,-0.014622138870384903
ACH-000005,0.106492423431069
ACH-000007,0.16111880619229602
ACH-000009,-0.05048607967120439
ACH-000011,-0.003745492249129804
ACH-000012,0.05850531765342566
ACH-000013,0.11647883086403706
ACH-000014,-0.10915580559669508
ACH-000015,0.1315130050110231
ACH-000017,-0.06584913685751485
ACH-000018,-0.10102812081619568
ACH-000019,0.1267201788920937
ACH-000021,0.12217642245298024
ACH-000022,0.04671266329675655
ACH-000025,-0.08400865555869602
ACH-000028,0.07217780547870946
ACH-000030,0.11537387011778152
ACH-000035,0.019917172152324792
ACH-000036,-0.0214534816778582
ACH-000037,0.01992783177995252
ACH-000039,0.08430184383706503
ACH-000040,-0.0039602157085998
ACH-000041,0.046634813579288975
ACH-000042,0.07102748210926334
ACH-000045,0.1718809710914195
ACH-000047,0.0610599465253488
ACH-000052,0.058139624290494574
ACH-000053,0.06357536169748579
ACH-000054,0.02999268428807546
ACH-000055,-0.013558446303222671
ACH-000060,0.13119595790284064
ACH-000067,-0.03805315779450512
ACH-000070,-0.02888261911605822
ACH-000075,0.22125771475768607
ACH-000078,-0.07731738361760057
ACH-000082,0.029627068457936633
ACH-000085,0.1307127367453399
ACH-000086,0.0026025002562018477
ACH-000087,0.13955782777983322
ACH-000092,0.13240684831611246
ACH-000095,0.015739950917217683
ACH-000097,-0.030808804539243038
ACH-000098,0.09124354963396338
ACH-000099,0.07004659321394123
ACH-000108,0.0406524179825566
ACH-000113,0.1367528400070124
ACH-000116,-0.021133665762896037
ACH-000118,0.1582459578425654
ACH-000120,0.09652948683142552
ACH-000123,0.13204050414432553
ACH-000127,0.09873992282176952
ACH-000128,0.11298337956416925
ACH-000132,-0.06634589132171594
ACH-000133,-0.0507703758114444
ACH-000137,0.06998043408916077
ACH-000138,-0.017371302414929804
ACH-000142,0.029856277962594588
ACH-000143,0.18703844510233086
ACH-000146,-0.0078078144681741875
ACH-000148,0.02629798394101514
ACH-000150,0.048820153155378535
ACH-000152,0.1208819798242958
ACH-000153,0.03571190242513785
