,SH3YL1 (26751)
ACH-000208,-0.2633761535433686
ACH-000210,-0.3396860240798501
ACH-000211,-0.09262229185074372
ACH-000215,-0.13424748481890342
ACH-000221,0.017989406680529955
ACH-000222,0.061116271727705715
ACH-000223,-0.08303456906817537
ACH-000226,0.0654888753011549
ACH-000227,-0.2003616287837904
ACH-000228,-0.02213100447873085
ACH-000231,-0.05949349521139642
ACH-000232,-0.044532102776366836
ACH-000233,-0.20302480004798595
ACH-000234,-0.053079714350941255
ACH-000235,-0.17228072970215733
ACH-000237,-0.01121911944492784
ACH-000238,-0.19839265768492345
ACH-000242,0.4644860452385393
ACH-000243,-0.0435781555742436
ACH-000244,-0.29600507142573385
ACH-000246,-0.07600015076989955
ACH-000248,-0.08759287839735977
ACH-000250,-0.10443859316149512
ACH-000251,-0.1058051802754706
ACH-000252,-0.12287643850514553
ACH-000253,-0.061025283973921776
ACH-000255,-0.03456333483122341
ACH-000256,-0.15426618526801172
ACH-000257,-0.16266592300524435
ACH-000258,0.026523198224661242
ACH-000259,-0.07861912203466835
ACH-000260,-0.1182482612709184
ACH-000261,-0.08719886924005199
ACH-000262,-0.2676904003534801
ACH-000263,-0.3199492423072223
ACH-000264,-0.09229695667912463
ACH-000265,-0.007745815410786772
ACH-000266,-0.02433765011084658
ACH-000272,-0.11290976670504572
ACH-000274,-0.1017907605803453
ACH-000277,0.056277835182054925
ACH-000278,-0.05001211186732117
ACH-000279,-0.03986903748447652
ACH-000280,-0.21758628359571766
ACH-000281,-0.02228690513846641
ACH-000288,-0.09846162976285563
ACH-000291,-0.08081125637464574
ACH-000293,0.07696367063656168
ACH-000294,-0.04095342152192615
ACH-000295,-0.15262913137263975
ACH-000296,0.04614185461024425
ACH-000302,-0.0271723747517038
ACH-000304,-0.008318457193639136
ACH-000307,-0.07056319164285119
ACH-000308,-0.14144015869011106
ACH-000310,-0.07085083946712811
ACH-000311,-0.19604840810608573
ACH-000312,0.0004898406002887
ACH-000315,-0.13914155239659226
ACH-000316,-0.1463135011020595
ACH-000317,0.07907625318474172
ACH-000318,-0.03684199632980323
ACH-000319,-0.1454573887821951
ACH-000320,-0.10011624700296584
ACH-000322,-0.059019171271092685
ACH-000323,0.016982587404707858
ACH-000324,-0.14503936858179306
ACH-000329,-0.1476398425562896
ACH-000330,0.035092535034945936
ACH-000331,-0.04392029927254592
ACH-000332,-0.008561088101503989
ACH-000334,0.004670939227224232
ACH-000335,-0.11513755177453447
ACH-000336,-0.4774333886948157
ACH-000337,-0.05260490113503135
ACH-000338,-0.4531556912626277
ACH-000339,-0.0880126651863288
ACH-000341,-0.055303350063960116
ACH-000348,-0.06436125587404308
ACH-000350,-0.13297068073021565
ACH-000352,-0.0859104231279881
ACH-000356,0.0042342961274249285
ACH-000361,-0.10868446299948097
ACH-000362,-0.1727937007391965
ACH-000363,-0.07922291147876165
ACH-000364,-0.2872499528212358
ACH-000365,-0.07411015202005093
ACH-000366,-0.16535219483204422
ACH-000368,-0.28096309082982784
ACH-000374,-0.008897003665618741
ACH-000375,-0.20438668327040466
ACH-000376,-0.04416894469386589
ACH-000381,-0.07177814607557421
ACH-000383,-0.028518003335244974
ACH-000387,-0.1684792472643905
ACH-000389,0.023626452754253312
ACH-000390,-0.17050863487850834
ACH-000393,-0.130384321315753
ACH-000395,-0.02864683051269213
ACH-000396,-0.22747342402696555
ACH-000397,-0.0769898786800154
ACH-000401,0.0956432673819076
ACH-000402,-0.05225070173854466
ACH-000403,-0.12293713367125175
ACH-000404,-0.14164246856245902
ACH-000406,-0.05209063142469569
ACH-000407,-0.0589275354130981
ACH-000408,-0.11990847241842703
ACH-000410,-0.0734346224317699
ACH-000411,-0.17048347939803365
ACH-000414,-0.03925617781663042
ACH-000415,-0.046074790516397665
ACH-000416,-0.039150723346510034
ACH-000420,0.13843752290512695
ACH-000421,0.0441395253569114
ACH-000424,-0.049681160584900665
ACH-000425,-0.05795903668551474
ACH-000426,0.01849226055881972
ACH-000427,-0.04042577806823567
ACH-000433,-0.15087738124755826
ACH-000435,-0.2077547840868954
ACH-000436,-0.09592184064352008
ACH-000444,-0.07655087346128403
ACH-000445,-0.16367994262708596
ACH-000448,0.04495438925431365
ACH-000450,-0.01272564699274752
ACH-000452,-0.08366802531134783
ACH-000454,0.02930854132332213
ACH-000458,0.05413922066859457
ACH-000459,-0.05859110091979164
ACH-000460,-0.0902986496753566
ACH-000461,0.14998220434128706
ACH-000463,-0.06412533007403984
ACH-000464,-0.2463166509829492
ACH-000466,-0.06554168918994308
ACH-000467,-0.06780566294745152
ACH-000468,-0.08337495510237664
ACH-000469,0.11847922515602087
ACH-000470,-0.15431562198327525
ACH-000471,0.007501167728329558
ACH-000472,-0.12566952076568136
ACH-000473,-0.17655265094720832
ACH-000475,-0.13919955057813574
ACH-000476,-0.08871500214151416
ACH-000477,-0.045855874291918515
ACH-000479,-0.17238771254641325
ACH-000480,0.030448587651527595
ACH-000481,-0.04063179043135673
ACH-000483,-0.10932386569881848
ACH-000484,-0.0360379742418206
ACH-000485,-0.3989016253438376
ACH-000486,-0.06093971439236645
ACH-000487,0.015381648432516569
ACH-000488,-0.0929835564660916
ACH-000490,-0.15239073882272838
ACH-000491,-0.2186483614621711
ACH-000495,-0.2371314676825259
ACH-000496,-0.1669479510714572
ACH-000499,-0.07904700539055604
ACH-000500,0.4746974585941832
ACH-000502,-0.06014436399373616
ACH-000503,0.01520631303918734
ACH-000505,-0.14265565170190847
ACH-000507,-0.16500443536593656
ACH-000510,-0.04495334916473389
ACH-000511,-0.05895049293603525
ACH-000512,-0.2240799864421006
ACH-000516,-0.1147790434531833
ACH-000517,-0.054876861797836726
ACH-000518,0.010022313959532585
ACH-000520,-0.10118456780147378
ACH-000521,-0.007626070779458094
ACH-000522,-0.12185387967265696
ACH-000524,0.01753415602424865
ACH-000527,-0.0616150875439186
ACH-000528,-0.15207957623280755
ACH-000537,-0.16750966215457272
ACH-000541,-0.00048286138842714923
ACH-000542,-0.09032869461458858
ACH-000544,-0.07553830690558706
ACH-000545,-0.029135236701788244
ACH-000547,-0.07591701763274315
ACH-000548,-0.04090374973555432
ACH-000549,-0.10291491032617878
ACH-000550,-0.10471606355199313
ACH-000552,-0.08278908637588743
ACH-000556,-0.03239281997276799
ACH-000557,-0.008027139403029217
ACH-000569,-0.05099529125960843
ACH-000570,-0.20413588694338056
ACH-000571,-0.012668096872648192
ACH-000573,-0.024463695635971568
ACH-000576,-0.05204672456583405
ACH-000579,0.03572193626378591
ACH-000580,-0.22287090610323296
ACH-000584,-0.048707211747934916
ACH-000585,-0.035520388566010995
ACH-000588,-0.10816952274291798
ACH-000589,-0.05460811590085735
ACH-000591,-0.054124007993871084
ACH-000593,-0.023721297629892318
ACH-000600,-0.008875750879910034
ACH-000601,0.004545671464642444
ACH-000605,-0.07346821259017394
ACH-000606,-0.08253568192674647
ACH-000608,-0.0972529015449782
ACH-000614,-0.03274447656600167
ACH-000616,0.04640155163296718
ACH-000618,-0.07437508668648317
ACH-000619,-0.15551370192944106
ACH-000620,-0.0827078495444392
ACH-000621,-0.12815750984860486
ACH-000622,0.06620519276545772
ACH-000623,-0.22274357818088367
ACH-000624,-0.02708495415282118
ACH-000627,-0.06866696679289899
ACH-000630,-0.15857718532340173
ACH-000631,0.007061110437325793
ACH-000632,-0.05479032352792078
ACH-000633,-0.1974704396715084
ACH-000637,-0.008088743473065
ACH-000638,0.13822618425252808
ACH-000646,-0.11724598633707985
ACH-000647,-0.039542257981725636
ACH-000648,-0.2400645518409657
ACH-000649,-0.09904792896468316
ACH-000651,0.04813318044761195
ACH-000652,-0.1158620092876948
ACH-000653,-0.11412625982101902
ACH-000657,-0.11043290828403243
ACH-000658,-0.14734488161758466
ACH-000661,-0.10215392563084133
ACH-000662,0.14935506491141504
ACH-000663,-0.02990821950057508
ACH-000665,0.11036219532212446
ACH-000671,-0.16315718555204914
ACH-000672,0.28083934032081603
ACH-000673,-0.13110653110632944
ACH-000676,-0.13184986456991354
ACH-000677,-0.10680634031937424
ACH-000681,-0.23942393142370205
ACH-000683,-0.18093582582271425
ACH-000684,-0.08070987026644379
ACH-000688,-0.09297801327477027
ACH-000693,-0.03484847487309922
ACH-000694,-0.05673082434180165
ACH-000695,-0.2438931061822399
ACH-000696,-0.0727382575115527
ACH-000697,-0.20681104109889054
ACH-000699,-0.05173714203455725
ACH-000701,-0.19971852712747315
ACH-000706,0.07466314339519406
ACH-000711,-0.04269073333159585
ACH-000713,-0.11604452100097565
ACH-000714,-0.10183130076822798
ACH-000718,-0.20280213351740856
ACH-000720,-0.022200359022733877
ACH-000721,-0.0755650133067092
ACH-000724,0.11693500780414084
ACH-000725,0.014201306575851025
ACH-000732,0.06216562004293277
ACH-000734,-0.0721079300477463
ACH-000735,-0.08969203255810469
ACH-000736,-0.17474576196427732
ACH-000738,-0.07969876982488901
ACH-000746,-0.043967980310709545
ACH-000747,-0.018002771093148955
ACH-000748,0.02677757061528968
ACH-000753,-0.055100391342169146
ACH-000756,-0.23141472724692866
ACH-000757,0.1326780057998582
ACH-000758,0.07235579940254548
ACH-000760,-0.11420001580539248
ACH-000762,-0.465568931495988
ACH-000763,0.0651390342709737
ACH-000764,-0.1619633829472605
ACH-000765,-0.008850547075626864
ACH-000766,0.010003472902325023
ACH-000767,-0.2029142205570016
ACH-000768,-0.029435594716697395
ACH-000769,0.05310792822665409
ACH-000770,-0.05682622728531851
ACH-000771,-0.12110474167688233
ACH-000773,-0.023017472928543704
ACH-000776,0.02328432470592825
ACH-000777,-0.12560541950363638
ACH-000778,-0.04614348443190623
ACH-000781,-0.01892812879102788
ACH-000782,-0.21414317472800692
ACH-000783,-0.19129353667437526
ACH-000784,-0.09523226190941908
ACH-000785,-0.16374609447049418
ACH-000787,-0.11307610149588368
ACH-000788,-0.0846832197972924
ACH-000791,-0.014531796830995846
ACH-000792,-0.12021055117183894
ACH-000794,-0.18619193521501773
ACH-000796,-0.1113282687625781
ACH-000798,-0.15305989895455094
ACH-000799,-0.12478310370115707
ACH-000800,0.11923047353328114
ACH-000802,0.02896820772594508
ACH-000804,-0.2020567173858293
ACH-000805,-0.24857914435454925
ACH-000809,-0.0381519801405092
ACH-000810,-0.056326879003355874
ACH-000811,-0.09142010629045527
ACH-000817,-0.07106196132054303
ACH-000819,-0.1181918902927626
ACH-000820,0.016684811857423546
ACH-000821,0.024101692702922783
ACH-000822,-0.060329053614237474
ACH-000823,0.0276335377453635
ACH-000824,-0.045098051185973764
ACH-000827,-0.055108015818116855
ACH-000829,0.06539457011214309
ACH-000831,-0.0558959162822633
ACH-000832,0.09631432893803206
ACH-000833,-0.02051957163700633
ACH-000834,-0.1015895478193975
ACH-000835,-0.08568976137358048
ACH-000836,-0.14583759832112358
ACH-000837,0.012196023971486458
ACH-000838,-0.044604086406528916
ACH-000839,-0.3110269964457124
ACH-000840,-0.056153356503611265
ACH-000841,-0.10662201349758264
ACH-000843,0.08504572794966808
ACH-000846,-0.05066711401450937
ACH-000847,-0.060023818742209474
ACH-000848,-0.1133844466613394
ACH-000849,-0.10154677974959407
ACH-000851,-0.10704584230984884
ACH-000855,-0.02175545750700252
ACH-000856,-0.004562926597456978
ACH-000858,0.04960624663866908
ACH-000859,0.038160040161171804
ACH-000861,-0.14254778284110134
ACH-000862,-0.05616314392911837
ACH-000865,-0.14729293667074936
ACH-000866,-0.04540154302961396
ACH-000867,-0.023425483881696508
ACH-000869,-0.04514593730789418
ACH-000872,-0.07326230156341433
ACH-000873,-0.18817228335852326
ACH-000876,-0.03794912411921472
ACH-000878,0.2013307359442207
ACH-000880,0.002681810521155994
ACH-000881,-0.009597460882460804
ACH-000882,-0.060340153154207675
ACH-000884,-0.06263129913986015
ACH-000885,-0.2672652714087088
ACH-000887,-0.07568253255100993
ACH-000889,-0.0920080552483872
ACH-000896,0.022285666816026544
ACH-000898,-0.05972490512286927
ACH-000900,-0.0057200704244899725
ACH-000901,-0.27361613663555595
ACH-000905,0.02428687020404021
ACH-000906,-0.05168776990154781
ACH-000907,-0.09541714376543382
ACH-000910,-0.12427154628725234
ACH-000911,0.0021324079608156586
ACH-000912,-0.006303204828640154
ACH-000913,-0.06254894818542221
ACH-000915,-0.0453896039890666
ACH-000916,-0.19136954985412372
ACH-000917,-0.06971691930759086
ACH-000920,-0.3442105083563252
ACH-000921,-0.0703728320571295
ACH-000924,-0.1191962959779451
ACH-000926,-0.034874575688585
ACH-000928,-0.1832003875753904
ACH-000929,-0.17586567625199376
ACH-000932,-0.26046949857806595
ACH-000935,-0.13166405714474536
ACH-000936,-0.23737407742466896
ACH-000937,-0.02948369883675806
ACH-000938,0.1791306447027186
ACH-000939,-0.20469626146577732
ACH-000941,0.0030853933959108107
ACH-000943,-0.1914672589470345
ACH-000946,-0.09429024733449044
ACH-000947,-0.13066428337668995
ACH-000948,-0.029775023472863742
ACH-000950,0.02882901901345965
ACH-000953,-0.08797212079854178
ACH-000954,-0.5510396515643836
ACH-000957,0.047203532488635486
ACH-000958,-0.10169289811652236
ACH-000960,0.009733115729021555
ACH-000963,-0.04678411235965575
ACH-000968,-0.15587307280115295
ACH-000969,0.12456017942172876
ACH-000972,-0.4086940436955721
ACH-000973,0.0006608190336572704
ACH-000974,-0.16567661622520505
ACH-000978,0.01910621652501306
ACH-000984,-0.08202274462621262
ACH-000986,-0.025416158240632637
ACH-000988,-0.12090716684466618
ACH-000993,0.005294108025917149
ACH-000994,-0.20631357066655925
ACH-000996,-0.15077384685996129
ACH-001001,0.0347472769407342
ACH-001020,-0.05678635572700597
ACH-001028,-0.11041192062806532
ACH-001031,-0.20736076454334068
ACH-001038,0.0651872246845053
ACH-001048,-0.06584681801310895
ACH-001050,-0.059210069360553674
ACH-001053,-0.017903370579834606
ACH-001054,-0.0333618288629779
ACH-001061,0.050904297538968586
ACH-001067,0.16482802788601358
ACH-001075,-0.15073332315921878
ACH-001096,0.01228840842549483
ACH-001111,-0.2253939937638369
ACH-001119,-0.059527016390604225
ACH-001128,0.16133366510188582
ACH-001134,-0.16314248575138668
ACH-001151,-0.13057307119038505
ACH-001163,-0.003862433262408043
ACH-001164,-0.1076801073976262
ACH-001183,-0.1877004820059289
ACH-001192,0.060167612102492635
ACH-001193,0.2492754560054722
ACH-001196,-0.02336859421285356
ACH-001197,-0.030080148323630363
ACH-001205,0.013978503984356572
ACH-001211,0.033371839870367584
ACH-001212,-0.11925860320575088
ACH-001228,-0.22522878943594976
ACH-001232,-0.11005717688876128
ACH-001239,-0.04558455015147874
ACH-001270,0.02993513958900256
ACH-001274,-0.2818737838658706
ACH-001275,-0.13985419830819726
ACH-001277,-0.07012834499800558
ACH-001278,-0.14075220594399326
ACH-001280,-0.07142255710517433
ACH-001283,-0.05868951799588284
ACH-001289,-0.2791634593881309
ACH-001300,-0.046377889240398665
ACH-001301,-0.02382987791198616
ACH-001302,-0.05436630746348757
ACH-001306,-0.2066137550100524
ACH-001318,-0.10780103148388144
ACH-001322,-0.10791687088909448
ACH-001328,-0.1278393532517775
ACH-001332,0.04346074245634236
ACH-001336,0.050933393258725576
ACH-001346,-0.07045500459318813
ACH-001353,0.007909532483053877
ACH-001354,-0.06463874227478432
ACH-001367,-0.04330555835949654
ACH-001368,-0.09211195907568198
ACH-001374,-0.3985741406266937
ACH-001377,-0.1353939422868386
ACH-001380,-0.12234531171009448
ACH-001391,-0.10703031162766767
ACH-001408,-0.039869115927139605
ACH-001430,0.004084837693358369
ACH-001431,-0.19378715528529727
ACH-001450,0.02431859084510381
ACH-001496,0.09348968067738804
ACH-001500,-0.1590425021387489
ACH-001523,-0.020848318265400897
ACH-001532,-0.1677648545873793
ACH-001550,-0.0934536609285976
ACH-001552,-0.36243859240681975
ACH-001554,-0.08266149087359627
ACH-001654,-0.052018122729140984
ACH-001735,-0.11650238066881605
ACH-001736,0.036113969598960335
ACH-001737,0.15970274429089126
ACH-001740,0.04410122508418443
ACH-001745,-0.07760597034419768
ACH-001765,-0.03468287274945918
