,CLEC18C (283971)
ACH-000004,-0.11879916834387125
ACH-000005,-0.07699447834401503
ACH-000007,-0.3638353227825177
ACH-000009,-0.09141289488087158
ACH-000011,-0.27047907047926656
ACH-000012,-0.08688778046561456
ACH-000013,-0.19416655599059127
ACH-000014,-0.1602894023991677
ACH-000015,-0.0860841944231205
ACH-000017,-0.12150323247544174
ACH-000018,-0.11419226753578834
ACH-000019,-0.014028969135676351
ACH-000021,-0.15558714086340464
ACH-000022,0.014505115480705237
ACH-000025,-0.26775979980291903
ACH-000028,-0.15993389401747982
ACH-000030,-0.10234518647641354
ACH-000035,-0.14443907971782094
ACH-000036,-0.1078927913243881
ACH-000037,-0.14120322026786908
ACH-000039,-0.06859784794576299
ACH-000040,-0.062107219453386625
ACH-000041,-0.08069820891216042
ACH-000042,-0.1360484548272724
ACH-000045,0.014757847376800932
ACH-000047,-0.12024518719597647
ACH-000052,-0.1485205352419983
ACH-000053,-0.12160396685830845
ACH-000054,-0.08936309249477639
ACH-000055,-0.12455945688285296
ACH-000060,-0.08991573381293805
ACH-000067,-0.10352028983100113
ACH-000070,-0.11396893225006866
ACH-000075,-0.10060347832155156
ACH-000078,-0.04169075246129154
ACH-000082,-0.09307806415481
ACH-000085,0.03173197755415905
ACH-000086,-0.2523423149386096
ACH-000087,-0.018729113325461042
ACH-000092,-0.13243099889187093
ACH-000095,-0.09307827292122196
ACH-000097,-0.12575687789723256
ACH-000098,-0.1320680965270828
ACH-000099,-0.06955273921437476
ACH-000108,-0.12293098666051855
ACH-000113,-0.07964826695161051
ACH-000116,-0.15443448114350106
ACH-000118,-0.1323731374308715
ACH-000120,-0.119685350394593
ACH-000123,-0.0007824876712035037
ACH-000127,-0.12819028555195774
ACH-000128,-0.2201077067536208
ACH-000132,-0.335696627532906
ACH-000133,-0.10565274767219406
ACH-000137,0.03605518721571361
ACH-000138,-0.02200895358245542
ACH-000142,-0.15282244944823012
ACH-000143,-0.13555822115820934
ACH-000146,-0.09664244591798997
ACH-000148,-0.06297316613017856
ACH-000150,-0.1508450551174862
ACH-000152,-0.16986932717125333
ACH-000153,-0.024933837030729374
ACH-000159,-0.07489659610600616
ACH-000160,0.028673274165714763
ACH-000163,-0.1572028413239426
ACH-000167,-0.0635854110730751
ACH-000168,0.09929692878412427
ACH-000169,-0.07973392713594715
ACH-000178,-0.20751795149781085
ACH-000183,-0.2024744872288863
ACH-000188,-0.13698439402737891
ACH-000189,-0.2861490636239365
ACH-000190,-0.1446257055901154
ACH-000198,-0.0515343275607726
ACH-000203,-0.08052121524765092
ACH-000204,-0.10947394770774366
ACH-000206,-0.025028298955738045
ACH-000207,0.039981436130257605
ACH-000208,0.03847923319889443
ACH-000210,-0.31212297102777065
ACH-000211,-0.1956445689389304
ACH-000215,-0.19062530786198484
ACH-000221,-0.2254941349943404
ACH-000222,-0.1988247866667844
ACH-000223,-0.029648513174991512
ACH-000226,-0.07607610165647681
ACH-000227,-0.12957389484536475
ACH-000228,-0.23652264354462998
ACH-000231,-0.06710493993082894
ACH-000232,-0.055586784210393606
