,UCHL1 (7345)
ACH-000004,-0.13645897063333925
ACH-000005,-0.13200023748099846
ACH-000007,0.07714343780018061
ACH-000009,-0.13037984752683612
ACH-000011,-0.05314921257120248
ACH-000012,-0.011962105670741949
ACH-000013,-0.0905214679495271
ACH-000014,0.12543437571787178
ACH-000015,-0.12920804721688242
ACH-000017,-0.03924198062102936
ACH-000018,0.15499274821971898
ACH-000019,0.10030707361117612
ACH-000021,-0.04643652183316045
ACH-000022,-0.18089424396376996
ACH-000025,-0.13259522412249555
ACH-000028,0.08952295575851266
ACH-000030,-0.02243090241926816
ACH-000035,-0.05670338543349559
ACH-000036,0.003251857168474509
ACH-000037,-0.03178968827120771
ACH-000039,-0.2474036464784193
ACH-000040,-0.047104813422849424
ACH-000041,-0.13036421009780108
ACH-000042,-0.13599732434797046
ACH-000045,-0.0969691860733523
ACH-000047,-0.10224677631312733
ACH-000052,-0.0492945825743238
ACH-000053,0.016956369007779096
ACH-000054,-0.023376540596846608
ACH-000055,-0.09950585761158744
ACH-000060,-0.1255696188919488
ACH-000067,-0.08971239782603067
ACH-000070,0.024852400510686472
ACH-000075,-0.040963677140740506
ACH-000078,0.006655338602801078
ACH-000082,-0.07423154571532822
ACH-000085,-0.11562287093726288
ACH-000086,-0.24850636405122656
ACH-000087,0.07489178643202686
ACH-000092,-0.1143416739834125
ACH-000095,-0.04594424009802582
ACH-000097,-0.013465914467940498
ACH-000098,-0.04340662886735689
ACH-000099,-0.06719711322518011
ACH-000108,-0.05461678020065769
ACH-000113,0.05557812745812148
ACH-000116,-0.09035060543441936
ACH-000118,-0.021618945917173324
ACH-000120,-0.18463882532375128
ACH-000123,0.0756453064757882
ACH-000127,-0.09633128356047724
ACH-000128,-0.1724828755176996
ACH-000132,-0.05362772484219471
ACH-000133,-0.15365316575385576
ACH-000137,-0.3213383836042396
ACH-000138,0.04838628687879857
ACH-000142,0.040778168430603765
ACH-000143,0.015655687871965075
ACH-000146,-0.06749408324884254
ACH-000148,-0.06705302565763925
ACH-000150,-0.101040988480897
ACH-000152,-0.11985171372769984
ACH-000153,-0.19128139274411984
ACH-000159,-0.16704109052679414
ACH-000160,-0.14804880300598272
ACH-000163,0.12101950387386065
ACH-000167,0.055519655860534325
ACH-000168,-0.145502490533663
ACH-000169,-0.06117373741762445
ACH-000178,-0.11722861986253046
ACH-000183,-0.1123103214987201
ACH-000188,-0.0923885212820305
ACH-000189,0.04450310147238652
ACH-000190,-0.031118403347664855
ACH-000198,-0.06207344738847841
ACH-000203,0.062262922765567635
ACH-000204,0.11849376088462225
ACH-000206,0.37500524523498735
ACH-000207,-0.0022562890202625857
ACH-000208,-0.0467277517676377
ACH-000210,0.02821710577682648
ACH-000211,0.03471496821475712
ACH-000215,-0.1807218837578064
ACH-000221,0.1972285177230113
ACH-000222,-0.16547890486330444
ACH-000223,-0.13994987327267416
ACH-000226,-0.0939736047496132
ACH-000227,0.08014410968239373
ACH-000228,-0.008847408059709874
ACH-000231,-0.08852327253646071
ACH-000232,-0.11800676451128635
ACH-000233,0.07475833554481724
ACH-000234,-0.048630419832401184
ACH-000235,-0.04792930802418125
ACH-000237,-0.1740629106529052
ACH-000238,-0.17342725511823134
ACH-000242,0.197545170740857
ACH-000243,0.011638940194584316
ACH-000244,-0.060846282075232065
ACH-000246,0.038356226666684014
ACH-000248,-0.010622981002042042
ACH-000250,-0.16533881792544514
ACH-000251,0.020971901354151282
ACH-000252,-0.1744260725468062
ACH-000253,-0.1127841334813428
ACH-000255,-0.21528609740634166
ACH-000256,0.029224155464707517
ACH-000257,-0.15502190540582145
ACH-000258,-0.057275555757764995
ACH-000259,-0.13266008501445278
ACH-000260,-0.1992251524956357
ACH-000261,-0.13073404279681367
ACH-000262,-0.1061290641832034
ACH-000263,-0.11534172874070965
ACH-000264,-0.13572473762627302
ACH-000265,-0.14138856009173392
ACH-000266,0.04931000495776475
ACH-000272,0.003995005328388211
ACH-000274,0.0001747746969996231
ACH-000277,0.08743252355979063
ACH-000278,-0.09013795549607427
ACH-000279,-0.09697658199573027
ACH-000280,-0.18313302397462225
ACH-000281,-0.16726548828490562
ACH-000288,-0.04324065654182647
ACH-000291,-0.10851563973536243
ACH-000293,-0.19995031884731645
ACH-000294,0.02846848633358378
ACH-000295,0.10808297270563136
ACH-000296,-0.041997270507106034
ACH-000302,-0.12533329986612848
ACH-000304,-0.12423694496899128
ACH-000307,-0.20357515786368588
ACH-000308,-0.01873333020117571
ACH-000310,-0.11933721687092935
ACH-000311,-0.12910024924044872
ACH-000312,-0.16528696861972106
ACH-000315,0.08933880571905538
ACH-000316,0.06504752486460487
ACH-000317,-0.14732443455486874
ACH-000318,0.0030277371567779803
ACH-000319,-0.10041292642057227
ACH-000320,0.0949657662370248
ACH-000322,-0.14131747775594666
ACH-000323,-0.033400610657872504
ACH-000324,-0.1545611479806521
