,USP2 (9099)
ACH-000004,-0.09839227628740396
ACH-000005,-0.15289197601081314
ACH-000007,-0.03177043317030406
ACH-000009,-0.05890997612131475
ACH-000011,-0.1488920443891024
ACH-000012,-0.17977581335330664
ACH-000013,-0.02893281410190095
ACH-000014,-0.19578968610773648
ACH-000015,-0.15134465634067173
ACH-000017,-0.07820211902805613
ACH-000018,-0.2716148693690807
ACH-000019,-0.18345809459598755
ACH-000021,-0.04032343330967481
ACH-000022,0.035327765221658786
ACH-000025,-0.03439354195960853
ACH-000028,-0.2290664509144411
ACH-000030,-0.01633563938889081
ACH-000035,0.04741152276532663
ACH-000036,0.022581402224679283
ACH-000037,-0.22632963309972856
ACH-000039,-0.10583734581138236
ACH-000040,-0.33962246159925114
ACH-000041,-0.1974932819399224
ACH-000042,-0.0034255570022553193
ACH-000045,-0.06916021685519534
ACH-000047,0.04130127613609805
ACH-000052,0.11573643268819532
ACH-000053,0.019391605620266768
ACH-000054,-0.1166082558001806
ACH-000055,0.03465058784076296
ACH-000060,0.0020546087730058857
ACH-000067,-0.03606705725535723
ACH-000070,-0.02350855898558861
ACH-000075,0.07033512590546398
ACH-000078,-0.11219973608413804
ACH-000082,0.025002371807247684
ACH-000085,-0.3708836477019089
ACH-000086,-0.1360341916508383
ACH-000087,-0.4168149530059693
ACH-000092,-0.05268826185053565
ACH-000095,-0.06524644998057141
ACH-000097,-0.2221014203174904
ACH-000098,-0.2200976508673436
ACH-000099,-0.01985395971755505
ACH-000108,-0.066173356753893
ACH-000113,-0.07564679260278785
ACH-000116,0.0025116826732229387
ACH-000118,-0.12038932412445293
ACH-000120,-0.2625464566856267
ACH-000123,-0.09209595560266327
ACH-000127,-0.1497058941537151
ACH-000128,-0.15339985551413612
ACH-000132,-0.112242874639675
ACH-000133,0.07324253048218722
ACH-000137,-0.003641064454032179
ACH-000138,-0.1764998223799584
ACH-000142,0.019154825992365142
ACH-000143,-0.12066233347269162
ACH-000146,-0.07863912267790057
ACH-000148,-0.02985086480171905
ACH-000150,-0.10054944423168438
ACH-000152,-0.1266310182881498
ACH-000153,-0.14774625774538747
ACH-000159,0.01727521044671257
ACH-000160,0.026276729312336527
ACH-000163,-0.05160715748220447
ACH-000167,0.02336359639867304
ACH-000168,-0.03646955772668218
ACH-000169,-0.14045047387122625
ACH-000178,-0.010789846707670973
ACH-000183,-0.1631808863309962
ACH-000188,-0.19830989372168525
ACH-000189,0.09685787672478277
ACH-000190,0.045417990338343234
ACH-000198,-0.059998239338065834
ACH-000203,-0.3461799157905885
ACH-000204,-0.09889467504641136
ACH-000206,-0.01972676661008397
ACH-000207,0.0656169521442924
ACH-000208,-0.1721104165824962
ACH-000210,-0.3975690007189976
ACH-000211,-0.07703006700127374
ACH-000215,-0.10788200146624394
ACH-000221,0.04448589533760087
ACH-000222,-0.1932729924190917
ACH-000223,-0.14741641388427915
ACH-000226,-0.12912796359927328
ACH-000227,0.11180824014618757
ACH-000228,-0.03735678350244803
ACH-000231,-0.01925111037708016
ACH-000232,-0.019369802504025316
ACH-000233,-0.06590387967225614
ACH-000234,-0.1165863638492606
ACH-000235,-0.00729464314430603
ACH-000237,0.0311673466144821
ACH-000238,0.016965799146061958
ACH-000242,-0.518774224103137
ACH-000243,-0.0888084487197073
ACH-000244,-0.05663154093394454
ACH-000246,-0.09681069236366452
ACH-000248,-0.19168800239431089
ACH-000250,-0.0618558963052363
ACH-000251,0.0522569612749156
ACH-000252,-0.493451733142643
ACH-000253,-0.11319242429741284
ACH-000255,0.017708267332300555
ACH-000256,0.06303336055453439
ACH-000257,0.07603337693924819
ACH-000258,-0.1353614834788124
ACH-000259,-0.1442106067505108
ACH-000260,-0.1403459629518669
ACH-000261,-0.006813716363355336
ACH-000262,0.09909181953367713
ACH-000263,-0.1647067910430855
ACH-000264,-0.033298635521823584
ACH-000265,-0.09857018569434987
ACH-000266,-0.20493293015559366
ACH-000272,0.02152464358808784
ACH-000274,-0.08307955247386999
ACH-000277,-0.039098651501981316
ACH-000278,0.09229228381361496
ACH-000279,-0.04882489117265542
ACH-000280,-0.025717959794503045
ACH-000281,-0.14720004921324295
ACH-000288,-0.20344772972083064
ACH-000291,-0.08172570907235001
ACH-000293,-0.10065474899075187
ACH-000294,-0.18733623151778545
ACH-000295,0.1733708728563024
ACH-000296,0.1053363615252974
ACH-000302,0.004660606705663619
ACH-000304,0.039712994134346084
ACH-000307,0.04046908652741312
ACH-000308,-0.1283832885826544
ACH-000310,-0.121796006272966
ACH-000311,-0.09540889533056783
ACH-000312,-0.265676041592817
ACH-000315,0.14897878043890878
ACH-000316,-0.2234914550808074
ACH-000317,0.09932089207539904
ACH-000318,-0.3464309215965984
ACH-000319,0.04162011931723174
ACH-000320,-0.15734424859119495
ACH-000322,-0.12447964567807215
ACH-000323,-0.1267807643547489
ACH-000324,-0.07607953550856021
ACH-000329,-0.05434509737059973
ACH-000330,-0.048619572367693605
ACH-000331,0.004473185183377283
ACH-000332,-0.1664696338815554
ACH-000334,-0.11948368984427835
ACH-000335,0.011873341330562105
ACH-000336,-0.2341860549650395
ACH-000337,-0.08668751879049748
ACH-000338,-0.35901015381795304
ACH-000339,-0.11173625909203336
ACH-000341,-0.033061782302902784
ACH-000348,-0.18917349745822595
ACH-000350,-0.2257816358500783
ACH-000352,-0.07137164736166525
ACH-000356,-0.0611736817223319
ACH-000361,-0.033379122366686616
ACH-000362,-0.06535012944791943
ACH-000363,-0.1166399716485236
ACH-000364,-0.024857239243010216
ACH-000365,-0.10220291886880634
ACH-000366,-0.04000427586813373
ACH-000368,0.06346733090556547
ACH-000374,-0.27208934783372124
ACH-000375,-0.015086707683932287
ACH-000376,-0.060414738542929565
ACH-000381,0.007142002596082245
ACH-000383,-0.086470838136911
ACH-000387,0.05948465087754416
ACH-000389,-0.020037939278621537
ACH-000390,-0.046392654643135633
ACH-000393,-0.05256258454336195
ACH-000395,-0.3332191977161129
ACH-000396,-0.020641982317331425
ACH-000397,0.07692244775975751
ACH-000401,0.10956958836301772
ACH-000402,0.1503411707783207
ACH-000403,-0.08194782855621179
ACH-000404,0.4475710759426926
ACH-000406,-0.11124777672966492
ACH-000407,-0.010423557469793468
ACH-000408,0.09978980322430683
ACH-000410,-0.09495957219201034
ACH-000411,-0.18978612597589672
ACH-000414,-0.061535216666000724
ACH-000415,-0.10557507384822268
ACH-000416,-0.10348554755969168
ACH-000420,-0.02073146488789379
ACH-000421,-0.09044965325093103
ACH-000424,-0.29200728833569883
ACH-000425,-0.13387926104232667
ACH-000426,-0.14863721271445038
ACH-000427,-0.013132930081053462
ACH-000433,-0.4000746722952339
ACH-000435,0.2764996164669622
ACH-000436,-0.014857671310466357
ACH-000444,-0.08000188600030513
ACH-000445,-0.08682154870568967
ACH-000448,-0.026572240398795747
ACH-000450,0.3275839644685542
ACH-000452,-0.059073810721563175
ACH-000454,0.2352010617558236
ACH-000458,-0.05643516138335435
ACH-000459,0.014533142971333781
ACH-000460,0.027529232463530357
ACH-000461,-0.09706764387024908
ACH-000463,-0.08787751953585203
ACH-000464,-0.14738307069377096
ACH-000466,-0.09696937837702196
ACH-000467,-0.10762870281107484
ACH-000468,-0.08960596833455234
ACH-000469,-0.12898545351505894
ACH-000470,-0.11981985646006957
ACH-000471,-0.16586079365875508
ACH-000472,-0.02350225446903835
ACH-000473,-0.17184317126593118
ACH-000475,-0.06099681258339934
ACH-000476,-0.16629036758785232
ACH-000477,-0.1914947923891197
ACH-000479,-0.3564786900965279
ACH-000480,-0.17455675822832614
ACH-000481,-0.023716817865463515
ACH-000483,-0.07249562903131641
ACH-000484,0.05118341827433188
ACH-000485,-0.057100098429039764
ACH-000486,-0.1079717196453762
ACH-000487,0.0012848481476884852
ACH-000488,-0.09974628826905543
ACH-000490,-0.06904045099705844
ACH-000491,0.006539817463962869
ACH-000495,-0.16687116575034885
ACH-000496,-0.08248356734108513
ACH-000499,0.00022138487233897407
ACH-000500,0.12477156505875885
ACH-000502,0.02109267930866872
ACH-000503,0.08461691949891323
ACH-000505,-0.19248341436769464
ACH-000507,-0.2577072162616818
ACH-000510,-0.013566379111032577
ACH-000511,-0.1697210486526647
ACH-000512,0.14700158893709458
ACH-000516,-0.14304672370105534
ACH-000517,-0.04659154841619139
ACH-000518,-0.17457654964903674
ACH-000520,-0.21556786145632398
ACH-000521,-0.023579702892971708
ACH-000522,-0.15001571906760428
ACH-000524,-0.18694951291610465
ACH-000527,-0.17535823040732088
ACH-000528,-0.11385788123572445
ACH-000537,-0.05780263207492466
ACH-000541,0.047739478256199966
ACH-000542,0.03513364319269256
ACH-000544,-0.08851166975374004
ACH-000545,-0.11202696792379448
ACH-000547,-0.24535875057862536
ACH-000548,-0.15827353472957
ACH-000549,-0.11429035864704533
ACH-000550,-0.02448298221362475
ACH-000552,-0.19323657490141394
ACH-000556,-0.07576463288773874
ACH-000557,-0.161233564738681
ACH-000569,-0.08010677966004823
ACH-000570,-0.13451032655929016
ACH-000571,-0.16002493732298284
ACH-000573,-0.16827672742217656
ACH-000576,-0.0865710541192059
ACH-000579,-0.10299633276367652
ACH-000580,-0.3061834184563272
ACH-000584,-0.05684746465594874
ACH-000585,0.031498091584865426
ACH-000588,-0.15304061187276047
ACH-000589,-0.19515278846704695
ACH-000591,0.020056049542971417
ACH-000593,-0.2189837083424099
ACH-000600,-0.03390613275446031
ACH-000601,-0.13145746782128473
ACH-000605,0.0035234942161913828
ACH-000606,-0.10089444443999293
ACH-000608,-0.057769896030745935
ACH-000614,-0.17976428267635913
ACH-000616,0.014795494793702412
ACH-000618,0.03645418375945077
ACH-000619,-0.0940346311257445
ACH-000620,-0.04967206526971063
ACH-000621,-0.02332954331142906
ACH-000622,-0.05734785132400341
ACH-000623,-0.07712207651900302
ACH-000624,-0.10844844130464547
ACH-000627,-0.05284681317053386
ACH-000630,-0.15422319437080045
ACH-000631,-0.06017112897244532
ACH-000632,-0.11791602674858652
ACH-000633,-0.042136861618033636
ACH-000637,-0.16867822857336312
ACH-000638,-0.07204155621453014
ACH-000646,-0.1574069126805175
ACH-000647,-0.06873755719722294
ACH-000648,-0.2341834332028276
ACH-000649,-0.11653806147857415
ACH-000651,-0.10547430044078644
ACH-000652,-0.20626259822981088
ACH-000653,-0.18948269083752112
ACH-000657,-0.028570352215272626
ACH-000658,-0.12631642384431066
ACH-000661,-0.0762251222273549
ACH-000662,-0.4478063195354565
ACH-000663,-0.2709651545973262
ACH-000665,-0.12436050327920238
ACH-000671,-0.03452847677333134
ACH-000672,0.14421885383780994
ACH-000673,-0.05476512431914555
ACH-000676,-0.07922296926228635
ACH-000677,-0.025122607491249484
ACH-000681,0.14039578541465206
ACH-000683,-0.013514412686606784
ACH-000684,-0.016267281221545103
ACH-000688,-0.025013769234012096
ACH-000693,-0.06574091795941975
ACH-000694,-0.04465419448394591
ACH-000695,0.2108160309124802
ACH-000696,0.06014709377053209
ACH-000697,-0.2313290735506919
ACH-000699,-0.02721900613799893
ACH-000701,-0.1072463959327644
ACH-000706,-0.11387110865360253
ACH-000711,-0.004991441455568377
ACH-000713,-0.19425388400581128
ACH-000714,-0.10412840943277377
ACH-000718,-0.02484712470595073
ACH-000720,-0.035618835224427985
ACH-000721,-0.07545902549805766
ACH-000724,0.0323919348247977
ACH-000725,-0.047948609556827435
ACH-000732,-0.3049729467744317
ACH-000734,-0.10862984032448893
ACH-000735,-0.08459085188219101
ACH-000736,0.05746720662879293
ACH-000738,-0.04950427483751363
ACH-000746,-0.3068352212352928
ACH-000747,-0.043466611554974416
ACH-000748,-0.14326173634477152
ACH-000753,-0.0368842518254834
ACH-000756,-0.06344260144742091
ACH-000757,-0.1475243848129314
ACH-000758,0.04046213176699991
ACH-000760,-0.1555802107679131
ACH-000762,-0.02124379339576851
ACH-000763,0.08650017818731336
ACH-000764,0.09936755836494524
ACH-000765,-0.023111682619355062
ACH-000766,-0.030433160069358638
ACH-000767,-0.06922455902610315
ACH-000768,-0.20037023494387698
ACH-000769,0.13252303099793453
ACH-000770,-0.147141877884168
ACH-000771,0.0061905413210370155
ACH-000773,0.16419446862256426
ACH-000776,-0.07158342682356744
ACH-000777,-0.0821264228824683
ACH-000778,-0.13299364399059832
ACH-000781,-0.06258671532887118
ACH-000782,0.010208689756232264
ACH-000783,-0.03512304666238161
ACH-000784,-0.10437034780997784
ACH-000785,-0.16924811939069054
ACH-000787,0.005947437490648333
ACH-000788,-0.08703063932466701
ACH-000791,-0.022040258055516355
ACH-000792,-0.06254295549332507
ACH-000794,-0.223539335678324
ACH-000796,-0.10965063637471656
ACH-000798,-0.5250651974682811
ACH-000799,-0.10363248861536063
ACH-000800,-0.3035829050417152
ACH-000802,0.04491565644692258
ACH-000804,-0.1516968238053302
ACH-000805,0.2356376155387549
ACH-000809,-0.0011071884476332632
ACH-000810,-0.3763999283136956
ACH-000811,-0.05537803742559395
ACH-000817,0.0038109277092883186
ACH-000819,0.0015182854015806304
ACH-000820,-0.02136025365024424
ACH-000821,0.14802691291120046
ACH-000822,-0.14063999245529565
ACH-000823,-0.04828215863501653
ACH-000824,-0.0777400994411106
ACH-000827,-0.05700651429581924
ACH-000829,-0.1289792872599502
ACH-000831,0.005625998487864779
ACH-000832,-0.19399650221983647
ACH-000833,-0.14870751002804494
ACH-000834,0.12213222537814725
ACH-000835,0.01175376082648203
ACH-000836,-0.03583493594985485
ACH-000837,-0.21129585132053366
ACH-000838,-0.19342036630620554
ACH-000839,-0.33907140204870695
ACH-000840,-0.07193180021515536
ACH-000841,-0.13617298476440193
ACH-000843,-0.2631773553508099
ACH-000846,-0.04318196515906659
ACH-000847,0.1006372430699419
ACH-000848,-0.12916297546923775
ACH-000849,-0.029499420777953256
ACH-000851,-0.1733671208336749
ACH-000855,0.03517326042814403
ACH-000856,0.012418776540572312
ACH-000858,-0.16063840812451813
ACH-000859,-0.006119843922465279
ACH-000861,-0.14061918757276254
ACH-000862,-0.03315919315214938
ACH-000865,-0.08195689850540443
ACH-000866,-0.10456577263675353
ACH-000867,-0.1901423444971366
ACH-000869,-0.11652766513219287
