,LRRTM2 (26045)
ACH-000004,-0.13777807591291028
ACH-000005,-0.22272209445601865
ACH-000007,0.10443061655055363
ACH-000009,-0.09279764492016288
ACH-000011,-0.07990270099948471
ACH-000012,-0.18931391917337348
ACH-000013,0.0416898000220844
ACH-000014,0.052293799463021366
ACH-000015,-0.096219524766487
ACH-000017,-0.00459341792977729
ACH-000018,-0.09678216665641773
ACH-000019,0.14473877949090988
ACH-000021,-0.04743275052672613
ACH-000022,0.024838723261399652
ACH-000025,-0.026806080160243387
ACH-000028,0.09524871973807858
ACH-000030,0.06498994564198739
ACH-000035,0.042510790198485034
ACH-000036,0.07605598802611495
ACH-000037,-0.012916656447950878
ACH-000039,0.11324852564662401
ACH-000040,0.008746054389040992
ACH-000041,0.15210083855518486
ACH-000042,-0.03345757379658579
ACH-000045,0.09251274044958316
ACH-000047,0.07578391177621295
ACH-000052,0.14468720499683774
ACH-000053,0.09818538927408532
ACH-000054,-0.03423292742521311
ACH-000055,0.2854162291476059
ACH-000060,-0.02670174605905617
ACH-000067,0.0725150229669511
ACH-000070,-0.07290665121106754
ACH-000075,-0.05085866847115272
ACH-000078,0.10683418370828453
ACH-000082,-0.01739611989957478
ACH-000085,-0.08258148890939591
ACH-000086,-0.03181951472028992
ACH-000087,0.2143056121788259
ACH-000092,0.049775872474945526
ACH-000095,0.019594445545475174
ACH-000097,-0.020405442482279167
ACH-000098,0.013852732980254398
ACH-000099,0.06326437112259448
ACH-000108,0.07286954682117415
ACH-000113,0.111150930151857
ACH-000116,0.07788886218684365
ACH-000118,-0.017975339646162342
ACH-000120,0.03220190959951145
ACH-000123,0.05310503548685578
ACH-000127,0.0017926738010106153
ACH-000128,-0.08987753389191297
ACH-000132,0.1098905626022488
ACH-000133,-0.025211955200444246
ACH-000137,-0.06173401892213065
ACH-000138,-0.07316501146205914
ACH-000142,0.14573592989425782
ACH-000143,-0.0021257551388468568
ACH-000146,0.07568658258221067
ACH-000148,0.12223447874589563
ACH-000150,4.051083939216087e-05
ACH-000152,-0.11125162158151748
ACH-000153,-0.2388340381577944
ACH-000159,0.08891603786454241
ACH-000160,-0.07222497170371436
ACH-000163,-0.005009413866122997
ACH-000167,-0.06399701299459458
ACH-000168,0.03571477623083
ACH-000169,-0.03185210109517826
ACH-000178,-0.04068856176799792
ACH-000183,-0.06783358240709822
ACH-000188,-0.19954546632008702
ACH-000189,0.1381704839335839
ACH-000190,0.18357096439046872
ACH-000198,-0.030282680251618125
ACH-000203,0.6018073240920753
ACH-000204,-0.14051595372039086
ACH-000206,0.0236456281056725
ACH-000207,-0.16806443672867752
ACH-000208,-0.2138540491051195
ACH-000210,0.4607890747224971
ACH-000211,0.036726137762787235
ACH-000215,0.021600025966280988
ACH-000221,0.01469310071429697
ACH-000222,0.114451542962679
ACH-000223,0.010324919724543026
ACH-000226,0.015260081479384973
ACH-000227,-0.029256273335289414
ACH-000228,0.13720849981379624
ACH-000231,0.015561803945198203
ACH-000232,-0.10268255870276398
ACH-000233,0.020696297597373438
ACH-000234,0.033385819786785495
ACH-000235,0.10311865146699452
ACH-000237,0.03639680865112067
ACH-000238,0.0927373766927947
ACH-000242,0.0002597654325786699
ACH-000243,0.10472584828678183
ACH-000244,0.2184334254836664
ACH-000246,-0.048107954480578766
ACH-000248,0.15514008208803126
ACH-000250,0.037311116687215366
ACH-000251,-0.05243139623481926
ACH-000252,0.029449483423019864
ACH-000253,-0.11175106384222316
ACH-000255,-0.04816628342833528
ACH-000256,0.029762809789603176
ACH-000257,-0.07629175878062154
ACH-000258,0.0662475843245567
ACH-000259,-0.02685114242414884
ACH-000260,0.06382445851518516
ACH-000261,-0.05415865674734223
ACH-000262,-0.2413745601055382
