,SMARCB1 (6598)
ACH-000004,-1.1360225510387416
ACH-000005,-1.2133938606094905
ACH-000007,-0.7165474065816666
ACH-000009,-0.4223180026183037
ACH-000011,-0.8336861683458903
ACH-000012,-0.9484172612653492
ACH-000013,-1.2126176226744472
ACH-000014,-0.4629487010225726
ACH-000015,-0.4122815704075391
ACH-000017,-1.2398799489757153
ACH-000018,-0.9247941118190997
ACH-000019,-0.8991066715140771
ACH-000021,-1.0828838460669736
ACH-000022,-0.8350212734757233
ACH-000025,-1.0245466974834987
ACH-000028,-0.8299684545443672
ACH-000030,-1.163147470684536
ACH-000035,-0.8883836992854548
ACH-000036,-0.9830989430157444
ACH-000037,-0.7268112209734726
ACH-000039,-0.5089533620181347
ACH-000040,-0.8461443466278892
ACH-000041,-0.5605377591262061
ACH-000042,-0.7332320929987994
ACH-000045,-0.9208036339195972
ACH-000047,-0.6850395588859907
ACH-000052,-0.8552945816393316
ACH-000053,-0.8930919953839407
ACH-000054,-0.5654397715943278
ACH-000055,-1.1375706374057106
ACH-000060,-1.0246116735717827
ACH-000067,-1.0148389561143747
ACH-000070,-0.8245387808433027
ACH-000075,-0.8572766378917358
ACH-000078,-0.6905304543341886
ACH-000082,-0.5921374346726287
ACH-000085,-1.1236961944894284
ACH-000086,-0.8712762518729815
ACH-000087,-0.8974984304889027
ACH-000092,-1.0398489484666842
ACH-000095,-0.8421700697064527
ACH-000097,-0.7385477327508628
ACH-000098,-1.1147459286499573
ACH-000099,-0.7021057517044165
ACH-000108,-0.9562799970765222
ACH-000113,-0.7730060457767994
ACH-000116,-0.8902388995445957
ACH-000118,-0.9823467278094584
ACH-000120,-0.9474084178440187
ACH-000123,-0.28840583399594616
ACH-000127,-0.6513512290382508
ACH-000128,-0.6623983187912731
ACH-000132,-0.9921492286784612
ACH-000133,-0.974820240669966
ACH-000137,-0.6450746435148891
ACH-000138,-0.7857259161919661
ACH-000142,-0.7015878033203814
ACH-000143,-1.1821165076446072
ACH-000146,-0.9934906968960242
ACH-000148,-0.5602836499004437
ACH-000150,-1.2270204696052431
ACH-000152,-0.3037460614556001
ACH-000153,-0.6477470893206057
ACH-000159,-0.8876924114778876
ACH-000160,-0.64691951989287
ACH-000163,-0.8601638902187224
ACH-000167,-0.3209040671108227
ACH-000168,-0.9592636903333728
ACH-000169,-0.939058246380752
ACH-000178,-0.7446854733782186
ACH-000183,-1.3943874759136847
ACH-000188,-1.051690608483127
ACH-000189,-0.6367795672517478
ACH-000190,-0.7016419501611906
ACH-000198,-0.8671330902569655
ACH-000203,-0.7429688121108898
ACH-000204,-0.8977710972997109
ACH-000206,-1.0370823711793962
ACH-000207,-0.7450024615940475
ACH-000208,-0.7896672058632058
ACH-000210,-0.657897871476604
ACH-000211,-0.5564391471118165
ACH-000215,-0.4462737615621236
ACH-000221,-0.09626129297683532
ACH-000222,-0.8799876699838007
ACH-000223,-0.7899428860922323
ACH-000226,-0.7839029745852011
ACH-000227,-0.9658320823025071
ACH-000228,-0.9906318316812694
ACH-000231,-0.572466580647173
ACH-000232,-0.8495119230472692
ACH-000233,-0.6540626190289327
ACH-000234,-0.33020473698734165
ACH-000235,-0.3980187057677141
ACH-000237,-0.7483530975814099
ACH-000238,-0.9820114852054036
ACH-000242,-1.142287720788
ACH-000243,-0.9963965745361718
ACH-000244,-0.9831165121715151
ACH-000246,-0.7154240311716404
ACH-000248,-1.0549524130658263
ACH-000250,-0.5657638706444826
ACH-000251,-0.8542259107301258
ACH-000252,-0.4130576660216678
ACH-000253,-0.676440186818995
ACH-000255,-1.0994514272820264
ACH-000256,-1.0849051537931478
ACH-000257,-1.0394349254408266
ACH-000258,-1.2828676925162594
ACH-000259,-0.8084512942845941
ACH-000260,-0.9754217935856798
ACH-000261,-0.8554781115311639
ACH-000262,-0.4228092239143654
ACH-000263,-0.6845342634800717
ACH-000264,-1.2253794942682972
ACH-000265,-1.0018327336916182
ACH-000266,-0.9593104393726412
ACH-000272,-0.19750080119113472
ACH-000274,-0.9448543782649091
ACH-000277,-0.8987547651793081
ACH-000278,-1.1158721624931118
ACH-000279,-0.8299678103365372
ACH-000280,-0.7136311919480457
ACH-000281,-0.9488454331797154
ACH-000288,-1.3549153109379053
ACH-000291,-0.7192022006604412
ACH-000293,-0.9902361679718892
ACH-000294,-1.0239002299635662
ACH-000295,-0.2643898960533677
ACH-000296,-0.9181444752007776
ACH-000302,-0.722072839749854
ACH-000304,-1.0433705407753766
ACH-000307,-0.9256214415057328
ACH-000308,-0.1744531045462273
ACH-000310,-0.8267988063175615
ACH-000311,-0.9649176410483824
ACH-000312,-0.9599914593244709
ACH-000315,-1.2035665027349995
ACH-000316,-0.8502285054972857
ACH-000317,-0.9737873121650018
ACH-000318,-0.6608094405273502
ACH-000319,-0.8627967117421538
ACH-000320,-0.8962606301570237
ACH-000322,-0.9673147535649104
ACH-000323,-0.8599495600031873
ACH-000324,-0.8275334832289148
ACH-000329,-0.7931598439000289
ACH-000330,-1.0925545493228546
ACH-000331,-0.9101382653027532
ACH-000332,-0.6174530229738323
ACH-000334,-0.7859160458822902
ACH-000335,-0.6657621008045117
ACH-000336,-0.7992260118337644
ACH-000337,-0.9671207891484204
ACH-000338,-0.736817708372083
ACH-000339,-1.0308195685790853
ACH-000341,-0.8656758586467845
ACH-000348,-0.9181524346968836
ACH-000350,-0.9549805159387508
ACH-000352,-1.2416995017408547
ACH-000356,-1.0753031578603274
ACH-000361,-0.9486509842674252
ACH-000362,-0.9176975920674424
ACH-000363,-0.976391271765736
ACH-000364,-0.625521390872996
