,FOLR1 (2348)
ACH-000004,0.07300661805437339
ACH-000005,0.37741662051746616
ACH-000007,0.22194676702036847
ACH-000009,0.14369039830962127
ACH-000011,0.1304886508471869
ACH-000012,0.1340286935023296
ACH-000013,0.18025694882694526
ACH-000014,0.28548795655741954
ACH-000015,0.11631009925212832
ACH-000017,0.1485235782709336
ACH-000018,0.26152552183252165
ACH-000019,-0.04173314923737877
ACH-000021,0.1323278323526625
ACH-000022,0.14746239276576226
ACH-000025,0.12901362601750252
ACH-000028,0.06968335293328885
ACH-000030,0.0950742253567178
ACH-000035,0.3396045888140972
ACH-000036,0.1693585388057085
ACH-000037,0.17130914356000482
ACH-000039,0.08932699796770656
ACH-000040,0.07676733857504628
ACH-000041,0.09805415451900537
ACH-000042,0.05658056069787948
ACH-000045,0.11604200006839195
ACH-000047,0.16798601175902902
ACH-000052,0.2014350128046531
ACH-000053,0.08841629325750301
ACH-000054,0.22131297365018565
ACH-000055,0.3649374239091426
ACH-000060,0.2706633624310028
ACH-000067,0.304024879190331
ACH-000070,0.23601837512079
ACH-000075,0.19397004798956807
ACH-000078,0.11282892549098385
ACH-000082,0.15819954728622335
ACH-000085,0.058736383999895836
ACH-000086,0.11387731977542995
ACH-000087,0.17067307286517086
ACH-000092,0.20419594292013546
ACH-000095,0.20875603795836864
ACH-000097,0.1206440405089349
ACH-000098,0.2229748748653456
ACH-000099,0.19458230271828447
ACH-000108,0.1669607324099803
ACH-000113,0.16724815080074276
ACH-000116,0.07211753817780282
ACH-000118,0.025565299406015703
ACH-000120,-0.02785942615638154
ACH-000123,0.13857156953786662
ACH-000127,0.20868570458311972
ACH-000128,0.20735029163283716
ACH-000132,0.014779244058484443
ACH-000133,0.12905740849813593
ACH-000137,0.04160064151217208
ACH-000138,0.04280308719581146
ACH-000142,0.1909618198064996
ACH-000143,0.1813545349655476
ACH-000146,0.12609518100116382
ACH-000148,0.17041297136825356
ACH-000150,0.18718065191083968
ACH-000152,0.17392358772671082
ACH-000153,-0.01009126637836132
ACH-000159,0.1895985089499675
ACH-000160,-0.005142305182455302
ACH-000163,0.08492676970159459
ACH-000167,0.1363130096938799
