,PLEKHG4B (153478)
ACH-000004,0.1023206307754767
ACH-000005,-0.01982868293535865
ACH-000007,-0.03444315676887277
ACH-000009,-0.020335390766473112
ACH-000011,-0.16207020052801507
ACH-000012,0.06470838015911358
ACH-000013,0.09038485367921896
ACH-000014,-0.01602980510330305
ACH-000015,-0.00544628816475533
ACH-000017,-0.10973292080987647
ACH-000018,0.2212076227010666
ACH-000019,0.29738272065551913
ACH-000021,0.09124033114220134
ACH-000022,0.05560697391238726
ACH-000025,0.16029951075634818
ACH-000028,0.10643623526021304
ACH-000030,-0.010076078901323976
ACH-000035,-0.09656963672788113
ACH-000036,-0.03745860432128758
ACH-000037,0.14750259580696978
ACH-000039,-0.12155000398088515
ACH-000040,0.08970779142392725
ACH-000041,0.09836926010565797
ACH-000042,0.08137835487611267
ACH-000045,-0.022561045851442203
ACH-000047,-0.08895317763903329
ACH-000052,0.02459078237105737
ACH-000053,-0.11346074113134495
ACH-000054,-0.12202700974093045
ACH-000055,-0.09334123571890954
ACH-000060,-0.016011897887118532
ACH-000067,-0.02896451263158013
ACH-000070,-0.06267220903551457
ACH-000075,0.14587326891473254
ACH-000078,-0.0741447684233572
ACH-000082,0.0879995000845609
ACH-000085,-0.031104379330804437
ACH-000086,-0.017622096801990176
ACH-000087,-0.030102229927398787
ACH-000092,0.05997244670800121
ACH-000095,-0.14003153410104616
ACH-000097,-0.07828785003018958
ACH-000098,0.027773154083086612
ACH-000099,-0.14675226883727896
ACH-000108,-0.04216900273455565
ACH-000113,0.001971370020335523
ACH-000116,-0.0467429470698453
ACH-000118,0.002279959962893593
ACH-000120,0.19730248368179734
ACH-000123,-0.09667092805015884
ACH-000127,-0.04545895050740397
ACH-000128,-0.15098386609218853
ACH-000132,-0.07077136767388688
ACH-000133,0.1693398856712465
ACH-000137,0.0898260815117054
ACH-000138,-0.06420519073641237
ACH-000142,-0.050538200166823734
ACH-000143,0.0155182083313908
ACH-000146,-0.09868424617468433
ACH-000148,-0.03998934429464923
ACH-000150,-0.07581598885030383
ACH-000152,-0.16318801199625685
ACH-000153,-0.06041747504838917
ACH-000159,0.008345105828344595
ACH-000160,-0.00923451719297675
ACH-000163,0.09468036197339326
ACH-000167,0.1338738858302383
ACH-000168,-0.2673166802057382
ACH-000169,0.05909097353160589
ACH-000178,-0.1434311994985654
ACH-000183,0.04397547853550683
ACH-000188,-0.06816385092476128
ACH-000189,0.09530091064915966
ACH-000190,0.15053634705266972
ACH-000198,-0.061349027722727635
ACH-000203,-0.7285459684907812
ACH-000204,0.059174579636417264
ACH-000206,-0.051324267404082635
ACH-000207,-0.1357851636750013
ACH-000208,-0.06664797893195612
ACH-000210,0.28083937176976825
ACH-000211,-0.05379823598968269
ACH-000215,-0.007603662186187377
ACH-000221,0.0976805860615098
ACH-000222,-0.11067554417483523
ACH-000223,-0.033414158918835736
ACH-000226,-0.21490938379294044
ACH-000227,0.11738800897183757
ACH-000228,-0.15774724343304206
ACH-000231,-0.03866017666783028
ACH-000232,-0.1582450932278982
ACH-000233,-0.008357771317281961
ACH-000234,-0.11093508785475888
ACH-000235,-0.038786961765623934
ACH-000237,-0.009908698640137098
ACH-000238,-0.3512255531054829
ACH-000242,0.1846275324023308
ACH-000243,0.003075280274461299
ACH-000244,-0.20733250473224749
ACH-000246,-0.15677120019191418
ACH-000248,-0.0276952384049602
ACH-000250,-0.10358350914163024
ACH-000251,-0.21762532666224407
ACH-000252,0.03747737755366831
ACH-000253,-0.1278469433212826
ACH-000255,0.15603589202598672
ACH-000256,-0.05364193595632817
ACH-000257,-0.1869656903567393
ACH-000258,-0.09267580421398852
ACH-000259,-0.0920302576346306
ACH-000260,-0.020298418950372096
ACH-000261,-0.04720760699165248
ACH-000262,-0.0245619098777305
ACH-000263,-0.10459057976238338
ACH-000264,0.02736275298108503
ACH-000265,0.052984914375538684
ACH-000266,-0.042828558717506515
ACH-000272,-0.07180070209658036
ACH-000274,-0.11425082422542172
ACH-000277,-0.17708405297833926
ACH-000278,-0.04710988032816305
ACH-000279,-0.11684084334544854
ACH-000280,-0.10823813129592944
ACH-000281,-0.015575167783627622
ACH-000288,-0.11426064838885698
ACH-000291,-0.062485750409177976
ACH-000293,0.12481697807037433
ACH-000294,-0.14036176735283734
ACH-000295,-0.2927487688000322
ACH-000296,-0.20773269716572484
ACH-000302,0.05016828793876363
ACH-000304,0.08035748026956878
ACH-000307,-0.08239219663121057
ACH-000308,-0.040853388225590134
ACH-000310,-0.050559860106891605
ACH-000311,-0.18801666007801984
ACH-000312,0.0995044432050765
ACH-000315,-0.2758446516316529
ACH-000316,-0.10610584277050006
ACH-000317,-0.08484966284166554
ACH-000318,0.0178270829489102
ACH-000319,-0.1455395459702217
ACH-000320,-0.15403458317298324
ACH-000322,-0.15941990963447225
ACH-000323,0.12795111607499776
ACH-000324,-0.21512392075537912
ACH-000329,-0.18067867122165854
ACH-000330,0.03564779794230291
ACH-000331,0.0649143049179213
ACH-000332,-0.12042015041051922
ACH-000334,-0.2486765627161305
ACH-000335,0.06837176120440659
ACH-000336,-0.006272445626681005
ACH-000337,-0.04425360129556916
ACH-000338,-0.26334264363708554
ACH-000339,0.03730246157012178
ACH-000341,0.18679380757028932
ACH-000348,0.008212485963460926
ACH-000350,-0.13647787961062274
ACH-000352,0.006871622648533735
ACH-000356,-0.1236381714051614
ACH-000361,-0.08721174206895313
ACH-000362,-0.0425869100903922
ACH-000363,-0.030275018224005062
ACH-000364,0.02470424753125194
ACH-000365,-0.05610539269954224
ACH-000366,0.012760196424503873
ACH-000368,-0.04085718214277186
ACH-000374,0.10674133523873376
ACH-000375,-0.19288207710445845
ACH-000376,-0.046933364117810634
ACH-000381,-0.13550202804478356
ACH-000383,0.008493412425495095
ACH-000387,-0.08204078629109174
ACH-000389,-0.10291553229863797
ACH-000390,-0.02650487169204921
ACH-000393,-0.14773697562449667
ACH-000395,-0.08964636556026301
ACH-000396,-0.11443000451541935
ACH-000397,-0.2318588869637577
ACH-000401,-0.02103136865455245
ACH-000402,-0.17063143059545638
ACH-000403,-0.062252122133844234
ACH-000404,-0.009680544500156651
ACH-000406,-0.15093031945397187
ACH-000407,0.18784869795990908
ACH-000408,-0.028168180002915467
ACH-000410,0.05552227747354533
ACH-000411,-0.05391802117159754
ACH-000414,0.02693010686078994
ACH-000415,0.055250661271206536
ACH-000416,-0.07257702263883893
ACH-000420,0.08617490186617681
ACH-000421,0.005874519703842126
ACH-000424,0.12723242508658347
ACH-000425,-0.04291209650367027
ACH-000426,0.1945501146877667
ACH-000427,-0.21914252388317249
ACH-000433,-0.10264906969875473
ACH-000435,-0.11095750196258912
ACH-000436,0.13237783864333058
ACH-000444,-0.13670358035629246
ACH-000445,-0.1480064502346736
ACH-000448,0.07525115593607659
ACH-000450,0.016207505483463957
ACH-000452,0.0627175478343032
ACH-000454,0.03706127496859205
ACH-000458,-0.04572604361992928
ACH-000459,0.039338805191434914
ACH-000460,-0.11670222209126607
ACH-000461,0.20546772499839114
ACH-000463,-0.07374717774813402
ACH-000464,0.019870412834334068
ACH-000466,0.05274150926179856
ACH-000467,-0.01520461022410989
ACH-000468,-0.1516934970981467
ACH-000469,0.0948156886501708
ACH-000470,-0.03583988399726412
ACH-000471,-0.05987026201520493
ACH-000472,-0.02792804749794919
ACH-000473,0.02196905682900034
ACH-000475,-0.050454088069210375
ACH-000476,-0.07325807286711053
ACH-000477,0.02901247702873555
ACH-000479,-0.04258090737227827
ACH-000480,-0.05584775122298621
ACH-000481,0.0491372210189892
ACH-000483,-0.08547795776082315
ACH-000484,-0.11411354504565463
ACH-000485,-0.02850952814600835
ACH-000486,-0.1058662778667098
ACH-000487,0.06256190257167046
ACH-000488,-0.08562937834859223
ACH-000490,-0.11628348394421305
