,C1QTNF9 (338872)
ACH-000004,-0.0005835399823691863
ACH-000005,-0.007712638596286216
ACH-000007,-0.42903752594429617
ACH-000009,0.05338749520318272
ACH-000011,-0.12292984782065534
ACH-000012,-0.12586834355524945
ACH-000013,-0.13442853653039308
ACH-000014,-0.04126276519895023
ACH-000015,-0.2412177753217552
ACH-000017,-0.05329406978689975
ACH-000018,-0.09925760558457276
ACH-000019,-0.15948362634967794
ACH-000021,-0.10374532876943048
ACH-000022,-0.05181707669333669
ACH-000025,-0.0015771196061922304
ACH-000028,-0.08047506244553068
ACH-000030,-0.10135755641808876
ACH-000035,-0.021945490042196314
ACH-000036,-0.21715953852942094
ACH-000037,-0.133402714954024
ACH-000039,-0.01963926617736922
ACH-000040,-0.0495134020530565
ACH-000041,-0.030455311746813638
ACH-000042,-0.10621577805827707
ACH-000045,-0.247282717576138
ACH-000047,-0.16388059658108425
ACH-000052,-0.19467370038738893
ACH-000053,-0.13380842179825314
ACH-000054,-0.12879903949601418
ACH-000055,-0.03563406866348244
ACH-000060,-0.11087468670362972
ACH-000067,-0.21983720078133054
ACH-000070,-0.17046592925460471
ACH-000075,0.0066226458990476435
ACH-000078,-0.15740595690420592
ACH-000082,-0.15332814074745166
ACH-000085,-0.10622641093162401
ACH-000086,-0.03825120053329021
ACH-000087,-0.002493929581491641
ACH-000092,-0.11734791928603107
ACH-000095,-0.23750266620381105
ACH-000097,-0.21315695364130868
ACH-000098,-0.024433784696231517
ACH-000099,-0.1250826073032539
ACH-000108,-0.13351621765043742
ACH-000113,-0.13594160720853285
ACH-000116,-0.10807742907275744
ACH-000118,-0.1496529494122592
ACH-000120,-0.07626067790005707
ACH-000123,-0.0947353393257156
ACH-000127,-0.05443535074627875
ACH-000128,-0.2425087848215901
ACH-000132,-0.1824719694317231
ACH-000133,0.004962598831036131
ACH-000137,-0.07498592392740626
ACH-000138,0.0169624324605896
ACH-000142,-0.05325766676567665
ACH-000143,0.09868248295159844
ACH-000146,-0.057906331040359915
ACH-000148,-0.03535912893538429
ACH-000150,-0.1773926306855945
ACH-000152,-0.24658796910281425
ACH-000153,-0.02101184242571365
ACH-000159,-0.13569240982654016
ACH-000160,-0.039545866885114536
ACH-000163,-0.2709921838350503
ACH-000167,0.10213916477669166
ACH-000168,0.004738493607092529
ACH-000169,-0.1580656869086866
ACH-000178,-0.08540059026956802
ACH-000183,-0.03889768831196832
ACH-000188,-0.3184480117100056
ACH-000189,-0.2979151590352456
ACH-000190,-0.19286876275876524
ACH-000198,-0.015848622681031682
ACH-000203,-0.22796036079338766
ACH-000204,-0.10919520635462812
ACH-000206,-0.24780263322350884
ACH-000207,-0.05806193419587565
ACH-000208,-0.17185896031667575
ACH-000210,-0.13028960370097825
ACH-000211,-0.1834565179467746
ACH-000215,-0.012017938431118414
ACH-000221,-0.023458850203895328
ACH-000222,-0.10878725472065873
ACH-000223,-0.0322722976873002
ACH-000226,0.01422825240696909
ACH-000227,-0.027219691513073182
ACH-000228,-0.1855852741491588
ACH-000231,-0.08477434001919734
ACH-000232,0.06926142281951714
ACH-000233,-0.11586636573358257
ACH-000234,-0.15037898923472606
ACH-000235,-0.07595647606151189
ACH-000237,-0.07118137401020612
ACH-000238,0.013347129710756429
ACH-000242,-0.19706814161858974
ACH-000243,-0.1006474439644212
ACH-000244,-0.10635460028213352
ACH-000246,-0.1075452940001858
ACH-000248,-0.14755557567649585
ACH-000250,-0.09741258843237444
ACH-000251,-0.11324225689718867
ACH-000252,-0.3541051655475608
ACH-000253,-0.14599954001056833
ACH-000255,-0.13490060466894707
ACH-000256,-0.08163178887950494
ACH-000257,0.009875933288300007
ACH-000258,-0.2568602125666311
ACH-000259,-0.08780553059181019
ACH-000260,-0.002676593061980512
ACH-000261,-0.041760400790498836
ACH-000262,-0.09668277786118087
ACH-000263,-0.12259511536326136
ACH-000264,-0.14784062461402447
ACH-000265,-0.0694843362786632
ACH-000266,-0.18155809824091976
ACH-000272,-0.12370810592102867
ACH-000274,-0.200697508040074
ACH-000277,-0.050013278613253616
ACH-000278,-0.16339721622874845
ACH-000279,-0.03797513746879388
ACH-000280,-0.3191887007686979
ACH-000281,-0.027949463740569582
ACH-000288,-0.2927669319060586
ACH-000291,-0.06593681194539178
ACH-000293,-0.07061864961088256
ACH-000294,-0.2917992106686682
ACH-000295,-0.008204194057341536
ACH-000296,-0.028643944655577038
ACH-000302,-0.17619248524020406
ACH-000304,-0.14257860534529818
ACH-000307,-0.0299054426545766
ACH-000308,-0.02505446389059253
ACH-000310,-0.15419905290818892
ACH-000311,-0.1347393815028314
ACH-000312,-0.1127535623627873
ACH-000315,-0.01654741206090788
ACH-000316,-0.09291781270338756
ACH-000317,-0.1803630761348652
ACH-000318,-0.03044405580282485
ACH-000319,-0.008054453551113503
ACH-000320,-0.051837471374209736
ACH-000322,0.037591831617232285
ACH-000323,-0.18533763345491694
ACH-000324,-0.11876801073444712
ACH-000329,-0.06895895612550157
ACH-000330,0.17936107322029826
ACH-000331,-0.040901514542755014
ACH-000332,-0.05983260304480535
ACH-000334,-0.12001068814657345
ACH-000335,-0.020547416702572558
ACH-000336,-0.1304512308313876
ACH-000337,-0.034036290840804666
ACH-000338,-0.12943603192510614
ACH-000339,-0.0641205951062586
ACH-000341,0.050177425242274185
ACH-000348,-0.03700984715047646
ACH-000350,-0.29813536131574675
ACH-000352,-0.11333101880614267
ACH-000356,0.06566164863055445
ACH-000361,-0.1812476272702089
ACH-000362,-0.16339325044921071
ACH-000363,0.014575470368050274
ACH-000364,0.00510073139134531
ACH-000365,-0.09232898983117227
ACH-000366,-0.040700704146861964
ACH-000368,-0.0488115445916924
ACH-000374,-0.24780297324057124
ACH-000375,-0.1287778721033991
ACH-000376,-0.06407470786354431
ACH-000381,-0.20385218388296736
ACH-000383,-0.15388334553618274
ACH-000387,-0.14483082620048282
ACH-000389,-0.09879248361107057
ACH-000390,-0.3396441227492735
ACH-000393,-0.11905699539783356
ACH-000395,-0.24206676965884044
ACH-000396,-0.2931639495073646
ACH-000397,-0.1007865329868008
ACH-000401,-0.09973073631683077
ACH-000402,0.0712259996033275
ACH-000403,-0.12879651032527187
ACH-000404,-0.006743879217393695
ACH-000406,-0.08395248345160898
ACH-000407,-0.052662166461429294
ACH-000408,-0.061512415832667734
ACH-000410,-0.06170338071065521
ACH-000411,-0.2123003237307869
ACH-000414,-0.04938896663307783
ACH-000415,-0.3148742730670733
ACH-000416,-0.010466210456045844
ACH-000420,-0.061984584965655364
ACH-000421,-0.07083026132819598
ACH-000424,-0.04769334938081316
ACH-000425,-0.14027459893810976
ACH-000426,-0.2439566052499879
ACH-000427,-0.09427544917027944
ACH-000433,-0.034839151146152415
ACH-000435,-0.18416022085305836
ACH-000436,-0.3006366939282185
ACH-000444,-0.16326733112626848
ACH-000445,-0.025191772778297483
ACH-000448,-0.20554244860546256
ACH-000450,-0.1632061774048819
