,BAG3 (9531)
ACH-000004,-0.2581351950985822
ACH-000005,-0.19951129379857646
ACH-000007,-0.2382548203600057
ACH-000009,-0.10312506483554187
ACH-000011,0.007693266236607938
ACH-000012,-0.14351979684530672
ACH-000013,-0.024364584090893752
ACH-000014,-0.2266106568532014
ACH-000015,-0.2100108095310057
ACH-000017,-0.13704910020026112
ACH-000018,-0.2188838225590828
ACH-000019,-0.004209950958663031
ACH-000021,-0.0028974550308946342
ACH-000022,-0.17734718025970736
ACH-000025,0.008048516412141445
ACH-000028,-0.0387268172016745
ACH-000030,-0.1399954049676882
ACH-000035,-0.060437572061013675
ACH-000036,0.020176151057923544
ACH-000037,-0.14229034968376375
ACH-000039,0.07468221463135302
ACH-000040,-0.11196865569453772
ACH-000041,-0.20275636884725493
ACH-000042,-0.16964864084511927
ACH-000045,-0.1117282281901594
ACH-000047,-0.039832692659379186
ACH-000052,-0.14070294917343873
ACH-000053,-0.05721968504735993
ACH-000054,-0.10074841429477906
ACH-000055,-0.05718812071252236
ACH-000060,-0.03893368706758918
ACH-000067,-0.17477238011126695
ACH-000070,-0.2126802004491433
ACH-000075,-0.10594734256332933
ACH-000078,-0.19385101214371744
ACH-000082,-0.05199150741176845
ACH-000085,-0.17976730348299494
ACH-000086,-0.0307064928781884
ACH-000087,0.1554927904663306
ACH-000092,-0.06295842028699107
ACH-000095,-0.12356606281926848
ACH-000097,-0.22471391228747534
ACH-000098,-0.08067028814090102
ACH-000099,-0.10183611431884694
ACH-000108,-0.2770598617621653
ACH-000113,-0.3066583265590586
ACH-000116,-0.07183964263766217
ACH-000118,-0.04088405967665264
ACH-000120,-0.2145548471147255
ACH-000123,-0.09791816500124667
ACH-000127,-0.01837181204761468
ACH-000128,-0.2279242019631854
ACH-000132,-0.12424165440054966
ACH-000133,-0.01869758951998685
ACH-000137,-0.20906710713934973
ACH-000138,-0.19099035471612988
ACH-000142,-0.05054748471199022
ACH-000143,0.02302970011240283
ACH-000146,-0.14916534261095596
ACH-000148,-0.2571287805206157
ACH-000150,-0.08821033284586005
ACH-000152,0.03667396079018191
ACH-000153,-0.06750276925343121
ACH-000159,-0.0936164598219203
ACH-000160,-0.049289707885683015
ACH-000163,-0.10715167842641614
ACH-000167,-0.2687978116144482
ACH-000168,-0.15310046103855507
ACH-000169,-0.19876779736965489
ACH-000178,-0.1048673746436226
ACH-000183,-0.13169749483600862
ACH-000188,-0.007935391252161271
ACH-000189,0.06931919292985741
ACH-000190,-0.119096635841328
ACH-000198,-0.007597369915388044
ACH-000203,-0.4817486155916255
ACH-000204,-0.12071472990062697
ACH-000206,0.13251119457176372
ACH-000207,-0.15980489515216514
ACH-000208,-0.029796064406593124
ACH-000210,-0.16655372229607265
ACH-000211,-0.16331292377249326
ACH-000215,-0.0520075846448945
ACH-000221,-0.02370089947510665
ACH-000222,-0.1690710665090412
ACH-000223,-0.04979975563491858
ACH-000226,0.030730871047406988
ACH-000227,-0.06576158443492151
ACH-000228,-0.17355706900505993
ACH-000231,-0.1673037899397435
ACH-000232,-0.10082759961864736
ACH-000233,-0.10700522692528454
ACH-000234,-0.1652799965013614
ACH-000235,-0.1035083927166666
ACH-000237,-0.10320326781064368
ACH-000238,-0.1128025580628714
ACH-000242,-0.1167223883116523
ACH-000243,-0.2294486332779401
ACH-000244,0.03769115895757077
ACH-000246,-0.054804528118793966
ACH-000248,0.017537977381680926
ACH-000250,-0.11570025479572033
ACH-000251,-0.2801044094357541
ACH-000252,0.023678294038775975
ACH-000253,-0.004365629141665855
ACH-000255,-0.19243236006882866
ACH-000256,-0.21273746831069354
ACH-000257,-0.19999472740342114
ACH-000258,-0.031688235816447675
ACH-000259,-0.2006338776758534
ACH-000260,-0.07151204972885478
ACH-000261,0.13755256000399174
ACH-000262,-0.2899595217185459
ACH-000263,-0.04263933852678858
ACH-000264,-0.02602658980771085
ACH-000265,-0.022489824894526108
ACH-000266,-0.11870994231830047
ACH-000272,-0.08096176259644525
ACH-000274,-0.07102468137466622
ACH-000277,-0.0710646579936546
ACH-000278,-0.005817002780800179
ACH-000279,-0.154794259519073
ACH-000280,-0.22836791827582964
ACH-000281,-0.34169933971192384
ACH-000288,-0.10861406226552063
ACH-000291,-0.08376739284774744
ACH-000293,-0.13627229960447368
ACH-000294,-0.1274591921990871
ACH-000295,-0.24600164734713145
ACH-000296,-0.284123077607874
ACH-000302,-0.11510127558237895
ACH-000304,0.16566390590231714
ACH-000307,-0.022496730676710312
ACH-000308,-0.0816571639494608
ACH-000310,-0.08580047800675464
ACH-000311,-0.3094860869131933
ACH-000312,-0.2823388680997573
ACH-000315,-0.2539862611625883
ACH-000316,-0.0483773462026706
ACH-000317,-0.16021520460144428
ACH-000318,-0.012475139126546788
ACH-000319,-0.03378008355882256
ACH-000320,-0.13502441571652174
ACH-000322,-0.1094088566983864
ACH-000323,-0.12732742550596504
ACH-000324,-0.11568918453871495
ACH-000329,-0.14493322183978047
ACH-000330,-0.14167641306751486
ACH-000331,-0.11808566900703107
ACH-000332,-0.1574669007934576
ACH-000334,-0.1684200117123697
ACH-000335,0.17755976964433182
ACH-000336,0.18696474546884986
ACH-000337,0.03746212715110834
ACH-000338,-0.13033107853159073
ACH-000339,-0.038764791135238334
ACH-000341,0.16326644026956266
ACH-000348,-0.06352293882340526
ACH-000350,-0.12466356197884318
ACH-000352,-0.2546678954201108
ACH-000356,-0.08633303370227312
ACH-000361,0.008945879046007773
ACH-000362,-0.11291006041411275
ACH-000363,-0.20716593684079695
ACH-000364,-0.09505263517079106
ACH-000365,-0.20385240520186265
ACH-000366,-0.28168213123248925
ACH-000368,-0.13766710826511527
ACH-000374,-0.07196219546495401
ACH-000375,0.09484082983641312
ACH-000376,-0.15272805639203246
ACH-000381,-0.10990850764038897
ACH-000383,-0.19187115037303634
ACH-000387,-0.038055455071582735
ACH-000389,-0.06399474131632753
ACH-000390,-0.12936855375674805
ACH-000393,-0.06338646544524466
ACH-000395,0.0029317924654429462
ACH-000396,-0.16387287544438864
ACH-000397,-0.09815279575518494
ACH-000401,-0.08615977517243373
ACH-000402,-0.13787301651051082
ACH-000403,-0.08397004885514855
ACH-000404,0.06862587456749229
ACH-000406,-0.10000172885512536
ACH-000407,-0.19324485904231745
ACH-000408,0.040756081746598866
ACH-000410,-0.12817355746166326
ACH-000411,-0.06286851426115607
ACH-000414,-0.07648120960365827
ACH-000415,-0.12208474060414555
ACH-000416,-0.012590637622994932
ACH-000420,-0.2440294692970284
ACH-000421,-0.031187516463485682
ACH-000424,-0.19473643719281106
ACH-000425,-0.20922818948617888
ACH-000426,-0.0673069056180823
ACH-000427,-0.11530497773962588
ACH-000433,-0.185753806676031
ACH-000435,-0.2033861864614255
ACH-000436,0.03142142449847897
ACH-000444,-0.03430536333139453
ACH-000445,-0.22204976551112016
ACH-000448,-0.13289745788083687
ACH-000450,-0.006711049431744622
ACH-000452,-0.08765565760586097
ACH-000454,-0.006980919132745825
