,DMWD (1762)
ACH-000004,-0.025144169236196348
ACH-000005,-0.17843239067885566
ACH-000007,-0.04441018449280859
ACH-000009,-0.23455427205634974
ACH-000011,0.024745129426336214
ACH-000012,-0.09553255603654566
ACH-000013,-0.25375137444044105
ACH-000014,0.009221921216562456
ACH-000015,-0.2180807339561741
ACH-000017,-0.1473359966520613
ACH-000018,-0.27663652329509586
ACH-000019,0.04665111409457917
ACH-000021,-0.058579484045510076
ACH-000022,-0.12635872046966196
ACH-000025,0.02479985286392309
ACH-000028,-0.17191918123014474
ACH-000030,-0.23630371861583074
ACH-000035,-0.2109481089600375
ACH-000036,-0.1760492420254332
ACH-000037,-0.058842261634812675
ACH-000039,-0.14052915624911572
ACH-000040,0.031118231248445188
ACH-000041,-0.12986924470821212
ACH-000042,-0.009007821722541396
ACH-000045,-0.04354297007148472
ACH-000047,-0.0790266801399073
ACH-000052,-0.1495615156440586
ACH-000053,-0.29147089699678674
ACH-000054,-0.2765908569864127
ACH-000055,-0.0421103607775963
ACH-000060,-0.10091172240525424
ACH-000067,-0.06140308210601665
ACH-000070,-0.004716347814953821
ACH-000075,0.12641899763861547
ACH-000078,-0.10035050928335823
ACH-000082,-0.2273313525880371
ACH-000085,-0.1380915847601326
ACH-000086,-0.1174981653950042
ACH-000087,-0.0407447042725402
ACH-000092,-0.16583526142502414
ACH-000095,-0.05060128901847458
ACH-000097,-0.14435645536290695
ACH-000098,-0.13878048383379776
ACH-000099,-0.12006325412964156
ACH-000108,-0.07721913358558326
ACH-000113,-0.07891916712094324
ACH-000116,0.02131027595750027
ACH-000118,-0.07275103716725967
ACH-000120,-0.08568012779664484
ACH-000123,-0.10862870564771368
ACH-000127,-0.1070827681923127
ACH-000128,-0.03169530487641078
ACH-000132,-0.04632187005456459
ACH-000133,-0.1964172080147943
ACH-000137,0.12744057040502246
ACH-000138,-0.13974195144525126
ACH-000142,-0.10399482010322646
ACH-000143,-0.2696354132984904
ACH-000146,-0.09298131879151607
ACH-000148,0.0590614366067657
ACH-000150,-0.09552471379172983
ACH-000152,-0.06105731897829846
ACH-000153,-0.0701091150215085
ACH-000159,-0.05460902267061591
ACH-000160,-0.0986699876762044
ACH-000163,-0.13015373276106984
ACH-000167,-0.3296651706919766
ACH-000168,-0.1761565855490852
ACH-000169,-0.2832727189967929
ACH-000178,-0.13470159132631654
ACH-000183,0.028225787680513217
ACH-000188,-0.04162666034160188
ACH-000189,-0.09864417160390486
ACH-000190,0.054179038628620536
ACH-000198,-0.13415391996801054
ACH-000203,-0.034666060015764166
ACH-000204,-0.23554959530358915
ACH-000206,-0.17836122554949352
ACH-000207,-0.3074570796339214
ACH-000208,-0.0704609032603891
ACH-000210,-0.2111714355951749
ACH-000211,-0.13759116685608488
ACH-000215,-0.014184088186247772
ACH-000221,-0.2507815435792507
ACH-000222,-0.2771901462096505
ACH-000223,-0.12728749209158058
ACH-000226,-0.03964711184751705
ACH-000227,-0.16173327458638334
ACH-000228,-0.1502730068879289
ACH-000231,0.049168459586211535
ACH-000232,-0.0953904245431957
ACH-000233,-0.2070614753861611
ACH-000234,0.03868213849990594
ACH-000235,-0.09810791919273357
ACH-000237,-0.0838643127727797
ACH-000238,-0.07413549214996487
ACH-000242,-0.2702082132476996
ACH-000243,-0.0015273897807027794
ACH-000244,-0.09180693427435783
ACH-000246,0.0945497114236885
ACH-000248,-0.0802343800722272
ACH-000250,-0.13061350606407565
ACH-000251,-0.16326580956787734
ACH-000252,-0.09648686276017407
ACH-000253,-0.14343340309627614
ACH-000255,-0.2785460698622013
