,VGF (7425)
ACH-000004,-0.31873002277618645
ACH-000005,-0.2005672771021262
ACH-000007,0.012072407155497487
ACH-000009,0.044506671675247765
ACH-000011,-0.04150405926308375
ACH-000012,0.014604239441242287
ACH-000013,-0.04909717555138702
ACH-000014,-0.16822253184341213
ACH-000015,-0.038079984391342456
ACH-000017,-0.10099890254778457
ACH-000018,0.13985059236585878
ACH-000019,-0.008085377435916731
ACH-000021,-0.2172574110425125
ACH-000022,-0.09389311398782198
ACH-000025,-0.16281075255869346
ACH-000028,-0.07036162941511917
ACH-000030,0.06491256809571821
ACH-000035,-0.16320898107463996
ACH-000036,-0.015834869314826843
ACH-000037,0.021683661929692358
ACH-000039,-0.2306028528246448
ACH-000040,0.020517199340844013
ACH-000041,0.02016962050370605
ACH-000042,-0.07751409042818233
ACH-000045,-0.07793131201245562
ACH-000047,-0.07262659171217721
ACH-000052,-0.16087005884076386
ACH-000053,-0.01687699354249143
ACH-000054,-0.1479395807519035
ACH-000055,-0.0814383739375869
ACH-000060,-0.052154800201648366
ACH-000067,-0.09334159445408677
ACH-000070,-0.005184716665441007
ACH-000075,-0.03366222453267534
ACH-000078,-0.08018210032583023
ACH-000082,-0.15986941910402655
ACH-000085,0.0137622759649228
ACH-000086,-0.009073564003091335
ACH-000087,-0.10831152010287406
ACH-000092,0.03057560160022644
ACH-000095,0.0065820560029788144
ACH-000097,-0.12063322910957833
ACH-000098,-0.09366905439693632
ACH-000099,-0.08953611256603075
ACH-000108,-0.004345701718603367
ACH-000113,-0.1884530293739276
ACH-000116,-0.10395788641017877
ACH-000118,-0.06319468713659515
ACH-000120,-0.1468018861338361
ACH-000123,0.03208921418071267
ACH-000127,-0.005814877758552815
ACH-000128,-0.0895507078372637
ACH-000132,0.029213842624452414
ACH-000133,-0.04054236086365184
ACH-000137,-0.2157450422933391
ACH-000138,-0.07374301602258086
ACH-000142,-0.15813065653287384
ACH-000143,-0.029656079637379637
ACH-000146,-0.016668846542056172
ACH-000148,-0.10703833218290143
ACH-000150,0.09924382321898877
ACH-000152,-0.054348291016109766
ACH-000153,0.21849899262171876
ACH-000159,-0.14368124656385556
ACH-000160,-0.3666942225557189
ACH-000163,-0.09079628338648198
ACH-000167,0.07540894396526951
ACH-000168,0.15187302280734966
ACH-000169,-0.12971473554280302
ACH-000178,0.03437181709483557
ACH-000183,0.0037094923841100467
ACH-000188,-0.1207823225160214
ACH-000189,0.006393440365975687
ACH-000190,0.04344267209853664
ACH-000198,0.035971014286798886
ACH-000203,-0.1923004111418414
ACH-000204,0.2427155157016211
ACH-000206,0.1953375132071654
ACH-000207,-0.07335430876665346
ACH-000208,-0.06513235584783415
ACH-000210,-0.034273537119990684
ACH-000211,-0.13289015651134592
ACH-000215,-0.04868751816867765
ACH-000221,-0.20586492079523688
ACH-000222,-0.20719120626983545
ACH-000223,-0.09172576857720967
ACH-000226,-0.008539840810869809
ACH-000227,-0.07564463826991792
ACH-000228,0.0820209205826559
ACH-000231,0.034916062848961114
ACH-000232,-0.11112587499216534
ACH-000233,-0.03660520685526925
ACH-000234,-0.14917528936970606
ACH-000235,-0.11420704191653926
ACH-000237,-0.115373917990593
ACH-000238,-0.1669061735843352
ACH-000242,-0.2509942849624157
ACH-000243,-0.0981793710461948
ACH-000244,-0.167223470037858
ACH-000246,-0.14170898042899266
ACH-000248,0.0776138988244572
ACH-000250,-0.09056849949955324
ACH-000251,0.184742241920045
ACH-000252,-0.05638464068279191
ACH-000253,-0.11718141795342107
ACH-000255,-0.010230339745758849
ACH-000256,-0.0573481101623986
ACH-000257,-0.054205942422885234
ACH-000258,-0.1619088217901122
ACH-000259,-0.15207299471756405
ACH-000260,-0.15617832943392593
ACH-000261,-0.07827515221678398
ACH-000262,-0.17560300161136758
ACH-000263,-0.3073458260841397
ACH-000264,-0.10516373352605897
ACH-000265,0.035311599974289856
ACH-000266,-0.11746646334337653
ACH-000272,-0.1031751741939566
ACH-000274,-0.2267389874924532
ACH-000277,-0.017082924900818364
ACH-000278,-0.10083447540908053
ACH-000279,-0.012242780845058771
ACH-000280,0.034483923030766056
ACH-000281,-0.047401345871703165
