,HES3 (390992)
ACH-000004,-0.1498729191258709
ACH-000005,-0.19988978872451432
ACH-000007,0.06920832695792822
ACH-000009,-0.2026172821671918
ACH-000011,-0.2843698151763148
ACH-000012,-0.15660776693497022
ACH-000013,-0.2357011396891247
ACH-000014,0.10070210160176936
ACH-000015,-0.09862459196162317
ACH-000017,-0.3381979040517224
ACH-000018,0.057077064356390435
ACH-000019,-0.13131195610841645
ACH-000021,-0.15835392806019424
ACH-000022,-0.1607408621473452
ACH-000025,-0.02139566808116989
ACH-000028,-0.06614325814341193
ACH-000030,-0.06468889350071348
ACH-000035,-0.0789264141378662
ACH-000036,-0.21153589335909714
ACH-000037,-0.09753097262893788
ACH-000039,-0.05860451103439164
ACH-000040,-0.1680144900108015
ACH-000041,-0.2051640630700292
ACH-000042,-0.041118940286618735
ACH-000045,-0.0905992403798946
ACH-000047,-0.12662147829406029
ACH-000052,0.3056995960765492
ACH-000053,-0.15386155044297073
ACH-000054,-0.11803304103679665
ACH-000055,-0.1108459283091843
ACH-000060,-0.15663281853038222
ACH-000067,-0.4101308976983455
ACH-000070,-0.02911850832886498
ACH-000075,-0.019249227408494544
ACH-000078,-0.07898254838417583
ACH-000082,-0.06450272026028135
ACH-000085,-0.3927956998154248
ACH-000086,-0.2502398084982059
ACH-000087,-0.17119645944998627
ACH-000092,-0.1538591761950398
ACH-000095,-0.07760094047491016
ACH-000097,-0.04246351713179791
ACH-000098,-0.3065788671012472
ACH-000099,-0.11036914135169187
ACH-000108,-0.11392402135194338
ACH-000113,-0.09774768479403828
ACH-000116,-0.08149284332071031
ACH-000118,-0.19555011563314426
ACH-000120,-0.14717501193827645
ACH-000123,-0.26090674221569826
ACH-000127,-0.07970073508003211
ACH-000128,-0.09080035908049132
ACH-000132,-0.06492766464726098
ACH-000133,0.0487807983980614
ACH-000137,-0.2380633171629896
ACH-000138,-0.2166450883527765
ACH-000142,-0.24634309795151785
ACH-000143,-0.2891638205003661
ACH-000146,-0.09073492660184036
ACH-000148,-0.20452671059009495
ACH-000150,-0.42361054527708003
ACH-000152,-0.2150206148135337
ACH-000153,-0.3891213255279563
ACH-000159,-0.08790855452749248
ACH-000160,-0.11748512006193546
ACH-000163,-0.15903619489675805
ACH-000167,-0.4453557414803317
ACH-000168,-0.11187491832856702
ACH-000169,-0.1890673358855352
ACH-000178,-0.124814991140181
ACH-000183,-0.09019527050127908
ACH-000188,-0.18316588485719776
ACH-000189,-0.1646710393618232
ACH-000190,0.05317242849786063
ACH-000198,0.013565370220259252
ACH-000203,-0.5606828845334134
ACH-000204,-0.12958898487707876
ACH-000206,-0.17415197004556834
ACH-000207,-0.009399644185640715
ACH-000208,0.3076638569174542
ACH-000210,0.3291952600816042
ACH-000211,-0.11352055839391345
ACH-000215,-0.19442989451571124
ACH-000221,-0.21278270706710564
ACH-000222,-0.2559669004140417
ACH-000223,-0.09385172480062444
ACH-000226,-0.03079433073620965
ACH-000227,-0.16634823863830142
ACH-000228,-0.040397291425793416
ACH-000231,-0.09034842082198087
ACH-000232,-0.13140864842039546
ACH-000233,-0.15932780863455176
ACH-000234,-0.4060814360311176
ACH-000235,-0.1354111342476405
ACH-000237,-0.2192577005569167
ACH-000238,-0.18247802198948146
ACH-000242,0.16241100924290555
ACH-000243,-0.14106141834309513
ACH-000244,-0.2108357581150564
ACH-000246,-0.2883437886063078
ACH-000248,-0.23578208046051025
ACH-000250,-0.14658027302571855
ACH-000251,-0.34140080743844564
ACH-000252,0.08562930421082447
ACH-000253,-0.11255364447212347
ACH-000255,-0.2254776680308488
ACH-000256,-0.2362366464028656
ACH-000257,-0.033677402047132064
ACH-000258,-0.2283492181604674
ACH-000259,-0.2633133405274592
ACH-000260,-0.17363475325186145
ACH-000261,-0.16060435299135578
ACH-000262,-0.38701296724213774
ACH-000263,-0.3447626022830773
ACH-000264,-0.08154908287829843
ACH-000265,-0.19664751106296496
ACH-000266,-0.2374636567777032
ACH-000272,-0.16216858351072375
ACH-000274,-0.11381428888607185
ACH-000277,-0.07389921467026868
ACH-000278,-0.17891457294511987
ACH-000279,-0.14308181819999444
ACH-000280,0.05250787944242444
ACH-000281,-0.00814345139255031
ACH-000288,-0.3726148367478612
ACH-000291,-0.09516319528063573
ACH-000293,-0.15389146321559286
ACH-000294,0.01746358582858729
ACH-000295,-0.4963965925205467
ACH-000296,-0.03221836901947708
ACH-000302,-0.2666140108030977
ACH-000304,0.02632405432236949
ACH-000307,-0.08635101341150579
ACH-000308,-0.17873415279121752
ACH-000310,-0.06561190240322815
ACH-000311,-0.3874696646297001
ACH-000312,-0.3665049365443387
ACH-000315,-0.11999312957507195
ACH-000316,-0.3802856497958896
ACH-000317,-0.08277296712988215
ACH-000318,-0.06777403800173265
ACH-000319,0.08871838813912153
ACH-000320,-0.3046932752322684
