,GEMIN5 (25929)
ACH-000004,-1.2544797948083493
ACH-000005,-1.6954825602443786
ACH-000007,-1.1761094473762057
ACH-000009,-1.2706614448081823
ACH-000011,-1.2860215381490263
ACH-000012,-1.1326689148644724
ACH-000013,-1.424393332568271
ACH-000014,-1.218936518821031
ACH-000015,-1.3411922877358324
ACH-000017,-1.3581076539943124
ACH-000018,-1.1885095607893974
ACH-000019,-1.2248712561650663
ACH-000021,-1.003608733313441
ACH-000022,-1.2055836756816194
ACH-000025,-1.370124489710429
ACH-000028,-1.2083658508124888
ACH-000030,-1.1376492503509499
ACH-000035,-1.3038813459499758
ACH-000036,-1.166832926368792
ACH-000037,-1.196164470351267
ACH-000039,-1.3345739507926069
ACH-000040,-1.3991004282561392
ACH-000041,-1.17713653969193
ACH-000042,-1.2406910405665603
ACH-000045,-1.1116448155108356
ACH-000047,-1.3103538658270644
ACH-000052,-1.3482572762004563
ACH-000053,-1.1001078408272549
ACH-000054,-1.1684368210628877
ACH-000055,-1.1837304131674615
ACH-000060,-1.3334146355666785
ACH-000067,-1.1075536063785556
ACH-000070,-1.1231069820033526
ACH-000075,-1.0043752874488177
ACH-000078,-1.2522211700092198
ACH-000082,-1.3406867358014145
ACH-000085,-1.4989017967365137
ACH-000086,-1.2453357971284469
ACH-000087,-1.3194720544904406
ACH-000092,-1.1708333036649146
ACH-000095,-1.2184685434948863
ACH-000097,-1.3045518492505266
ACH-000098,-1.1456292168256748
ACH-000099,-1.0416414110119934
ACH-000108,-1.3578983063334031
ACH-000113,-1.2346619351399633
ACH-000116,-1.454086999264836
ACH-000118,-1.246559584778824
ACH-000120,-1.2295340105601635
ACH-000123,-1.234447146452878
ACH-000127,-1.2221273712418828
ACH-000128,-1.121982073257335
ACH-000132,-1.1016833255222396
ACH-000133,-1.2625829349415283
ACH-000137,-1.35929902688176
ACH-000138,-1.3020845034874564
ACH-000142,-1.1587090717862627
ACH-000143,-1.2247528461177382
ACH-000146,-1.4226085863172528
ACH-000148,-1.380336036509761
ACH-000150,-1.127215642176114
ACH-000152,-0.9762179752276949
ACH-000153,-1.1020329352646354
ACH-000159,-1.1099310237108675
ACH-000160,-1.276927500708087
ACH-000163,-1.3752615706702909
ACH-000167,-2.0397256814448514
ACH-000168,-1.0660505642725042
ACH-000169,-1.102636106468799
ACH-000178,-1.0269551222627502
ACH-000183,-1.0140831670536206
ACH-000188,-1.0515396152400558
ACH-000189,-1.0975743011078216
ACH-000190,-1.2091637477058907
ACH-000198,-0.9688855118871412
ACH-000203,-1.818609163474032
ACH-000204,-1.2392911206960635
ACH-000206,-1.0137870123045785
ACH-000207,-1.403949410308913
ACH-000208,-1.0425066184005871
ACH-000210,-1.3601190548060202
ACH-000211,-1.158828928036416
ACH-000215,-1.1667300986674152
ACH-000221,-1.3454776970040505
ACH-000222,-1.3385015308828123
ACH-000223,-1.1889392383437758
ACH-000226,-1.0078808727047668
ACH-000227,-0.5380860327145567
ACH-000228,-1.3204858632464105
ACH-000231,-1.0149348600822583
ACH-000232,-1.1965881795391493
ACH-000233,-1.1643078588214044
ACH-000234,-1.2030152147008422
ACH-000235,-1.3012757540346946
ACH-000237,-1.4447515442169383
ACH-000238,-1.2206387195020183
ACH-000242,-1.246494924098669
ACH-000243,-1.4755248116313961
ACH-000244,-0.9406241758989576
ACH-000246,-0.9649883865377284
ACH-000248,-0.9927101451628452
ACH-000250,-1.1774365973084755
ACH-000251,-1.424906363983332
ACH-000252,-1.2376499684307642
ACH-000253,-1.358696412681963
ACH-000255,-1.2218111556036102
ACH-000256,-1.3503729674520553
ACH-000257,-1.2634436631407178
ACH-000258,-1.117970102945016
ACH-000259,-1.2968961871561753
ACH-000260,-1.3443831895716745
ACH-000261,-1.2762381956001356
ACH-000262,-1.0007778532692837
ACH-000263,-0.9863975842097455
ACH-000264,-1.0839868659326368
ACH-000265,-1.1501933009729304
ACH-000266,-1.4102120370678326
ACH-000272,-0.95455294311649
ACH-000274,-1.2207531242732803
ACH-000277,-1.3059915701863618
ACH-000278,-1.4044944558511196
ACH-000279,-1.228800049430443
ACH-000280,-1.179916295732424
ACH-000281,-1.1957306892999848
ACH-000288,-1.0114812005282563
ACH-000291,-1.4088421911586733
ACH-000293,-1.3175417708119381
ACH-000294,-1.5188383024900904
ACH-000295,-1.1951934225949876
ACH-000296,-1.416053538108511
ACH-000302,-1.4069915492206968
ACH-000304,-1.6073880171058277
ACH-000307,-1.2148974133593833
ACH-000308,-1.2311049634996551
ACH-000310,-0.6573021498064184
ACH-000311,-1.2209667800946995
ACH-000312,-1.2837199096271499
ACH-000315,-1.1929527329630294
ACH-000316,-1.3289818847637274
ACH-000317,-1.0962549012980858
ACH-000318,-1.4786955028967856
ACH-000319,-1.3741827717583424
ACH-000320,-1.0255299478214994
ACH-000322,-1.2468274843022578
ACH-000323,-1.0318455163569973
ACH-000324,-1.1640125626748488
ACH-000329,-1.1418684750172994
ACH-000330,-1.4437835536384032
ACH-000331,-1.2625055650392711
ACH-000332,-1.2464051737058166
ACH-000334,-1.6367052568571792
ACH-000335,-1.2718345619736815
ACH-000336,-1.2104619653835835
ACH-000337,-1.840883922615499
ACH-000338,-0.9570414316775688
ACH-000339,-1.2501242906416097
ACH-000341,-1.123200891649586
ACH-000348,-1.2324510267656572
ACH-000350,-1.3887872972896769
ACH-000352,-1.4415063347840011
ACH-000356,-1.198156721566168
ACH-000361,-1.269329902004481
ACH-000362,-1.1952642146296142
ACH-000363,-1.115424100490039
ACH-000364,-1.3003042828075433
ACH-000365,-0.9907065525217732
ACH-000366,-1.2428822656445102
ACH-000368,-1.4042850264315048
ACH-000374,-1.0089107620238709
ACH-000375,-1.1972739041457712
ACH-000376,-1.1169129752457378
ACH-000381,-1.3502736562463449
ACH-000383,-1.1406171157829157
ACH-000387,-1.3876504680288038
ACH-000389,-1.1393835282697111
ACH-000390,-1.3913536607322008
ACH-000393,-1.2882841119547954
ACH-000395,-1.0125062366915052
ACH-000396,-0.7394402840360497
ACH-000397,-1.3501168965797188
ACH-000401,-1.44719827462375
ACH-000402,-1.552354685327901
ACH-000403,-1.2439845249948132
ACH-000404,-1.7508667962969517
ACH-000406,-1.3864943013634867
ACH-000407,-1.034863507178185
ACH-000408,-1.3200090513216742
ACH-000410,-1.3493378942749803
ACH-000411,-1.023933518316325
ACH-000414,-1.4245256504861064
ACH-000415,-1.2214197396753654
ACH-000416,-1.2091417233141872
ACH-000420,-1.0978595233679518
ACH-000421,-1.2099535001444026
ACH-000424,-1.110404736400701
ACH-000425,-1.3040616404113907
ACH-000426,-1.2066165258300576
ACH-000427,-0.9774176350236636
ACH-000433,-0.948093635343734
ACH-000435,-1.0565246707047689
ACH-000436,-1.0752833628623686
ACH-000444,-0.8984274269242687
ACH-000445,-1.1375532685005632
ACH-000448,-1.1409281948109598
ACH-000450,-1.2500042814313823
ACH-000452,-1.2659256803220718
ACH-000454,-1.3681436523834296
ACH-000458,-1.0786421381327351
ACH-000459,-0.9606979149327768
ACH-000460,-1.191242295136128
ACH-000461,-1.228054934306782
ACH-000463,-1.1183369001808026
ACH-000464,-1.181692430653994
ACH-000466,-1.6032637496088773
ACH-000467,-1.099844261692256
ACH-000468,-1.3516555939175448
ACH-000469,-1.224586208498584
ACH-000470,-1.381355021286681
ACH-000471,-1.1718406111236346
ACH-000472,-1.1315718038556355
ACH-000473,-1.3937426425768922
ACH-000475,-1.1336332852457818
ACH-000476,-1.2119532810438742
ACH-000477,-1.5003265327864659
ACH-000479,-1.1104756154168778
ACH-000480,-1.3550449400208715
ACH-000481,-1.6059957719695892
ACH-000483,-1.5296282316909269
ACH-000484,-1.3447417781468798
ACH-000485,-1.1090030810769145
ACH-000486,-0.9937006662045336
ACH-000487,-1.1211905984059494
ACH-000488,-1.1211132852775023
ACH-000490,-1.3679821790094773
ACH-000491,-1.3498956911028162
ACH-000495,-0.8327219116883142
ACH-000496,-1.3057415719068293
ACH-000499,-1.4425655767332135
ACH-000500,-1.1849582573943154
ACH-000502,-1.3121272879673405
ACH-000503,-1.218062795132951
ACH-000505,-1.2252354150048297
ACH-000507,-1.2052559673185193
ACH-000510,-0.9797639207165972
ACH-000511,-1.0768772653535337
ACH-000512,-1.2578860317908749
ACH-000516,-1.2907219298514614
ACH-000517,-1.1079390754491254
ACH-000518,-1.3406089968771118
ACH-000520,-1.16182579164456
ACH-000521,-1.258865874677266
ACH-000522,-1.079488387279407
ACH-000524,-1.3547129407159757
ACH-000527,-1.1749795069379918
ACH-000528,-1.2214506946926014
ACH-000537,-1.167311659568694
ACH-000541,-0.984886774218492
ACH-000542,-1.0966337592067097
ACH-000544,-1.094750570246534
ACH-000545,-1.3641670244084505
ACH-000547,-1.4926816942996508
ACH-000548,-1.1991958506477325
ACH-000549,-1.312422198214545
ACH-000550,-1.156135358816818
ACH-000552,-1.4025779089170494
ACH-000556,-1.2429099570174853
ACH-000557,-1.2333479223977744
ACH-000569,-1.2179787131190911
ACH-000570,-1.2947026055413835
ACH-000571,-1.2382563768030996
ACH-000573,-1.481832973371211
ACH-000576,-1.4608053323580232
ACH-000579,-0.9823076449821426
ACH-000580,-1.4455874187584754
ACH-000584,-1.1048900948584142
ACH-000585,-1.1848335132351844
ACH-000588,-1.0743063429924868
ACH-000589,-1.2637137151464841
ACH-000591,-1.2023840793747484
ACH-000593,-1.30000597502231
ACH-000600,-1.1621541971442524
ACH-000601,-1.1057928745077736
ACH-000605,-1.28960511914145
ACH-000606,-1.2482571634356765
ACH-000608,-1.2109669935374907
ACH-000614,-1.0796339523297778
ACH-000616,-1.243265458655714
ACH-000618,-1.2600033571775568
ACH-000619,-1.192612962846234
ACH-000620,-1.1991163053781544
ACH-000621,-1.1230146648770565
ACH-000622,-1.3693258261444454
ACH-000623,-1.1962015858040245
ACH-000624,-1.2891620182594852
ACH-000627,-1.060430430194008
ACH-000630,-1.165101656093253
ACH-000631,-1.0658400690705647
ACH-000632,-1.2353690768063443
ACH-000633,-0.9737514441139192
ACH-000637,-1.4508136983384643
ACH-000638,-1.2960470925081544
ACH-000646,-1.1268758580418616
ACH-000647,-1.185646174824398
ACH-000648,-1.3890403407724037
ACH-000649,-1.2306640824989377
ACH-000651,-1.4386550671972955
ACH-000652,-1.3003762323381751
ACH-000653,-1.0323388703498708
ACH-000657,-1.3111114235372618
ACH-000658,-1.3444884940432624
ACH-000661,-1.4608884083961755
ACH-000662,-0.9600306611583372
ACH-000663,-1.4254766216545351
ACH-000665,-1.0983844606375577
ACH-000671,-1.0473988355556958
ACH-000672,-0.9741645282074732
ACH-000673,-1.1658144283474463
ACH-000676,-1.118339967143146
ACH-000677,-1.0376377301465185
ACH-000681,-1.2560985071424355
ACH-000683,-1.2416075153053094
ACH-000684,-1.2561564795982127
ACH-000688,-1.2266318752346497
ACH-000693,-1.2096862154895272
ACH-000694,-1.2156842983536789
ACH-000695,-1.3251232695738364
ACH-000696,-1.1967305378587385
ACH-000697,-1.1395669524489278
ACH-000699,-1.3385681472380773
ACH-000701,-1.1974595677650046
ACH-000706,-1.1427302545020002
ACH-000711,-1.160784351113879
ACH-000713,-1.114847105931469
ACH-000714,-1.2660176265631111
ACH-000718,-1.3823224730995047
ACH-000720,-1.1768007179413116
ACH-000721,-1.1429279920181414
ACH-000724,-1.3978792541375142
ACH-000725,-1.2199567117231225
ACH-000732,-1.7254882293857547
ACH-000734,-1.1666016307792704
ACH-000735,-1.2286208834831522
ACH-000736,-1.1769730411474677
ACH-000738,-1.1624696784223536
ACH-000746,-1.2356126626816508
ACH-000747,-1.1135564148268569
ACH-000748,-1.3183903444474585
ACH-000753,-1.1571258215203497
ACH-000756,-0.97984395236639
ACH-000757,-1.1863792351788012
ACH-000758,-1.3110397483364942
ACH-000760,-1.148436668377785
ACH-000762,-1.059758128406606
ACH-000763,-1.303259135490062
ACH-000764,-1.1697176987596392
ACH-000765,-1.0581658052976641
ACH-000766,-1.1799751398543294
ACH-000767,-1.4526017992598843
ACH-000768,-1.2205062030762153
ACH-000769,-1.2152051881058117
ACH-000770,-1.4451571874228597
ACH-000771,-1.226989698502104
ACH-000773,-1.1479025464010535
ACH-000776,-1.1254144607666998
ACH-000777,-1.1311511534660312
ACH-000778,-1.5870847488120732
ACH-000781,-1.3250209471384604
ACH-000782,-1.3726437950055381
ACH-000783,-0.9822221255967538
ACH-000784,-1.259111327693433
ACH-000785,-1.4583331910739064
ACH-000787,-1.412347902503041
ACH-000788,-1.1913043196183921
ACH-000791,-1.3991278118004478
ACH-000792,-1.2465989493625294
ACH-000794,-1.086046061661976
ACH-000796,-1.2437511604483975
ACH-000798,-1.3121081279954323
ACH-000799,-1.1289636712293991
ACH-000800,-1.3099488506056256
ACH-000802,-1.3800431369470807
ACH-000804,-1.0047830171595191
ACH-000805,-1.263967495043152
ACH-000809,-1.1614918484672585
ACH-000810,-0.5783631476470099
ACH-000811,-1.4335103682825343
ACH-000817,-1.2422564587800202
ACH-000819,-1.238788773285456
ACH-000820,-1.7444054756538363
ACH-000821,-1.5450282182509825
ACH-000822,-1.3254966866450268
ACH-000823,-1.2075709367029959
ACH-000824,-1.1843541348021032
ACH-000827,-1.3096279808361433
ACH-000829,-1.132859776674323
ACH-000831,-1.1783937686460877
ACH-000832,-1.315687123887211
ACH-000833,-1.3759188756596414
ACH-000834,-1.157249345316027
ACH-000835,-1.2445193194395672
ACH-000836,-1.3000391274087169
ACH-000837,-1.3725854782823437
ACH-000838,-1.0866736663718537
ACH-000839,-1.1946821431248849
ACH-000840,-1.555582633582042
ACH-000841,-1.2333763379968252
ACH-000843,-1.3831901063760683
ACH-000846,-0.9739942602400994
ACH-000847,-1.2725823858713583
ACH-000848,-1.3414076631632204
ACH-000849,-1.2949581320355927
ACH-000851,-1.2974878410961608
ACH-000855,-1.2468061058568507
ACH-000856,-1.2842390147781635
ACH-000858,-1.165052520085046
ACH-000859,-1.3228536396698714
ACH-000861,-1.0679970962886352
ACH-000862,-1.3145724752704793
ACH-000865,-1.2334954820700044
ACH-000866,-1.2382558871042073
ACH-000867,-1.2842684574312548
ACH-000869,-1.259546666067442
ACH-000872,-1.1453906808900842
ACH-000873,-1.4667449581494931
ACH-000876,-1.5062742030647558
ACH-000878,-1.322393024120314
ACH-000880,-1.103688049538622
ACH-000881,-1.2913945454627804
ACH-000882,-0.9897381002203326
ACH-000884,-1.1379854439359691
ACH-000885,-1.2155742841721071
ACH-000887,-1.1821665693083692
ACH-000889,-1.1355438260851416
ACH-000896,-1.4041467637191007
ACH-000898,-1.4026207903322527
ACH-000900,-1.1593485018755114
ACH-000901,-1.344685902850287
ACH-000905,-1.1057164807193418
ACH-000906,-1.163635036511508
ACH-000907,-0.9621554857453896
ACH-000910,-1.2155527269544433
ACH-000911,-1.1943033558018727
ACH-000912,-1.2695390345147264
ACH-000913,-1.174197172778897
ACH-000915,-0.991246654290052
ACH-000916,-1.0990032497170372
ACH-000917,-1.0888488654985455
ACH-000920,-1.0681355232424126
ACH-000921,-1.4656123548414883
ACH-000924,-1.1316586780453408
ACH-000926,-1.365419764503154
ACH-000928,-1.085876213553425
ACH-000929,-1.5064903352420176
ACH-000932,-1.1435986771602191
ACH-000935,-1.3792078041108662
ACH-000936,-1.2987371834876869
ACH-000937,-1.1326959655538658
ACH-000938,-1.2523198518642151
ACH-000939,-1.4057006467675417
ACH-000941,-1.3913033834563633
