,FER1L6 (654463)
ACH-000004,-0.180783617720936
ACH-000005,0.06235982203095021
ACH-000007,-0.0786617320902732
ACH-000009,-0.006569563177119332
ACH-000011,0.03015296050779292
ACH-000012,-0.07568947077753825
ACH-000013,0.08350304927896053
ACH-000014,0.014291836833603772
ACH-000015,-0.04534624680322168
ACH-000017,-0.2662237459074036
ACH-000018,-0.20149662733472165
ACH-000019,-0.12962311420931916
ACH-000021,-0.011153829921979323
ACH-000022,-0.025719933828730425
ACH-000025,-0.11371306587102123
ACH-000028,-0.08148377937284483
ACH-000030,-0.0358297995733284
ACH-000035,-0.16490034122524053
ACH-000036,-0.1378165816517857
ACH-000037,0.121417432206729
ACH-000039,0.1617219843220475
ACH-000040,-0.20573026273709485
ACH-000041,-0.15291829457509612
ACH-000042,-0.18809616815009825
ACH-000045,-0.1168003455301129
ACH-000047,-0.07290864736215763
ACH-000052,-0.0472306441905733
ACH-000053,0.03151105911423885
ACH-000054,-0.041678161447273855
ACH-000055,-0.03782057035013665
ACH-000060,-0.1374717068092525
ACH-000067,0.11934404243419924
ACH-000070,-0.1954508262593441
ACH-000075,-0.031153267952293163
ACH-000078,0.039288867120853055
ACH-000082,-0.14050892287712485
ACH-000085,0.07772929558944756
ACH-000086,-0.010433723477565071
ACH-000087,-0.13422564979544138
ACH-000092,-0.13936892738207293
ACH-000095,0.1049180561583459
ACH-000097,0.036118130682318096
ACH-000098,-0.02687767225539546
ACH-000099,0.0542287100671006
ACH-000108,-0.006768462139228114
ACH-000113,-0.0795533159366676
ACH-000116,-0.023888443309880675
ACH-000118,-0.23835926063560114
ACH-000120,0.06922508081896768
ACH-000123,0.07083637683993066
ACH-000127,-0.036788911633815036
ACH-000128,-0.008281584978299464
ACH-000132,0.05754822543451805
ACH-000133,-0.0250883784520543
ACH-000137,0.08822382356012573
ACH-000138,0.062444525133216675
ACH-000142,-0.02272400826910977
ACH-000143,0.17360475395479918
ACH-000146,0.027116604295318644
ACH-000148,0.07893663862374149
ACH-000150,-0.26474481015221524
ACH-000152,-0.0496471112686231
ACH-000153,-0.1914963536190689
ACH-000159,-0.030663455200075976
ACH-000160,0.08011031837709304
ACH-000163,-0.05340802709396526
ACH-000167,0.3549213635886158
ACH-000168,-0.008512351369025532
ACH-000169,0.05313366009790172
ACH-000178,-0.14049933508157078
ACH-000183,-0.20921441480461625
ACH-000188,-0.04284866701321699
ACH-000189,-0.06758373267503832
ACH-000190,-0.06362137972636181
ACH-000198,-0.1510125244143316
ACH-000203,-0.146993656055927
ACH-000204,0.05514483947180656
ACH-000206,-0.13891771400133754
ACH-000207,-0.043617937836381834
ACH-000208,-0.21305150155293612
ACH-000210,-0.030960893633536823
ACH-000211,-0.0006450206486480122
ACH-000215,-0.023549196484484274
ACH-000221,-0.08698264564397294
ACH-000222,-0.03951440073820677
ACH-000223,-0.05275799841368936
ACH-000226,0.059324090219929924
ACH-000227,-0.023463700225712647
ACH-000228,0.01161720423433544
ACH-000231,-0.14778451091828174
ACH-000232,-0.014104937444755312
ACH-000233,0.0042844255130931146
ACH-000234,-0.04874892944831244
ACH-000235,-0.02397018857342877
ACH-000237,-0.006801504036087249
ACH-000238,-0.0611884905654781
ACH-000242,-0.010634091739661771
ACH-000243,0.0048925031776585175
ACH-000244,-0.04445851330313909
ACH-000246,-0.0193876463576583
ACH-000248,-0.14203649577026647
ACH-000250,-0.09610857679338544
ACH-000251,0.1686216119744362
ACH-000252,-0.04674523597729206
ACH-000253,-0.005833726807104453
ACH-000255,-0.009768149174639064
ACH-000256,-0.0967949732657458
ACH-000257,-0.17632687442348705
ACH-000258,-0.25189834542803297
ACH-000259,-0.07646020497716781
ACH-000260,0.0479934342662859
ACH-000261,-0.014662174487976456
ACH-000262,-0.170437231831678
ACH-000263,-0.1058921405582493
ACH-000264,0.021735772948818545
ACH-000265,-0.09915196643426442
ACH-000266,0.005548186432201564
ACH-000272,-0.0431173784198145
ACH-000274,0.010203072709776209
ACH-000277,-0.316973592026609
ACH-000278,0.08785519936660803
ACH-000279,-0.012102264454879013
ACH-000280,-0.093925918867837
ACH-000281,-0.02012989997768921
ACH-000288,0.10782285785703496
ACH-000291,-0.1230054943851768
ACH-000293,0.1211847435878756
ACH-000294,0.00045158930418606573
ACH-000295,-0.2785791109969665
ACH-000296,0.12478732096955825
ACH-000302,-0.04163509400264676
ACH-000304,-0.15996632981227818
ACH-000307,-0.07115673699668393
ACH-000308,0.04507993732410074
ACH-000310,0.16860127280447024
ACH-000311,-0.011418313403417035
ACH-000312,0.10043588112597247
ACH-000315,-0.23030729554385834
ACH-000316,-0.030274464013728238
ACH-000317,-0.07175143120409933
ACH-000318,-0.024609342076535416
ACH-000319,-0.050778290518462214
ACH-000320,-0.16663918164237704
ACH-000322,0.037637850342721366
ACH-000323,0.033987238257917385
ACH-000324,0.003475821493264392
ACH-000329,0.10542090241632528
ACH-000330,0.13560117730640264
ACH-000331,0.04689697420263452
ACH-000332,-0.010382979644317608
ACH-000334,-0.18301149658776988
ACH-000335,-0.0742772766283272
ACH-000336,-0.044019020127414835
ACH-000337,-0.07587984129569789
ACH-000338,-0.04232044768286509
ACH-000339,0.03337715856455254
ACH-000341,0.004082555127403114
ACH-000348,-0.032426678911218365
ACH-000350,0.08257007111648954
ACH-000352,-0.1163806221468545
ACH-000356,0.15101476665936334
ACH-000361,-0.014812454643320403
ACH-000362,-0.031026447641267236
ACH-000363,-0.06159308527298275
ACH-000364,-0.16451730109365176
ACH-000365,-0.03704530454877705
ACH-000366,-0.04370323709932464
ACH-000368,-0.07782605933262803
ACH-000374,0.08276414423125039
ACH-000375,0.28820420421805315
ACH-000376,-0.10816142188059524
ACH-000381,0.03767177661120703
ACH-000383,-0.05694988874682145
ACH-000387,0.029985709449113662
ACH-000389,0.23612063197160504
ACH-000390,-0.11234259781072548
ACH-000393,-0.003019631136313323
ACH-000395,-0.14961113420958674
ACH-000396,0.14547559947693808
ACH-000397,-0.05992732172127815
ACH-000401,-0.20801592808915445
ACH-000402,0.2772072514267985
ACH-000403,-0.0463906973630515
ACH-000404,-0.17061698853431154
ACH-000406,-0.10699696249295616
ACH-000407,0.01983049891022341
ACH-000408,-0.33290073959636923
ACH-000410,0.1337418053901981
ACH-000411,-0.06674134251753794
ACH-000414,-0.15670149614445206
ACH-000415,0.028688866061364508
ACH-000416,-0.038039107076544655
ACH-000420,0.06441338335239633
ACH-000421,-0.0033751025686549357
ACH-000424,-0.15977228422766854
ACH-000425,-0.009704481952034912
ACH-000426,-0.07024615190984866
ACH-000427,-0.15341440503341627
ACH-000433,-0.004011048037249977
ACH-000435,0.1307440268866419
ACH-000436,-0.05860497314472391
ACH-000444,-0.14315411398767394
ACH-000445,0.11651335650426403
ACH-000448,-0.10043175841235497
ACH-000450,-0.14838277537780775
ACH-000452,-0.054062288739592734
ACH-000454,0.12162379085031373
ACH-000458,0.06994020357363896
ACH-000459,0.17035795049554356
ACH-000460,-0.0413595937731743
ACH-000461,0.07965985740879497
ACH-000463,-0.06626625174424179
ACH-000464,-0.13297639675445952
ACH-000466,-0.017593837542686615
ACH-000467,0.011469556392089221
ACH-000468,-0.009994164048994544
ACH-000469,-0.017807673588511055
ACH-000470,-0.2203256417013844
ACH-000471,-0.02824311059293973
ACH-000472,0.011513908646345926
ACH-000473,0.16625278889924613
ACH-000475,-0.02854425923903797
ACH-000476,-0.10392911699902402
ACH-000477,0.032994708980242426
ACH-000479,-0.23985447480983
ACH-000480,0.029329869608684663
ACH-000481,-0.007153786613800141
ACH-000483,-0.02817218007128905
ACH-000484,-0.15213972777920562
ACH-000485,-0.04283147498982795
ACH-000486,-0.055064047818847064
ACH-000487,-0.16074111767930524
ACH-000488,0.006453987525084733
ACH-000490,-0.012016835729486166
ACH-000491,-0.04442666465372437
ACH-000495,-0.010905714880044916
ACH-000496,0.04621021974803695
ACH-000499,-0.002853989145704358
ACH-000500,0.32900470313193925
ACH-000502,0.023609744054856448
ACH-000503,-0.18044749075117367
ACH-000505,0.00034103516312502814
ACH-000507,-0.09968359755019944
ACH-000510,-0.1606155267349025
ACH-000511,-0.15207715275113093
ACH-000512,-0.32038806753592336
ACH-000516,-0.1474585470475664
ACH-000517,-0.009346949328066087
ACH-000518,-0.0532535480591896
ACH-000520,-0.21852486672882407
ACH-000521,-0.14882474415015182
ACH-000522,0.04528733676697213
ACH-000524,0.0906010885518334
ACH-000527,-0.009590248412268531
ACH-000528,-0.042316725177452816
ACH-000537,0.06975826527562874
ACH-000541,0.053910247726252775
ACH-000542,-0.049659232319705364
ACH-000544,-0.04832353098708085
ACH-000545,-0.2422437881689984
ACH-000547,-0.10254663284478414
ACH-000548,-0.07626384979689464
ACH-000549,-0.03020122711880423
ACH-000550,0.0651529979867066
ACH-000552,-0.2661024331517827
ACH-000556,0.018549403710926587
ACH-000557,-0.18418488375635736
ACH-000569,-0.14691079465726228
ACH-000570,0.016993675524983428
ACH-000571,-0.040320389834072635
ACH-000573,-0.06474849950114914
ACH-000576,-0.08641379522921892
ACH-000579,0.056468343483567225
ACH-000580,0.11398600027328848
ACH-000584,-0.09424394740976412
ACH-000585,-0.016021440628711716
ACH-000588,-0.006634052234320432
ACH-000589,-0.04597588838377474
ACH-000591,0.10296029734410594
ACH-000593,0.04505142921536074
ACH-000600,0.0663069425599453
ACH-000601,-0.03959698018262345
ACH-000605,-0.07081010191765362
ACH-000606,-0.061352742649773036
ACH-000608,-0.005329968571297575
ACH-000614,-0.0796512184374674
ACH-000616,-0.08556399333532469
ACH-000618,0.05765032910866137
ACH-000619,-0.03033776784513892
ACH-000620,-0.02684423004077425
ACH-000621,-0.0037465680219926157
ACH-000622,-0.14250141868144078
ACH-000623,0.054376283047152564
ACH-000624,0.05502529369009729
ACH-000627,0.12843617959074724
ACH-000630,-0.1054972082899426
ACH-000631,-0.09793045376178852
ACH-000632,0.1463401029255216
ACH-000633,0.033702073467555174
ACH-000637,0.07380832579052639
ACH-000638,-0.2016542567486435
ACH-000646,-0.17493040916089686
ACH-000647,0.04476507298397928
ACH-000648,-0.09941397428971008
ACH-000649,0.013933250604349807
ACH-000651,-0.020879671599933328
ACH-000652,0.04013073993922033
ACH-000653,-0.2115964841946464
ACH-000657,-0.10578237309251208
ACH-000658,-0.17756032344960482
ACH-000661,-0.013053232232618204
ACH-000662,-0.0295751352282792
ACH-000663,-0.1691355285822116
ACH-000665,0.07639010654577695
ACH-000671,0.03642958064443001
ACH-000672,0.2528906132805942
ACH-000673,-0.08039384851306336
ACH-000676,0.029426709872337108
ACH-000677,0.003681015924520054
ACH-000681,0.031056216792679475
ACH-000683,0.0854362957966426
ACH-000684,-0.13297822766075798
ACH-000688,-0.13607188482903154
ACH-000693,0.038548132077846985
ACH-000694,0.0756079684298204
ACH-000695,-0.024739002162312302
ACH-000696,-0.010488860880674156
ACH-000697,-0.05620618996316805
ACH-000699,-0.2158972106895183
ACH-000701,-0.12675915976720845
ACH-000706,-0.061490408724840386
ACH-000711,-0.0020185894669938593
ACH-000713,0.026865553329735718
ACH-000714,0.003091610627471666
ACH-000718,-0.14227856429894425
ACH-000720,-0.033174053287861875
ACH-000721,-0.13374190526926666
ACH-000724,0.07319612914775464
ACH-000725,-0.0812039827722903
ACH-000732,0.10787840305377956
ACH-000734,0.0006691187217815425
ACH-000735,-0.04219048987869787
ACH-000736,-0.10037350405337372
ACH-000738,0.08311716550264261
ACH-000746,0.16456549826453815
ACH-000747,0.05178180517853046
ACH-000748,0.04452876897670184
ACH-000753,0.035193971459862285
ACH-000756,0.06755832416668335
ACH-000757,-0.038566155972257724
ACH-000758,0.11813830678777194
