,ALDH7A1 (501)
ACH-000004,-0.1516008438021323
ACH-000005,-0.3474617559302705
ACH-000007,-0.17721087625140075
ACH-000009,-0.16519024980611524
ACH-000011,-0.11450183978911975
ACH-000012,-0.0044526609564745625
ACH-000013,-0.0535001438074223
ACH-000014,-0.2047379730832156
ACH-000015,-0.16118472204508655
ACH-000017,0.012713471375066156
ACH-000018,-0.091837039460985
ACH-000019,-0.19434363085295675
ACH-000021,-0.1700844294560226
ACH-000022,-0.1185498460810042
ACH-000025,-0.04950675869052856
ACH-000028,-0.11322873667756113
ACH-000030,-0.12144248657842227
ACH-000035,-0.13263994934428144
ACH-000036,-0.11919206891220899
ACH-000037,-0.03821661992450636
ACH-000039,-0.14298863751357896
ACH-000040,-0.1766276020837132
ACH-000041,0.0007765090745263995
ACH-000042,-0.11926450462445208
ACH-000045,-0.19028687755004736
ACH-000047,-0.022080747198382312
ACH-000052,-0.18979967113826185
ACH-000053,-0.032405789213703996
ACH-000054,-0.06091346892627208
ACH-000055,-0.15014958578589702
ACH-000060,-0.06459934669193906
ACH-000067,-0.14370750858400433
ACH-000070,-0.19305572799880988
ACH-000075,-0.07306403979905421
ACH-000078,-0.04109835287616455
ACH-000082,-0.09818709080317492
ACH-000085,-0.30280655937518663
ACH-000086,-0.18094717487594406
ACH-000087,-0.2306534683606555
ACH-000092,-0.1402930797199483
ACH-000095,-0.20985042403686396
ACH-000097,-0.14433143313466296
ACH-000098,-0.1167575526923901
ACH-000099,-0.02062946139034936
ACH-000108,-0.12395656279393172
ACH-000113,-0.13410284355324414
ACH-000116,-0.0783786245252704
ACH-000118,-0.09269444860709804
ACH-000120,-0.1190553029841266
ACH-000123,-0.12260186773415485
ACH-000127,-0.026180302089150467
ACH-000128,-0.19921124142500327
ACH-000132,-0.1615161378895346
ACH-000133,-0.14765785527763198
ACH-000137,-0.16372308616218173
ACH-000138,-0.09186980904169433
ACH-000142,-0.09179959013688108
ACH-000143,-0.20253954987391584
ACH-000146,-0.05487695768329566
ACH-000148,-0.13160848738550554
ACH-000150,-0.08438945029707715
ACH-000152,-0.11314781702689035
ACH-000153,0.034520431340905315
ACH-000159,-0.16262047802334367
ACH-000160,0.25330006556237883
ACH-000163,-0.025691104598042063
ACH-000167,0.7999339356149534
ACH-000168,-0.2311249598977673
ACH-000169,-0.2628563983671787
ACH-000178,-0.0042565647365982884
ACH-000183,-0.25861318849951753
ACH-000188,-0.23694621236973715
ACH-000189,-0.05133291653991439
ACH-000190,0.3081344930771863
ACH-000198,-0.08786316298478418
ACH-000203,0.17734163436681613
ACH-000204,-0.17106320133506264
ACH-000206,-0.17647002717467372
ACH-000207,-0.117979621254207
ACH-000208,-0.16243014181364698
ACH-000210,0.009631095748939578
ACH-000211,-0.2504255982092473
ACH-000215,0.0077434929409701935
ACH-000221,-0.005321488032443691
ACH-000222,-0.030480627068899573
ACH-000223,-0.060765719909657165
ACH-000226,-0.08002064988831646
ACH-000227,-0.00798681224403668
ACH-000228,-0.20917498856241004
ACH-000231,-0.16645871645162766
ACH-000232,-0.2022638792965996
ACH-000233,-0.06374389220692325
ACH-000234,-0.1445419828526791
ACH-000235,-0.08609968996803283
ACH-000237,-0.05989116129051163
ACH-000238,-0.20785845788191695
ACH-000242,0.13829537320511545
ACH-000243,-0.03935124878383228
ACH-000244,-0.1610802560235863
ACH-000246,-0.05909151406868246
ACH-000248,-0.03430628646054474
ACH-000250,-0.03532566846298657
ACH-000251,-0.07835155082005921
ACH-000252,-0.1829377356215937
ACH-000253,-0.015943930742972234
ACH-000255,-0.1127915153236996
ACH-000256,-0.164852645999472
ACH-000257,-0.3248047369386869
ACH-000258,-0.18955879834331651
ACH-000259,-0.10570968936639392
ACH-000260,-0.10065964776353724
ACH-000261,-0.11094104273978292
ACH-000262,-0.2878669452990314
ACH-000263,-0.200190446619523
ACH-000264,-0.09308110378164552
ACH-000265,-0.048841800397210984
ACH-000266,-0.11153853826724554
ACH-000272,-0.10292050633733256
ACH-000274,-0.012950043724503164
ACH-000277,0.05119150218565066
ACH-000278,-0.15741577606845816
ACH-000279,-0.09935500194222492
ACH-000280,-0.11145954086864612
ACH-000281,-0.012285798472948748
ACH-000288,-0.06960227397885392
ACH-000291,-0.111402417811765
ACH-000293,-0.22834454764242046
ACH-000294,-0.03898895164706647
ACH-000295,0.4143474996522538
ACH-000296,-0.28209150235660185
ACH-000302,-0.1017757709680172
ACH-000304,-0.30752523142599764
ACH-000307,-0.02567967076488081
ACH-000308,-0.01788491526534475
ACH-000310,-0.09855884763370887
ACH-000311,-0.08218121565269583
ACH-000312,-0.018620911138046186
ACH-000315,-0.25225056608672103
ACH-000316,-0.15342127961714522
ACH-000317,-0.15576573911390504
ACH-000318,-0.1443440742188351
ACH-000319,-0.2767158658460275
ACH-000320,-0.12632756343019075
ACH-000322,-0.19632598104023904
ACH-000323,-0.16826427444258607
ACH-000324,-0.17372289870574195
ACH-000329,-0.060349412154665674
ACH-000330,0.022815118219258808
ACH-000331,-0.13933685382217684
ACH-000332,-0.07182311935035884
ACH-000334,-0.04613113511936748
ACH-000335,-0.07126384383239963
ACH-000336,-0.06650271820828796
ACH-000337,0.14992354096673186
ACH-000338,-0.14706803155750914
ACH-000339,-0.09402187058706404
ACH-000341,-0.0761892752710047
ACH-000348,-0.06923409016928526
ACH-000350,-0.09554583914131108
ACH-000352,-0.13225604119920606
ACH-000356,-0.17962342547751645
ACH-000361,-0.05319032746915907
ACH-000362,-0.02006568624734793
ACH-000363,-0.00609069292234905
ACH-000364,-0.1677262973837054
ACH-000365,-0.12908752420913716
ACH-000366,-0.0006378320652608741
ACH-000368,-0.2130700348013044
ACH-000374,-0.1331804708998319
ACH-000375,-0.03924284637036087
ACH-000376,-0.18409518414626888
ACH-000381,-0.18918008224284644
ACH-000383,-0.060063746484827235
ACH-000387,-0.10727043677295962
ACH-000389,-0.4457672270669776
ACH-000390,-0.06524860834939285
ACH-000393,-0.141266757153034
ACH-000395,-0.05516569452873205
ACH-000396,0.1225843872974795
ACH-000397,-0.3360821419325749
ACH-000401,-0.029568602903687662
ACH-000402,-0.225244497806624
ACH-000403,-0.12164207644791965
ACH-000404,-0.048909726013784086
ACH-000406,0.0040811293139154615
ACH-000407,-0.10610203924248897
ACH-000408,0.010295772372023138
ACH-000410,-0.2096333753260214
ACH-000411,0.02180656052868413
ACH-000414,0.0049752050410361
ACH-000415,-0.08399455992679941
