,ERBB3 (2065)
ACH-000004,0.03283150373595545
ACH-000005,-0.15130869276146666
ACH-000007,0.023418818387595863
ACH-000009,-0.04642893401888714
ACH-000011,-0.13721395725033006
ACH-000012,0.052880719026066884
ACH-000013,-0.1108899801417016
ACH-000014,-0.046305531784443694
ACH-000015,-0.09744563451852407
ACH-000017,-0.9206012446694236
ACH-000018,-0.11983810578992647
ACH-000019,-0.023520619763269714
ACH-000021,-0.06814168552006827
ACH-000022,-0.0575555907171244
ACH-000025,0.07277100729998824
ACH-000028,-0.07459870191102007
ACH-000030,-0.2119800594520052
ACH-000035,-0.05304504177261568
ACH-000036,-0.030066844249305662
ACH-000037,-0.23679583404527466
ACH-000039,-0.1440498391863735
ACH-000040,-0.06773838052433682
ACH-000041,-0.19509192010830007
ACH-000042,0.0022474571840680867
ACH-000045,0.00883634962933805
ACH-000047,-0.08189577778320391
ACH-000052,-0.17290483397854994
ACH-000053,-0.0547901654062738
ACH-000054,-0.00657928361491026
ACH-000055,0.03528074981259947
ACH-000060,-0.02986700930800206
ACH-000067,-0.11291593343384852
ACH-000070,-0.10240533948865826
ACH-000075,-0.2701085102987049
ACH-000078,-0.10356935679264263
ACH-000082,-0.07749100080634111
ACH-000085,-0.3957872185795985
ACH-000086,-0.1145171856531273
ACH-000087,-0.16435318608546426
ACH-000092,-0.06894119466643711
ACH-000095,0.01849934103211546
ACH-000097,-0.19789415576547287
ACH-000098,0.035338615323072683
ACH-000099,0.04069981150082929
ACH-000108,-0.08526847148061974
ACH-000113,-0.03783870825034261
ACH-000116,-0.14927888096449698
ACH-000118,-0.08363409099484351
ACH-000120,0.022717824076011774
ACH-000123,-0.13405277154642842
ACH-000127,-0.0241493389364427
ACH-000128,-0.5558008419811235
ACH-000132,-0.08436704066464554
ACH-000133,-0.10474847841024794
ACH-000137,-0.14352377644487282
ACH-000138,-0.3554788291049281
ACH-000142,-0.4450589921000961
ACH-000143,-0.0445105853332699
ACH-000146,-0.023909485133381776
ACH-000148,-0.1024424087313868
ACH-000150,-0.10918698284918747
ACH-000152,-0.14617815257935754
ACH-000153,-0.23149156996113085
ACH-000159,-0.02605433967958989
ACH-000160,-0.2619410927867015
ACH-000163,-0.09565812162165424
ACH-000167,-0.17023990280264756
ACH-000168,-0.11643255565497505
ACH-000169,-0.0483195421252982
ACH-000178,-0.012606360543602192
ACH-000183,-0.10372559110930314
ACH-000188,-0.2357852440814978
ACH-000189,0.1181026164450756
ACH-000190,0.0889427326391034
ACH-000198,-0.15525387272775998
ACH-000203,-0.1551812714321206
ACH-000204,-0.009603350586722495
ACH-000206,-0.04083375993800746
ACH-000207,-0.28200272679921073
ACH-000208,-0.2839481472425776
ACH-000210,-0.0029401205763245238
ACH-000211,-0.06781117703002558
ACH-000215,-0.1514360421925942
ACH-000221,-0.006840856208995093
ACH-000222,-0.14594869224635476
ACH-000223,-0.11376285917743342
ACH-000226,-0.023754503561261246
ACH-000227,0.06872753445062317
ACH-000228,-0.0642573849969779
ACH-000231,0.019967398526693027
ACH-000232,-0.15636657065950338
ACH-000233,0.013439971505359895
ACH-000234,-0.2944290094326408
ACH-000235,-0.10784638354367126
ACH-000237,0.04567030059118439
ACH-000238,-0.14831353588270912
ACH-000242,-0.1820754620385768
ACH-000243,-0.27415121556671285
ACH-000244,-0.24494067599504096
ACH-000246,-0.1343538217556541
ACH-000248,-0.8415774719610885
ACH-000250,-0.04019786231634825
ACH-000251,-0.07213433358908035
ACH-000252,-0.3093921735074328
ACH-000253,0.04975045220049546
ACH-000255,0.059777582599595126
ACH-000256,-0.06218556893019714
ACH-000257,0.06360513058306946
ACH-000258,0.1946590563229556
ACH-000259,-0.11729422897280001
ACH-000260,-0.11434902227328447
ACH-000261,-0.03665679840686813
ACH-000262,0.056264488541127235
ACH-000263,-0.20494537585901354
ACH-000264,0.011647646006487504
ACH-000265,0.013209083812327405
ACH-000266,-0.07782717899029587
ACH-000272,-0.34779990985681164
ACH-000274,-0.056441949977493536
ACH-000277,-0.8676976727881951
ACH-000278,-0.1028485763933038
ACH-000279,-0.039492060010809835
ACH-000280,-0.4033329253370371
ACH-000281,-0.2103202234048467
ACH-000288,-0.036459836570453284
ACH-000291,-0.08855467398498837
ACH-000293,-0.02245388044339692
ACH-000294,-0.05261534775379804
ACH-000295,0.07364439861062863
ACH-000296,-0.20610325715701172
ACH-000302,-0.06012341740003992
ACH-000304,-0.30015633163282296
ACH-000307,-0.585258250967036
ACH-000308,-0.08085856901567763
ACH-000310,0.06735589877567195
ACH-000311,-0.0001696443561301327
ACH-000312,0.000582817363167136
ACH-000315,-0.005909321304126122
ACH-000316,-0.09048978066472294
ACH-000317,-0.14932146401024085
ACH-000318,-0.26799679888973965
ACH-000319,-0.13575129544338113
ACH-000320,-0.11652120982442404
ACH-000322,-0.2495022802205662
ACH-000323,0.10430510293087256
ACH-000324,-0.5443681447985645
ACH-000329,-0.06594935532082573
ACH-000330,-0.0206151819218295
ACH-000331,-0.13557650065215598
ACH-000332,-0.15348814357237725
ACH-000334,0.11111012758543966
ACH-000335,0.09030274105327987
ACH-000336,-0.02354254515830005
ACH-000337,-0.1397994511637761
ACH-000338,-0.07136966967832098
ACH-000339,-0.12446648710793473
ACH-000341,-0.15556284521394315
