,NEDD8 (4738)
ACH-000004,-1.4734073361809563
ACH-000005,-1.4705057379467514
ACH-000007,-1.0401093283448588
ACH-000009,-1.3256253514527303
ACH-000011,-1.1611625503169494
ACH-000012,-1.35644876363851
ACH-000013,-1.0211123005270475
ACH-000014,-1.2571917014835363
ACH-000015,-1.206729766811393
ACH-000017,-1.211203767672719
ACH-000018,-1.1474426081598892
ACH-000019,-1.0214188289572796
ACH-000021,-1.2192758615928734
ACH-000022,-1.1464608862317434
ACH-000025,-1.2311104509978017
ACH-000028,-1.0294054473156264
ACH-000030,-1.1942485713209197
ACH-000035,-1.4315768263823676
ACH-000036,-1.1248201965053053
ACH-000037,-1.3410737057005713
ACH-000039,-1.284580770349463
ACH-000040,-1.2136950639706168
ACH-000041,-1.2328944949735885
ACH-000042,-1.2290803262628724
ACH-000045,-0.9993283899769178
ACH-000047,-1.1770678814630953
ACH-000052,-1.257585818181811
ACH-000053,-1.2311170828134386
ACH-000054,-1.131832326629031
ACH-000055,-1.0904630482941096
ACH-000060,-1.3274594077162138
ACH-000067,-1.2331937546742973
ACH-000070,-1.3353639611603856
ACH-000075,-0.9876524255034566
ACH-000078,-1.3731786243093165
ACH-000082,-0.9146131623948024
ACH-000085,-1.1851104384218358
ACH-000086,-1.2908134245527387
ACH-000087,-1.215881925154582
ACH-000092,-1.4571994146594185
ACH-000095,-1.0456679320946651
ACH-000097,-1.194780263868152
ACH-000098,-1.3276128040857076
ACH-000099,-1.2090757750484813
ACH-000108,-1.1820560084262786
ACH-000113,-1.0927251091589716
ACH-000116,-0.9554747324865632
ACH-000118,-1.113048552053708
ACH-000120,-1.268306217232799
ACH-000123,-1.1448709754789121
ACH-000127,-1.166832958909073
ACH-000128,-1.326536493967414
ACH-000132,-1.4850379719628088
ACH-000133,-1.2292587475408898
ACH-000137,-1.255575882019287
ACH-000138,-1.0780442198993625
ACH-000142,-0.8507205358861522
ACH-000143,-1.1874047720170124
ACH-000146,-1.184441824183068
ACH-000148,-1.2278047507256056
ACH-000150,-1.1902546928679862
ACH-000152,-1.2848893601753724
ACH-000153,-1.3788103039539106
ACH-000159,-1.3078633589647335
ACH-000160,-1.3438366395269536
ACH-000163,-1.1801454118674677
ACH-000167,-1.5307562640597625
ACH-000168,-1.3921705383774412
ACH-000169,-1.2034753160622538
ACH-000178,-1.2156747534464056
ACH-000183,-1.303918486052
ACH-000188,-1.020165232437676
ACH-000189,-1.3161487796985176
ACH-000190,-1.27601866629065
ACH-000198,-1.1150527071188483
ACH-000203,-1.1473206931533235
ACH-000204,-1.3255711863324997
ACH-000206,-0.9237985418950572
ACH-000207,-0.989378674050855
ACH-000208,-1.0479633334086855
ACH-000210,-1.0277609342555218
ACH-000211,-1.204806073839502
ACH-000215,-1.2452117336919464
ACH-000221,-1.2465707977413445
ACH-000222,-1.1468589149058626
ACH-000223,-1.3569213661932895
ACH-000226,-1.1314031219565297
ACH-000227,-0.9350077608931382
ACH-000228,-1.0722997503247795
ACH-000231,-1.3397534835345617
ACH-000232,-1.25786509562428
ACH-000233,-0.8402302549040003
ACH-000234,-1.1064395032925618
ACH-000235,-1.1536898671300084
ACH-000237,-1.0604996373039408
ACH-000238,-1.2203802511562571
ACH-000242,-1.0356716161657586
ACH-000243,-1.101719199190652
ACH-000244,-1.2088094749466722
ACH-000246,-1.1539637954107451
ACH-000248,-1.196503546977411
ACH-000250,-1.2106884808681861
ACH-000251,-1.1104111212037608
ACH-000252,-1.4034366424314664
ACH-000253,-1.1981042311914554
ACH-000255,-1.0023924641754551
ACH-000256,-1.2458526128768594
ACH-000257,-1.4610056557059683
ACH-000258,-1.251898275646957
ACH-000259,-1.137723847627803
