,TCP11 (6954)
ACH-000004,0.015153676158407566
ACH-000005,-0.08163809158670751
ACH-000007,0.11276812853679798
ACH-000009,-0.07020581664109693
ACH-000011,0.02745049453644183
ACH-000012,0.03821426300995005
ACH-000013,-0.14404984222550887
ACH-000014,-0.15538238060937776
ACH-000015,-0.0023372094926576033
ACH-000017,0.014425278347063131
ACH-000018,0.111155042348875
ACH-000019,-0.06448056512047423
ACH-000021,-0.02390970431529283
ACH-000022,0.01337469252259095
ACH-000025,-0.22374491297857532
ACH-000028,-0.14531991598525926
ACH-000030,-0.05807305404547205
ACH-000035,0.0075739825528896515
ACH-000036,-0.04456604582142285
ACH-000037,0.05296634101273645
ACH-000039,0.17047409234451485
ACH-000040,0.09067634919115336
ACH-000041,-0.008943157899064866
ACH-000042,-0.01970814070526749
ACH-000045,0.034019127606568986
ACH-000047,-0.20469772472205675
ACH-000052,0.028539569553803937
ACH-000053,-0.02999004629759505
ACH-000054,-0.01442216092148816
ACH-000055,-0.01212721639981125
ACH-000060,-0.0385461987461974
ACH-000067,-0.057925104616004836
ACH-000070,0.09183651942969384
ACH-000075,-0.13738393634912
ACH-000078,-0.290808900413621
ACH-000082,-0.08402077190296812
ACH-000085,-0.09758699478340037
ACH-000086,-0.021064558865129743
ACH-000087,-0.0963726879044081
ACH-000092,0.0015454662377788386
ACH-000095,-0.001518519096394343
ACH-000097,-0.02700269985721949
ACH-000098,-0.08074670311801685
ACH-000099,-0.08226008223605202
ACH-000108,-0.0735439489619326
ACH-000113,-0.06050726256161758
ACH-000116,0.03445729035504996
ACH-000118,0.006290486097247622
ACH-000120,0.06251563289096418
ACH-000123,-0.06780468618966162
ACH-000127,-0.054666809365324746
ACH-000128,-0.19440975462134671
ACH-000132,0.05235273974493291
ACH-000133,-0.07998550755727914
ACH-000137,-0.08123778672961672
ACH-000138,-0.08321691896747005
ACH-000142,-0.08162463810508484
ACH-000143,-0.11202849337476672
ACH-000146,-0.09295611770928172
ACH-000148,0.0723339326442147
ACH-000150,-0.05629424943295753
ACH-000152,0.013379453692459084
ACH-000153,0.03792572467602176
ACH-000159,-0.02315086799894357
ACH-000160,-0.10330219306286588
ACH-000163,0.14912672616818176
ACH-000167,-0.09062976912699976
ACH-000168,-0.008390373706047016
ACH-000169,-0.041225275142678285
ACH-000178,-0.07798948242884264
ACH-000183,-0.00820616402547441
ACH-000188,-0.14129434903631052
ACH-000189,-0.05716231527032699
ACH-000190,0.11214600392806316
ACH-000198,-0.14182173387746996
ACH-000203,-0.02694441345416332
ACH-000204,0.02702333221726176
ACH-000206,0.02345304235485321
ACH-000207,-0.20664681441949004
ACH-000208,-0.15005878463789515
ACH-000210,0.1280719415027425
ACH-000211,-0.01659605868474841
ACH-000215,-0.028919321961417613
ACH-000221,0.08317432103461285
ACH-000222,0.0209090184640565
ACH-000223,-0.10436777619540136
ACH-000226,-0.005119301963218564
ACH-000227,-0.18438876459961584
ACH-000228,-0.06298455260779585
ACH-000231,-0.15703173597133244
ACH-000232,0.04972387728356836
ACH-000233,0.08492084568081514
ACH-000234,0.0955376729183096
ACH-000235,-0.04563803029536938
ACH-000237,-0.02202553894603189
ACH-000238,-0.22290664339800295
ACH-000242,0.2270314110924881
ACH-000243,0.04752675239202247
ACH-000244,0.2595215787623068
ACH-000246,-0.01531746054612884
ACH-000248,0.030273283629769714
ACH-000250,-0.02669598431539514
ACH-000251,-0.08043866451802198
ACH-000252,0.07136247043497647
ACH-000253,0.015212289593665709
ACH-000255,-0.0538818342772746
ACH-000256,-0.1030346411174058
ACH-000257,-0.108596539571472
ACH-000258,0.0980479721852204
ACH-000259,-0.03131857371567833
ACH-000260,-0.0941254375911236
ACH-000261,-0.012994845132365151
ACH-000262,-0.008852018041698051
ACH-000263,-0.07438499252617818
ACH-000264,-0.01314052937151393
ACH-000265,0.03547341864397998
ACH-000266,0.04047717473251033
ACH-000272,-0.1734026648053049
ACH-000274,-0.012247183368286285
ACH-000277,-0.08437116679294006
ACH-000278,0.08116073028248913
ACH-000279,-0.10656536953228496
ACH-000280,-0.04872692914174652
ACH-000281,-0.051262960940722566
ACH-000288,-0.006012677709814852
ACH-000291,0.04478322598258757
ACH-000293,0.05534476566848553
ACH-000294,0.10519102554200696
ACH-000295,-0.13354593400787207
ACH-000296,-0.0598129891646088
ACH-000302,0.0027988093570687892
ACH-000304,0.12637064644341814
ACH-000307,-0.05322073158676058
ACH-000308,-0.04292471554988407
ACH-000310,-0.07088870504389744
ACH-000311,0.09373551348863794
ACH-000312,-0.034771494509397045
ACH-000315,-0.07528515539205806
ACH-000316,-0.061409082053264986
ACH-000317,-0.11185601228236326
ACH-000318,0.13450629829040284
ACH-000319,-0.07335557822772856
ACH-000320,0.14184688940108622
