,TEAD3 (7005)
ACH-000004,-0.2041088036676148
ACH-000005,-0.4539442027174788
ACH-000007,-0.5013484251882009
ACH-000009,-0.44586936361753626
ACH-000011,-0.341260604195854
ACH-000012,-0.2784499043301051
ACH-000013,-0.3850504671551268
ACH-000014,-0.3415309672584427
ACH-000015,-0.3420126484492022
ACH-000017,-0.527624640532199
ACH-000018,-0.4291514547941462
ACH-000019,-0.23509460888972514
ACH-000021,-0.707694419712543
ACH-000022,-0.22281525591207268
ACH-000025,-0.3681309025424228
ACH-000028,-0.5078524793029154
ACH-000030,-0.6719669940760139
ACH-000035,-0.7374664532388886
ACH-000036,-0.4132461432730443
ACH-000037,-0.2239382346687828
ACH-000039,-0.16036468502917475
ACH-000040,-0.3495031244255622
ACH-000041,-0.3014631933636456
ACH-000042,-0.30712745804737884
ACH-000045,-0.30552700063690563
ACH-000047,-0.4815335810395028
ACH-000052,-0.3853033977082915
ACH-000053,-0.06725817281184694
ACH-000054,-0.3247641015508509
ACH-000055,-0.17303996276465453
ACH-000060,-0.4094739703347683
ACH-000067,-0.2953224547574405
ACH-000070,-0.4444274909252869
ACH-000075,-0.3692469484152565
ACH-000078,-0.2425379866666937
ACH-000082,-0.3458559199371352
ACH-000085,-0.17248360249971165
ACH-000086,-0.3752701752564113
ACH-000087,-0.32960643107469245
ACH-000092,-0.2776479443395706
ACH-000095,-0.36744041389205495
ACH-000097,-0.31789512252734464
ACH-000098,-0.3853541132300456
ACH-000099,-0.27370041506821025
ACH-000108,-0.3729692029669303
ACH-000113,-0.33936742779860835
ACH-000116,-0.2523696675085728
ACH-000118,-0.2855269495399832
ACH-000120,-0.14048841074723026
ACH-000123,-0.5320157009731777
ACH-000127,-0.2918248401071115
ACH-000128,-0.1405010987228604
ACH-000132,-0.3681450413315189
ACH-000133,-0.6910576877113762
ACH-000137,-0.4534760157708155
ACH-000138,-0.5532497182792804
ACH-000142,-0.7596898050174538
ACH-000143,-0.2944480115232653
ACH-000146,-0.23648494209336485
ACH-000148,-0.24495233454313384
ACH-000150,-0.3286147105870434
ACH-000152,-0.40609985799751297
ACH-000153,-0.1648647195217494
ACH-000159,-0.2615928729813293
ACH-000160,-0.3833704657641958
ACH-000163,-0.17357784628056336
ACH-000167,-0.34048286859892496
ACH-000168,-0.17320938829658694
ACH-000169,-0.45110848900554706
ACH-000178,-0.3941141471230794
ACH-000183,-0.3126943417806533
ACH-000188,-0.34647795380131546
ACH-000189,-0.372907726137901
ACH-000190,-0.4324885571307519
ACH-000198,-0.3533996189095216
ACH-000203,-0.29522210033156826
ACH-000204,-0.543103033554043
ACH-000206,-0.2781775282655441
ACH-000207,-0.5894601573804017
ACH-000208,-0.3604398493542556
ACH-000210,-0.42858456537346457
ACH-000211,-0.3477382701338235
ACH-000215,-0.44854849387198376
ACH-000221,-0.28248582316171666
ACH-000222,-0.4764332502898081
ACH-000223,-0.568889540405296
ACH-000226,-0.4071945255921524
ACH-000227,-0.4464557479346001
ACH-000228,-0.2512955051119276
ACH-000231,-0.5641354375900309
ACH-000232,-0.4495021875029195
ACH-000233,-0.4225836040256841
ACH-000234,-0.3730097048765255
ACH-000235,-0.40348893758129706
ACH-000237,-0.3087641196635299
ACH-000238,-0.4465179606516532
ACH-000242,-0.4444602788202541
ACH-000243,-0.391333342565506
ACH-000244,-0.19385702751047929
ACH-000246,-0.2287405010040301
ACH-000248,-0.5863122668651498
ACH-000250,-0.397162490293962
ACH-000251,-0.479367351401025
ACH-000252,-0.3922641480596117
ACH-000253,-0.2171843210840028
