,PAXIP1 (22976)
ACH-000004,-0.15185431992312184
ACH-000005,-0.19170138835593825
ACH-000007,-0.1121716559526716
ACH-000009,-0.5213784591491145
ACH-000011,-0.8291703060155887
ACH-000012,-0.411280198388801
ACH-000013,-0.2562775880966093
ACH-000014,-0.5438916751243036
ACH-000015,-0.3622515325087058
ACH-000017,-0.19734119871570127
ACH-000018,-0.2083268875713583
ACH-000019,0.00477927045199671
ACH-000021,-0.4720982458516982
ACH-000022,-0.5983594616537646
ACH-000025,0.5494634890282083
ACH-000028,-0.2696665682133122
ACH-000030,-0.09309601492019877
ACH-000035,-0.28344211204932096
ACH-000036,-0.5174810916067248
ACH-000037,-0.03569274815073156
ACH-000039,-0.4161627501598193
ACH-000040,-0.31069413299954385
ACH-000041,0.0015666476806679302
ACH-000042,-0.0076577264680021
ACH-000045,-0.2285191438387815
ACH-000047,-0.5958227880081232
ACH-000052,0.6151978486983518
ACH-000053,-0.14631403310161514
ACH-000054,-0.17340744328022195
ACH-000055,0.09190052427256758
ACH-000060,-0.19886556469880406
ACH-000067,-0.1051269715154652
ACH-000070,-0.11382625134476886
ACH-000075,-0.37629126408117214
ACH-000078,-0.07698619782619184
ACH-000082,0.2305500193550631
ACH-000085,-0.25869319074989466
ACH-000086,-0.2382086536843228
ACH-000087,-0.2644886155767117
ACH-000092,-0.08739026329460678
ACH-000095,-0.09159583560979978
ACH-000097,0.07939294648897256
ACH-000098,-0.8055007179669738
ACH-000099,-0.5227559678257825
ACH-000108,-0.21756870081904384
ACH-000113,-0.6365772687317606
ACH-000116,-0.1302837964956341
ACH-000118,-0.5993966951717986
ACH-000120,0.002662392538169248
ACH-000123,-0.5603873598831232
ACH-000127,-0.4766728656647625
ACH-000128,-0.23659772298265996
ACH-000132,-0.016601178965918745
ACH-000133,0.028365725572723512
ACH-000137,0.3965592403724073
ACH-000138,-0.3541375871705898
ACH-000142,-0.7217765169794987
ACH-000143,-0.26052502539894384
ACH-000146,-0.4054190540824997
ACH-000148,-0.23882843466580156
ACH-000150,-0.2684412274018616
ACH-000152,-0.4081571390712082
ACH-000153,0.3867792769302785
ACH-000159,-0.1138908180077268
ACH-000160,0.018159391921330197
ACH-000163,-0.050660311324847634
ACH-000167,0.4938703041386499
ACH-000168,-0.8377991960447077
ACH-000169,-0.15735249359041256
ACH-000178,-0.6369686500302083
ACH-000183,-0.7690962424008193
ACH-000188,-0.4222672893800348
ACH-000189,-0.008446208685971814
ACH-000190,0.10970184468978487
ACH-000198,-0.7393476369647141
ACH-000203,-0.4070495207019508
ACH-000204,-0.002881825280855205
ACH-000206,-0.41270391214611934
ACH-000207,-0.2790008925683997
ACH-000208,-0.5554271835782914
ACH-000210,0.22602251247574226
ACH-000211,0.11972181758433754
ACH-000215,-0.2905325805847434
ACH-000221,0.11341199798450813
ACH-000222,-0.3797361154575706
ACH-000223,-0.15478526054639755
ACH-000226,-0.4034832633997275
ACH-000227,-0.032552906103002134
ACH-000228,-0.04119921652599398
ACH-000231,-0.13463599194217646
ACH-000232,-0.3928230418632331
ACH-000233,0.13153403309523204
ACH-000234,-0.3420641674499368
ACH-000235,0.19512495866575247
ACH-000237,0.33038035828915363
ACH-000238,-0.5438937348967151
ACH-000242,-0.1805290729480881
ACH-000243,-0.7379228376480509
ACH-000244,0.29601390184459336
ACH-000246,0.2895586508075217
ACH-000248,-0.5561157080947849
ACH-000250,0.14775231196757846
ACH-000251,-0.6866050741769548
ACH-000252,-0.20100246495385693
ACH-000253,-0.5297393745131108
ACH-000255,0.6929568204613622
ACH-000256,-0.2933685281176502
ACH-000257,-0.26580591791064473
ACH-000258,-0.4063607413013584
ACH-000259,-0.3025933174315996
ACH-000260,-0.604664579000557
ACH-000261,-0.32793729638468555
ACH-000262,-0.22188234330750425
ACH-000263,-0.4380203711648393
ACH-000264,-0.19973931593246613
ACH-000265,-0.5752362674638178
ACH-000266,0.2444411480652493
ACH-000272,-0.2876027485476701
ACH-000274,-0.4658402062440365
ACH-000277,-0.4483085087292382
ACH-000278,0.17002281110404033
ACH-000279,0.050130191034502135
ACH-000280,-0.6241469127002621
ACH-000281,-0.2214407978629434
ACH-000288,-0.15892366282189266
ACH-000291,-0.3879876739883364
ACH-000293,-0.3958958499356776
ACH-000294,-0.5451056120627535
ACH-000295,-0.04574128778746972
ACH-000296,-0.19596773604092527
ACH-000302,-0.3766686588534034
ACH-000304,-0.4976126516321099
ACH-000307,-0.08868282005335988
ACH-000308,-0.3446147643898992
ACH-000310,-0.34349271631023104
ACH-000311,-0.4015361175833588
ACH-000312,-0.3019434820464392
ACH-000315,-0.2696081854563535
ACH-000316,-0.14205122562474365
ACH-000317,-0.1067169832125848
