,MAP1B (4131)
ACH-000004,-0.05887230097744368
ACH-000005,-0.0769395875928161
ACH-000007,0.14055086940924866
ACH-000009,-0.02609049420275069
ACH-000011,0.07168184206228836
ACH-000012,-0.04367637581534317
ACH-000013,0.005832729953806182
ACH-000014,0.1072689897496048
ACH-000015,-0.023659468233195858
ACH-000017,0.08241395006526615
ACH-000018,-0.02124346390519713
ACH-000019,0.010504636930125636
ACH-000021,-0.014068407718252296
ACH-000022,-0.01584899704249334
ACH-000025,0.1600891158965685
ACH-000028,0.025927372919110632
ACH-000030,-0.04389365912399497
ACH-000035,0.08710003452352755
ACH-000036,-0.034708799589861214
ACH-000037,0.0507334523091296
ACH-000039,0.05297126916874344
ACH-000040,-0.015832608741243332
ACH-000041,-0.09955565351884088
ACH-000042,-0.00650194719171212
ACH-000045,-0.07460046653409175
ACH-000047,0.024129001553528127
ACH-000052,0.08680967936992437
ACH-000053,-0.0294122254913534
ACH-000054,0.11972127891158092
ACH-000055,0.1402752278381935
ACH-000060,0.05175029495701005
ACH-000067,-0.06974690072256637
ACH-000070,0.22932873721112795
ACH-000075,0.09448204164830992
ACH-000078,0.07283218379069682
ACH-000082,-0.01239340540019147
ACH-000085,0.0027373728060066907
ACH-000086,-0.08986568427044803
ACH-000087,-0.2979638422954814
ACH-000092,-0.014204755651767525
ACH-000095,-0.01426488402024261
ACH-000097,0.016293069106301572
ACH-000098,0.07598937216069293
ACH-000099,0.057132736196339726
ACH-000108,0.1661051943990594
ACH-000113,0.13749270032085645
ACH-000116,0.013181079894963426
ACH-000118,0.0703523337781004
ACH-000120,0.05379647289766885
ACH-000123,-0.008732613985698894
ACH-000127,-0.03495295113130957
ACH-000128,0.06213231867898643
ACH-000132,0.012551869866952376
ACH-000133,0.07957234763242932
ACH-000137,0.15306652794838216
ACH-000138,0.021462557204650068
ACH-000142,0.06854780364945949
ACH-000143,-0.026266083828125564
ACH-000146,-0.03903785229468176
ACH-000148,-0.08154950603031405
ACH-000150,0.11571100720646428
ACH-000152,-0.1061068159524034
ACH-000153,0.07883708706822819
ACH-000159,0.05137055805280229
ACH-000160,0.07487400469320586
ACH-000163,-0.04142796418218817
ACH-000167,-0.0011746925996613488
ACH-000168,0.060434602910821776
ACH-000169,-0.047383756326858484
ACH-000178,0.06577522387338086
ACH-000183,0.027092969115677292
ACH-000188,-0.03109565884601779
ACH-000189,-0.09121247291051417
ACH-000190,-0.0648887565260881
ACH-000198,0.034444256239595766
ACH-000203,0.19271259068160101
ACH-000204,-0.16722813842744305
ACH-000206,0.15951802824877515
ACH-000207,0.25069794878568064
ACH-000208,-0.09111110713318242
ACH-000210,0.02195016245121306
ACH-000211,0.09811187937029557
ACH-000215,0.006544978031092584
ACH-000221,-0.0028374222964556804
ACH-000222,0.2664846255784409
ACH-000223,0.1307204747099726
ACH-000226,-0.0853584950125673
ACH-000227,-0.0018894942417074536
ACH-000228,0.08203413544185248
ACH-000231,-0.010364000247134835
ACH-000232,-0.018785323874600173
ACH-000233,0.0338869645127519
ACH-000234,0.2051209479543299
ACH-000235,-0.02866636408012805
ACH-000237,-0.09550692122274836
ACH-000238,0.03230630788535932
ACH-000242,-0.3505263129411889
ACH-000243,-0.037880922346283465
ACH-000244,0.007713549067185362
ACH-000246,0.044422978893861285
ACH-000248,0.1566942260413685
ACH-000250,0.03952224153675664
ACH-000251,-0.23089310171787256
ACH-000252,0.25971739731388843
ACH-000253,0.0628501690979324
ACH-000255,-0.11804573160027752
ACH-000256,0.06043420498201017
ACH-000257,0.011705773921945757
ACH-000258,0.14725692766003318
ACH-000259,-0.008178058791288283
ACH-000260,-0.08319605199904298
ACH-000261,-0.0198572135987373
ACH-000262,0.2522474731019037
ACH-000263,0.13156145800376495
ACH-000264,0.017622518458977984
ACH-000265,-0.001907784650253264
ACH-000266,0.0028407274079135197
ACH-000272,0.059893272490154234
ACH-000274,0.0259224315557942
ACH-000277,0.157697583302899
ACH-000278,-0.12928257344009175
ACH-000279,-0.0040046751021009415
ACH-000280,-0.15035742504310956
ACH-000281,0.08023367772114012
ACH-000288,0.09099488995490032
ACH-000291,0.1124969078508883
ACH-000293,-0.1611558811494026
ACH-000294,-0.10528584241988412
ACH-000295,0.024730984084114897
ACH-000296,0.04372087691521074
ACH-000302,-0.09894641684390508
ACH-000304,0.2270553450905811
ACH-000307,0.0008431824963406892
ACH-000308,0.09485229914305296
ACH-000310,0.011680174580675728
ACH-000311,-0.009368283333697632
ACH-000312,0.047994485474073
ACH-000315,0.08701513263375459
ACH-000316,0.04403170276085537
ACH-000317,-0.15009593166920654
ACH-000318,0.05940838053177934
ACH-000319,0.05749222627198802
ACH-000320,0.10132869851902472
ACH-000322,0.1650273999115563
ACH-000323,0.2125298763941024
ACH-000324,0.0025357549931192412
ACH-000329,-0.0534604396202845
ACH-000330,-0.05678539084773315
ACH-000331,-0.012641606519674192
ACH-000332,0.008062677416210823
ACH-000334,0.09490498973527617
ACH-000335,-0.2189603042533504
ACH-000336,0.18647850232342272
ACH-000337,0.10651279079518286
ACH-000338,-0.09567992491992064
ACH-000339,0.007494496456049445
ACH-000341,0.021195256462345585
ACH-000348,-0.07938152699613918
ACH-000350,-0.0840674976748125
ACH-000352,0.11967967917973805
ACH-000356,-0.2638779080850007
ACH-000361,0.08635771140562286
ACH-000362,0.050646436509840534
ACH-000363,0.026850720168693783
ACH-000364,0.10444496925595352
ACH-000365,0.0711366673266769
ACH-000366,0.15545840612374054
ACH-000368,0.002877717440853266
ACH-000374,-0.04734510635181604
ACH-000375,-0.059685616084282626
ACH-000376,0.07697064763644992
ACH-000381,0.1660244466847705
ACH-000383,0.08956480536777002
ACH-000387,-0.003413323371050583
ACH-000389,-0.09821391370813094
ACH-000390,-0.019599500610341127
ACH-000393,-0.14511631018600069
ACH-000395,0.19179088276004044
ACH-000396,0.08551027848243913
ACH-000397,0.0008129328928513035
ACH-000401,-0.15787410033229166
ACH-000402,0.03957078852009738
ACH-000403,0.11086434674324162
ACH-000404,-0.2785179316073235
