,ODAM (54959)
ACH-000004,0.2746331334191809
ACH-000005,0.5150653048013737
ACH-000007,0.1880773001879786
ACH-000009,0.21748683795384172
ACH-000011,0.18294359680676384
ACH-000012,0.22922829419992524
ACH-000013,0.3232101857243092
ACH-000014,0.2908394211962761
ACH-000015,0.19652391284779389
ACH-000017,0.2556063729282617
ACH-000018,0.21837184148532887
ACH-000019,0.08029912450175485
ACH-000021,0.1672002439513346
ACH-000022,0.35602056569456064
ACH-000025,0.18017851871853344
ACH-000028,0.1777298989831924
ACH-000030,0.19337483566031904
ACH-000035,0.2370570825878823
ACH-000036,0.17693289070943755
ACH-000037,0.3193977874904221
ACH-000039,0.3175926330265013
ACH-000040,0.326749465403235
ACH-000041,0.107170240321785
ACH-000042,0.2399630569252476
ACH-000045,0.2851934531861107
ACH-000047,0.2463068126018444
ACH-000052,0.2402690526196815
ACH-000053,0.2585930897341388
ACH-000054,0.1872707112001032
ACH-000055,0.31653758016614914
ACH-000060,0.22912377623452496
ACH-000067,0.2175551692021486
ACH-000070,0.06622042623572512
ACH-000075,0.18017768975864515
ACH-000078,0.2882028177723176
ACH-000082,0.22409051348995046
ACH-000085,0.3720704514270543
ACH-000086,0.27615299169581364
ACH-000087,0.23753578138386894
ACH-000092,0.3089646941087923
ACH-000095,0.2893841768819086
ACH-000097,0.24103965704694566
ACH-000098,0.15027312907517393
ACH-000099,0.2259694975993271
ACH-000108,0.2507925070121384
ACH-000113,0.2441175420783909
ACH-000116,0.1802826468653181
ACH-000118,0.2510252093348689
ACH-000120,0.24934482266821756
ACH-000123,0.1954899923032874
ACH-000127,0.27142175826028386
ACH-000128,0.08739890114703781
ACH-000132,0.3165883210753125
ACH-000133,0.28474164884324343
ACH-000137,0.2353658546338155
ACH-000138,0.3268873405400989
ACH-000142,0.13737195408603262
ACH-000143,0.3347135657151947
ACH-000146,0.2198850316738376
ACH-000148,0.2433820655923219
ACH-000150,0.10835865939573468
ACH-000152,0.3388873497240553
ACH-000153,0.2427532555282379
ACH-000159,0.16390603415028926
ACH-000160,0.11794915847870265
ACH-000163,0.30626904390287696
ACH-000167,0.12318505242864793
ACH-000168,0.1473720799138498
ACH-000169,0.1962949051834364
ACH-000178,0.17985409152263476
ACH-000183,0.15633784954234567
ACH-000188,0.16021949819763132
ACH-000189,0.21698955959870705
ACH-000190,0.04430746479375591
ACH-000198,0.19323452084049544
ACH-000203,0.2029024772283816
ACH-000204,0.20948277387751307
ACH-000206,0.3770889374314679
ACH-000207,0.2395936717128873
ACH-000208,0.029264003335570995
ACH-000210,0.272962177359356
ACH-000211,0.1885943040306125
ACH-000215,0.21418416361509032
ACH-000221,0.2950239510515386
ACH-000222,0.2697293683735993
ACH-000223,0.2360483658308253
ACH-000226,0.23986147908162156
ACH-000227,0.16363381559535664
ACH-000228,0.270330299454798
ACH-000231,0.22259376638133088
ACH-000232,0.2261752767864387
ACH-000233,0.3090076509965647
ACH-000234,0.22206197861653204
ACH-000235,0.2770076678577652
ACH-000237,0.2613824988274547
ACH-000238,0.1845817900918108
ACH-000242,0.16492950475286153
ACH-000243,0.1616855951698562
ACH-000244,0.16316245329647422
ACH-000246,0.22531009226467635
ACH-000248,0.16327852246084715
ACH-000250,0.1952993968838609
ACH-000251,0.2959007467410877
ACH-000252,0.08310103211395158
ACH-000253,0.2418741304815293
ACH-000255,0.2082717696264377
ACH-000256,0.3073602154716369
ACH-000257,0.2732827868646981
ACH-000258,0.2980523705397939
ACH-000259,0.1778334361030197
ACH-000260,0.2190687114958382
ACH-000261,0.2152437063968805
ACH-000262,0.17118309140982732
ACH-000263,0.22247622730686234
ACH-000264,0.2254090626583577
ACH-000265,0.20427260191377364
ACH-000266,0.248072274610106
ACH-000272,0.2298038232584713
ACH-000274,0.2619280972212523
ACH-000277,0.30654255047062834
ACH-000278,0.2517264367348563
ACH-000279,0.2463325959891657
ACH-000280,0.27276144590236595
ACH-000281,0.1468981877691887
ACH-000288,0.2771021825248101
ACH-000291,0.21492817501609665
ACH-000293,0.17994497047020933
ACH-000294,0.19154458111298456
ACH-000295,0.1750693047011788
ACH-000296,0.13213730077791444
ACH-000302,0.21074488286237966
ACH-000304,0.10597917458669548
ACH-000307,0.29284956186796096
ACH-000308,0.1842506800392487
