,ARHGDIG (398)
ACH-000004,0.006648874608945032
ACH-000005,0.33971778252961515
ACH-000007,0.02819011631002812
ACH-000009,0.016625994417401292
ACH-000011,0.031384952564219464
ACH-000012,-0.03443580700666087
ACH-000013,-0.03210119826969746
ACH-000014,0.25677748045285875
ACH-000015,-0.0963545187977089
ACH-000017,-0.011375730497503336
ACH-000018,0.15182376923014226
ACH-000019,0.26419390804698434
ACH-000021,0.049887480088265095
ACH-000022,0.03458918424612583
ACH-000025,-0.09519246409200416
ACH-000028,-0.00817223705861767
ACH-000030,0.01161176711296295
ACH-000035,0.20597617460147244
ACH-000036,-0.02417879050767107
ACH-000037,-0.0353557887879261
ACH-000039,-0.0008203503010424818
ACH-000040,0.013351763846096548
ACH-000041,0.03453432312218732
ACH-000042,-0.0498170601099089
ACH-000045,-0.052988948494772696
ACH-000047,-0.040322682285853687
ACH-000052,0.011116345548804269
ACH-000053,-0.06630199765109321
ACH-000054,0.010013281450927676
ACH-000055,0.06707922061124154
ACH-000060,0.0920075522234017
ACH-000067,-0.14940043253260046
ACH-000070,-0.07395898289874905
ACH-000075,-0.041616754668119885
ACH-000078,0.046523422456623234
ACH-000082,-0.0009070990279194797
ACH-000085,-0.07403945336246665
ACH-000086,0.07028821828028466
ACH-000087,0.01660312058590523
ACH-000092,-0.03996576681515461
ACH-000095,-0.030545664181337636
ACH-000097,0.011874946314027643
ACH-000098,0.05925738112162695
ACH-000099,-0.07952392642771243
ACH-000108,-0.13542771519467667
ACH-000113,-0.04492490240353176
ACH-000116,-0.05243420913459625
ACH-000118,-0.08083531084775993
ACH-000120,-0.03356475107904326
ACH-000123,0.06312957185557105
ACH-000127,0.0320202602071621
ACH-000128,0.11045046873161436
ACH-000132,-0.0455560971584644
ACH-000133,-0.060669523298841975
ACH-000137,-0.014301254706819803
ACH-000138,-0.02237244024711757
ACH-000142,-0.08524204487228389
ACH-000143,0.08303402144643457
ACH-000146,-0.07904326261827567
ACH-000148,-0.02507777622423977
ACH-000150,0.2006587458696529
ACH-000152,0.03259496363032911
ACH-000153,0.0338539958894012
ACH-000159,-0.009460642840573458
ACH-000160,0.08357841565481555
ACH-000163,-0.03699955772159221
ACH-000167,-0.2858594576628333
ACH-000168,-0.13462891143471822
ACH-000169,0.001247203062047133
ACH-000178,0.01943602649369982
ACH-000183,-0.0025230589293541656
ACH-000188,0.03924794078363268
ACH-000189,-0.18669459085282128
ACH-000190,-0.024651253616128157
ACH-000198,0.034041578999115224
ACH-000203,-0.10047064060121864
ACH-000204,-0.03146311105562651
ACH-000206,0.1840676308579705
ACH-000207,0.0024979005698233213
ACH-000208,-0.0934145522143323
ACH-000210,0.11781847406171388
ACH-000211,-0.009826882366709422
ACH-000215,-0.0338755468712131
ACH-000221,0.02204493437359357
ACH-000222,-0.07885221969052747
ACH-000223,0.16905437226814593
ACH-000226,0.1827407317750496
ACH-000227,0.17199376376511866
ACH-000228,0.0012741527680175872
ACH-000231,-0.08114084828690007
ACH-000232,0.022220050194021443
ACH-000233,-0.0033282463158588803
ACH-000234,0.038186856316760165
ACH-000235,-0.015656436618653746
ACH-000237,-0.021013561174555787
ACH-000238,0.03797799471865438
ACH-000242,0.13000081916064174
ACH-000243,0.07080083730180313
ACH-000244,-0.04937499056397698
ACH-000246,-0.10437917490538688
ACH-000248,-0.07001732945028888
ACH-000250,-0.037436361741896
ACH-000251,0.11844601666262973
ACH-000252,0.11078971077176486
ACH-000253,-0.08279657837861272
ACH-000255,-0.08903534422869673
