,ANAPC4 (29945)
ACH-000004,-1.2168183866092344
ACH-000005,-0.9507591528478929
ACH-000007,-0.9696052661017286
ACH-000009,-1.0196146674195827
ACH-000011,-1.21306805250578
ACH-000012,-0.9922904036559124
ACH-000013,-1.075242803035572
ACH-000014,-1.124042783078527
ACH-000015,-0.9594565261316492
ACH-000017,-1.142508508259241
ACH-000018,-0.8069589827024753
ACH-000019,-0.7531370788105608
ACH-000021,-0.9121855712485312
ACH-000022,-1.1285866887941205
ACH-000025,-0.8543785259109838
ACH-000028,-1.0104222074651823
ACH-000030,-1.119149879256971
ACH-000035,-0.8768564614653609
ACH-000036,-0.8585075728056352
ACH-000037,-1.1167794869028198
ACH-000039,-1.2372089186117678
ACH-000040,-1.0269258991447299
ACH-000041,-1.2014306551185334
ACH-000042,-1.017755004880683
ACH-000045,-1.0772421911376904
ACH-000047,-1.1426224785720602
ACH-000052,-1.0139957626757967
ACH-000053,-1.1665630230400534
ACH-000054,-0.9504188901843869
ACH-000055,-0.6748232847379771
ACH-000060,-1.0777829531092789
ACH-000067,-0.8683414315595039
ACH-000070,-1.2753380485850578
ACH-000075,-1.0042680865636295
ACH-000078,-1.2861434955987303
ACH-000082,-1.1784488580412802
ACH-000085,-1.1570091549604606
ACH-000086,-0.8762321964082115
ACH-000087,-1.0836667267286764
ACH-000092,-1.0477600788726025
ACH-000095,-1.0461174731692973
ACH-000097,-0.8756514034188927
ACH-000098,-0.9186053786093008
ACH-000099,-1.0122980934384058
ACH-000108,-0.8216609805107091
ACH-000113,-0.8150566391042362
ACH-000116,-1.0657295881663182
ACH-000118,-1.0645468637966364
ACH-000120,-0.8423949802263666
ACH-000123,-1.0201682389718454
ACH-000127,-1.1280839832277911
ACH-000128,-0.8394809712814899
ACH-000132,-0.9977785998257708
ACH-000133,-0.8902104395682867
ACH-000137,-1.1271257781373378
ACH-000138,-0.8227340710920826
ACH-000142,-1.0619312941220351
ACH-000143,-0.9921048018012186
ACH-000146,-1.1147208173115073
ACH-000148,-1.3956739761544643
ACH-000150,-1.0639370145181637
ACH-000152,-0.9828541456379564
ACH-000153,-0.9485293697943414
ACH-000159,-0.7808321327212095
