,KLF14 (136259)
ACH-000004,-0.04280072290592419
ACH-000005,-0.2132552352847688
ACH-000007,-0.060632732331935876
ACH-000009,-0.0329890523939029
ACH-000011,-0.15667162606680005
ACH-000012,-0.062427395593729534
ACH-000013,0.04439511202606087
ACH-000014,-0.3452109339010048
ACH-000015,-0.021239452830372596
ACH-000017,-0.13238949953460188
ACH-000018,-0.14590136977128748
ACH-000019,-0.08425838932451878
ACH-000021,-0.13816662972936294
ACH-000022,-0.009214102648027552
ACH-000025,-0.012366392506960495
ACH-000028,0.06010301270395131
ACH-000030,-0.03763754446187629
ACH-000035,0.0557679257268406
ACH-000036,-0.21396624338545372
ACH-000037,-0.04184679853855716
ACH-000039,-0.16241453091362826
ACH-000040,-0.0960649655551958
ACH-000041,-0.0428789026795683
ACH-000042,-0.04953240094135293
ACH-000045,0.02267643571820567
ACH-000047,-0.09080312287449993
ACH-000052,-0.15031305393440747
ACH-000053,-0.0955090780058849
ACH-000054,-0.09152761200609524
ACH-000055,-0.05510255868040628
ACH-000060,-0.1828157073032771
ACH-000067,-0.2511179075308421
ACH-000070,-0.08374004124489952
ACH-000075,-0.1551029509065773
ACH-000078,-0.0022304854843227698
ACH-000082,-0.06956505163484993
ACH-000085,-0.18635284904505028
ACH-000086,-0.04231975325585613
ACH-000087,-0.2625839501248763
ACH-000092,-0.10983621986214362
ACH-000095,-0.03430554032839293
ACH-000097,0.09821967683721118
ACH-000098,-0.08497459469509963
ACH-000099,-0.057227068378783726
ACH-000108,0.03460751940709842
ACH-000113,0.01830557970211838
ACH-000116,-0.000693288892205859
ACH-000118,-0.0907334317454456
ACH-000120,-0.12102349847597815
ACH-000123,-0.03780918773252034
ACH-000127,0.00756064062217318
ACH-000128,-0.10035091226205528
ACH-000132,-0.09857952758195752
ACH-000133,-0.1298969838434092
ACH-000137,0.037438045070688944
ACH-000138,0.029995219235525707
ACH-000142,-0.09634634923785862
ACH-000143,0.10377766364494474
ACH-000146,-0.1414233034168139
ACH-000148,-0.09017836789632304
ACH-000150,-0.04684133329832029
ACH-000152,-0.04996176597627487
ACH-000153,0.12322278720474085
ACH-000159,-0.024859301001492102
ACH-000160,0.04281573958205578
ACH-000163,-0.1035577955553908
ACH-000167,-0.2356648738252787
ACH-000168,-0.07730549959219082
ACH-000169,-0.008141512339009822
ACH-000178,-0.1245022369367214
ACH-000183,-0.011842786316063378
ACH-000188,-0.10279439095517603
ACH-000189,-0.118982322983696
ACH-000190,-0.025095639641531126
ACH-000198,-0.06672745571073288
ACH-000203,-0.031207183514653025
ACH-000204,-0.2825932122785164
ACH-000206,0.19997801992118086
ACH-000207,-0.07787138150580307
ACH-000208,-0.024539611698253774
ACH-000210,0.12882733442887795
ACH-000211,-0.1272384092432073
ACH-000215,-0.06408061477917879
ACH-000221,0.07147191004262858
ACH-000222,-0.15634837320354972
ACH-000223,-0.09668087126981446
ACH-000226,-0.07910216974205689
ACH-000227,-0.04047825888537136
ACH-000228,0.005075138793423142
ACH-000231,-0.07199675743442288
ACH-000232,-0.2502147272547489
ACH-000233,-0.06494950141511867
ACH-000234,0.02792916403486903
ACH-000235,-0.019653468845151328
ACH-000237,-0.11454236890781305
ACH-000238,-0.013471295436477891
ACH-000242,-0.0997992801551929
ACH-000243,0.016120915880300703
ACH-000244,-0.3031828612417605
ACH-000246,-0.08753811347292262
ACH-000248,0.1560306516570082
ACH-000250,-0.14754613957028534
ACH-000251,-0.27384054292781224
