,ASPA (443)
ACH-000004,0.058262457624268814
ACH-000005,0.10051050495792403
ACH-000007,0.14276141290394742
ACH-000009,-0.004902942625292163
ACH-000011,0.16625031321440994
ACH-000012,0.15639844079993787
ACH-000013,0.07463285200075581
ACH-000014,0.07223688643378046
ACH-000015,-0.0028648561764841396
ACH-000017,0.1959337202282309
ACH-000018,0.09187587845768867
ACH-000019,0.26923088984029875
ACH-000021,0.19651609593433506
ACH-000022,0.057707213982995005
ACH-000025,0.11436578785764998
ACH-000028,0.23293425316230296
ACH-000030,0.1824314613856129
ACH-000035,0.14921627554751024
ACH-000036,0.17885659198462212
ACH-000037,0.15857287941312093
ACH-000039,0.10083020027069574
ACH-000040,0.13240727259277354
ACH-000041,0.05609862520162368
ACH-000042,0.046259135351399056
ACH-000045,0.08751188002493081
ACH-000047,0.22323664556720446
ACH-000052,0.18338297670408935
ACH-000053,0.1632419440697253
ACH-000054,0.13405229799924212
ACH-000055,0.3315756689052624
ACH-000060,0.17160341197884588
ACH-000067,0.08177906331626747
ACH-000070,0.06565265444968425
ACH-000075,0.20772602640041493
ACH-000078,0.10257523361926428
ACH-000082,0.05610473612248818
ACH-000085,0.19415572865021954
ACH-000086,0.18969247402535536
ACH-000087,0.124890876776089
ACH-000092,0.18399856746768312
ACH-000095,0.19945178841612302
ACH-000097,0.11045197358543052
ACH-000098,0.039170912839721767
ACH-000099,0.09804418869650217
ACH-000108,0.1611070365456269
ACH-000113,0.16252086946175276
ACH-000116,0.09491401386912082
ACH-000118,0.09913519180787896
ACH-000120,0.12192085561949058
ACH-000123,0.06935798596794769
ACH-000127,0.12738111080136374
ACH-000128,0.20926395615575386
ACH-000132,0.1640630109359952
ACH-000133,0.18041708741204532
ACH-000137,0.12823313214337473
ACH-000138,0.07816089188784582
ACH-000142,0.08094423326958537
ACH-000143,0.11433384667288403
ACH-000146,0.20023042430582744
ACH-000148,0.15776844341233373
ACH-000150,0.07715480524687633
ACH-000152,0.1503444459796243
ACH-000153,-0.12502873826667865
ACH-000159,0.19373122905482967
ACH-000160,0.15659064081292387
ACH-000163,0.2479373221805048
ACH-000167,0.01873758780904827
ACH-000168,0.09064823699906896
ACH-000169,0.14508336461843332
ACH-000178,0.09043682483813796
ACH-000183,0.17056702387531236
ACH-000188,0.15742068975811488
ACH-000189,0.1771905504922658
ACH-000190,0.2452301521407733
ACH-000198,0.16693031056013435
ACH-000203,0.25157708880325685
ACH-000204,0.2285143940663588
ACH-000206,0.13357725700318832
ACH-000207,0.21402513346876212
ACH-000208,0.06759894226179672
ACH-000210,0.3225979919839914
ACH-000211,0.1523736972246246
ACH-000215,0.15458430939698947
ACH-000221,0.13016377566584775
ACH-000222,0.11058769714434936
ACH-000223,0.10441543063958306
ACH-000226,0.21167175217114464
ACH-000227,0.044542638441115605
ACH-000228,0.30394903773838056
ACH-000231,0.17772862325651306
ACH-000232,0.14695020060696282
ACH-000233,0.12638606911621014
ACH-000234,0.200777071950682
ACH-000235,0.1622539836608229
ACH-000237,0.1481397212276277
ACH-000238,0.08146422799675432
ACH-000242,0.2831925104060803
ACH-000243,0.1408721734959907
ACH-000244,0.25246783177062365
ACH-000246,0.15029356278357325
ACH-000248,0.20719191737195175
ACH-000250,0.1366121533329603
ACH-000251,0.01908322718779313
ACH-000252,0.15174880293163248
ACH-000253,0.14884023221333406
ACH-000255,0.15598990151673175
ACH-000256,0.07415876325702031
ACH-000257,0.08597938199641214
ACH-000258,0.16460025259044345
ACH-000259,0.108510322455224
ACH-000260,0.1831741332549038
ACH-000261,0.1649385862116148
ACH-000262,0.2650936790538247
ACH-000263,0.1504957997146392
ACH-000264,0.0978636335409794
ACH-000265,0.09122117519726536
ACH-000266,0.09093298563179976
ACH-000272,0.1428017430907158
ACH-000274,0.1019020055003251
ACH-000277,0.026349855204913643
ACH-000278,0.1200798007285864
ACH-000279,0.14745511491007934
ACH-000280,0.15081141461072534
ACH-000281,0.16012330085136034
ACH-000288,0.028364644552315486
ACH-000291,0.1776654598942555
ACH-000293,0.302940711435867
ACH-000294,0.1943719947719557
ACH-000295,0.06384469681197709
ACH-000296,0.2286223826040037
ACH-000302,0.1353460846162066
ACH-000304,0.1632359272829362
ACH-000307,0.16538658324734692
ACH-000308,0.11863689196551612
ACH-000310,0.20005351595009965
ACH-000311,0.05612494784391933
ACH-000312,0.05610237140083176
ACH-000315,0.25104996851300343
ACH-000316,0.09506517891056426
ACH-000317,0.18681568177495494
ACH-000318,0.15949038536760066
ACH-000319,0.028732508363059926
ACH-000320,0.1178261566695587
ACH-000322,0.11310549803650564
ACH-000323,0.2098881571427268
ACH-000324,0.12125637269901884
ACH-000329,0.20065846712989127
ACH-000330,0.19981945787434394
ACH-000331,0.1005850981321342
ACH-000332,0.04737431481302007
ACH-000334,0.006150126581734495
ACH-000335,0.2631648090067001
ACH-000336,0.16081900908686064
ACH-000337,0.18016541823481452
ACH-000338,-0.017766141609277676
ACH-000339,0.13210450766947218
ACH-000341,0.21253115699522032
ACH-000348,0.10307013852482803
ACH-000350,0.17646719863227595
ACH-000352,0.10213515931239234
ACH-000356,0.0882284565140045
ACH-000361,0.16648076594607464
ACH-000362,0.20455665362528333
ACH-000363,0.15642072705852478
ACH-000364,0.05254592241815387
ACH-000365,0.12071774055353406
ACH-000366,0.12886493064228222
ACH-000368,0.19093977952752145
ACH-000374,0.13683930545352396
ACH-000375,0.14947184150591733
ACH-000376,0.13533217004179648
ACH-000381,0.17978351582552715
ACH-000383,0.1700138656072179
ACH-000387,0.16823814314405988
ACH-000389,0.1881240540521052
ACH-000390,0.09784620516079996
ACH-000393,0.10902430960438793
ACH-000395,0.06777594903237885
ACH-000396,0.0007373753084924932
ACH-000397,0.011980442939069923
ACH-000401,0.21853353740414547
ACH-000402,-0.01457055247867794
ACH-000403,0.14275664174374214
ACH-000404,0.11241677313888096
ACH-000406,0.1601937318024154
ACH-000407,0.1916294895470245
ACH-000408,0.2528872549262521
ACH-000410,0.09700128090822456
ACH-000411,0.1611540859983406
ACH-000414,0.13071993098212606
ACH-000415,0.22338424181217728
ACH-000416,0.1637267086718852
ACH-000420,0.20251653162209976
ACH-000421,0.14501399731326226
