,HIST1H2BD (3017)
ACH-000004,-0.030826803174296313
ACH-000005,-0.1207549761668232
ACH-000007,-0.15842667043433395
ACH-000009,-0.14719636779657658
ACH-000011,-0.3644611928364381
ACH-000012,-0.21846977697233846
ACH-000013,-0.04336070618785376
ACH-000014,-0.23655192087982502
ACH-000015,0.0951058920625956
ACH-000017,-0.4466637107821412
ACH-000018,-0.2351582746625231
ACH-000019,-0.4445231596010884
ACH-000021,-0.10979244571623556
ACH-000022,-0.10744345998515073
ACH-000025,-0.1447233961838137
ACH-000028,-0.25995636326027155
ACH-000030,-0.16781185191760664
ACH-000035,-0.2498940142975788
ACH-000036,-0.2439163709208848
ACH-000037,-0.1300095980519875
ACH-000039,-0.3197203114463161
ACH-000040,-0.13628908925178554
ACH-000041,-0.22234025545478955
ACH-000042,-0.16798551119220895
ACH-000045,-0.4037522789240914
ACH-000047,-0.26978433734917345
ACH-000052,-0.1949869136152132
ACH-000053,-0.1005641557161178
ACH-000054,-0.251549299931538
ACH-000055,-0.14399071090235124
ACH-000060,-0.26360151662163395
ACH-000067,-0.26950803790149397
ACH-000070,-0.1921848379867247
ACH-000075,-0.2459292712902257
ACH-000078,-0.4109946605142802
ACH-000082,-0.27228661572205465
ACH-000085,-0.2622123433036888
ACH-000086,-0.4348372316233601
ACH-000087,-0.5102955963050497
ACH-000092,-0.1605297689212117
ACH-000095,-0.4832016961838337
ACH-000097,-0.17737379259144667
ACH-000098,-0.24563857112491636
ACH-000099,-0.15214129005740773
ACH-000108,-0.16249085135501193
ACH-000113,-0.25689035022081724
ACH-000116,-0.07640458740255733
ACH-000118,-0.34229044370314043
ACH-000120,-0.11796006082644075
ACH-000123,-0.3438555387550824
ACH-000127,-0.18955727384592466
ACH-000128,-0.13907588285702455
ACH-000132,-0.14715700783219154
ACH-000133,-0.168724703233909
ACH-000137,-0.2009102762735142
ACH-000138,-0.26577666739083816
ACH-000142,-0.2493893464435883
ACH-000143,-0.07897369349042074
ACH-000146,-0.16971747254766328
ACH-000148,-0.10898719763092246
ACH-000150,-0.19964637609170285
ACH-000152,-0.229613681360484
ACH-000153,-0.2932327531257366
ACH-000159,-0.28442265621108864
ACH-000160,0.1667381124865501
ACH-000163,-0.08886714552041723
ACH-000167,0.9237065625784534
ACH-000168,-0.21715596613587387
ACH-000169,-0.36232057436724174
ACH-000178,-0.2059840578312419
ACH-000183,-0.18494963867968786
ACH-000188,-0.3256086594721595
ACH-000189,-0.2356194018977355
ACH-000190,0.2127798253811782
ACH-000198,-0.25693187242051024
ACH-000203,-0.3123113474085485
ACH-000204,0.014546039685776368
ACH-000206,-0.6827819923114571
ACH-000207,-0.3813721798059194
ACH-000208,0.03882067518571013
ACH-000210,-0.23784829163898946
ACH-000211,-0.12031176290662765
ACH-000215,-0.15588648120792026
ACH-000221,0.014648499666056131
ACH-000222,-0.15309772520866036
ACH-000223,-0.20068903056075807
ACH-000226,-0.3398730697590924
ACH-000227,-0.04136327161619272
ACH-000228,-0.2112899664614515
ACH-000231,-0.3456434722890621
ACH-000232,-0.22016841649558705
ACH-000233,-0.4027718345114085
ACH-000234,-0.28180087328290315
ACH-000235,-0.24895044756870155
ACH-000237,-0.22875265737245454
ACH-000238,-0.21011483424780816
ACH-000242,-0.2730165238870981
ACH-000243,-0.08544633811084511
ACH-000244,-0.3660827066721077
ACH-000246,-0.11226397444469616
ACH-000248,-0.29417597068432
ACH-000250,-0.20031206358366704
ACH-000251,-0.3861127529683225
ACH-000252,-0.1454540627238734
ACH-000253,-0.2378587113125502
ACH-000255,-0.1163628803195747
ACH-000256,-0.16260739826612722
ACH-000257,-0.0896700293190953
ACH-000258,-0.15583122264468005
ACH-000259,-0.1908989439794923
ACH-000260,-0.1495425719984345
ACH-000261,-0.2237045508386178
ACH-000262,0.0392292542709196
ACH-000263,-0.3436449473631506
ACH-000264,-0.1845019667518596
ACH-000265,-0.24070939321723786
ACH-000266,-0.1934420079511382
ACH-000272,-0.2773182497363244
ACH-000274,-0.15408763937876813
ACH-000277,-0.3043546082469001
ACH-000278,-0.30020661925488
