,SLC35E4 (339665)
ACH-000004,0.20754841357236947
ACH-000005,0.3986664186188753
ACH-000007,0.1959657607092188
ACH-000009,0.12259082275605115
ACH-000011,0.20853831237323395
ACH-000012,0.08917601647978382
ACH-000013,0.14359865947343506
ACH-000014,-0.14756175650842146
ACH-000015,-0.11106380020768523
ACH-000017,0.061060524951179675
ACH-000018,0.00011986366821568965
ACH-000019,0.23845488896848085
ACH-000021,0.0021920329519511997
ACH-000022,0.10078684450493174
ACH-000025,0.10359578172198176
ACH-000028,-0.032120142284203936
ACH-000030,0.0940557276060024
ACH-000035,0.07136238717296124
ACH-000036,0.15943085006808588
ACH-000037,0.061997216643399765
ACH-000039,0.3404389112389207
ACH-000040,0.15350252464711656
ACH-000041,0.012694990519092932
ACH-000042,0.093456462277029
ACH-000045,0.042343408829735384
ACH-000047,0.09861219745886368
ACH-000052,-0.007354084230753379
ACH-000053,0.13950723527504105
ACH-000054,0.1726825267060169
ACH-000055,0.27851681508672416
ACH-000060,-0.059019724748794064
ACH-000067,0.02877863924249233
ACH-000070,0.01872868472821172
ACH-000075,0.11825275388797694
ACH-000078,0.1955844403356868
ACH-000082,0.16358408222567405
ACH-000085,0.01513886111528165
ACH-000086,0.2323040832471019
ACH-000087,0.16615978325749647
ACH-000092,0.07038111538160226
ACH-000095,0.06614919156455983
ACH-000097,0.19622291742424625
ACH-000098,0.06148869906222311
ACH-000099,0.14535791773969012
ACH-000108,0.07623418796562828
ACH-000113,0.10690944970117744
ACH-000116,0.2218520009577282
ACH-000118,0.016384542398054067
ACH-000120,0.1205735580644389
ACH-000123,0.08809363243137926
ACH-000127,0.12564162069460358
ACH-000128,0.1578179464742566
ACH-000132,0.19878589742048897
ACH-000133,0.07667133457738741
ACH-000137,0.05097455583870585
ACH-000138,0.167339521638613
ACH-000142,0.23284616865190305
ACH-000143,0.06230110287851704
ACH-000146,0.16822746111346434
ACH-000148,0.07201651778999668
ACH-000150,0.15605951209391988
ACH-000152,0.03638878252203357
ACH-000153,0.2019495680614561
ACH-000159,0.242001778861252
ACH-000160,0.1082348663733933
ACH-000163,0.12814637229589734
ACH-000167,0.07761111172507881
ACH-000168,0.12213226765847965
ACH-000169,-0.0016966399485514765
ACH-000178,0.04718368251977917
ACH-000183,0.02437427138761717
ACH-000188,0.2505531369349494
ACH-000189,0.3618221858691735
ACH-000190,0.14251079200845404
ACH-000198,0.1294987309269656
ACH-000203,-0.6794174316886188
ACH-000204,-0.006366210139754317
ACH-000206,0.13779575137474115
ACH-000207,0.04103733975633941
ACH-000208,0.26775758057911625
ACH-000210,0.13679863993360164
ACH-000211,0.12677807998039167
ACH-000215,0.09359835636810104
ACH-000221,0.10487308019023092
ACH-000222,0.04296457702953476
ACH-000223,0.15166330671742964
ACH-000226,-0.011240353150894998
ACH-000227,0.14754415147105232
ACH-000228,0.03876782722072114
ACH-000231,0.11996658011771945
ACH-000232,0.09449005049466316
ACH-000233,0.04281372229509026
ACH-000234,0.21097924136446847
ACH-000235,0.08208894027472764
ACH-000237,0.4106274800100859
ACH-000238,0.18330398148906787
ACH-000242,0.1501122269492333
ACH-000243,0.06603241735701776
ACH-000244,-0.06542830213309446
ACH-000246,0.06394155047169571
ACH-000248,0.1960617808469039
ACH-000250,0.22339889770460494
ACH-000251,-0.05826483924126113
ACH-000252,0.2730350620521691
ACH-000253,0.14097363645007244
ACH-000255,0.1836754137960754
ACH-000256,0.10817314696376
ACH-000257,-0.026121414847564597
