,P4HTM (54681)
ACH-000792,-0.2710495976676435
ACH-000794,-0.3515449229275344
ACH-000796,-0.20439730725944752
ACH-000798,-0.3377891611653166
ACH-000799,-0.19329253748244654
ACH-000800,-0.37591097561032094
ACH-000802,-0.20850299358749055
ACH-000804,-0.27245286013006537
ACH-000805,-0.3228731672526167
ACH-000809,-0.30126926129632875
ACH-000810,-0.33354696349552765
ACH-000811,-0.2080958721671412
ACH-000817,-0.16182948745996106
ACH-000819,-0.25277809736313805
ACH-000820,-0.16356069985637536
ACH-000821,-0.16973911868784258
ACH-000822,-0.3153890709667435
ACH-000823,-0.2260732033815484
ACH-000824,-0.1907598983557065
ACH-000827,-0.09783227725984313
ACH-000829,-0.2107899462518207
ACH-000831,-0.2126049025681056
ACH-000832,-0.15285916669609015
ACH-000833,-0.07565139468334582
ACH-000834,-0.14828444143293076
ACH-000835,-0.08192008483332086
ACH-000836,0.019575670938902282
ACH-000837,-0.1809032411784399
ACH-000838,-0.1380576784529876
ACH-000839,-0.34039084123444663
ACH-000840,-0.18793481987460603
ACH-000841,-0.10993999877706263
ACH-000843,-0.17837836878702756
ACH-000846,-0.17712741194808249
ACH-000847,0.07363489051494175
ACH-000848,-0.1445128298516022
ACH-000849,-0.3450342728236945
ACH-000851,-0.17273826188656968
ACH-000855,-0.035125591923270284
ACH-000856,-0.2291683021583189
ACH-000858,-0.08901858995425009
ACH-000859,0.042305776090629056
ACH-000861,-0.13190462705746667
ACH-000862,-0.09028739846418424
ACH-000865,-0.09923751110932298
ACH-000866,-0.13601480094650273
ACH-000867,-0.2068573095905057
ACH-000869,-0.27365420929607914
ACH-000872,-0.2854897618289872
ACH-000873,-0.25581349652514296
ACH-000876,-0.10325759976243333
ACH-000878,-0.3457147283304012
ACH-000880,-0.10995589648759532
ACH-000881,-0.0016879375264436905
ACH-000882,-0.21466572690535726
ACH-000884,-0.2743067381647372
ACH-000885,-0.27756972482336306
ACH-000887,-0.2257631666424117
ACH-000889,0.007570140100113177
ACH-000896,-0.11190325441477167
ACH-000898,-0.2786563722505482
ACH-000900,-0.2539855183658314
ACH-000901,-0.13836775720583194
ACH-000905,-0.17269784179880324
ACH-000906,-0.10940894278450727
ACH-000907,-0.05367883057999193
ACH-000910,0.01554778486829024
ACH-000911,-0.15459174714369914
ACH-000912,-0.1503005837623215
ACH-000913,-0.141452637453757
ACH-000915,-0.24809034196811805
ACH-000916,-0.28704526893646803
ACH-000917,-0.2496964070383065
ACH-000920,0.0003699706602048843
ACH-000921,-0.22719323055294824
ACH-000924,-0.1577386164734151
ACH-000926,-0.035183246869630605
ACH-000928,-0.2219444664258101
ACH-000929,-0.24364490487991944
ACH-000932,-0.16048225491921245
ACH-000935,-0.1435461400738456
ACH-000936,-0.20151466133591325
ACH-000937,-0.14364357159819066
ACH-000938,-0.16185666172641328
ACH-000939,0.3272921940307971
ACH-000941,-0.2729182295978712
ACH-000943,-0.10557038525877026
ACH-000946,-0.33431214982158536
ACH-000947,-0.14668850271851988
ACH-000948,-0.27253969854262744
ACH-000950,-0.1456015117956607
ACH-000953,-0.157758305525309
ACH-000954,-0.5618559470583007
ACH-000957,-0.3288577407613761
ACH-000958,-0.3851159104728172
ACH-000960,-0.1302071563774013
ACH-000963,-0.15644574680259218
ACH-000968,-0.17744224871708086
ACH-000969,-0.255754575986242
ACH-000972,-0.3223243478034173
ACH-000973,-0.1563432458798141
ACH-000974,-0.1344162247058767
ACH-000978,-0.21400360247318204
ACH-000984,-0.16517879836288027
ACH-000986,-0.3684075683290381
ACH-000988,-0.1616610295128592
ACH-000993,-0.3726165810498197
ACH-000994,-0.20920237387252535
ACH-000996,-0.15359113375650518
ACH-001001,-0.1886572811360728
ACH-001020,0.21886403427334994
ACH-001028,-0.09938163251302966
ACH-001031,-0.11494356352693312
ACH-001038,-0.2261985728254021
ACH-001048,-0.12728713328693633
ACH-001050,-0.05447917029888701
ACH-001053,-0.2979714877680738
ACH-001054,-0.18750980550952928
ACH-001061,-0.11949564610503985
ACH-001067,-0.0044531485036096285
ACH-001075,-0.1979111047534262
ACH-001096,-0.3171009609943665
ACH-001111,0.0387724556401958
ACH-001119,-0.263677811790378
ACH-001128,0.8494500127915089
ACH-001134,-0.09590101663552694
ACH-001151,-0.18254577478383946
ACH-001163,-0.09845042678815227
ACH-001164,-0.07251606389062876
ACH-001183,0.016459839490358497
ACH-001192,-0.2310165529917835
ACH-001193,-0.4385181596359768
ACH-001196,0.02589441224540497
ACH-001197,-0.13259651196833191
ACH-001205,-0.0297761402934952
ACH-001211,-0.08104300467707537
ACH-001212,-0.20856432976613729
ACH-001228,-0.10117224741830083
ACH-001232,-0.122248024142514
ACH-001239,-0.18047616007468395
ACH-001270,-0.1916363801126431
ACH-001274,-0.15683426873226164
ACH-001275,0.0010221116562814372
ACH-001277,-0.07723378678227777
ACH-001278,-0.07652395123758415
ACH-001280,-0.13874190110823495
ACH-001283,-0.060701866262016936
ACH-001289,-0.2227343666876948
ACH-001300,-0.08219753234137392
ACH-001301,-0.3359058861250977
ACH-001302,-0.03589945764099296
ACH-001306,-0.15160637692727294
ACH-001318,-0.13548864487316767
ACH-001322,0.04031193939191141
ACH-001328,-0.14233662027573446
ACH-001332,-0.4441912720978973
ACH-001336,-0.04652669805421796
ACH-001346,-0.02328255607389412
ACH-001353,-0.1636795716528784
ACH-001354,0.3025653493852405
ACH-001367,-0.20750478020733704
ACH-001368,-0.13739290417744154
ACH-001374,0.10204964525612524
ACH-001377,-0.13154232255039658
ACH-001380,-0.28244069263706884
ACH-001391,-0.09380584045754818
ACH-001408,-0.2900088670352817
ACH-001430,-0.15165962760653684
ACH-001431,-0.13234142206269064
ACH-001450,-0.10820353714011513
ACH-001496,-0.0937847250210364
ACH-001500,0.0035102961240129718
ACH-001523,-0.22191238751985254
ACH-001532,-0.11642541082524213
ACH-001550,0.15085574494618798
ACH-001552,0.010080356847405348
ACH-001554,-0.06403092005288502
ACH-001654,-0.15317670335524175
ACH-001735,-0.18966623369820906
ACH-001736,-0.34005429566421586
ACH-001737,-0.04379984434262937
ACH-001740,-0.052968976639498865
ACH-001745,-0.0664243181577135
ACH-001765,-0.15127496628689344
