,P4HTM (54681)
ACH-000004,-0.20027490669766515
ACH-000005,-0.2809138450980788
ACH-000007,0.0980794264773192
ACH-000009,-0.22480592632696048
ACH-000011,-0.18424100998839152
ACH-000012,-0.3134293980185299
ACH-000013,-0.1781946561047001
ACH-000014,-0.13051208251008445
ACH-000015,-0.2059115818612579
ACH-000017,-0.1213139450626888
ACH-000018,-0.3364982452794148
ACH-000019,-0.19916270154860555
ACH-000021,-0.13876926061999134
ACH-000022,-0.10259942623852536
ACH-000025,-0.1687055598101592
ACH-000028,-0.2637414869170455
ACH-000030,-0.15070150344501004
ACH-000035,-0.22732285569605215
ACH-000036,-0.17996037499163398
ACH-000037,-0.12640973243237882
ACH-000039,-0.032857564392040566
ACH-000040,-0.20554049378173386
ACH-000041,-0.0944559825084041
ACH-000042,-0.16070122371331275
ACH-000045,-0.06666400887344599
ACH-000047,-0.14196500477296925
ACH-000052,-0.26076698681410465
ACH-000053,-0.13993616811461432
ACH-000054,-0.2999129564355814
ACH-000055,-0.4880592805737556
ACH-000060,-0.20828430038239096
ACH-000067,-0.3544519210244884
ACH-000070,-0.1177939371927396
ACH-000075,-0.18187779469531445
ACH-000078,-0.026140229285645786
ACH-000082,-0.0057372071850115705
ACH-000085,-0.27446267337375946
ACH-000086,-0.1943329444792047
ACH-000087,-0.13546409545849694
ACH-000092,-0.05391474807131502
ACH-000095,-0.08227460625108432
ACH-000097,-0.14734141189905126
ACH-000098,-0.20981892921182846
ACH-000099,-0.1300450357686623
ACH-000108,-0.09037976783897683
ACH-000113,-0.17663201014806545
ACH-000116,-0.11379118320021372
ACH-000118,-0.14895229208145527
ACH-000120,-0.14107349514226436
ACH-000123,0.009017835921243706
ACH-000127,-0.22636779390588416
ACH-000128,-0.4064143709945329
ACH-000132,-0.13071279032126631
ACH-000133,-0.11414835836536108
ACH-000137,-0.09437094607631474
ACH-000138,-0.12733599835156414
ACH-000142,-0.06472675869266929
ACH-000143,-0.06718467748074362
ACH-000146,-0.103319483052476
ACH-000148,-0.11325358383358736
ACH-000150,-0.2791472529228226
ACH-000152,-0.16636604917900566
ACH-000153,0.06457269834169943
ACH-000159,-0.2770770372945529
ACH-000160,0.2621576863527637
ACH-000163,-0.11016373135142388
ACH-000167,0.6374716358315067
ACH-000168,-0.25539882158001065
ACH-000169,-0.364979594919104
ACH-000178,0.0091191991795111
ACH-000183,0.04117590098078094
ACH-000188,-0.13979021615412493
ACH-000189,-0.12439039549492015
ACH-000190,0.4350577225577877
ACH-000198,-0.1349312469335507
ACH-000203,0.0019977875394080824
ACH-000204,-0.4481051578785946
ACH-000206,-0.22451681385679814
ACH-000207,-0.16903805520046086
ACH-000208,-0.3211601271551123
ACH-000210,-0.07259184328359193
ACH-000211,-0.1954235742214229
ACH-000215,-0.06507031681347779
ACH-000221,-0.13557240524745884
ACH-000222,0.024387450630855352
ACH-000223,-0.10329094324283386
ACH-000226,-0.08181090112920153
ACH-000227,-0.2393288167067036
ACH-000228,-0.3318683604797051
ACH-000231,-0.1342293098275337
ACH-000232,-0.1891308762793996
ACH-000233,-0.19792183095940571
ACH-000234,-0.2847738637714492
ACH-000235,-0.12202648931121192
ACH-000237,-0.049098492827710234
ACH-000238,-0.25099472626299923
ACH-000242,-0.3807846129125289
ACH-000243,-0.10567002388534802
ACH-000244,0.07304375000783242
ACH-000246,-0.28411065415340736
ACH-000248,-0.18271816366016613
ACH-000250,-0.09236555220891636
ACH-000251,-0.3899581251437997
ACH-000252,-0.30196926097658244
ACH-000253,-0.13259985958600326
ACH-000255,-0.17716493948771658
ACH-000256,-0.12498261588968515
ACH-000257,-0.646851841564823
ACH-000258,-0.12900363459638126
ACH-000259,-0.0948957177005415
ACH-000260,-0.06046866029250475
ACH-000261,-0.11033996103987416
ACH-000262,-0.37959026263790696
ACH-000263,-0.2211720641049832
ACH-000264,-0.07044977320944447
ACH-000265,-0.228644297488807
ACH-000266,-0.12392933273535064
ACH-000272,-0.12896395059771434
ACH-000274,-0.18241045832552666
ACH-000277,-0.12001940516338895
ACH-000278,0.05827056768788622
ACH-000279,-0.13829802909068814
ACH-000280,-0.25956611489493264
ACH-000281,-0.0235985822228154
ACH-000288,-0.1329866114546495
ACH-000291,-0.14324370398195574
ACH-000293,-0.32478495043406697
ACH-000294,-0.1741847139818234
ACH-000295,-0.20789232436567207
ACH-000296,-0.2599744678650565
ACH-000302,-0.19457425975503434
ACH-000304,-0.07166262514336473
ACH-000307,-0.1967897166821456
ACH-000308,-0.052680916073669995
ACH-000310,-0.06571991427972745
ACH-000311,0.03216477195583513
ACH-000312,-0.06662375263901997
ACH-000315,0.05890724972096461
ACH-000316,-0.18078014984403354
ACH-000317,-0.21737952528572724
ACH-000318,-0.3408740926762249
ACH-000319,-0.029601980988760587
ACH-000320,-0.17606208924546954
ACH-000322,-0.14399055934392402
ACH-000323,-0.20205829719512747
ACH-000324,-0.17136720168318229
ACH-000329,-0.13796296468913125
ACH-000330,-0.1471307746729801
ACH-000331,-0.12655791099962424
ACH-000332,-0.1927849816172379
ACH-000334,0.01190083319814029
ACH-000335,-0.21030980635249116
ACH-000336,-0.4913087412396782
ACH-000337,-0.2475671195546282
ACH-000338,-0.07450019830195903
ACH-000339,-0.24082945375978085
ACH-000341,0.074417581343388
ACH-000348,-0.03247303354702468
ACH-000350,-0.06359724196649673
ACH-000352,-0.33378722616609063
ACH-000356,-0.22000732383560756
ACH-000361,-0.10634269155471178
ACH-000362,-0.24535520021825336
ACH-000363,-0.09498822676775504
ACH-000364,-0.0983057094951299
ACH-000365,-0.22022214020767636
ACH-000366,-0.13501706377455874
ACH-000368,-0.22192819618514129
ACH-000374,-0.08769743388048216
ACH-000375,0.09738463949412952
ACH-000376,-0.13942746594094854
ACH-000381,-0.3751175343999045
ACH-000383,-0.09019042990621587
ACH-000387,-0.2106340993638916
ACH-000389,-0.3275324859419744
ACH-000390,-0.17789101916640718
ACH-000393,-0.20367669302017646
ACH-000395,-0.2686749496875974
ACH-000396,0.003801757159280769
ACH-000397,-0.07909111471751765
ACH-000401,-0.22972594333970345
ACH-000402,-0.6059749846428433
ACH-000403,-0.10907693907262912
ACH-000404,-0.12970707970449974
ACH-000406,-0.12563142862218613
ACH-000407,-0.18345237622779564
ACH-000408,0.02686712791240445
ACH-000410,-0.2523317708594759
ACH-000411,-0.022861440284961003
ACH-000414,-0.11410964168991335
ACH-000415,-0.2884954380799989
ACH-000416,-0.21494942662973446
ACH-000420,-0.1875412974681512
ACH-000421,-0.0945178409531265
ACH-000424,-0.2668139257287469
ACH-000425,-0.14463942443017724
ACH-000426,0.0758047142431793
ACH-000427,-0.051518812541995744
ACH-000433,-0.1213753010504427
ACH-000435,0.058204560774137576
ACH-000436,-0.475276380347039
ACH-000444,-0.2414398840870727
ACH-000445,-0.24839606183775104
ACH-000448,-0.1468952682294857
ACH-000450,-0.2005310669761788
ACH-000452,-0.17193955735885358
ACH-000454,-0.3749032541001691
ACH-000458,-0.3342071965728041
ACH-000459,-0.17689327213039438
ACH-000460,-0.1115326177480778
ACH-000461,-0.15760937084062765
ACH-000463,-0.09987266024705158
ACH-000464,-0.18137891093207745
ACH-000466,-0.3038124242883617
ACH-000467,-0.15477749180203906
ACH-000468,-0.12004318253699375
ACH-000469,-0.19262553777037028
ACH-000470,-0.023269600060278298
ACH-000471,-0.14338377878716205
ACH-000472,-0.1609836224949479
ACH-000473,-0.1538411354891397
ACH-000475,-0.15412050422923854
ACH-000476,-0.1373083701295326
ACH-000477,-0.04545161905242728
ACH-000479,-0.32891338738244985
ACH-000480,-0.16301180949340388
ACH-000481,-0.16006361882171213
ACH-000483,0.024009615006684408
ACH-000484,-0.3498751358853371
ACH-000485,-0.26056216837046625
ACH-000486,-0.3332113393591963
ACH-000487,-0.16519374980312254
ACH-000488,-0.1936233246523139
ACH-000490,-0.28993930622994685
ACH-000491,-0.13136902275910922
ACH-000495,-0.04690772030611367
ACH-000496,-0.15477182844696127
ACH-000499,-0.009542992172932484
ACH-000500,-0.4131395985116736
ACH-000502,-0.05394171826298588
ACH-000503,0.021786149994708612
ACH-000505,-0.09413621656401247
ACH-000507,-0.15230652841660575
ACH-000510,-0.1532947331244517
ACH-000511,-0.181002455987474
ACH-000512,-0.004654349082754313
ACH-000516,-0.1004715629456219
ACH-000517,-0.06392833556503373
ACH-000518,-0.13356350569718
ACH-000520,-0.2464409323597567
ACH-000521,-0.12996041597055666
ACH-000522,-0.10277915849058523
ACH-000524,-0.08876542235808847
ACH-000527,-0.1289092201885056
ACH-000528,-0.034621593011035616
ACH-000537,-0.21199255906636252
ACH-000541,-0.3544545424653164
ACH-000542,-0.10156708005661416
ACH-000544,-0.20473491693337625
ACH-000545,-0.18610681739112275
ACH-000547,-0.3264377726416341
ACH-000548,-0.2342822109156433
ACH-000549,-0.09756840654767032
ACH-000550,-0.09174196614070816
ACH-000552,-0.04093162428701108
ACH-000556,-0.2280079737478489
ACH-000557,-0.06661342334526123
ACH-000569,-0.28484737571911034
ACH-000570,-0.2601550846156649
ACH-000571,-0.08114654429375401
ACH-000573,-0.012046913561274691
ACH-000576,-0.3125951048250509
ACH-000579,-0.12599370134194118
ACH-000580,-0.15603742657357675
ACH-000584,-0.028768784365702894
ACH-000585,-0.03995547198966772
ACH-000588,0.08188146492837839
ACH-000589,-0.16943516599085284
ACH-000591,0.07698754127483635
ACH-000593,-0.19982436591173175
ACH-000600,-0.2939804747143613
ACH-000601,-0.10883663609236392
ACH-000605,-0.17112891689278606
ACH-000606,-0.1406986390991397
ACH-000608,-0.15098825884755934
ACH-000614,-0.009227711845732563
ACH-000616,-0.14175617959890333
ACH-000618,-0.10809407577234524
ACH-000619,-0.270423702273494
ACH-000620,-0.1645600021478238
ACH-000621,-0.1452554776790873
ACH-000622,-0.3352930926494316
ACH-000623,0.07267394986779249
ACH-000624,-0.20662923560867866
ACH-000627,-0.1461475574323284
ACH-000630,-0.12243350887601087
ACH-000631,-0.028067527306031827
ACH-000632,-0.0934105101060078
ACH-000633,-0.25910041601152384
ACH-000637,-0.029970504208232343
ACH-000638,-0.4101783215508197
ACH-000646,-0.1542507598174432
ACH-000647,-0.2038428420314789
ACH-000648,-0.3276477071565064
ACH-000649,-0.11651980246396534
ACH-000651,-0.1445504430166996
ACH-000652,-0.4793767043701906
ACH-000653,-0.1057156112523472
ACH-000657,-0.08722682757259459
ACH-000658,-0.2642941305270522
ACH-000661,-0.1564333269471679
ACH-000662,-0.3391200487010471
ACH-000663,-0.17059399190516467
ACH-000665,-0.11295848377949001
ACH-000671,-0.18950215692098604
ACH-000672,-0.11412012377407442
ACH-000673,-0.1658172887608758
ACH-000676,-0.1718849382424483
ACH-000677,-0.1780876441367073
ACH-000681,-0.21762247511128194
ACH-000683,-0.204297427174315
ACH-000684,-0.1652998776498873
ACH-000688,-0.06301332301264755
ACH-000693,-0.1976728791866489
ACH-000694,-0.10457781101784812
ACH-000695,-0.2524396198325246
ACH-000696,-0.13547998111974155
ACH-000697,-0.4163911149255569
ACH-000699,-0.11247137526684724
ACH-000701,-0.12005145885863107
ACH-000706,-0.17566859977508315
ACH-000711,-0.16291495125143807
ACH-000713,-0.1792196643860117
ACH-000714,-0.1352433443514469
ACH-000718,-0.2707843500840595
ACH-000720,-0.1754893055500317
ACH-000721,-0.2270653757282088
ACH-000724,-0.03425399117903768
ACH-000725,-0.1787621077543531
ACH-000732,-0.3138106887654273
ACH-000734,-0.039078553723210264
ACH-000735,-0.06137293401396871
ACH-000736,-0.2062777756501544
ACH-000738,-0.13635600243360227
ACH-000746,-0.20290568101150716
ACH-000747,-0.11481728202433827
ACH-000748,-0.31658714180361697
ACH-000753,-0.1966760186161501
ACH-000756,-0.16415737840066416
ACH-000757,-0.12424961125248328
ACH-000758,-0.19996201887452206
ACH-000760,-0.182754559975004
ACH-000762,-0.0836079867190694
ACH-000763,-0.16792445681701001
ACH-000764,-0.056866461001107975
ACH-000765,-0.0949266186010052
ACH-000766,-0.2959030296279141
ACH-000767,-0.03159402944668376
ACH-000768,-0.10280167952266483
ACH-000769,-0.1205588729898664
ACH-000770,-0.14589056014061325
ACH-000771,-0.054056417482683916
ACH-000773,-0.1600128297601764
ACH-000776,-0.25719223203632396
ACH-000777,-0.07804906126732326
ACH-000778,-0.2564973740975366
ACH-000781,-0.2014955892610796
ACH-000782,-0.16363681699045346
ACH-000783,-0.08506591526404228
ACH-000784,-0.11284179828422056
ACH-000785,-0.2414993450177407
ACH-000787,-0.24485972682861026
ACH-000788,-0.09526457467218888
ACH-000791,-0.17077661276537848
