,ALDH6A1 (4329)
ACH-000004,-0.2575482978135466
ACH-000005,-0.2956178210589807
ACH-000007,-0.07627886394841761
ACH-000009,-0.24472792824453746
ACH-000011,-0.09322849680130252
ACH-000012,-0.09259764187721876
ACH-000013,-0.19055012543946206
ACH-000014,-0.18890144195304512
ACH-000015,-0.12163087045274835
ACH-000017,-0.10990155331040972
ACH-000018,-0.0586378037662402
ACH-000019,-0.1128219410980938
ACH-000021,-0.12529802626556313
ACH-000022,-0.16187299179493914
ACH-000025,-0.02909670393792715
ACH-000028,-0.1072042104814573
ACH-000030,-0.009412516193980432
ACH-000035,0.01539453338786398
ACH-000036,-0.04717614484799945
ACH-000037,-0.06538866469504584
ACH-000039,0.04886374076514803
ACH-000040,-0.07064199423735854
ACH-000041,-0.04902687640700287
ACH-000042,-0.12102493063274462
ACH-000045,0.004357051556806222
ACH-000047,-0.0991057648475331
ACH-000052,-0.018126480029257985
ACH-000053,-0.18768977793517494
ACH-000054,-0.09646579557482754
ACH-000055,-0.09878448889979197
ACH-000060,-0.4169215599628251
ACH-000067,-0.021297312730984064
ACH-000070,-0.13014682604143693
ACH-000075,-0.15335963916187842
ACH-000078,0.012634374545177187
ACH-000082,-0.11130950722131976
ACH-000085,0.007416808807377384
ACH-000086,-0.09875770303969712
ACH-000087,-0.10557352063434143
ACH-000092,-0.1384746840947309
ACH-000095,-0.1681474254653085
ACH-000097,-0.09087886036943428
ACH-000098,-0.12119642962206212
ACH-000099,-0.03833830540534773
ACH-000108,-0.12021697044875858
ACH-000113,-0.05561719747971095
ACH-000116,-0.19123113141077985
ACH-000118,-0.15067342589826746
ACH-000120,-0.036367443208740885
ACH-000123,-0.2646452337961247
ACH-000127,-0.14710861244900195
ACH-000128,-0.2004379021182184
ACH-000132,-0.0952398365079622
ACH-000133,-0.09106486445028007
ACH-000137,-0.2323503557799209
ACH-000138,-0.2313628385709287
ACH-000142,-0.15088717611552066
ACH-000143,-0.0189931071965253
ACH-000146,-0.08269286886030587
ACH-000148,-0.16359677022318975
ACH-000150,-0.030101937015676237
ACH-000152,-0.11572439950229295
ACH-000153,0.015936320099543273
ACH-000159,-0.125030538855436
ACH-000160,-0.16770928114137115
ACH-000163,-0.16879495561921332
ACH-000167,-0.4535497916602334
ACH-000168,-0.08477096526112166
ACH-000169,-0.010618284702550005
ACH-000178,-0.18330326566502844
ACH-000183,-0.1518361754286783
ACH-000188,0.008002112713535282
ACH-000189,-0.15281907708196255
ACH-000190,-0.12855315793729222
ACH-000198,-0.06151632489901536
ACH-000203,-0.2303723158619314
ACH-000204,-0.0448206303841016
ACH-000206,0.07351858797596998
ACH-000207,-0.042127675532747884
ACH-000208,-0.07325828747677844
ACH-000210,-0.0308266257360932
ACH-000211,-0.2507547264185437
ACH-000215,-0.09028050567116558
ACH-000221,-0.0866669016254278
