,FAM86C1 (55199)
ACH-000004,-0.05453321992207145
ACH-000005,-0.7368968501185224
ACH-000007,-0.15534535651595965
ACH-000009,-0.04032355692020431
ACH-000011,-0.3458525625759307
ACH-000012,-0.23809422987035503
ACH-000013,-0.3080676433714925
ACH-000014,-0.04807907568747671
ACH-000015,-0.18789953833021816
ACH-000017,-0.2531029378821085
ACH-000018,-0.05991851225321545
ACH-000019,-0.3297521098324608
ACH-000021,-0.0560746279544941
ACH-000022,-0.22604843410532396
ACH-000025,-0.06846463760392736
ACH-000028,-0.13182324525402536
ACH-000030,-0.17319885176422695
ACH-000035,0.022873233341150326
ACH-000036,-0.07553485228522805
ACH-000037,-0.20651987283319725
ACH-000039,-0.32978697473975593
ACH-000040,-0.14980873010290074
ACH-000041,0.0468761529749553
ACH-000042,-0.10907631327773408
ACH-000045,0.07562560085571877
ACH-000047,-0.00482525114821941
ACH-000052,-0.10323087669801737
ACH-000053,-0.12966695720883248
ACH-000054,-0.2599480108587573
ACH-000055,-0.3027483725592383
ACH-000060,-0.06456283823366858
ACH-000067,-0.03175499639015733
ACH-000070,0.061111823998650214
ACH-000075,-0.12958792580214135
ACH-000078,-0.06627165090746696
ACH-000082,-0.12922445821199166
ACH-000085,-0.3831514250863395
ACH-000086,-0.38389679741333743
ACH-000087,-0.5080274544440585
ACH-000092,-0.07626552177561426
ACH-000095,-0.14673466397934562
ACH-000097,-0.12335475870849902
ACH-000098,-0.0629018072596436
ACH-000099,-0.06304047081533527
ACH-000108,-0.3914791698696464
ACH-000113,-0.15125862516719124
ACH-000116,-0.27270254589572873
ACH-000118,-0.29174757698830506
ACH-000120,-0.1147080376756249
ACH-000123,-0.2287399793036975
ACH-000127,-0.2619768553920331
ACH-000128,0.017331193708388197
ACH-000132,-0.21831915817905104
ACH-000133,-0.19085327561199367
ACH-000137,-0.15265859044046345
ACH-000138,-0.1983130051605094
ACH-000142,-0.202141342937507
ACH-000143,-0.28118624909650763
ACH-000146,-0.1738608130590793
ACH-000148,-0.17239464451617775
ACH-000150,-0.12589002794315046
ACH-000152,-0.16952869716480656
ACH-000153,-0.058824851649977576
ACH-000159,-0.047610074433049966
ACH-000160,-0.35152992868416955
ACH-000163,-0.3004459978124309
ACH-000167,-0.3907400218501476
ACH-000168,-0.349496936396202
ACH-000169,-0.08259371806303688
ACH-000178,-0.12826305961401005
ACH-000183,-0.0900473968489767
ACH-000188,-0.17897347755991902
ACH-000189,-0.10697121318360656
ACH-000190,-0.06371518516997056
ACH-000198,-0.14187747346307794
ACH-000203,-0.3149296220489477
ACH-000204,0.03651977848297572
ACH-000206,-0.304939098291894
ACH-000207,0.04274840053627976
ACH-000208,0.1522981879091259
ACH-000210,-0.3557298784754459
ACH-000211,-0.2295698539924443
ACH-000215,-0.20659116592708168
ACH-000221,-0.3910682157252089
ACH-000222,-0.006952627569804649
ACH-000223,-0.14175487996732666
ACH-000226,-0.17502516344921462
ACH-000227,0.02154042211007681
ACH-000228,-0.1022645842073691
ACH-000231,-0.05726337519741635
ACH-000232,-0.14653313031473164
ACH-000233,-0.11629864114409097
ACH-000234,-0.3255253466969516
ACH-000235,-0.15623176879931114
ACH-000237,-0.2602845714281731
ACH-000238,0.024650536378735877
ACH-000242,-0.23389623797833836
ACH-000243,-0.12885420299197534
ACH-000244,-0.3580748320945213
ACH-000246,-0.2349527827993497
ACH-000248,0.03741424135506158
ACH-000250,-0.2491099598137003
ACH-000251,-0.1255479378982711
ACH-000252,-0.2585871065985667
ACH-000253,-0.23038364577073334
ACH-000255,-0.4202881072573055
ACH-000256,-0.278721185196568
ACH-000257,-0.0356350955634943
ACH-000258,-0.0822830084691623
ACH-000259,-0.23825555145943125
ACH-000260,-0.2670888744484675
ACH-000261,-0.1438467197642667
ACH-000262,-0.010742673087675179
ACH-000263,-0.2452525981343192
ACH-000264,-0.15379608143905227
