,LMAN2 (10960)
ACH-000004,-0.3536042474898505
ACH-000005,-0.4066873995071919
ACH-000007,-0.046170810919915234
ACH-000009,-0.35498341762805996
ACH-000011,-0.057282708594346685
ACH-000012,-0.06480947477053581
ACH-000013,-0.20382407908983796
ACH-000014,-0.28058966339698205
ACH-000015,-0.25231408022207
ACH-000017,-0.23461846427528416
ACH-000018,-0.10175632230094114
ACH-000019,-0.30985725986945184
ACH-000021,-0.29130112621689624
ACH-000022,-0.2459345132673787
ACH-000025,-0.15813472033984885
ACH-000028,-0.4040921165711216
ACH-000030,-0.26645874369153466
ACH-000035,-0.10809036891190577
ACH-000036,-0.314292984697335
ACH-000037,-0.2585880750182939
ACH-000039,-0.2284175927929443
ACH-000040,-0.2921915903148669
ACH-000041,-0.21239952326803646
ACH-000042,-0.4576766201346636
ACH-000045,-0.19808319670704344
ACH-000047,-0.2210259797509154
ACH-000052,-0.2637127658143981
ACH-000053,-0.1675317343575139
ACH-000054,-0.3975702878655703
ACH-000055,-0.1422800701067303
ACH-000060,-0.3712381327713937
ACH-000067,-0.31784838600321985
ACH-000070,-0.2371371876992817
ACH-000075,-0.34623503733090266
ACH-000078,-0.2728839652198837
ACH-000082,-0.4196349224068506
ACH-000085,-0.29474334517126505
ACH-000086,-0.19918947760146424
ACH-000087,-0.3846521701702051
ACH-000092,-0.2430725634210123
ACH-000095,-0.4027382948969793
ACH-000097,-0.2479776890048297
ACH-000098,-0.31228191092449925
ACH-000099,-0.3271969733525541
ACH-000108,-0.32027971283460044
ACH-000113,-0.1918580806637329
ACH-000116,-0.15672793709301525
ACH-000118,-0.20437364691034646
ACH-000120,-0.31283834526627313
ACH-000123,-0.2193269946541745
ACH-000127,-0.1434027243032486
ACH-000128,-0.1961648777600382
ACH-000132,-0.2857372415138185
ACH-000133,-0.18814185372309952
ACH-000137,-0.1005085492918048
ACH-000138,-0.2539431230607237
ACH-000142,-0.18499279829137305
ACH-000143,-0.15640213655250249
ACH-000146,-0.2349360978158373
ACH-000148,-0.2085951172440161
ACH-000150,-0.5465386004335414
ACH-000152,-0.2798121074170569
ACH-000153,-0.3503471236765476
ACH-000159,-0.3051791326745141
ACH-000160,-0.3421964756922062
ACH-000163,-0.2658636380189556
ACH-000167,-0.4381259701018384
ACH-000168,-0.3818453905229967
ACH-000169,-0.09563977069902713
ACH-000178,-0.31921585994814705
ACH-000183,-0.1803138167048357
ACH-000188,-0.3979136887943606
ACH-000189,-0.10093432763551756
ACH-000190,-0.17146973466282253
ACH-000198,-0.0596018915055937
ACH-000203,-0.4304015571986324
ACH-000204,0.029388577828591694
ACH-000206,-0.6437588449040361
ACH-000207,-0.16131393546353046
ACH-000208,0.05424216356348778
ACH-000210,-0.3301793216008706
ACH-000211,-0.23387227505414004
ACH-000215,-0.1550574144385222
ACH-000221,-0.0863455990168932
ACH-000222,-0.38923750909631294
ACH-000223,-0.4416624324388476
ACH-000226,-0.1973015759470451
ACH-000227,-0.4232422571203016
ACH-000228,-0.18658417369171545
ACH-000231,-0.2644830715728346
ACH-000232,-0.2843219259354482
ACH-000233,-0.2393937775986531
ACH-000234,-0.24728174511768794
ACH-000235,-0.23977539562033395
ACH-000237,-0.3076390064808621
ACH-000238,-0.3252769414514797
ACH-000242,-0.016936573277222026
ACH-000243,-0.1769700376379989
ACH-000244,-0.05487965559675912
ACH-000246,-0.24575090213849074
ACH-000248,-0.25849644099041896
ACH-000250,-0.34899075751570674
ACH-000251,-0.4783342548473993
ACH-000252,-0.1233604829282723
ACH-000253,-0.4148766976518532
ACH-000255,-0.3090881771352898
ACH-000256,-0.2952027845820924
ACH-000257,-0.3446805888823776
ACH-000258,-0.19717377300314254
ACH-000259,-0.33433347252718504
ACH-000260,-0.2528492913563249
ACH-000261,-0.27764943002956155
ACH-000262,-0.3713714532985769
ACH-000263,-0.3650318474665285
ACH-000264,-0.2401108561885757
ACH-000265,-0.147654595090139
ACH-000266,-0.2912261000255565
