,NUAK1 (9891)
ACH-000004,0.12989715985292893
ACH-000005,-0.001237290799932316
ACH-000007,0.02621439297065024
ACH-000009,0.015460217166399969
ACH-000011,0.010992171289476226
ACH-000012,0.039812235633992735
ACH-000013,-0.015747394428469876
ACH-000014,0.11098313045885276
ACH-000015,-0.05645437228068963
ACH-000017,0.012079222354484305
ACH-000018,0.03923690568906362
ACH-000019,-0.033214415415436016
ACH-000021,0.0032624765194163873
ACH-000022,-0.0511364064048857
ACH-000025,0.03179784555451977
ACH-000028,0.14962749866632294
ACH-000030,0.09188682396228114
ACH-000035,0.011324871192178364
ACH-000036,0.03781750873024831
ACH-000037,-0.09229886906391258
ACH-000039,0.004749960986165082
ACH-000040,-0.057239752495292666
ACH-000041,-0.2577334160934131
ACH-000042,-0.009036509765498036
ACH-000045,-0.0121143138078524
ACH-000047,0.12642443883153245
ACH-000052,-0.05073438805900176
ACH-000053,-0.026927613836299685
ACH-000054,0.029648025978209477
ACH-000055,-0.2295307965624368
ACH-000060,0.02831982019780978
ACH-000067,-0.1933211822881765
ACH-000070,0.06978089652768585
ACH-000075,0.08211168737060756
ACH-000078,0.08338278800502838
ACH-000082,-0.059720367727896774
ACH-000085,-0.02762121609414463
ACH-000086,-0.021882243875784326
ACH-000087,-0.08568115573784649
ACH-000092,-0.03830558990823967
ACH-000095,-0.05555769499600055
ACH-000097,-0.007224408153283805
ACH-000098,-0.07188542133396407
ACH-000099,0.034747487913321856
ACH-000108,0.01876331344956618
ACH-000113,0.07740918838500306
ACH-000116,0.12972600859707414
ACH-000118,-0.01838005600565096
ACH-000120,0.08249809812477424
ACH-000123,-0.09424589374046022
ACH-000127,0.016367842826209098
ACH-000128,-0.15204928540230386
ACH-000132,0.2299521520312872
ACH-000133,-0.016033308659957668
ACH-000137,0.0413833691466228
ACH-000138,-0.016354593348734618
ACH-000142,-0.015556504277870132
ACH-000143,-0.20222526053605025
ACH-000146,0.017511035428943916
ACH-000148,-0.11535278092130255
ACH-000150,-0.14143121110808088
ACH-000152,-0.028475726261448793
ACH-000153,0.14135723933746955
ACH-000159,0.011663070309675977
ACH-000160,-0.057401480436586425
ACH-000163,0.13925782329260794
ACH-000167,-0.08974695362717139
ACH-000168,-0.05241873812805161
ACH-000169,0.04989040080859214
ACH-000178,0.03493953939579044
ACH-000183,0.1024073299122774
ACH-000188,0.12556292254591747
ACH-000189,0.008753150456255252
ACH-000190,-0.03032468182370513
ACH-000198,-0.007176516595669895
ACH-000203,0.018966078102174357
ACH-000204,0.2939952333067433
ACH-000206,-0.0884387062598701
ACH-000207,0.06546300461595772
ACH-000208,0.07993111004325118
ACH-000210,-0.12242295936169167
ACH-000211,0.055629844805859696
ACH-000215,-0.10978975103003716
ACH-000221,-0.03858773987608652
ACH-000222,0.07671832564550732
ACH-000223,0.057302328565977924
ACH-000226,-0.03332967428826613
ACH-000227,-0.07958450526288696
ACH-000228,-0.05338231065968736
