,MTPAP (55149)
ACH-000469,-0.9833308278255394
ACH-000470,-0.6594063560942094
ACH-000471,-0.5459534466889548
ACH-000472,-0.8626831500548263
ACH-000473,-0.8247705194778099
ACH-000475,-0.7374085569954475
ACH-000476,-0.9485152569827588
ACH-000477,-0.6068032021410608
ACH-000479,-0.7954795096401469
ACH-000480,-0.785581158095955
ACH-000481,-0.4971318448969492
ACH-000483,-0.9628492301300451
ACH-000484,-0.9680404063791582
ACH-000485,-0.6028234259630644
ACH-000486,-0.7122924718306853
ACH-000487,-1.0143900197469111
ACH-000488,-0.8850841813027545
ACH-000490,-1.0977664480730456
ACH-000491,-0.7114015543590849
ACH-000495,-0.4353463955581093
ACH-000496,-0.5520150951768866
ACH-000499,-0.9879422401373068
ACH-000500,-0.9471628180162972
ACH-000502,-0.7163729157358903
ACH-000503,-0.7859241263600071
ACH-000505,-0.4531837195992541
ACH-000507,-1.0658015839207775
ACH-000510,-0.9807818064763044
ACH-000511,-0.6405158784458131
ACH-000512,-0.7658513870903382
ACH-000516,-0.6303791842175944
ACH-000517,-0.5770094353756559
ACH-000518,-0.8438706201412401
ACH-000520,-0.24825383952272245
ACH-000521,-0.6625684691979766
ACH-000522,-0.7428728280506098
ACH-000524,-0.7099039059133572
ACH-000527,-0.8152939090257293
ACH-000528,-0.8818798891939436
ACH-000537,-0.7936643668309611
ACH-000541,-0.7520945542843535
ACH-000542,-0.4305387943507321
ACH-000544,-0.8887150407802209
ACH-000545,-0.9294929708103328
ACH-000547,-0.9204540168000096
ACH-000548,-0.9901071829955792
ACH-000549,-1.0878047478921518
ACH-000550,-0.501758319311296
ACH-000552,-0.8735823139753182
ACH-000556,-0.7356478966242596
ACH-000557,-0.3875230169525915
ACH-000569,-0.5956204923139148
ACH-000570,-0.9596721163212047
ACH-000571,-1.2254784788599715
ACH-000573,-0.7401413587478859
ACH-000576,-0.510212494475442
ACH-000579,-1.1692999365644166
ACH-000580,-1.16563619937609
ACH-000584,-0.8069220043845359
ACH-000585,-1.0364401330294608
ACH-000588,-0.7464847377481056
ACH-000589,-0.9915718831597208
ACH-000591,-0.9735036025809694
ACH-000593,-0.9883072095806572
ACH-000600,-0.8956317866498249
ACH-000601,-0.8984883385505059
ACH-000605,-1.1273003149557814
ACH-000606,-1.065988265903185
ACH-000608,-0.5381524075815405
ACH-000614,-0.9283144081543117
ACH-000616,-0.8572556610004649
ACH-000618,-0.9889104633202164
ACH-000619,-1.1467404299089137
ACH-000620,-0.6210251556056804
ACH-000621,-0.6775791641188996
ACH-000622,-0.5888732868803446
ACH-000623,-0.7008012587659352
ACH-000624,-0.6500143609369696
ACH-000627,-0.8498988945547086
ACH-000630,-1.105024401520358
ACH-000631,-0.6974989768532902
ACH-000632,-0.7633233683022939
ACH-000633,-1.0135663246986084
ACH-000637,-0.479076951085537
ACH-000638,-0.7145796512222571
ACH-000646,-0.6265000721210585
ACH-000647,-0.8764934721896529
ACH-000648,-0.9843241156993181
ACH-000649,-0.7048124292554327
ACH-000651,-1.1860231139840662
ACH-000652,-0.6379446619622859
ACH-000653,-0.832387468905182
ACH-000657,-0.7827313315987717
ACH-000658,-0.7401688256843834
ACH-000661,-0.6450985820087243
ACH-000662,-1.0585391976236536
ACH-000663,-0.6860792137492039
ACH-000665,-0.4694268856538289
ACH-000671,-0.9950635695437076
ACH-000672,-0.938635897266174
ACH-000673,-0.25002048982084546
ACH-000676,-1.164983588884024
ACH-000677,-0.9945085713501001
ACH-000681,-0.818536750880212
ACH-000683,-0.9933663733258712
ACH-000684,-0.6402981625901663
ACH-000688,-0.7540364928613179
ACH-000693,-1.0477696425805856
ACH-000694,-1.2158842634133715
ACH-000695,-0.5486418646710842
ACH-000696,-0.9036216340036816
ACH-000697,-0.6120542140578403
ACH-000699,-1.2768232878708743
ACH-000701,-0.8929464677308551
ACH-000706,-0.9375580145676286
ACH-000711,-0.8849067426738879
ACH-000713,-0.6581415641700217
ACH-000714,-0.5894675242783822
ACH-000718,-0.569423723290981
ACH-000720,-0.8912859278619572
ACH-000721,-0.9035302017723821
ACH-000724,-0.8112515652663823
ACH-000725,-0.8269871459673226
ACH-000732,-1.0619680622413559
ACH-000734,-1.0911263759087293
ACH-000735,-1.0799504568228748
ACH-000736,-0.7705181432611284
ACH-000738,-1.0791300511827804
ACH-000746,-1.2300118337404842
ACH-000747,-1.1033182319140735
ACH-000748,-0.44236290225804004
ACH-000753,-1.0151014668682272
ACH-000756,-0.5899111359339505
ACH-000757,-0.9209245934795318
ACH-000758,-0.9442068198256462
ACH-000760,-0.7172387727111191
ACH-000762,-1.1053355054316465
ACH-000763,-0.5949785543574371
ACH-000764,-0.7339632543971205
ACH-000765,-0.8073612410851135
ACH-000766,-0.4547228331343746
ACH-000767,-0.7631745091207712
ACH-000768,-0.8473058131568321
ACH-000769,-0.98818838735992
ACH-000770,-0.6194491920990655
ACH-000771,-1.2268904557126816
ACH-000773,-0.4997540841322036
ACH-000776,-0.7782584963116463
ACH-000777,-0.8562486958775367
ACH-000778,-0.9461576882952
ACH-000781,-0.7301125819250736
ACH-000782,-0.7746374051300338
ACH-000783,-0.4842528777966758
ACH-000784,-0.9419914231019254
ACH-000785,-0.7129195979327996
ACH-000787,-1.026262471055264
ACH-000788,-0.4540864318138502
ACH-000791,-0.5730508890070437
ACH-000792,-0.4756160728733617
ACH-000794,-0.9825307612217508
ACH-000796,-0.7969215917635691
ACH-000798,-0.4342261694284356
ACH-000799,-0.723237376623046
ACH-000800,-0.8478428532166622
ACH-000802,-1.0536363183608182
ACH-000804,-0.5683079611611435
ACH-000805,-0.8665440652653361
ACH-000809,-0.7922911226855085
ACH-000810,-0.5756009586368217
ACH-000811,-0.476640205111878
ACH-000817,-0.6646910999483161
ACH-000819,-1.074324610659817
ACH-000820,-0.6760569849964396
ACH-000821,-0.7512016796431841
ACH-000822,-0.9007934362446696
ACH-000823,-0.7660233956041862
ACH-000824,-0.7339228048230898
ACH-000827,-0.526799131325175
ACH-000829,-0.5093312965028566
ACH-000831,-0.9384247756979096
ACH-000832,-1.1285881327299867
ACH-000833,-1.0273087189899262
ACH-000834,-0.8003396679825744
ACH-000835,-0.954333563387175
ACH-000836,-0.9274080390614248
ACH-000837,-0.9537354999476536
ACH-000838,-0.3153104415814305
ACH-000839,-0.5448330803628223
ACH-000840,-1.1958165910719898
ACH-000841,-0.7711271871445383
ACH-000843,-0.9193010117167584
ACH-000846,-0.8852337647927463
ACH-000847,-1.0206233305569092
ACH-000848,-0.9806755986078636
ACH-000849,-1.0403405664311087
ACH-000851,-0.8891891400983646
ACH-000855,-1.0560697264893764
ACH-000856,-0.8289082005495588
ACH-000858,-1.103176870427383
ACH-000859,-0.7715694209510512
ACH-000861,-0.8488397985729275
ACH-000862,-1.1427808230120724
ACH-000865,-0.9418127254990876
ACH-000866,-0.7837501284965596
ACH-000867,-0.933821243742889
ACH-000869,-0.7613977976381929
ACH-000872,-1.0741794227999537
ACH-000873,-0.7675348369256964
ACH-000876,-1.2752890953256169
ACH-000878,-0.5655313279944667
ACH-000880,-0.9223387084245016
ACH-000881,-0.7419255116498483
ACH-000882,-0.8926330544548137
ACH-000884,-0.9074507900571784
ACH-000885,-0.9453272658283012
ACH-000887,-0.6434765727407274
ACH-000889,-0.9470644852405802
ACH-000896,-0.7750609870137686
ACH-000898,-0.6547401375575886
ACH-000900,-1.014279945628027
ACH-000901,-0.5580917806421757
ACH-000905,-0.7657967292276517
ACH-000906,-0.6837031325769155
ACH-000907,-0.8384818621722955
ACH-000910,-0.9670335308697396
ACH-000911,-0.9054525497146548
ACH-000912,-0.6517138869276704
ACH-000913,-0.8569387801862952
ACH-000915,-1.1104613750265229
ACH-000916,-0.7629721662699278
ACH-000917,-0.7965215926199865
ACH-000920,-0.5106582602709752
ACH-000921,-0.8602799554985627
ACH-000924,-1.034160796029987
ACH-000926,-0.6432635014432967
ACH-000928,-0.7292420317952336
ACH-000929,-0.6274764687769446
ACH-000932,-0.8347241211058363
ACH-000935,-0.8919971950756667
ACH-000936,-1.0034918067842105
ACH-000937,-1.0723305016560014
ACH-000938,-0.973043945608902
ACH-000939,-1.3371248591988447
ACH-000941,-0.6808668191471096
ACH-000943,-0.8187741475440021
ACH-000946,-0.8208931624286185
ACH-000947,-0.9724901236739364
ACH-000948,-0.9189953805615813
ACH-000950,-0.8162154396049441
ACH-000953,-0.2639756657548946
ACH-000954,-0.6340894043038313
ACH-000957,-1.004682018897759
ACH-000958,-0.7335480104686719
ACH-000960,-0.7567762559505772
ACH-000963,-0.7247655142903012
ACH-000968,-1.0542965509061049
ACH-000969,-1.0018850840777256
ACH-000972,-0.9510976202405804
ACH-000973,-1.004262255729764
ACH-000974,-0.5059735225705362
ACH-000978,-1.0802713615854278
ACH-000984,-0.7142514915192083
ACH-000986,-0.9795693451363591
ACH-000988,-0.6224029538219639
ACH-000993,-0.3502948571688739
ACH-000994,-0.8007697396785984
ACH-000996,-0.2590913809802747
ACH-001001,-1.0636319995567127
ACH-001020,-0.6913960819915396
ACH-001028,-0.9904636359204559
ACH-001031,-0.6274014581900097
ACH-001038,-0.6334783529193038
ACH-001048,-0.7435574570155191
ACH-001050,-0.3699265703087715
ACH-001053,-0.7311388699399253
ACH-001054,-0.7648972063570548
ACH-001061,-0.9084550294277574
ACH-001067,-0.6839028064374537
ACH-001075,-0.8605535803804693
ACH-001096,-0.8239077555392159
ACH-001111,-0.982639201110959
ACH-001119,-0.6825008267300928
ACH-001128,-0.9234302354238336
ACH-001134,-0.7569777650348596
ACH-001151,-1.0978328534155226
ACH-001163,-1.0213521257326723
ACH-001164,-0.6969373367375032
ACH-001183,-0.9081844106191044
ACH-001192,-0.7539846633023346
ACH-001193,-0.9482244463446547
ACH-001196,-0.7117963146494187
ACH-001197,-0.7865578225481329
ACH-001205,-0.6021847057104766
ACH-001211,-0.7111494884695387
ACH-001212,-0.5790826046662977
ACH-001228,-0.6134314596547161
ACH-001232,-0.7100766388618021
ACH-001239,-0.7581711209763283
ACH-001270,-0.7525880412424376
ACH-001274,-0.6372227498260434
ACH-001275,-0.8768214346890084
ACH-001277,-0.8653985078721576
ACH-001278,-0.8115632405203155
ACH-001280,-0.5250579036424055
ACH-001283,-0.7914024001956834
ACH-001289,-0.5201274323365924
ACH-001300,-0.7350769354765186
ACH-001301,-0.4396471262116047
ACH-001302,-0.48033226812068897
ACH-001306,-0.4588589287126118
ACH-001318,-0.8448094782121272
ACH-001322,-0.8514394465465221
ACH-001328,-1.0773633828161966
ACH-001332,-1.091407290974377
ACH-001336,-0.79364822991842
ACH-001346,-1.0416306434740608
ACH-001353,-0.3933486734456105
ACH-001354,-0.8238375479497677
ACH-001367,-1.010086729858578
ACH-001368,-0.7623331185448744
ACH-001374,-0.7023956978341943
ACH-001377,-0.7364362162095192
ACH-001380,-0.7522520994801692
ACH-001391,-0.6013631323510656
ACH-001408,-1.0193782775421862
ACH-001430,-0.8507775514549775
ACH-001431,-0.6286481925670422
ACH-001450,-0.8842777396760223
ACH-001496,-1.0087937432481249
ACH-001500,-1.1501041971057304
ACH-001523,-1.242535773777664
ACH-001532,-0.7353035748185802
ACH-001550,-1.1316879638288222
ACH-001552,-0.6776911097610463
ACH-001554,-0.945053779595564
ACH-001654,-0.778643397600756
ACH-001735,-0.48105310149293495
ACH-001736,-0.6644423200832199
ACH-001737,-0.2926242862713692
ACH-001740,-0.4796116911285378
ACH-001745,-0.5181314967004534
ACH-001765,-0.8002644425472623
