,SS18L2 (51188)
ACH-000251,-1.6863135959145077
ACH-000252,-1.5478962039603732
ACH-000253,-1.708410901542902
ACH-000255,-1.3934551273328546
ACH-000256,-1.7203118566661846
ACH-000257,-1.725819649495555
ACH-000258,-1.5043118582699386
ACH-000259,-1.7230728679421734
ACH-000260,-1.7892421163266052
ACH-000261,-1.5590355565515563
ACH-000262,-1.6337268509666698
ACH-000263,-1.5769330024239108
ACH-000264,-1.5087504502364266
ACH-000265,-1.4530776314129386
ACH-000266,-1.4236673246045168
ACH-000272,-1.4778029988483692
ACH-000274,-1.2938511797944845
ACH-000277,-0.6297300684530182
ACH-000278,-1.5447367257275768
ACH-000279,-1.6635678247666652
ACH-000280,-1.617070210216839
ACH-000281,-1.4283159577361864
ACH-000288,-1.6167237733848183
ACH-000291,-1.6929959502660452
ACH-000293,-1.6724143889737186
ACH-000294,-2.022343317538477
ACH-000295,-1.6719796709546504
ACH-000296,-1.6330875126855735
ACH-000302,-1.746105397525456
ACH-000304,-1.7393998229577758
ACH-000307,-1.5530887032093141
ACH-000308,-1.3002718859406772
ACH-000310,-1.0055668426911784
ACH-000311,-1.5380923461201161
ACH-000312,-1.3667460460832106
ACH-000315,-1.718357195166659
ACH-000316,-1.7010689590452024
ACH-000317,-1.8857151406720496
ACH-000318,-0.974607632486683
ACH-000319,-1.6055494501708327
ACH-000320,-1.5527912642933703
ACH-000322,-1.3365066358726263
ACH-000323,-1.57431234963814
ACH-000324,-1.6739300595046154
ACH-000329,-1.690165182519593
ACH-000330,-1.6329402273518783
ACH-000331,-1.5319533175195787
ACH-000332,-1.6453939462881941
ACH-000334,-0.7914846543411507
ACH-000335,-1.5108373721798212
ACH-000336,-1.6807172569286148
ACH-000337,-1.912886400340981
ACH-000338,-1.157914158893218
ACH-000339,-1.547097577919477
ACH-000341,-1.7331740188512974
ACH-000348,-1.722828830565025
ACH-000350,-1.4857545202529818
ACH-000352,-1.7177061190846876
ACH-000356,-1.484088945658791
ACH-000361,-1.2883276908550787
ACH-000362,-1.6970997203583795
ACH-000363,-1.3592613900536772
ACH-000364,-1.3258890793730993
ACH-000365,-1.6329509123114538
ACH-000366,-1.8204000324136167
ACH-000368,-1.614553650008458
ACH-000374,-1.694581438124295
ACH-000375,-1.8348788693924456
ACH-000376,-1.3979771716411176
ACH-000381,-1.4825693729385827
ACH-000383,-1.4844754547299233
ACH-000387,-1.9688834349937023
ACH-000389,-1.5787000096714805
ACH-000390,-1.8236175030183281
ACH-000393,-1.356480759534122
ACH-000395,-1.499718924402574
ACH-000396,-1.3302653828045408
ACH-000397,-1.9716112736182647
ACH-000401,-2.070089805165849
ACH-000402,-1.157520064572107
ACH-000403,-1.4909655793627574
ACH-000404,-2.0082134083920202
ACH-000406,-1.7676592902547068
ACH-000407,-1.6069118563534428
ACH-000408,-1.6124820434761844
ACH-000410,-1.3215754659688896
ACH-000411,-1.678531537001567
ACH-000414,-1.520571381457554
ACH-000415,-1.8027360685174132
ACH-000416,-1.3403855145362846
ACH-000420,-1.0490662551229046
ACH-000421,-1.5451887394190218
ACH-000424,-1.3745324062449575
ACH-000425,-1.5567112179058942
ACH-000426,-0.9070210684746132
ACH-000427,-1.5849527289008165
ACH-000433,-1.5970661075796124
ACH-000435,-1.3711424806195114
ACH-000436,-1.4034475164611169
ACH-000444,-1.371196931215792
ACH-000445,-1.4045141016999585
ACH-000448,-1.4585694979858084
ACH-000450,-1.7289680200701951
ACH-000452,-1.5835967795855368
ACH-000454,-1.4841496694845773
ACH-000458,-1.5959208258677235
ACH-000459,-1.8037393662384376
ACH-000460,-1.5235468370435723
ACH-000461,-1.5364889251388174
ACH-000463,-1.4348052548467298
ACH-000464,-1.4604964580162567
ACH-000466,-2.027776427626608
ACH-000467,-1.7135762322098582
ACH-000468,-1.5570391413533429
ACH-000469,-1.6971117747683482
ACH-000470,-1.6651036005509254
ACH-000471,-1.5655363978574268
ACH-000472,-1.483351762737746
ACH-000473,-1.8969923120513772
ACH-000475,-1.5796186448509384
ACH-000476,-1.3564191514923996
ACH-000477,-1.5349671324502352
ACH-000479,-1.2192959688267742
ACH-000480,-1.4884171965768285
ACH-000481,-1.833145469009212
ACH-000483,-1.8995038686462649
ACH-000484,-0.6971824333997371
ACH-000485,-1.5300766546904698
ACH-000486,-1.5794663914163318
ACH-000487,-1.71270766493649
ACH-000488,-1.5851056581133458
ACH-000490,-1.6211679541229496
ACH-000491,-1.5720496390756444
ACH-000495,-1.5799267454931718
ACH-000496,-1.64479247662554
ACH-000499,-1.6487695407649712
ACH-000500,-1.5212939380987378
ACH-000502,-1.5230358895048972
ACH-000503,-1.5932252101937725
ACH-000505,-1.5532960951865926
ACH-000507,-1.5850873358263418
ACH-000510,-1.09127299942657
ACH-000511,-1.4014313048721416
ACH-000512,-1.3310219412021729
ACH-000516,-1.775786929285863
ACH-000517,-1.5484583518047434
ACH-000518,-1.7958414200089567
ACH-000520,-1.4809995637957376
ACH-000521,-1.1713055365160363
ACH-000522,-1.4992368438842136
ACH-000524,-1.2507197047395486
ACH-000527,-0.878857931932509
ACH-000528,-1.4325542650205991
ACH-000537,-1.484372343066095
ACH-000541,-1.2807596130963022
ACH-000542,-1.379495371594878
ACH-000544,-1.5219398593923867
ACH-000545,-1.40920812151128
ACH-000547,-1.7099880048927685
ACH-000548,-1.4153804254005435
ACH-000549,-1.6653187164487266
ACH-000550,-1.6616049852799422
ACH-000552,-1.7681660506323895
ACH-000556,-1.5939884318425568
ACH-000557,-1.78047843926615
ACH-000569,-1.4901087074548414
ACH-000570,-1.6222219880036273
ACH-000571,-1.9885827379977423
ACH-000573,-1.6711254622018852
ACH-000576,-1.6538919304785369
ACH-000579,-1.4781592580202565
ACH-000580,-1.7468432386622794
ACH-000584,-1.6884268222298189
ACH-000585,-1.772577203688586
ACH-000588,-1.6698194947082314
ACH-000589,-1.7208618300048768
ACH-000591,-1.7088101079462772
ACH-000593,-1.6797115478808242
ACH-000600,-1.5984794461920517
ACH-000601,-1.4927359593237546
ACH-000605,-1.7644902562577591
ACH-000606,-1.685948106289919
ACH-000608,-1.4633902577772766
ACH-000614,-1.5494659610951498
ACH-000616,-1.4388663679852391
ACH-000618,-1.6514517309403087
ACH-000619,-1.6376187440998218
ACH-000620,-1.5394768215193395
ACH-000621,-1.6835831204754133
ACH-000622,-1.5692104740511954
ACH-000623,-1.3647159078888818
ACH-000624,-1.3465630790321288
ACH-000627,-1.433729270354144
ACH-000630,-1.4782298977075374
ACH-000631,-1.8643160195888664
ACH-000632,-1.802693634099464
ACH-000633,-1.2286226238603937
ACH-000637,-1.7190946407879375
ACH-000638,-1.5202079891511402
ACH-000646,-1.7327934458002563
ACH-000647,-1.2925297695127385
ACH-000648,-1.6267153634421316
ACH-000649,-1.610327562267544
ACH-000651,-1.4418821514588067
ACH-000652,-1.4007679599033722
ACH-000653,-1.180919190312208
ACH-000657,-1.5678977047853464
ACH-000658,-1.5098309435121828
ACH-000661,-1.6289234768403458
ACH-000662,-1.3537028477494475
ACH-000663,-1.3537048425517584
ACH-000665,-1.6950664641428796
ACH-000671,-1.4992281641710918
ACH-000672,-1.8700655713132204
ACH-000673,-1.2653421067481545
ACH-000676,-1.5478623884605187
ACH-000677,-1.7676511684398106
ACH-000681,-1.6243949160922748
ACH-000683,-1.412509222210319
ACH-000684,-1.6889665394574829
ACH-000688,-1.7497854857051718
ACH-000693,-1.5439801784040248
ACH-000694,-1.3960874351660106
ACH-000695,-1.4069908044775739
ACH-000696,-1.396739473405039
ACH-000697,-1.6224785754970683
ACH-000699,-1.4483097831075382
ACH-000701,-1.6635326020470576
ACH-000706,-1.6247508650423754
ACH-000711,-1.534953175865865
ACH-000713,-1.461460531269162
ACH-000714,-1.4594791223778256
ACH-000718,-1.5747030305244496
ACH-000720,-1.6926102634356104
ACH-000721,-1.4926375538138794
ACH-000724,-1.4498282233320112
ACH-000725,-1.75667423667138
ACH-000732,-1.6018390545332042
ACH-000734,-1.4561046132233482
ACH-000735,-1.5714951748793655
ACH-000736,-1.655448481533472
ACH-000738,-1.4558315904542452
ACH-000746,-1.7895989861804464
ACH-000747,-1.6868033667732558
ACH-000748,-1.422783168271416
ACH-000753,-1.6453015049657125
ACH-000756,-1.6621611294366063
ACH-000757,-1.390367463527136
ACH-000758,-1.6678262761326113
ACH-000760,-1.4764257163526475
ACH-000762,-1.6510955059383103
ACH-000763,-1.4906578581218792
ACH-000764,-1.4940591701458592
ACH-000765,-1.9504375866056451
ACH-000766,-1.6513903248512525
ACH-000767,-1.4044861243438906
ACH-000768,-1.3625424361761094
ACH-000769,-1.5762363126473582
ACH-000770,-1.4843142972731995
ACH-000771,-1.6210909703061938
ACH-000773,-1.4883014332438589
ACH-000776,-1.4439276833697892
ACH-000777,-1.7165605901083023
ACH-000778,-1.3948061262090885
ACH-000781,-1.711658509828989
ACH-000782,-1.7109196831851117
ACH-000783,-1.3548278640021754
ACH-000784,-1.5161428817388691
ACH-000785,-1.9377638722471868
ACH-000787,-1.5064007200802931
ACH-000788,-1.5248933004796117
ACH-000791,-1.6133932537664042
ACH-000792,-1.737179069299121
ACH-000794,-1.605580724045499
ACH-000796,-1.1610031217556658
ACH-000798,-1.5556380690276688
ACH-000799,-1.2838624168710933
ACH-000800,-1.6902756510606929
ACH-000802,-1.8100777776612424
ACH-000804,-1.591758625312109
ACH-000805,-1.4895473754604365
ACH-000809,-1.2685776942307054
ACH-000810,-1.3056263012217617
ACH-000811,-1.4186724123806949
ACH-000817,-1.4894102609928739
ACH-000819,-1.5314802669408776
ACH-000820,-1.5855707699369481
ACH-000821,-2.0720975027060176
ACH-000822,-1.410502075548258
ACH-000823,-1.4744721671459586
ACH-000824,-1.6819441459123872
ACH-000827,-1.4301262201711071
ACH-000829,-1.5749940434319083
ACH-000831,-1.577952946695622
ACH-000832,-1.6091145298219949
ACH-000833,-2.0118443898815332
ACH-000834,-1.742301407944869
ACH-000835,-1.514621748987402
ACH-000836,-1.7685921278008725
ACH-000837,-1.7133100382934612
ACH-000838,-1.8080187635139242
ACH-000839,-1.387011802108382
ACH-000840,-1.7079333974100297
ACH-000841,-1.4823408348793077
ACH-000843,-1.3973483934393245
ACH-000846,-1.6145249786947076
ACH-000847,-1.5137636241460577
ACH-000848,-1.4432337563405817
ACH-000849,-1.4032320136943115
ACH-000851,-1.3966805980663783
ACH-000855,-1.6879933879840177
ACH-000856,-1.594439125345584
ACH-000858,-1.6246505821098756
ACH-000859,-1.5367179098074484
ACH-000861,-1.7454743273740554
ACH-000862,-1.705716141818729
ACH-000865,-1.6138378426586768
ACH-000866,-1.594242343943174
ACH-000867,-1.3913693228609958
ACH-000869,-1.7220905233073185
ACH-000872,-1.4781046378095215
ACH-000873,-1.2829303908409515
ACH-000876,-1.3275522725128373
ACH-000878,-1.418885559974952
ACH-000880,-1.491163517614735
ACH-000881,-1.691872372751301
ACH-000882,-1.736105707991858
ACH-000884,-1.396542048431498
ACH-000885,-1.4635582547785992
ACH-000887,-1.4735275985335603
ACH-000889,-1.5069078199254031
ACH-000896,-1.599714409244143
ACH-000898,-1.4996651014472382
ACH-000900,-1.448057273913688
ACH-000901,-1.358882242194667
ACH-000905,-1.6749833551386917
ACH-000906,-1.5766879966296408
ACH-000907,-1.4161970062189382
ACH-000910,-1.4487435408170095
ACH-000911,-1.5823499609797669
ACH-000912,-1.673182405674185
ACH-000913,-1.6188668337705896
ACH-000915,-1.4963885014471217
ACH-000916,-1.4577080000855052
ACH-000917,-1.4324990601608911
ACH-000920,-1.7080829343234296
ACH-000921,-1.5183371324283124
ACH-000924,-1.3465875876492972
ACH-000926,-1.5770062379387195
ACH-000928,-1.421049346448481
ACH-000929,-1.6105081504456815
ACH-000932,-1.2697655527814236
ACH-000935,-1.4084256603497955
ACH-000936,-1.7941991606725212
ACH-000937,-1.0140062752075778
ACH-000938,-1.527768009111078
ACH-000939,-1.7797326340283794
ACH-000941,-1.7977513609759168
ACH-000943,-1.780786247524394
ACH-000946,-1.5152961748471214
ACH-000947,-1.54699695321753
ACH-000948,-1.5836800309285248
ACH-000950,-1.772488614153143
ACH-000953,-1.4441874417791525
ACH-000954,-1.3814486047797254
ACH-000957,-1.4175557721772667
ACH-000958,-1.5920695718647289
ACH-000960,-1.6978225971452057
ACH-000963,-1.7451400540075657
ACH-000968,-1.6376199257621946
ACH-000969,-1.368296967934251
ACH-000972,-1.6058986529666102
ACH-000973,-1.3963896290024662
ACH-000974,-1.4388353219875611
ACH-000978,-1.8562754936348704
ACH-000984,-1.6849385029734087
ACH-000986,-1.445435169058359
ACH-000988,-1.8600556271586919
ACH-000993,-1.4358913048132311
ACH-000994,-1.7373869552034762
ACH-000996,-1.4166824009353145
ACH-001001,-1.2772916702378458
ACH-001020,-1.4615860104126952
ACH-001028,-1.4525208151854527
ACH-001031,-1.627749998838267
ACH-001038,-1.5787847108851212
ACH-001048,-1.541988158994163
ACH-001050,-1.4787815138795184
ACH-001053,-1.3822567914240735
ACH-001054,-1.544170667705718
ACH-001061,-1.5263895942513206
ACH-001067,-1.4276266910584787
ACH-001075,-1.4301080501862105
ACH-001096,-1.6639683612103917
ACH-001111,-1.6038652434212568
ACH-001119,-1.5290634103288
ACH-001128,-1.5785817329294365
ACH-001134,-1.2776717465108804
ACH-001151,-1.5596002274251342
ACH-001163,-1.2981344762552307
ACH-001164,-1.7559605481950675
ACH-001183,-1.6330410795110373
ACH-001192,-1.6433547448161068
ACH-001193,-1.5333156318230432
ACH-001196,-1.7471364312982751
ACH-001197,-1.905434836511405
ACH-001205,-1.2612203568281346
ACH-001211,-1.188677994271446
ACH-001212,-1.271497270381296
ACH-001228,-1.7389955087910165
ACH-001232,-1.2569020518694412
ACH-001239,-1.42065228515672
ACH-001270,-1.557525413170624
ACH-001274,-1.4419992060099622
ACH-001275,-1.5067727672269364
ACH-001277,-1.6978194499950274
ACH-001278,-1.8607324186189576
ACH-001280,-1.5945328847402682
ACH-001283,-1.531240059432141
ACH-001289,-1.5832068191200432
ACH-001300,-1.5207902968392153
ACH-001301,-1.2249294157445834
ACH-001302,-1.2494186506874665
ACH-001306,-1.4697559414622678
ACH-001318,-1.623349582167216
ACH-001322,-1.240376686210216
ACH-001328,-1.48747381881131
ACH-001332,-1.4423182420008038
ACH-001336,-1.4421432631999471
ACH-001346,-1.6403294499382288
ACH-001353,-1.5250126540631241
ACH-001354,-1.3984989095356957
ACH-001367,-1.4588207712696866
ACH-001368,-1.3666041673518865
ACH-001374,-1.91489598030296
ACH-001377,-1.303494689209319
ACH-001380,-1.4444305308674912
ACH-001391,-1.6619598201059758
ACH-001408,-1.6194960219274954
ACH-001430,-1.5147948071518924
ACH-001431,-1.569142106360179
ACH-001450,-1.4190952386583782
ACH-001496,-1.8029951598015423
ACH-001500,-1.430318300974068
ACH-001523,-1.8915355529680744
ACH-001532,-1.3315586617039958
ACH-001550,-1.7322585040917455
ACH-001552,-1.5649137494988372
ACH-001554,-1.7410580381779792
ACH-001654,-1.8378343033296067
ACH-001735,-1.6065014613286133
ACH-001736,-1.5085110411694205
ACH-001737,-1.3429762947595518
ACH-001740,-1.8645009449563164
ACH-001745,-1.5717085751757152
ACH-001765,-1.4556447569783126
