,SECISBP2 (79048)
ACH-000004,-0.011152051847424422
ACH-000005,-0.15927285421072648
ACH-000007,-0.06688804841524566
ACH-000009,-0.10542796725463804
ACH-000011,-0.13983278756602358
ACH-000012,-0.1738882393281146
ACH-000013,-0.28536387301296484
ACH-000014,-0.14895698479195518
ACH-000015,-0.1816469120821701
ACH-000017,-0.1013273786229884
ACH-000018,-0.07673878343363429
ACH-000019,0.10402615822953484
ACH-000021,-0.6059345379218399
ACH-000022,-0.0737874721284146
ACH-000025,-0.1202457032405954
ACH-000028,-0.07100285813434318
ACH-000030,-0.03958198453989268
ACH-000035,-0.21589080466098454
ACH-000036,-0.1720268634981342
ACH-000037,-0.3501637911812222
ACH-000039,-0.08524266268528367
ACH-000040,-0.14055733057444544
ACH-000041,-0.3659425289270967
ACH-000042,-0.06340822118110932
ACH-000045,-0.19564010630483408
ACH-000047,-0.2960878426234166
ACH-000052,-0.2752130470114308
ACH-000053,-0.2554509150264382
ACH-000054,-0.2966438254806956
ACH-000055,-0.2759261046910518
ACH-000060,0.16018683934387098
ACH-000067,-0.02761139352173753
ACH-000070,-0.2933283624387813
ACH-000075,-0.09028135998216276
ACH-000078,-0.045342710248995916
ACH-000082,-0.32419581287451915
ACH-000085,-0.2092015283734649
ACH-000086,-0.051053512783164716
ACH-000087,-0.1874536587918821
ACH-000092,0.1239897530569624
ACH-000095,-0.18257236700198448
ACH-000097,0.02420931207159476
ACH-000098,-0.06514899931834299
ACH-000099,-0.0126642976051236
ACH-000108,-0.004445056306873797
ACH-000113,-0.13868194101878695
ACH-000116,-0.17987562743907945
ACH-000118,-0.02973432384292108
ACH-000120,-0.2174737821963964
ACH-000123,-0.3098609728699349
ACH-000127,-0.1143352015978251
ACH-000128,-0.1327543563881157
ACH-000132,-0.27538575240165714
ACH-000133,-0.12366120832982935
ACH-000137,-0.3496297001500055
ACH-000138,-0.19620449448328456
ACH-000142,0.01965257880293906
ACH-000143,-0.06404526830834291
ACH-000146,-0.12709055477157755
ACH-000148,-0.1840509115045865
ACH-000150,-0.32358864147786864
ACH-000152,-0.31629304064414765
ACH-000153,0.02097223381251153
ACH-000159,-0.3986311827937389
ACH-000160,0.00736180528596638
ACH-000163,-0.2827934373979777
ACH-000167,-0.3824120261636769
ACH-000168,-0.4176989761441512
ACH-000169,-0.15257383083653767
ACH-000178,-0.09634458722201046
ACH-000183,-0.1983183551168664
ACH-000188,-0.054347754693778894
ACH-000189,-0.2968562980760313
ACH-000190,-0.20272517448167185
ACH-000198,-0.2277931247871188
ACH-000203,-0.3805662793025203
ACH-000204,-0.15145698898129664
ACH-000206,-0.10727143152552353
ACH-000207,0.14421581724902308
ACH-000208,-0.14550031129981242
ACH-000210,0.08246955444490815
ACH-000211,-0.13291355811158195
ACH-000215,-0.08891750924127295
ACH-000221,-0.2806705532740251
ACH-000222,-0.13772118960124988
ACH-000223,-0.1784139963109296
ACH-000226,-0.17188435964594914
ACH-000227,-0.22650223304080336
ACH-000228,-0.096213481209021
ACH-000231,-0.059824684408075625
ACH-000232,0.060405661250529374
ACH-000233,-0.1635803805641815
ACH-000234,-0.2827393597837991
ACH-000235,-0.14975457644805906
ACH-000237,-0.007947724336125195
ACH-000238,-0.1053504527130622
ACH-000242,0.01143374895416227
ACH-000243,-0.07837379617823079
ACH-000244,-0.17408855313411062
ACH-000246,-0.2348364002663093
ACH-000248,-0.13330021903698533
ACH-000250,-0.15159383099537793
ACH-000251,-0.10765544070986248
ACH-000252,0.14536363662216018
ACH-000253,-0.027286321979418826
ACH-000255,-0.21081074513245768
ACH-000256,-0.1012885747679806
ACH-000257,-0.051086389170679626
ACH-000258,-0.06990218247367871
ACH-000259,-0.324108372328509
ACH-000260,-0.1543298119160592
ACH-000261,-0.2475016649468993
ACH-000262,-0.16474707877826106
ACH-000263,-0.12915519686878288
ACH-000264,-0.11973801433219255
ACH-000265,-0.2960874155000024
ACH-000266,-0.3547024308071089
ACH-000272,-0.19857891024661986
ACH-000274,-0.09474651109729684
ACH-000277,-0.012691427419999743
ACH-000278,-0.10260953526014993
ACH-000279,-0.06419941880800102
ACH-000280,-0.05608573172814844
ACH-000281,-0.21127625532282368
ACH-000288,-0.003617293749218061
ACH-000291,-0.08080289686650045
ACH-000293,-0.2474693885434673
ACH-000294,-0.28730049855901313
ACH-000295,-0.047838488443277566
ACH-000296,0.1244399691516864
ACH-000302,-0.24138988596338015
ACH-000304,0.002382802717060104
ACH-000307,-0.11220308273682328
ACH-000308,-0.4106634786425359
ACH-000310,-0.04092673836845565
ACH-000311,0.09416619284027576
ACH-000312,-0.031076382961475173
ACH-000315,-0.3488297085726797
ACH-000316,-0.16919699915183015
ACH-000317,-0.17885842439801966
ACH-000318,0.06466412161236812
ACH-000319,-0.2290704904944753
ACH-000320,-0.08595018867987747
ACH-000322,-0.21634018323849344
ACH-000323,-0.4522616544508706
ACH-000324,-0.07093993351780865
ACH-000329,-0.11460619300378705
ACH-000330,-0.08983017833693209
ACH-000331,-0.08003058664064101
ACH-000332,0.038321822789613186
ACH-000334,-0.019460747425870586
ACH-000335,0.019249866329598717
ACH-000336,0.21801593439273906
ACH-000337,-0.1847919171822586
ACH-000338,-0.4821364621233222
ACH-000339,-0.2897645664221651
ACH-000341,-0.060761176941670325
ACH-000348,-0.2450098783370333
ACH-000350,0.11349538473983188
ACH-000352,0.08830483079652628
ACH-000356,-0.08388361317919693
ACH-000361,-0.15520701644832202
