,CAB39L (81617)
ACH-000004,0.09631477292294667
ACH-000005,0.04746884480348062
ACH-000007,0.13652113946248318
ACH-000009,0.22219939314432616
ACH-000011,0.0823359445013667
ACH-000012,0.04419527124673875
ACH-000013,0.020772796942566073
ACH-000014,0.0693137020370273
ACH-000015,0.01860612144123133
ACH-000017,0.0804909910589984
ACH-000018,0.09898323825063536
ACH-000019,0.19791580664149952
ACH-000021,-0.00798960453412592
ACH-000022,0.0706449429657743
ACH-000025,0.12817307315022558
ACH-000028,0.12351970820109667
ACH-000030,0.123491752332452
ACH-000035,0.043680652472028784
ACH-000036,0.13719253295735848
ACH-000037,0.16869975754049826
ACH-000039,0.05812388791100094
ACH-000040,0.07165676728886787
ACH-000041,0.05590198956653387
ACH-000042,0.011722705564750585
ACH-000045,0.19336519036032132
ACH-000047,0.14008644879220938
ACH-000052,0.26780525505664377
ACH-000053,0.08231237935440443
ACH-000054,0.04910522995634799
ACH-000055,0.3112361422395121
ACH-000060,0.08637461783351291
ACH-000067,0.09662532297252067
ACH-000070,0.14036063088447412
ACH-000075,-0.0622746115795946
ACH-000078,0.049994579632140095
ACH-000082,0.11640861797823662
ACH-000085,0.17211554115616706
ACH-000086,0.04744199675123557
ACH-000087,-0.012770350286193027
ACH-000092,-0.1930189029406691
ACH-000095,0.03459214585622505
ACH-000097,0.15200006534507904
ACH-000098,0.11148420569639717
ACH-000099,0.04852957029447432
ACH-000108,0.10587097922307023
ACH-000113,0.14796562191617424
ACH-000116,0.1521936471333574
ACH-000118,0.10094676372245916
ACH-000120,0.05517203767634965
ACH-000123,0.14522912482772066
ACH-000127,0.13026820030614633
ACH-000128,0.18778236404184628
ACH-000132,0.01365635287143613
ACH-000133,0.16344399603746634
ACH-000137,-0.005552856095209943
ACH-000138,0.10473684938958748
ACH-000142,0.07282057663611159
ACH-000143,0.19932567342735935
ACH-000146,0.18384188784822547
ACH-000148,0.04176976537786231
ACH-000150,0.07928414687210887
ACH-000152,0.052950694471352186
ACH-000153,0.30022738050199066
ACH-000159,0.012319846968593322
ACH-000160,0.09539645469221833
ACH-000163,0.1396535080541248
ACH-000167,-0.014007473042297993
ACH-000168,0.2082403803992013
ACH-000169,0.12629155485699092
ACH-000178,0.1308793265088643
ACH-000183,0.14957139521085686
ACH-000188,0.1723979879691265
ACH-000189,0.2764144106558107
ACH-000190,0.08936935926404597
ACH-000198,0.04192035329371346
ACH-000203,-0.11764223591864785
ACH-000204,0.027382666836096064
ACH-000206,0.1517762427876747
ACH-000207,0.11123363926101204
ACH-000208,0.26116900043532626
ACH-000210,0.4119922529251359
ACH-000211,0.16131489995978224
ACH-000215,0.14175259569413606
ACH-000221,0.06174399580853788
ACH-000222,0.1987746544325278
ACH-000223,-0.016868840279774845
ACH-000226,0.1619540685257636
ACH-000227,0.04766882577788135
ACH-000228,0.05412912567028482
ACH-000231,0.0925059813698514
ACH-000232,-0.0030673606313102674
ACH-000233,-0.0009104217258085508
ACH-000234,0.11653800071760215
ACH-000235,0.0690271843201665
ACH-000237,0.10458669736289453
ACH-000238,0.09795193231366316
ACH-000242,0.0984463529764191
ACH-000243,0.14043045134899962
ACH-000244,0.11250220682516024
ACH-000246,0.0493129131739206
ACH-000248,0.09113539487828712
ACH-000250,0.06136594928491599
ACH-000251,-0.007361913584223587
ACH-000252,0.07446820845682113
ACH-000253,0.10058785992916493
ACH-000255,0.10327777941976234
ACH-000256,0.1005624194054825
ACH-000257,0.15422644538753388
ACH-000258,-0.020023857395493498
ACH-000259,0.11152606613560934
ACH-000260,0.08665914393741672
ACH-000261,0.0942740648739674
ACH-000262,-0.0661237086895198
ACH-000263,-0.17216538846619425
ACH-000264,0.018858849002310583
ACH-000265,0.051913649176523725
ACH-000266,0.06675883035206756
ACH-000272,0.11548406701458905
ACH-000274,0.01715035930821872
ACH-000277,0.10359716997050854
ACH-000278,0.12355838308757895
ACH-000279,0.1208518018686892
ACH-000280,0.021592186948255473
ACH-000281,0.07907452326358475
ACH-000288,0.03992170117243625
ACH-000291,0.09065770056148688
ACH-000293,0.05575749812129795
ACH-000294,0.07616722346961129
ACH-000295,0.05888341060735796
ACH-000296,0.10007552799693588
ACH-000302,0.08626179202414867
ACH-000304,0.028977724896714664
ACH-000307,0.10210164596051573
ACH-000308,0.03699310824012588
ACH-000310,-0.015837599765686446
ACH-000311,0.04251239687412183
ACH-000312,0.14829949565223485
ACH-000315,0.16398127032174795
ACH-000316,0.13110609590364258
ACH-000317,0.05384962086707453
ACH-000318,0.11649333512127613
ACH-000319,0.10604799254172118
ACH-000320,0.27438021559767
