,ARG1 (383)
ACH-000004,0.1969490330994304
ACH-000005,0.2039328647168076
ACH-000007,-0.028949291430958007
ACH-000009,0.02967286502465014
ACH-000011,-0.02568319499559266
ACH-000012,0.22218581536867904
ACH-000013,0.08718460286041622
ACH-000014,-0.02267688729365088
ACH-000015,0.25213178762486954
ACH-000017,0.012872118505491076
ACH-000018,0.1168859579257988
ACH-000019,0.18985549049460285
ACH-000021,0.004847410075323714
ACH-000022,0.08645744996868374
ACH-000025,0.04780041128209355
ACH-000028,0.12422384749919585
ACH-000030,0.09802642199235037
ACH-000035,0.0627231502618304
ACH-000036,0.046296069695081904
ACH-000037,0.16544784874147994
ACH-000039,0.17952864250448666
ACH-000040,0.15854032937669787
ACH-000041,-0.006166149515513479
ACH-000042,0.0908553666456034
ACH-000045,0.15045759099559014
ACH-000047,0.14673927280727478
ACH-000052,0.2260865454424939
ACH-000053,0.07316289230887936
ACH-000054,0.11622811187034365
ACH-000055,0.15688128596137504
ACH-000060,-0.01563475508471046
ACH-000067,0.14181791794053095
ACH-000070,0.26278288823682594
ACH-000075,0.27928007285359263
ACH-000078,0.12572168239643855
ACH-000082,0.09965845998509901
ACH-000085,0.17542598378979082
ACH-000086,0.08676638139476778
ACH-000087,-0.017561907700160462
ACH-000092,0.13049947343882282
ACH-000095,0.15667860387918658
ACH-000097,0.10368566889359307
ACH-000098,0.0930249353459798
ACH-000099,0.2275029528952428
ACH-000108,0.14094184808110544
ACH-000113,0.039673249241056883
ACH-000116,0.20968181769787947
ACH-000118,0.10780831464162466
ACH-000120,0.06469425219814763
ACH-000123,0.0963676295150834
ACH-000127,0.18297398388742245
ACH-000128,0.1065704010867758
ACH-000132,-0.0232377590375861
ACH-000133,0.17470902995362456
ACH-000137,0.028199265951068555
ACH-000138,0.07665556822921768
ACH-000142,0.06110925325687416
ACH-000143,0.235896485246728
ACH-000146,0.1677317971052204
ACH-000148,0.2197015309446053
ACH-000150,0.1930533678758636
ACH-000152,0.10867577777926248
ACH-000153,0.2580335781588949
ACH-000159,0.1466289732808312
ACH-000160,0.08314217021191192
ACH-000163,0.1183486225478689
ACH-000167,-0.04770062406744231
ACH-000168,0.14973742388534414
ACH-000169,0.10032647578245912
ACH-000178,0.16384343042293398
ACH-000183,0.1539155660279873
ACH-000188,0.16909334491253894
ACH-000189,-0.012368203081519155
ACH-000190,0.23529698994074044
ACH-000198,0.11728202673043164
ACH-000203,0.2536367618532018
ACH-000204,-0.022944496515878047
ACH-000206,0.19460887926272408
ACH-000207,0.30428150256014913
ACH-000208,0.14083998032997885
ACH-000210,0.17165592216459266
ACH-000211,0.11324996315129447
ACH-000215,0.05213525729809857
ACH-000221,-0.0026529933318073552
ACH-000222,-0.013127067683285013
ACH-000223,0.18210643719134645
ACH-000226,0.15549156340158204
ACH-000227,0.14911934030066626
ACH-000228,0.17213149249104573
ACH-000231,0.14824635472537553
ACH-000232,0.12933411058026334
ACH-000233,0.1175581233173394
ACH-000234,0.0074846480038034905
ACH-000235,0.08183191819170432
ACH-000237,0.1349882974926332
ACH-000238,0.021714496229749514
ACH-000242,0.1103596661996413
ACH-000243,0.1281780060622982
ACH-000244,0.14999311506411536
ACH-000246,0.07386920362694539
ACH-000248,0.00831405885551751
ACH-000250,0.09886140762724233
ACH-000251,0.33171927507183263
ACH-000252,0.1695227921748802
ACH-000253,0.13760394557141978
ACH-000255,0.05338959129056211
ACH-000256,0.21254288100527546
