,RTL1 (388015)
ACH-000658,-0.1861685020510888
ACH-000661,-0.11963829534242243
ACH-000662,-0.4108750081075215
ACH-000663,0.03373738452300349
ACH-000665,-0.00479674010703429
ACH-000671,-0.15267618221225904
ACH-000672,0.03342831411527333
ACH-000673,-0.011105405422548698
ACH-000676,-0.08864819178196738
ACH-000677,-0.11356788794605745
ACH-000681,-0.09795857038162456
ACH-000683,-0.026437783644298968
ACH-000684,-0.10867494390398684
ACH-000688,0.13962196111332814
ACH-000693,0.02057484585632537
ACH-000694,-0.11780344456811845
ACH-000695,-0.3766933922730745
ACH-000696,-0.11885026370052106
ACH-000697,-0.31103639018843154
ACH-000699,-0.05854358504764533
ACH-000701,-0.18577007069766666
ACH-000706,-0.09285100124646728
ACH-000711,-0.07286183922411386
ACH-000713,0.031146128526083432
ACH-000714,0.00913927462331716
ACH-000718,-0.01064666198176312
ACH-000720,-0.03510548111279185
ACH-000721,-0.039223803594126916
ACH-000724,0.014116157989126727
ACH-000725,0.0541177157144242
ACH-000732,0.12212367500174713
ACH-000734,-0.11153756209516567
ACH-000735,-0.035637963645310126
ACH-000736,-0.009777140709843405
ACH-000738,-0.10524817172175023
ACH-000746,-0.05318824092225854
ACH-000747,0.02346294601310113
ACH-000748,0.0025130378443729714
ACH-000753,0.029952205950977792
ACH-000756,-0.15454469512852256
ACH-000757,0.033833963532742574
ACH-000758,0.17767429972881707
ACH-000760,-0.01938093353998856
ACH-000762,-0.06419154960707353
ACH-000763,0.0294560212404309
ACH-000764,-0.2417132529349021
ACH-000765,-0.04583577555476117
ACH-000766,0.032207571653355416
ACH-000767,-0.047257589875021336
ACH-000768,0.03529882145677706
ACH-000769,-0.12362972082519108
ACH-000770,-0.08179533664651177
ACH-000771,0.03958320489572989
ACH-000773,-0.06356481505952785
ACH-000776,-0.11033864957845146
ACH-000777,-0.1349857547172743
ACH-000778,0.02137145996476905
ACH-000781,-0.09120620390217217
ACH-000782,-0.16991456648193873
ACH-000783,-0.007402530603630072
ACH-000784,-0.011383653349777176
ACH-000785,-0.13330571776258268
ACH-000787,-0.08777818678537952
ACH-000788,-0.03701625192902937
ACH-000791,-0.07547285922299594
ACH-000792,-0.011505668876877337
ACH-000794,-0.1617417916097988
ACH-000796,-0.1944851010554376
ACH-000798,0.1341810113740529
ACH-000799,0.07201116525243498
ACH-000800,-0.02387870955756495
ACH-000802,-0.05714475718802416
ACH-000804,-0.1403491325287253
ACH-000805,0.02248308155310782
ACH-000809,0.040972616364744835
ACH-000810,-0.5248987444905209
ACH-000811,-0.015549163164407347
ACH-000817,-0.06373324442113586
ACH-000819,-0.0841520836852797
ACH-000820,-0.3108860414594676
ACH-000821,-0.13507328569724045
ACH-000822,-0.07249723072796813
ACH-000823,-0.056153227205383724
ACH-000824,-0.0542389841641671
ACH-000827,0.02019248755684385
ACH-000829,-0.10371187897741237
ACH-000831,-0.027313157301343958
ACH-000832,-0.043594923501770064
ACH-000833,-0.108357148198334
ACH-000834,0.02906789098126125
ACH-000835,-0.17190770458516086
ACH-000836,-0.0978666597102628
ACH-000837,0.02869633746857108
ACH-000838,-0.16954893320291467
ACH-000839,0.07047567094252725
ACH-000840,0.08057771883612153
ACH-000841,-0.05222770247304532
ACH-000843,0.13050652892061085
ACH-000846,-0.1124969303298165
ACH-000847,-0.18073027387860735
ACH-000848,0.0822926663529016
ACH-000849,-0.0494772463486922
ACH-000851,-0.032849941729694625
ACH-000855,0.038343371991220385
ACH-000856,-0.05579966652967417
ACH-000858,-0.17845818931362514
ACH-000859,-0.11722958719411948
ACH-000861,-0.04746549830725754
ACH-000862,-0.1946543419494173
ACH-000865,-0.038661480850541184
ACH-000866,-0.08171266976661806
ACH-000867,-0.02150043198773147
ACH-000869,-0.12526491263872774
ACH-000872,-0.0005170438160320937
ACH-000873,-0.02414756792459775
ACH-000876,-0.057261675326653175
ACH-000878,-0.03625626969467412
ACH-000880,-0.07061909470941312
ACH-000881,0.05022663440054298
ACH-000882,-0.008648126951186701
ACH-000884,-0.047901569517487134
ACH-000885,-0.10646125338485676
ACH-000887,-0.06407546784402142
ACH-000889,-0.25793321333486685
ACH-000896,-0.09434111151435272
ACH-000898,0.02357382619475726
ACH-000900,0.0586600613879117
ACH-000901,-0.11748942931333467
ACH-000905,-0.13054286559098674
ACH-000906,-0.018569478350317685
ACH-000907,-0.2248857724249202
ACH-000910,-0.10485314632545968
ACH-000911,0.07883459974298603
ACH-000912,-0.08181827524847576
ACH-000913,-0.05200424470043804
ACH-000915,0.0095250168901191
ACH-000916,-0.44948996010270903
ACH-000917,-0.13457487871540955
ACH-000920,0.057429434245759414
ACH-000921,-0.0642938943990348
ACH-000924,-0.09243548544899206
ACH-000926,-0.11353897268833507
ACH-000928,0.1396130076961026
ACH-000929,-0.03482382637382279
ACH-000932,-0.0919415470023904
ACH-000935,-0.24638131953621845
ACH-000936,-0.03989763240799979
ACH-000937,-0.21227973862504665
ACH-000938,-0.2031394008266197
ACH-000939,-0.08347939891611537
ACH-000941,0.014605839798363638
ACH-000943,-0.02349307049950344
ACH-000946,0.04562315108852187
ACH-000947,-0.10370182442860754
ACH-000948,0.02522669670137615
ACH-000950,0.03240430188523613
ACH-000953,-0.3289722964398022
ACH-000954,-0.4145011903856243
ACH-000957,0.061125357785501135
ACH-000958,-0.2084122486413623
ACH-000960,0.07155981359038759
ACH-000963,0.04923201759473594
ACH-000968,-0.20734024631233694
ACH-000969,-0.11177051928053523
ACH-000972,-0.009313935970364921
ACH-000973,-0.14138878784270442
ACH-000974,0.002917486169154082
ACH-000978,0.5858886786702776
ACH-000984,-0.03384960163903495
ACH-000986,-0.047380769784177136
ACH-000988,-0.051740963381788886
ACH-000993,-0.039075340497111886
ACH-000994,0.18459004480631316
ACH-000996,0.0625179207243698
ACH-001001,-0.17615080343929262
ACH-001020,-0.038254843350653316
ACH-001028,-0.10605341626062742
ACH-001031,-0.009037659023483777
ACH-001038,-0.10727697307163037
ACH-001048,-0.05022871135302411
ACH-001050,-0.23338841798951496
ACH-001053,0.05564973655425464
ACH-001054,-0.09431464768006452
ACH-001061,-0.06828312498793826
ACH-001067,-0.09048007263077004
ACH-001075,-0.2144004783915613
ACH-001096,-0.22134538646193025
ACH-001111,-0.16681026148923794
ACH-001119,-0.1897312744217782
ACH-001128,-0.1454754498530457
ACH-001134,-0.034106895487092816
ACH-001151,-0.058190513890193724
ACH-001163,-0.022662457527156663
ACH-001164,0.00488458768092679
ACH-001183,-0.117347697181099
ACH-001192,-0.1219401414137768
ACH-001193,-0.015263698833655682
ACH-001196,-0.00873953258457345
ACH-001197,-0.1553121046303046
ACH-001205,-0.009505087370001494
ACH-001211,-0.029039686955688118
ACH-001212,-0.2489434909022917
ACH-001228,0.03538189900274931
ACH-001232,0.06534777827671655
ACH-001239,-0.06069833905167241
ACH-001270,-0.12726024883533374
ACH-001274,0.10102533392111443
ACH-001275,-0.1596680952739744
ACH-001277,-0.05413726187676707
ACH-001278,0.03779437833368597
ACH-001280,-0.11396346891636755
ACH-001283,-0.00981841688724373
ACH-001289,0.0015404662069358858
ACH-001300,-0.11884433705541032
ACH-001301,0.04581474787873159
ACH-001302,-0.3574421138442027
ACH-001306,0.06029136978867158
ACH-001318,0.017752834520251105
ACH-001322,0.18826772437867864
ACH-001328,0.032691672952832214
ACH-001332,-0.2472894853118465
ACH-001336,-0.1758701727451689
ACH-001346,-0.03663181241251322
ACH-001353,-0.008013184364062363
ACH-001354,-0.08785884185766415
ACH-001367,0.1314522957217872
ACH-001368,-0.1281837109178783
ACH-001374,0.22035437681635028
ACH-001377,-0.11387300132832245
ACH-001380,-0.10292556151062557
ACH-001391,-0.092804677964927
ACH-001408,-0.056880330485451165
ACH-001430,-0.014856464855095324
ACH-001431,-0.2108570926193012
ACH-001450,-0.19797533748068627
ACH-001496,-0.11483527067822975
ACH-001500,-0.08723877661755594
ACH-001523,-0.02752884323229083
ACH-001532,-0.07756293979383383
ACH-001550,-0.2428711026945256
ACH-001552,-0.2734830036726587
ACH-001554,-0.11858819312808967
ACH-001654,-0.09699842775460046
ACH-001735,-0.045134327922466654
ACH-001736,-0.0300904367411714
ACH-001737,-0.046487992533380464
ACH-001740,-0.17383011371890736
ACH-001745,-0.09014975891172727
ACH-001765,-0.08429040109093525
