,GRK6 (2870)
ACH-000004,-0.10935795549220843
ACH-000005,-0.15037895833247988
ACH-000007,0.002353224991994977
ACH-000009,0.0018986590300140048
ACH-000011,-0.047630080618683374
ACH-000012,-0.17417596074560532
ACH-000013,-0.12227670133073686
ACH-000014,-0.060943074230336375
ACH-000015,-0.1294506748782445
ACH-000017,-0.4491738703942333
ACH-000018,-0.3352684781129789
ACH-000019,-0.0997868826639996
ACH-000021,-0.2498832786944757
ACH-000022,-0.2011242807871328
ACH-000025,-0.06287382272701024
ACH-000028,-0.03249426097274497
ACH-000030,0.04998571427123128
ACH-000035,-0.046562590517579966
ACH-000036,-0.11974213405910847
ACH-000037,-0.03643185065310757
ACH-000039,-0.0900498359098774
ACH-000040,-0.040550021377651735
ACH-000041,0.03189948753395532
ACH-000042,-0.120839552140438
ACH-000045,-0.0077080272519837656
ACH-000047,-0.18467576252702592
ACH-000052,0.03379744609410888
ACH-000053,0.00943931322407689
ACH-000054,-0.050502059216897086
ACH-000055,-0.23510717812662205
ACH-000060,-0.10882722681251723
ACH-000067,-0.0905040394279482
ACH-000070,0.1107101324191411
ACH-000075,-0.009313781481780236
ACH-000078,0.004324890945373752
ACH-000082,-0.06055316626684181
ACH-000085,-0.3566155026945329
ACH-000086,0.006387466464164167
ACH-000087,-0.08186214043003726
ACH-000092,-0.16463570441356562
ACH-000095,-0.010228751072804432
ACH-000097,-0.2738704244822027
ACH-000098,-0.08029619422073223
ACH-000099,-0.057148359738510374
ACH-000108,-0.0976512458755601
ACH-000113,-0.04020513903707697
ACH-000116,-0.034338902713706085
ACH-000118,-0.15902189583580184
ACH-000120,0.05160836336460777
ACH-000123,-0.0654624525629672
ACH-000127,-0.06424345466843198
ACH-000128,-0.2575887657301921
ACH-000132,-0.03051672649955932
ACH-000133,-0.13784693794077044
ACH-000137,0.16691625506594304
ACH-000138,-0.1145619237916906
ACH-000142,-0.2396461689261768
ACH-000143,-0.2455689320533552
ACH-000146,-0.07186060418713203
ACH-000148,-0.1359430305705082
ACH-000150,-0.26621289113605945
ACH-000152,-0.08753013838184122
ACH-000153,0.0513093235927255
ACH-000159,-0.12696895023949367
ACH-000160,0.040641730674967576
ACH-000163,-0.04414812397296716
ACH-000167,-0.09686100632461868
ACH-000168,-0.005379424232566153
ACH-000169,-0.06291086241711215
ACH-000178,-0.05789400288420887
ACH-000183,0.07985654281692697
ACH-000188,-0.07362476325346151
ACH-000189,-0.054412551758160614
ACH-000190,-0.07055998651910024
ACH-000198,-0.18101809600806876
ACH-000203,-0.5641111718795504
ACH-000204,0.036317527933759884
ACH-000206,-0.11619739194885327
ACH-000207,-0.1623805848292461
ACH-000208,0.06493265159133009
ACH-000210,0.0019493221333459789
ACH-000211,-0.1952584026008294
ACH-000215,-0.11309366966025144
ACH-000221,-0.06649652832908695
ACH-000222,-0.27972983805175883
ACH-000223,-0.062157358727169966
ACH-000226,-0.0455649078111309
ACH-000227,0.02773350668041796
ACH-000228,-0.16646865415274714
ACH-000231,-0.03893322769789094
ACH-000232,-0.14845238878852007
ACH-000233,-0.12714375485217402
ACH-000234,-0.18764065439435354
ACH-000235,-0.09893778598528298
ACH-000237,-0.09817418407474758
ACH-000238,-0.22574439130164645
ACH-000242,-0.1785113251747006
ACH-000243,-0.1361905268106402
ACH-000244,-0.12191112096744135
ACH-000246,-0.15351897345633084
ACH-000248,-0.14259404555593996
ACH-000250,-0.1965808336582906
ACH-000251,0.043971343802396166
ACH-000252,-0.05753928381684175
ACH-000253,-0.134242162634304
ACH-000255,-0.10512922895581683
ACH-000256,-0.08329859779236129
ACH-000257,-0.06885100221856859
ACH-000258,-0.03399729146785632
ACH-000259,-0.21211470577024485
ACH-000260,-0.10057042342630736
ACH-000261,-0.13784451709938092
ACH-000262,-0.6181818390328334
ACH-000263,-0.08583741787604471
ACH-000264,-0.06987178659333168
ACH-000265,-0.1864482613488777
ACH-000266,-0.18389148637949976
ACH-000272,-0.0454932115618048
ACH-000274,0.043230498077386166
ACH-000277,-0.050106639409979885
ACH-000278,-0.07621269395889907
ACH-000279,-0.12797460292613633
ACH-000280,0.013369852197147493
ACH-000281,-0.3363081158417674
ACH-000288,-0.17454593709786534
ACH-000291,-0.224016793205522
ACH-000293,-0.11267465057696513
ACH-000294,0.014354343085978096
ACH-000295,-0.0008628277128850355
ACH-000296,0.20305137750400065
ACH-000302,-0.1172321056489539
ACH-000304,0.11899044835356122
ACH-000307,-0.05170549447519643
ACH-000308,-0.07940284809896096
ACH-000310,-0.15162964891603845
ACH-000311,-0.27805586237760144
ACH-000312,-0.2851251228538996
ACH-000315,-0.0044279780178742
ACH-000316,-0.013422926855343818
ACH-000317,-0.14683887994159814
ACH-000318,-0.033688811006288163
ACH-000319,-0.1336180152203823
ACH-000320,-0.29168277383013624
ACH-000322,-0.1640172763734718
ACH-000323,-0.08736832835970941
ACH-000324,-0.10049505798385208
ACH-000329,-0.3453179008046826
ACH-000330,-0.2735288922471382
ACH-000331,-0.01917795379831421
ACH-000332,-0.1813937294414749
ACH-000334,0.07138818931214548
ACH-000335,-0.05358526786850161
ACH-000336,-0.010414240688274859
ACH-000337,0.06156077222540179
ACH-000338,-0.06905941943254623
ACH-000339,-0.13778657223819565
ACH-000341,-0.2406384286800078
ACH-000348,-0.21878422917108986
ACH-000350,-0.20707329249112266
ACH-000352,-0.04633668161144902
ACH-000356,-0.233320386273804
ACH-000361,-0.2749542244107934
ACH-000362,-0.029367670752653893
ACH-000363,-0.020844887151410918
ACH-000364,0.03777346679787832
