,FANCF (2188)
ACH-000521,-0.5625867629336764
ACH-000522,-0.37672890309907503
ACH-000524,-0.2680222729227537
ACH-000527,-0.3125100458756909
ACH-000528,-0.7235544632909903
ACH-000537,-0.4735157325151053
ACH-000541,-0.21465184410816326
ACH-000542,-0.3880162176902491
ACH-000544,-0.42842394496194347
ACH-000545,-0.31455792338067484
ACH-000547,-0.5176250992322879
ACH-000548,-0.4157392216905849
ACH-000549,-0.4117998981805141
ACH-000550,-0.44201774658244
ACH-000552,-0.20907756635931216
ACH-000556,-0.2964640845590953
ACH-000557,-0.28100429152361245
ACH-000569,-0.04783233014974053
ACH-000570,-0.12735319610004406
ACH-000571,-0.3658727217089063
ACH-000573,-0.4190471543793046
ACH-000576,0.0555486662375503
ACH-000579,-0.30180051169289834
ACH-000580,-0.4616857236134774
ACH-000584,-1.07298354545089
ACH-000585,-0.29659623967733645
ACH-000588,-0.4212114798858334
ACH-000589,-0.4901446088143528
ACH-000591,-0.3364983194663309
ACH-000593,-0.24194198861030786
ACH-000600,-0.4875457277566762
ACH-000601,-0.19709109962674226
ACH-000605,-0.3230490679890005
ACH-000606,-0.21131384957441698
ACH-000608,-0.4182086043740825
ACH-000614,-0.4384346465790571
ACH-000616,-0.5554571834216481
ACH-000618,-0.3687732675099117
ACH-000619,-0.2297172437273278
ACH-000620,-0.32848022011905953
ACH-000621,-0.2855793626898423
ACH-000622,-0.4514165449289428
ACH-000623,-0.3359320281587089
ACH-000624,-0.4359964392394324
ACH-000627,-0.3989906412999154
ACH-000630,-0.24496616021773404
ACH-000631,-0.461139157589173
ACH-000632,-0.2177705677597648
ACH-000633,-0.40467384791462707
ACH-000637,-0.3212653661352431
ACH-000638,-0.3465079696424555
ACH-000646,-0.4580314578984346
ACH-000647,-0.3001810034182294
ACH-000648,-0.40222465080862974
ACH-000649,-0.24381428444507286
ACH-000651,-0.10736475842593728
ACH-000652,-0.11334156279457973
ACH-000653,-0.23116768796959225
ACH-000657,-0.23804801581762974
ACH-000658,-0.2944348472375414
ACH-000661,-0.3990450476212537
ACH-000662,-0.34070562217992106
ACH-000663,-0.3318453129736628
ACH-000665,-0.371722344093244
ACH-000671,-0.2762595926401627
ACH-000672,-0.293638793777258
ACH-000673,-0.19412727859500847
ACH-000676,-0.42349542913854543
ACH-000677,-0.6253292922433364
ACH-000681,-0.1834557064876144
ACH-000683,-0.29282643790780344
ACH-000684,-0.5397579591297126
ACH-000688,-0.446458135017094
ACH-000693,-0.3777251430680933
ACH-000694,-0.28045861801216976
ACH-000695,-0.19859119255053667
ACH-000696,-0.39307413165133787
ACH-000697,-0.1446564800124516
ACH-000699,-0.297026613958857
ACH-000701,-0.2527993703730254
ACH-000706,-0.3182983319045993
ACH-000711,-0.2951644602528119
ACH-000713,-0.3713307724752961
ACH-000714,-0.19938367205225888
ACH-000718,-0.2519383945691662
ACH-000720,-0.4597002605056
ACH-000721,-0.19728304553258127
ACH-000724,-0.17579242994084113
ACH-000725,-0.1708867221977068
ACH-000732,-0.5883529352067031
ACH-000734,-0.11857011356044295
ACH-000735,-0.34014858760585265
ACH-000736,-0.2783333965538816
ACH-000738,-0.3030308989198437
ACH-000746,-0.22040633940224755
ACH-000747,-0.2478139549556835
ACH-000748,-0.4488291505683856
ACH-000753,-0.14148891020060067
ACH-000756,-0.3825221864614132
ACH-000757,-0.2081523829455795
ACH-000758,-0.6118221004081565
ACH-000760,-0.3007310699471336
ACH-000762,-0.5493104032827704
ACH-000763,-0.3296576926385464
ACH-000764,-0.2986817372868832
ACH-000765,-0.3477144643110748
ACH-000766,-0.18630384373713166
ACH-000767,-0.19272657339609786
ACH-000768,-0.6946898000698094
ACH-000769,-0.31487104773512875
ACH-000770,-0.5805730581513787
ACH-000771,-0.5160593138653816
ACH-000773,-0.4252812434071339
ACH-000776,-0.2387864681229253
ACH-000777,-0.7598627987240256
ACH-000778,-0.249534501254544
ACH-000781,-0.15058145605200693
ACH-000782,-0.8987168372395875
ACH-000783,-0.16587472085680913
ACH-000784,-0.3973471718647574
ACH-000785,-0.34349902620946304
ACH-000787,-0.3057136311625885
ACH-000788,-0.3380207116093034
ACH-000791,-0.3860958791416339
ACH-000792,-0.4276817489704733
ACH-000794,-0.3746550575408632
ACH-000796,-0.4078889646936992
ACH-000798,-0.04021743501881225
ACH-000799,-0.4018454822176277
ACH-000800,-0.13412790052843382
ACH-000802,-0.40698263140794977
ACH-000804,-0.3239102311352059
ACH-000805,-0.5820266278070715
ACH-000809,-0.3583998967330248
ACH-000810,-0.2905024934065321
ACH-000811,-0.4138505223759483
ACH-000817,-0.4767946289133056
ACH-000819,-0.26365412593974435
ACH-000820,-0.656245732902054
ACH-000821,-0.30328013078901594
ACH-000822,-0.2778985724743122
ACH-000823,-0.3212297348299093
ACH-000824,-0.2746605397219856
ACH-000827,-0.3398398322843233
ACH-000829,-0.475423353610697
ACH-000831,-0.12678744528331035
ACH-000832,-0.6860923133026459
ACH-000833,-0.485344835735639
ACH-000834,-0.7371419103746304
ACH-000835,-0.4134568829580009
ACH-000836,-0.3823090730338121
ACH-000837,-0.4070566576354208
ACH-000838,-0.2108067045527988
ACH-000839,-0.13102427491342333
ACH-000840,-0.17270963055797106
ACH-000841,-0.3006701232955664
ACH-000843,-0.3380129183220432
ACH-000846,-0.3663178613309789
ACH-000847,-0.19060025589118876
ACH-000848,-0.2717593851176301
ACH-000849,-0.2464940196103582
ACH-000851,-0.15933285924959412
ACH-000855,-0.4084359835100614
ACH-000856,-0.36027325364186563
ACH-000858,-0.28239196838531405
ACH-000859,-0.20201602234363647
ACH-000861,-0.4917544387219634
ACH-000862,-0.2669017274074605
ACH-000865,-0.4578838570978665
ACH-000866,-0.1511891885766826
ACH-000867,-0.34023812067537834
ACH-000869,-0.33950083987745755
ACH-000872,-0.4421077287627452
ACH-000873,-0.7116713972523799
ACH-000876,-0.22498063034694385
ACH-000878,-0.217979340877838
ACH-000880,-0.23342611327779994
ACH-000881,-0.3890462739194965
ACH-000882,-0.4636226478082172
ACH-000884,-0.29331577787738683
ACH-000885,-0.3076005805384853
ACH-000887,-0.2728947003430929
ACH-000889,-0.3292202886949885
ACH-000896,-0.2964394039205351
ACH-000898,-0.2275349612562556
ACH-000900,-0.4064734011775543
ACH-000901,-0.2589228086954099
ACH-000905,-0.18538862437410214
ACH-000906,-0.4302169327602763
ACH-000907,-0.6077568447332842
ACH-000910,-0.21320976383379092
ACH-000911,-0.2650716256269416
ACH-000912,-0.30128464241646424
ACH-000913,-0.14419597752488844
ACH-000915,-0.3486365750946233
ACH-000916,-0.7919570289768356
ACH-000917,-0.4275883060068003
ACH-000920,-0.2774796524977908
ACH-000921,-0.4718960838153395
ACH-000924,-0.30527917150287265
ACH-000926,-0.06540730826972592
ACH-000928,-0.3839433183976377
ACH-000929,-0.2731316075176429
ACH-000932,-0.24655727431005764
ACH-000935,-0.528508900768061
ACH-000936,-0.3216048149658109
ACH-000937,-0.3075121001361389
ACH-000938,-0.3507573842664346
ACH-000939,-0.4247831506034073
ACH-000941,-0.25646445670604506
ACH-000943,-0.4552188270814537
ACH-000946,-0.5261998308131172
ACH-000947,-0.5445455787036282
ACH-000948,-0.3718374530385716
ACH-000950,-0.4195658094003809
ACH-000953,-0.2320897081486014
ACH-000954,-0.21260264366911413
ACH-000957,-0.6523517579697145
ACH-000958,-0.21074491786243327
ACH-000960,-0.484196868002766
ACH-000963,-0.00242066408984459
ACH-000968,-0.4192053563733259
ACH-000969,-0.11516036994226594
ACH-000972,-0.3158956445267984
ACH-000973,-0.34846814347792954
ACH-000974,-0.56281082354796
ACH-000978,-0.3840534220688904
ACH-000984,-0.6181519649915996
ACH-000986,-0.13788361876372293
ACH-000988,-0.35711829216695384
ACH-000993,-0.3315992989710092
ACH-000994,-0.24201133752007745
ACH-000996,-0.22064514467882226
ACH-001001,-0.519988392354995
ACH-001020,-0.3593131102828405
ACH-001028,-0.3150925254531122
ACH-001031,-0.32529444743743663
ACH-001038,-0.3006214116443173
ACH-001048,-0.23168623144112804
ACH-001050,-0.2864596238544037
ACH-001053,-0.42000797986816907
ACH-001054,-0.5189590056743507
ACH-001061,-0.043270439670025605
ACH-001067,-0.5750710668008083
ACH-001075,-0.2965276989950642
ACH-001096,-0.5083854744659353
ACH-001111,-0.5978005333810247
ACH-001119,-0.5211316169802982
ACH-001128,-0.6945879183343238
ACH-001134,-0.4279368308425841
ACH-001151,-0.2936694302744647
ACH-001163,-0.2304505737882504
ACH-001164,-0.2308809762297433
ACH-001183,-0.7037139750056943
ACH-001192,-0.10558188031270713
ACH-001193,-0.28876061030019423
ACH-001196,0.22694496577794696
ACH-001197,-0.5382783790530108
ACH-001205,-0.3624088415466387
ACH-001211,-0.31718341456000865
ACH-001212,-0.6579674764531884
ACH-001228,-0.28988216926646554
ACH-001232,-0.5148386351850166
ACH-001239,-0.2824986447798977
ACH-001270,-0.2440879549553776
ACH-001274,-0.45532927708216603
ACH-001275,-0.2578287060631029
ACH-001277,-0.05438292227681791
ACH-001278,-0.2904677795317343
ACH-001280,-0.6608058469654062
ACH-001283,-0.1884182883512722
ACH-001289,-0.5014998151588972
ACH-001300,-0.17511006051911449
ACH-001301,-0.4600587486526386
ACH-001302,-0.16281554437050388
ACH-001306,-0.3063380486463192
ACH-001318,-0.3673913504706983
ACH-001322,-0.03393760475454239
ACH-001328,-0.2675465952842328
ACH-001332,-0.4047076819898736
ACH-001336,-0.391069918346404
ACH-001346,-0.4372876989541717
ACH-001353,-0.34215249998699776
ACH-001354,-0.7603627697967112
ACH-001367,-0.2632185908024175
ACH-001368,-0.27324766314827875
ACH-001374,-0.5104637316839465
ACH-001377,-0.3924626827701233
ACH-001380,-0.20448689430222386
ACH-001391,-0.11961786951112142
ACH-001408,-0.8830535033821896
ACH-001430,-0.317789736424446
ACH-001431,-0.19686397780994294
ACH-001450,-0.3882103371499837
ACH-001496,-0.2841228009498705
ACH-001500,-0.18259418599446486
ACH-001523,-0.5521169555518759
ACH-001532,-0.6544555099246437
ACH-001550,-0.31000493719059385
ACH-001552,-0.3443337169608868
ACH-001554,-0.3364359386290441
ACH-001654,-0.37343034551094667
ACH-001735,-0.5707106235282349
ACH-001736,-0.6387614652622979
ACH-001737,-0.2599916202567548
ACH-001740,-0.7819045668527372
ACH-001745,-0.8565749307084501
ACH-001765,-0.5822385802877789
