,SIN3B (23309)
ACH-000004,-0.17969360444829222
ACH-000005,-0.2683318409439113
ACH-000007,0.1880058975757489
ACH-000009,0.0450694177853912
ACH-000011,-0.0140509036965678
ACH-000012,0.013353971553075444
ACH-000013,0.07590764990506323
ACH-000014,0.1933607191102828
ACH-000015,-0.024353098561033036
ACH-000017,0.1406169129036212
ACH-000018,-0.16485831421263075
ACH-000019,-0.22880240720466904
ACH-000021,-0.0868792438735071
ACH-000022,-0.05945297857602293
ACH-000025,-0.10926989888113567
ACH-000028,-0.1541762328098054
ACH-000030,0.04572345638153836
ACH-000035,-0.20444822519349504
ACH-000036,0.0239653899119436
ACH-000037,0.008024081518188508
ACH-000039,-0.07622882366481781
ACH-000040,-0.01125008073254721
ACH-000041,0.17054051412395474
ACH-000042,-0.1402442282421633
ACH-000045,-0.041454775240792364
ACH-000047,-0.11631930448156945
ACH-000052,-0.14521239056999385
ACH-000053,-0.06921798725717954
ACH-000054,-0.03341392234130635
ACH-000055,-0.2549824368979963
ACH-000060,0.12328165078999336
ACH-000067,0.1447515379665944
ACH-000070,-0.12498914220345672
ACH-000075,0.0314483721169786
ACH-000078,-0.026659698781172008
ACH-000082,-0.11006597045469377
ACH-000085,-0.3622182856359691
ACH-000086,-0.10868125115938798
ACH-000087,0.08762367736154729
ACH-000092,0.06390309315108836
ACH-000095,0.10376672064631558
ACH-000097,0.10285671971634043
ACH-000098,-0.04063604184397681
ACH-000099,-0.15073919971985011
ACH-000108,0.004941733419977314
ACH-000113,-0.10601323807186656
ACH-000116,-0.00886349488596479
ACH-000118,0.04394827825988989
ACH-000120,0.14189982026920753
ACH-000123,-0.14568501148572266
ACH-000127,-0.09119224214656088
ACH-000128,-0.05163174461666485
ACH-000132,0.10829479760337138
ACH-000133,-0.09038348054228887
ACH-000137,0.07627574584238822
ACH-000138,0.03800285458859464
ACH-000142,-0.04044943082034442
ACH-000143,-0.034294871261848665
ACH-000146,0.02962789768827946
ACH-000148,0.11711248719554415
ACH-000150,0.02063717845802929
ACH-000152,0.09109860163353344
ACH-000153,-0.06288088415432891
ACH-000159,-0.020622542800832
ACH-000160,0.3536608533261768
ACH-000163,0.13281159842676266
ACH-000167,0.8631504210978229
ACH-000168,0.11089386050933772
ACH-000169,0.021228900775288474
ACH-000178,-0.3000690323318994
ACH-000183,-0.09727420781068424
ACH-000188,-0.03580051697316932
ACH-000189,0.06795922299811992
ACH-000190,0.3138111103940783
ACH-000198,-0.1509573428408626
ACH-000203,-0.0970687481201984
ACH-000204,0.1036954869239266
ACH-000206,-0.05882968319956902
ACH-000207,-0.01968633089670385
ACH-000208,-0.09825943146417856
ACH-000210,-0.02131980101310444
ACH-000211,-0.008296325459810273
ACH-000215,-0.10314028546644244
ACH-000221,-0.0304936895736262
ACH-000222,0.0400016386191006
ACH-000223,0.059230809336051626
ACH-000226,-0.20576750878148276
ACH-000227,0.04853394002824754
ACH-000228,-0.10984256441131138
ACH-000231,0.20249481065052607
ACH-000232,-0.06444221481939742
ACH-000233,-0.15781834329502673
ACH-000234,-0.014307389711645526
ACH-000235,-0.08108734172619211
ACH-000237,-0.052921023534062896
ACH-000238,0.0592338785228437
ACH-000242,0.03342061152754785
ACH-000243,0.03552852484682131
ACH-000244,0.2268937443559169
ACH-000246,0.1925185175287524
ACH-000248,-0.046114944839061166
ACH-000250,-0.11212358215966416
ACH-000251,0.012980811384177476
ACH-000252,-0.09386094234392386
ACH-000253,-0.10933342389181497
ACH-000255,-0.036838475237721394
ACH-000256,-0.07586879313804364
ACH-000257,0.11436049565929104
ACH-000258,-0.1279735532471053
ACH-000259,0.0847624247974685
ACH-000260,-0.15355735933823966
ACH-000261,0.07642134707453811
ACH-000262,0.07651231741194438
ACH-000263,-0.011098150835801415
ACH-000264,-0.005508805955746732
ACH-000265,0.13582956836163435
ACH-000266,-0.15618771751199167
ACH-000272,0.0750149056231743
ACH-000274,-0.08381875905100841
ACH-000277,0.07339379069563154
ACH-000278,0.01148181501194643
ACH-000279,0.030817111448756537
ACH-000280,0.04062209494994536
ACH-000281,-0.09204794047708513
ACH-000288,0.3371901132691426
ACH-000291,0.0866336023510153
ACH-000293,0.06179702396214664
ACH-000294,-0.1296375694472144
ACH-000295,0.3926352492999881
ACH-000296,0.0154171883249723
ACH-000302,-0.04823135760955689
ACH-000304,0.03720649926151689
ACH-000307,-0.07965249957037049
ACH-000308,0.10539035296725376
ACH-000310,0.0504812338650127
ACH-000311,-0.10292877235669412
ACH-000312,0.02136549857670982
ACH-000315,-0.2805360503419584
ACH-000316,0.05039718081419997
ACH-000317,-0.06264847063193099
ACH-000318,-0.03334439058986257
ACH-000319,0.36183087168145056
ACH-000320,0.19407427047321946
ACH-000322,-0.001545543553218087
ACH-000323,0.00456746027575104
ACH-000324,-0.02248433723408249
ACH-000329,0.15425477257046075
ACH-000330,3.367690998742629e-05
ACH-000331,0.09526488038347504
ACH-000332,-0.06648626324738764
ACH-000334,0.156309301677314
ACH-000335,-0.2984587737876789
ACH-000336,0.18096187528892724
ACH-000337,-0.3191281870484785
ACH-000338,-0.041196529735642085
ACH-000339,0.22470101594006756
ACH-000341,-0.028230709673491068
ACH-000348,0.02748647477309624
ACH-000350,-0.06508449214517566
ACH-000352,-0.01846128255567458
ACH-000356,0.02919213600391608
ACH-000361,-0.2558524242244236
ACH-000362,-0.026424078023348542
ACH-000363,-0.10700507502578367
ACH-000364,0.1233184557733796
ACH-000365,-0.017027408392734703
ACH-000366,-0.30850052415124185
ACH-000368,0.02142692143894856
ACH-000374,0.15649382423850156
ACH-000375,0.33322233636150506
ACH-000376,0.10878788689934343
ACH-000381,0.07159251321680729
ACH-000383,-0.07562726965172985
ACH-000387,-0.1365460818184222
ACH-000389,0.21437626584258934
ACH-000390,-0.17744184079478967
ACH-000393,-0.059572065189302935
ACH-000395,-0.26037939799382365
ACH-000396,-0.1275241806313432
ACH-000397,0.0976565478555908
ACH-000401,-0.14207161767182078
ACH-000402,-0.2457940549319903
ACH-000403,0.02760855577599693
ACH-000404,0.03702426798433858
ACH-000406,0.08650746439438692
ACH-000407,0.15829330244213788
ACH-000408,-0.1053019232318044
ACH-000410,0.058830499149911224
ACH-000411,-0.10831289663992144
ACH-000414,-0.06856884146268004
ACH-000415,0.002922760639231645
ACH-000416,0.0887938806595182
ACH-000420,0.1229892713080076
ACH-000421,-0.2426464216689237
ACH-000424,-0.02174543601187725
ACH-000425,0.1564994088484241
ACH-000426,-0.1562564499795
ACH-000427,0.2933111602210594
ACH-000433,-0.12542726125784484
ACH-000435,0.19892397120438948
ACH-000436,-0.2301686713022763
ACH-000444,-0.03614932368442236
ACH-000445,0.18214743926521065
ACH-000448,0.19416966998439034
ACH-000450,-0.16766637089044545
ACH-000452,-0.05376988053208675
ACH-000454,-0.21685737112880807
