,KCNJ11 (3767)
ACH-000004,0.04451625863050427
ACH-000005,-0.2939966971470381
ACH-000007,0.09383490430836908
ACH-000009,-0.01626583786341736
ACH-000011,0.006023455607727912
ACH-000012,-0.05864861571001366
ACH-000013,-0.022432337518448992
ACH-000014,-0.16299186451684394
ACH-000015,0.0004432823096011916
ACH-000017,0.03230468170947992
ACH-000018,-0.12528488245124694
ACH-000019,0.05172749146737712
ACH-000021,-0.046536952421321665
ACH-000022,0.051347001434401934
ACH-000025,-0.13926936037474838
ACH-000028,-0.03875992109549181
ACH-000030,-0.15103829429274465
ACH-000035,0.04944749258025971
ACH-000036,-0.07992523721277077
ACH-000037,-0.039562996487445455
ACH-000039,-0.23874893722175186
ACH-000040,-0.1487900416330006
ACH-000041,-0.0781181469138542
ACH-000042,-0.1282660696493622
ACH-000045,-0.06941368399170611
ACH-000047,-0.0060867538234906544
ACH-000052,-0.016639430095738098
ACH-000053,-0.04307851637673115
ACH-000054,-0.015351984347645266
ACH-000055,-0.02980576821978644
ACH-000060,-0.13934513148978664
ACH-000067,-0.07594718154413298
ACH-000070,0.2025345301403486
ACH-000075,-0.055172165695123385
ACH-000078,0.0936610045651271
ACH-000082,-0.006292454892839272
ACH-000085,-0.19211466803420293
ACH-000086,-0.05843599035263596
ACH-000087,-0.2451874045528661
ACH-000092,0.06754935021185382
ACH-000095,0.016772888037109364
ACH-000097,0.06863487207590058
ACH-000098,-0.06851773583572245
ACH-000099,-0.010378516932395759
ACH-000108,-0.01816888297448721
ACH-000113,-0.120682128914045
ACH-000116,0.06594127515012288
ACH-000118,-0.004099525777427043
ACH-000120,0.06688049942205072
ACH-000123,-0.014180653019779787
ACH-000127,-0.0007107773915600443
ACH-000128,-0.08903953598473482
ACH-000132,-0.027153082367833124
ACH-000133,0.006368020151743023
ACH-000137,-0.013179352263331306
ACH-000138,-0.041926572938038566
ACH-000142,-0.10636648461791204
ACH-000143,-0.05928311402300064
ACH-000146,-0.03933139348023462
ACH-000148,-0.04647317702904208
ACH-000150,-0.11235173842531848
ACH-000152,-0.012265067638792971
ACH-000153,0.12077612639546698
ACH-000159,-0.07621291923287897
ACH-000160,0.007170312188193995
ACH-000163,0.09879068657274093
ACH-000167,-0.11480696767708827
ACH-000168,-0.024929593683171374
ACH-000169,-0.07804864995142963
ACH-000178,-0.010618567071572556
ACH-000183,-0.030266626592018786
ACH-000188,-0.11838012897626655
ACH-000189,-0.014355632115886034
ACH-000190,-0.03020125584261098
ACH-000198,0.03186866420749103
ACH-000203,0.08137164467992378
ACH-000204,0.1406750026725221
ACH-000206,-0.0030224413047128394
ACH-000207,0.012982520056406556
ACH-000208,-0.03659537922159463
ACH-000210,-0.0904034983590351
ACH-000211,-0.025558696046281124
ACH-000215,-0.07164353980126634
ACH-000221,-0.2732417358106099
ACH-000222,-0.014917731388465152
ACH-000223,-0.05041142862746339
ACH-000226,-0.12033009321604217
ACH-000227,0.00707553935615068
ACH-000228,0.06870115224176222
ACH-000231,-0.10040119593282673
ACH-000232,-0.0679465170254181
ACH-000233,0.02490018835806649
ACH-000234,0.014571281639021688
ACH-000235,-0.01233180202166079
ACH-000237,-0.05056006180964945
ACH-000238,-0.02015100991849152
ACH-000242,-0.03786740964881045
ACH-000243,-0.01017234978481615
ACH-000244,-0.11563999028775927
ACH-000246,-0.05276092615582613
ACH-000248,0.02615900126204947
ACH-000250,-0.02391950576065839
ACH-000251,-0.241841539583828
ACH-000252,-0.1933401494290335
ACH-000253,0.10970177067125522
ACH-000255,-0.2876469922513757
ACH-000256,-0.15455240798587006
ACH-000257,-0.2589135821107277
ACH-000258,-0.04665731862296977
ACH-000259,-0.06949379885794632
ACH-000260,-0.09799483979887197
ACH-000261,0.023821343877808508
ACH-000262,-0.06958902011247378
ACH-000263,-0.14844396625926126
ACH-000264,0.03576323056248952
ACH-000265,-0.0204480157405231
ACH-000266,-0.03970359898689541
ACH-000272,-0.0013276556481694993
ACH-000274,-0.0064558387351920325
ACH-000277,0.08075686630161939
ACH-000278,0.027869550556564975
ACH-000279,-0.03798305165844339
ACH-000280,-0.04577918689095857
ACH-000281,-0.2119892621012667
ACH-000288,-0.030619863301042518
ACH-000291,0.011825291098676942
ACH-000293,-0.07876414125094952
ACH-000294,0.04463699119982285
ACH-000295,-0.03920674745998959
ACH-000296,0.1859865853491692
ACH-000302,0.0025847344818985068
ACH-000304,-0.011802124128615182
ACH-000307,-0.1100931588567452
ACH-000308,-0.05770917428483975
