,TMUB1 (83590)
ACH-000004,0.287977289604663
ACH-000005,0.15227987544642174
ACH-000007,0.2728542683778093
ACH-000009,0.047342234427255485
ACH-000011,0.017203293040799823
ACH-000012,0.20261895059081594
ACH-000013,0.2585713435095732
ACH-000014,-0.03322304931831987
ACH-000015,0.03694761609882274
ACH-000017,0.05636433553689747
ACH-000018,0.10109514821032192
ACH-000019,0.13334009507447686
ACH-000021,0.04842176881155564
ACH-000022,0.0913507814799522
ACH-000025,0.14122820923997656
ACH-000028,0.24062008898045506
ACH-000030,0.1381991776759675
ACH-000035,0.05417095174851225
ACH-000036,0.06996035020280059
ACH-000037,0.1930619133275687
ACH-000039,0.06258946942447954
ACH-000040,0.11601784887322415
ACH-000041,0.0843565892874929
ACH-000042,0.05765506115403249
ACH-000045,0.17992109883884286
ACH-000047,0.06537947297410915
ACH-000052,0.034610857038303064
ACH-000053,0.08499225812296853
ACH-000054,0.08331772529455506
ACH-000055,0.15124802226293366
ACH-000060,0.038812452363150764
ACH-000067,0.16405119459923026
ACH-000070,0.20361397096948008
ACH-000075,0.035855054792587215
ACH-000078,0.11674281145529394
ACH-000082,-0.019899288055457983
ACH-000085,0.16469219671120314
ACH-000086,0.13815278957103785
ACH-000087,-0.028994062217755
ACH-000092,0.10244907492918737
ACH-000095,0.10439471621468717
ACH-000097,0.07029012577252312
ACH-000098,0.1043420078933206
ACH-000099,0.17641471012624846
ACH-000108,0.07197476762885129
ACH-000113,0.14542161081290228
ACH-000116,0.022256955964598577
ACH-000118,-0.023710490683231517
ACH-000120,0.06892183152987247
ACH-000123,0.08814345579994334
ACH-000127,0.08682542155652484
ACH-000128,0.10183901240062897
ACH-000132,0.16040963971908873
ACH-000133,0.11932670652230175
ACH-000137,0.15446784993411236
ACH-000138,0.12591051111687074
ACH-000142,0.3478138324299423
ACH-000143,0.021652919674772547
ACH-000146,0.09976294693804656
ACH-000148,0.07148578237522021
ACH-000150,0.09403176164664093
ACH-000152,0.11296224165935174
ACH-000153,0.3371304686572367
ACH-000159,0.035269716695069085
ACH-000160,0.22070534455210564
ACH-000163,0.09607817650206514
ACH-000167,0.1908449812657486
ACH-000168,0.23745497950053696
ACH-000169,0.11396542501358455
ACH-000178,-0.0065359968427825405
ACH-000183,0.1354196879399884
ACH-000188,0.07656163916013434
ACH-000189,0.025567573295134826
ACH-000190,0.1556021028932979
ACH-000198,0.1706366389386802
ACH-000203,0.022944241860039637
ACH-000204,-0.02057403483667705
ACH-000206,0.2542900350248446
ACH-000207,0.17872165997113934
ACH-000208,0.2645534299861424
ACH-000210,-0.09172542572992233
ACH-000211,0.03494099679658851
ACH-000215,0.1066870746417853
ACH-000221,0.1805889783614534
ACH-000222,0.1013579245309904
ACH-000223,0.03762547734955357
ACH-000226,0.09321065786986922
ACH-000227,0.09213131296567438
ACH-000228,0.23888182281327405
ACH-000231,0.1104674460188986
ACH-000232,-0.03443394513309748
ACH-000233,0.1357130691720568
ACH-000234,0.03738263762923452
ACH-000235,0.058558594165726674
ACH-000237,0.12505837519937818
ACH-000238,0.18861082927662814
ACH-000242,0.3024059009524389
ACH-000243,0.09472638024515023
ACH-000244,0.24511194964094654
ACH-000246,0.055490765878264715
ACH-000248,0.056206726744038406
ACH-000250,0.017842274599584783
ACH-000251,-0.002612933964660485
ACH-000252,0.29271504556398137
ACH-000253,-0.023174513387414133
ACH-000255,0.16706080772925014
ACH-000256,0.06728719831429539
ACH-000257,0.1781145359534799
ACH-000258,0.1073451725285417
ACH-000259,-0.017591386562948817
ACH-000260,0.035993856122512664
ACH-000261,0.035457617640468064
ACH-000262,0.19718937997774602
ACH-000263,0.3026542239903778
ACH-000264,0.0442059696590264
ACH-000265,0.22178953060783144
ACH-000266,0.0492760480748057
ACH-000272,0.057570042845270925
ACH-000274,0.09582863580970194
ACH-000277,0.12561260161535906
ACH-000278,0.13655287015241846
ACH-000279,0.02390117845163504
ACH-000280,0.22858683597705334
ACH-000281,0.029474569625496414
ACH-000288,0.07239639432895004
ACH-000291,-0.022321823648304533
ACH-000293,0.00998455953180378
ACH-000294,0.27897280862743
ACH-000295,-0.04421917750213445
ACH-000296,0.166959630199968
ACH-000302,0.005040753722264922
ACH-000304,0.2590625155224414
ACH-000307,0.09845745377270164
ACH-000308,-0.018563221973213497
ACH-000310,0.00045967243351098254
ACH-000311,0.04940513657963764
ACH-000312,-0.03312612923696311
ACH-000315,0.008183080434132446
ACH-000316,0.10262205898522274
ACH-000317,0.17822967076694388
ACH-000318,0.2557701350775998
ACH-000319,0.22013196445218394
ACH-000320,0.16425029764730106
ACH-000322,0.08929578668307005
ACH-000323,0.0990982390570331
ACH-000324,-0.06695129851045463
ACH-000329,0.0924249373854758
ACH-000330,0.22213554969950752
ACH-000331,0.007078270496343556
ACH-000332,-0.04365226065389858
ACH-000334,0.1844014015733521
ACH-000335,0.10244707951028463
ACH-000336,0.17921870067153406
ACH-000337,0.15739906631923653
ACH-000338,-0.5252603629162998
ACH-000339,0.13358092724542334
ACH-000341,0.1997222458095582
ACH-000348,0.052158727980043264
ACH-000350,0.11893443119044468
ACH-000352,0.14846101394462874
ACH-000356,0.045944079198078865
ACH-000361,0.29728459494882753
ACH-000362,0.10941267630969764
ACH-000363,0.09434168386312464
ACH-000364,0.1293459327197752
ACH-000365,0.22478161784224754
ACH-000366,0.07725752999967979
ACH-000368,0.2379766877795513
ACH-000374,0.12469519736535
ACH-000375,0.18037679755138972
ACH-000376,0.12719728667110478
ACH-000381,0.20993842442930746
ACH-000383,0.03696144195522445
ACH-000387,0.17668655788646193
ACH-000389,0.010604931726728198
ACH-000390,0.16863942815915198
ACH-000393,0.05916099483627784
ACH-000395,0.15403229609265834
ACH-000396,0.0628965173238824
ACH-000397,0.08266373682502133
ACH-000401,0.14518485035023254
ACH-000402,-0.18655496894531065
ACH-000403,0.10824251873016424
ACH-000404,0.20430022703410886
ACH-000406,0.13109625300682098
ACH-000407,0.07828811049349962
ACH-000408,0.10847642793343634
ACH-000410,0.1511944497472818
ACH-000411,0.08784374738088115
ACH-000414,0.06965766373970116
ACH-000415,0.08470458532239743
ACH-000416,0.031129013271063707
ACH-000420,-0.016682911113854348
ACH-000421,0.1161916227922284
ACH-000424,0.1492230706109407
ACH-000425,-0.03459380964088155
ACH-000426,0.1930455951679816
ACH-000427,0.06807349648225305
ACH-000433,0.18705710007065612
ACH-000435,0.28508386216244386
ACH-000436,0.15064930979809424
ACH-000444,0.15353926437467907
ACH-000445,0.21948824805721465
ACH-000448,-0.10270503180285333
ACH-000450,0.190590999729784
ACH-000452,0.11215863546077157
ACH-000454,0.10994370801274113
ACH-000458,0.07794665660561008
ACH-000459,0.1846977565783024
ACH-000460,0.10023524897735382
ACH-000461,0.12875198595318246
ACH-000463,-0.04609911002069029
