,ANKS1A (23294)
ACH-000004,0.23219387725450485
ACH-000005,0.04307320695136298
ACH-000007,0.2717723380131841
ACH-000009,0.2392223157993845
ACH-000011,-0.023317417439837416
ACH-000012,0.0832536193296765
ACH-000013,0.04897642692567606
ACH-000014,0.1316480456892002
ACH-000015,0.17106132156675993
ACH-000017,0.02735594029226307
ACH-000018,0.13444847320192904
ACH-000019,-0.04211973197758809
ACH-000021,0.08052260990919681
ACH-000022,0.18214380941229208
ACH-000025,0.04990013797986298
ACH-000028,-0.006707900312475618
ACH-000030,0.08432709558485603
ACH-000035,0.10229603109737556
ACH-000036,0.04527572438348772
ACH-000037,0.04847478541732304
ACH-000039,0.055286305190088016
ACH-000040,-0.0418662692329019
ACH-000041,-0.10160020358650683
ACH-000042,0.1093985880879636
ACH-000045,0.05059027921426796
ACH-000047,0.10045328593217744
ACH-000052,-0.01348276447339917
ACH-000053,0.08369430373237738
ACH-000054,0.11677079376209022
ACH-000055,0.15815109069581595
ACH-000060,0.12743974974507374
ACH-000067,0.07845065565775852
ACH-000070,0.003928974611369523
ACH-000075,0.2656294686154697
ACH-000078,0.02935956494722765
ACH-000082,0.05271125718509945
ACH-000085,0.10301065882618496
ACH-000086,0.09726852486518993
ACH-000087,0.0021931720927203867
ACH-000092,0.12252788546641412
ACH-000095,0.03013764530878534
ACH-000097,0.17631992470412208
ACH-000098,0.012814372751121716
ACH-000099,0.08724395635741522
ACH-000108,0.10559597818838608
ACH-000113,0.14353503458398936
ACH-000116,0.03250876243194625
ACH-000118,0.09260634571491408
ACH-000120,0.06375529190357929
ACH-000123,-0.07921918508175235
ACH-000127,0.08027060159516383
ACH-000128,0.08509651961294516
ACH-000132,-0.08850063531113922
ACH-000133,0.031191080923211236
ACH-000137,-0.09006098937574711
ACH-000138,0.07949701965682451
ACH-000142,-0.01989396113873431
ACH-000143,0.09531678411262562
ACH-000146,0.05372931044081554
ACH-000148,0.13917747016851933
ACH-000150,0.04913679447780568
ACH-000152,0.21716883077528407
ACH-000153,0.05080865879287723
ACH-000159,0.11625303667015968
ACH-000160,0.06060311119132395
ACH-000163,0.1000137131676238
ACH-000167,-0.06273861711335857
ACH-000168,0.001985612972439866
ACH-000169,0.035407480331352915
ACH-000178,0.12230533390751384
ACH-000183,0.03251144334057718
ACH-000188,0.051017754377356464
ACH-000189,0.105015769938091
ACH-000190,-0.05027804058240407
ACH-000198,0.11451832313058588
ACH-000203,-0.1318823975004214
ACH-000204,-0.03771325095693681
ACH-000206,0.05908201036602158
ACH-000207,0.07535820622074747
ACH-000208,0.22303518032501446
ACH-000210,-0.22249737546886506
ACH-000211,-0.065896155651554
ACH-000215,0.06102332273646278
ACH-000221,0.07591315448065541
ACH-000222,0.15940047178670794
ACH-000223,-0.038798099092417736
ACH-000226,0.08984249809728778
ACH-000227,0.17981938919912313
ACH-000228,0.08913247264910794
ACH-000231,0.08365719955791892
ACH-000232,0.2160022650126955
ACH-000233,0.09950649410766688
ACH-000234,0.06228324805749065
ACH-000235,0.12164706662255804
ACH-000237,0.07996219759925123
ACH-000238,-0.09106323470929048
ACH-000242,0.02261758527416197
ACH-000243,0.27307314020132645
ACH-000244,0.1923832086617458
ACH-000246,0.027379682445332024
ACH-000248,0.025333337583101443
ACH-000250,0.1115631979266371
ACH-000251,0.11290884748876767
ACH-000252,0.06204099094131296
ACH-000253,0.1652151042878754
ACH-000255,-0.020776518141051782
ACH-000256,0.19611476157095387
ACH-000257,0.3567141534812817
ACH-000258,0.0532618099454655
ACH-000259,0.07858927039104341
ACH-000260,-0.0031333093516949604
ACH-000261,0.07450395203658494
ACH-000262,0.22389916458733272
ACH-000263,0.22064179458649744
ACH-000264,-0.028731270307979912
ACH-000265,0.12226388843392925
ACH-000266,0.11620911876217335
ACH-000272,-0.04251600309485714
ACH-000274,0.11539807643463612
ACH-000277,-0.07490857559976352
ACH-000278,0.12313420542424723
ACH-000279,0.10497352302844047
ACH-000280,0.1162146898337484
ACH-000281,0.3048262817250421
ACH-000288,0.18367652951383734
ACH-000291,0.028230977952112025
ACH-000293,-0.05845479372351551
ACH-000294,0.14674281161098945
ACH-000295,-0.11174929098799193
ACH-000296,0.030457837016951064
ACH-000302,0.055102433868200906
ACH-000304,0.007678452137149176
ACH-000307,0.051404076996930594
ACH-000308,0.16240200118901055
ACH-000310,0.019413769287926888
ACH-000311,0.1364482338082388
ACH-000312,0.1746882563614601
ACH-000315,0.37986580242584456
ACH-000316,-0.01580013522854659
ACH-000317,0.18118178629354306
ACH-000318,0.078916345870836
ACH-000319,0.07347091837249388
ACH-000320,-0.04630552201285746
ACH-000322,-0.01460244109510997
ACH-000323,0.05926353678169222
ACH-000324,0.03137458704498559
ACH-000329,0.172279770746689
ACH-000330,0.05606294064161462
ACH-000331,0.055659569311167535
ACH-000332,0.10676461186547426
ACH-000334,0.2780462735012691
ACH-000335,0.1879812030071832
ACH-000336,0.11654531204685058
ACH-000337,-0.0831968268780102
ACH-000338,0.030849030444217555
ACH-000339,0.08768919094313234
ACH-000341,0.1216584299739998
ACH-000348,-0.058611538537823575
ACH-000350,0.19195775117549327
ACH-000352,0.041331721833882375
ACH-000356,0.15699373828474314
ACH-000361,0.13280619212497213
ACH-000362,-0.005992997445436169
