,DGKA (1606)
ACH-000004,-0.11415883717930198
ACH-000005,-0.16167566491281093
ACH-000007,-0.12514803406052472
ACH-000009,-0.1912386695876647
ACH-000011,0.02731897874957789
ACH-000012,-0.18345349560649035
ACH-000013,-0.15266993660678665
ACH-000014,-0.02799739555291651
ACH-000015,-0.217165402595334
ACH-000017,-0.17141013646192593
ACH-000018,-0.3142392052728561
ACH-000019,-0.17799711307421234
ACH-000021,-0.12796710022719301
ACH-000022,-0.1703262807396584
ACH-000025,-0.2928044889893804
ACH-000028,-0.2117040353198158
ACH-000030,-0.12152649433498568
ACH-000035,-0.31861587865270274
ACH-000036,-0.06379872817715948
ACH-000037,-0.27573784646538113
ACH-000039,-0.3013043267471836
ACH-000040,-0.20854216822243846
ACH-000041,-0.2592049204976456
ACH-000042,-0.14964722467401328
ACH-000045,-0.2692561365171669
ACH-000047,-0.1618090018565053
ACH-000052,-0.1712670849401522
ACH-000053,-0.2194609729528565
ACH-000054,-0.25419734192070603
ACH-000055,-0.25607257421591634
ACH-000060,-0.10007449831462176
ACH-000067,-0.2829441776434484
ACH-000070,-0.15344313540494334
ACH-000075,-0.16990465943420055
ACH-000078,-0.07872655027716445
ACH-000082,-0.16083729879642036
ACH-000085,-0.19001115103104424
ACH-000086,-0.3102094008500138
ACH-000087,-0.22871815826868105
ACH-000092,-0.02346453309733099
ACH-000095,-0.06305452634184977
ACH-000097,-0.17162281315761782
ACH-000098,-0.10424915613461776
ACH-000099,-0.08473347484839422
ACH-000108,0.015575405056544391
ACH-000113,-0.20165994007918325
ACH-000116,-0.21582562309212824
ACH-000118,-0.1855959397856343
ACH-000120,-0.19182768509651354
ACH-000123,-0.2855239172967905
ACH-000127,-0.15469332237828565
ACH-000128,-0.2935195861001168
ACH-000132,-0.13657446841182472
ACH-000133,-0.19379107447808852
ACH-000137,-0.28395156879591904
ACH-000138,-0.0005735134886160579
ACH-000142,-0.13854426831621913
ACH-000143,0.02734815364661721
ACH-000146,-0.08574729977553805
ACH-000148,-0.2499117964566881
ACH-000150,-0.21530817744499692
ACH-000152,-0.35760899716078737
ACH-000153,-0.19755960663213107
ACH-000159,-0.1333042081251285
ACH-000160,-0.18154896354744848
ACH-000163,-0.3157885745077377
ACH-000167,-0.467665586732203
ACH-000168,-0.1821551135067436
ACH-000169,-0.23309622345029554
ACH-000178,-0.08678710553478462
ACH-000183,-0.10671143244160076
ACH-000188,-0.0712634169839006
ACH-000189,-0.5690551242224271
ACH-000190,-0.3843816507831391
ACH-000198,-0.1771777376817117
ACH-000203,-0.4875073019385845
ACH-000204,-0.25109708529456626
ACH-000206,0.055900512014144976
ACH-000207,-0.1808625486219355
ACH-000208,-0.21788212100683726
ACH-000210,-0.3256169918240364
ACH-000211,-0.07044536571025821
ACH-000215,-0.21280124384055168
ACH-000221,-0.2406571355965057
ACH-000222,-0.14259670520325501
ACH-000223,-0.2549161484130301
ACH-000226,-0.14181406966908613
ACH-000227,-0.2333307031769382
ACH-000228,-0.20002748590014974
ACH-000231,-0.12245647769934588
ACH-000232,-0.14043945387678747
ACH-000233,-0.17949402439824164
ACH-000234,-0.29988613127077185
ACH-000235,-0.1554783847701152
ACH-000237,-0.15855137868297564
ACH-000238,-0.1843703858804847
ACH-000242,-0.05430700680929107
ACH-000243,-0.19388604022782704
ACH-000244,-0.40948179526075335
ACH-000246,-0.14824669204023427
ACH-000248,-0.16325072985246025
ACH-000250,-0.10816292679801916
ACH-000251,-0.13223450119928398
ACH-000252,-0.213629253098052
ACH-000253,-0.16910729639074928
ACH-000255,-0.14865385540255513
ACH-000256,-0.4815077238872367
ACH-000257,0.1149084844295362
ACH-000258,-0.038360957979781084
ACH-000259,-0.16147180777019554
ACH-000260,-0.0900452074276842
ACH-000261,-0.19629510116510065
ACH-000262,-0.2831997463573009
ACH-000263,-0.24287245226773904
ACH-000264,-0.20962629073481134
ACH-000265,-0.06745941679056197
ACH-000266,-0.19113584100744124
ACH-000272,-0.0834963618563068
ACH-000274,-0.18356931025491915
ACH-000277,-0.21125094895541446
ACH-000278,-0.22705191844637235
ACH-000279,-0.31506435386850223
ACH-000280,-0.144666876745263
ACH-000281,-0.28439446896303866
ACH-000288,-0.245666453429341
ACH-000291,-0.1230088355594998
ACH-000293,-0.0861234764956007
ACH-000294,-0.09605078917208296
ACH-000295,-0.3454610689280985
ACH-000296,-0.3008594493548091
ACH-000302,-0.26806301620305883
ACH-000304,-0.3208147493286824
ACH-000307,-0.19824045243519195
ACH-000308,-0.2236433160728417
ACH-000310,-0.09654042669467032
ACH-000311,-0.21234312141965644
ACH-000312,-0.19407339006877528
ACH-000315,-0.35621561478203234
ACH-000316,-0.28590183835181204
ACH-000317,-0.11709435722451575
ACH-000318,-0.0959118385486602
ACH-000319,-0.20360107809868727
ACH-000320,-0.1753569497845651
ACH-000322,-0.19644231958996594
ACH-000323,-0.224055723529154
ACH-000324,-0.15499730849885116
ACH-000329,-0.11530994987886947
ACH-000330,-0.0689167636530121
ACH-000331,-0.12419159480827073
ACH-000332,-0.1519439735049226
ACH-000334,-0.09098546075814312
ACH-000335,-0.14452443338299334
ACH-000336,-0.15411144413247782
ACH-000337,-0.214353026921215
ACH-000338,0.23084970491977025
ACH-000339,-0.3184025012302004
