,ERV3-1 (2086)
ACH-000468,-0.1268144444706383
ACH-000469,-0.0770632733073651
ACH-000470,-0.2186017575700437
ACH-000471,-0.04057735469166175
ACH-000472,-0.17495444554020434
ACH-000473,0.014096697849707974
ACH-000475,-0.08480559675864584
ACH-000476,-0.07999180348040161
ACH-000477,-0.004151479591905153
ACH-000479,-0.00516487936571994
ACH-000480,-0.03199503435674956
ACH-000481,-0.13184815651755155
ACH-000483,0.0086861285887502
ACH-000484,-0.12473679180169643
ACH-000485,-0.18180125147116816
ACH-000486,-0.20893290731584785
ACH-000487,-0.07034330434853929
ACH-000488,-0.06397957608279674
ACH-000490,-0.09122822857126492
ACH-000491,-0.1877259080825746
ACH-000495,-0.2629846340852713
ACH-000496,0.0016584592198642318
ACH-000499,0.0935398985444587
ACH-000500,-0.11453147766399725
ACH-000502,-0.14634984831838446
ACH-000503,-0.12426627949537565
ACH-000505,-0.13625220436168506
ACH-000507,-0.0031809694092629786
ACH-000510,-0.13809334050994615
ACH-000511,-0.11688380040589247
ACH-000512,0.07321616370258474
ACH-000516,-0.15915926649098394
ACH-000517,-0.09213024966140364
ACH-000518,-0.061313159577668315
ACH-000520,0.13192674149263334
ACH-000521,-0.06523733764676942
ACH-000522,-0.1925640466673688
ACH-000524,-0.07274151512294416
ACH-000527,-0.2101992823275101
ACH-000528,-0.0828582563398211
ACH-000537,-0.04727504507596921
ACH-000541,0.10502797007093986
ACH-000542,-0.19404669824442236
ACH-000544,-0.24263289676918756
ACH-000545,-0.0658983003187641
ACH-000547,-0.01664263727935478
ACH-000548,-0.10766609843061016
ACH-000549,-0.06107003793943407
ACH-000550,-0.2872118238577389
ACH-000552,-0.07917246631260913
ACH-000556,-0.054089690758794495
ACH-000557,-0.14001971441504754
ACH-000569,-0.07084552883946821
ACH-000570,-0.18808716038532253
ACH-000571,-0.11022330764147883
ACH-000573,-0.17912967287127649
ACH-000576,-0.06635478528106137
ACH-000579,-0.20175397850060076
ACH-000580,-0.19007592476602955
ACH-000584,-0.13596893730399245
ACH-000585,-0.2622598739649289
ACH-000588,-0.0467216447116986
ACH-000589,-0.1628905733539813
ACH-000591,0.019792815620919363
ACH-000593,-0.12281825146937644
ACH-000600,-0.015646195241679182
ACH-000601,-0.1035130714699015
ACH-000605,-0.2492264984330868
ACH-000606,-0.19420082608248188
ACH-000608,-0.10082199360229252
ACH-000614,-0.06062561830084132
ACH-000616,-0.17781440349957595
ACH-000618,-0.11015722329176354
ACH-000619,-0.17449999813292658
ACH-000620,0.03017785348122085
ACH-000621,-0.1821626425870912
ACH-000622,-0.16921874740439094
ACH-000623,-0.11164909181610133
ACH-000624,-0.09621125841716156
ACH-000627,-0.098172698355234
ACH-000630,-0.1928458196675928
ACH-000631,0.015782022787134704
ACH-000632,-0.19610754093891514
ACH-000633,-0.021193536706092586
ACH-000637,-0.10344901364028028
ACH-000638,-0.09193497169596808
ACH-000646,-0.11674360962593845
ACH-000647,-0.09235258923287716
ACH-000648,0.030533612856234644
ACH-000649,-0.21744769208177145
ACH-000651,0.046110696913398745
ACH-000652,-0.07782250342756776
ACH-000653,-0.15052780045083336
ACH-000657,-0.17256033678698146
ACH-000658,-0.14275945327352016
ACH-000661,-0.10101512969905373
ACH-000662,-0.015117133532060597
ACH-000663,-0.20315797587654194
ACH-000665,-0.1141528488003502
ACH-000671,-0.147913726560452
ACH-000672,-0.07594481152144562
ACH-000673,-0.14026691237118888
ACH-000676,-0.15367356823641048
ACH-000677,-0.04724723510368335
ACH-000681,-0.15575824318082676
ACH-000683,-0.137564198953101
ACH-000684,-0.10496234529283732
ACH-000688,-0.014672587670260319
ACH-000693,-0.18515902917947955
ACH-000694,-0.2054396951472316
ACH-000695,-0.02449179935187777
ACH-000696,-0.07805021015649963
ACH-000697,-0.16705743655564173
ACH-000699,-0.20936469005176192
ACH-000701,-0.15575312906246086
ACH-000706,-0.17711766992710262
ACH-000711,-0.02616245055408945
ACH-000713,-0.2715501624816678
ACH-000714,-0.06929154319629635
ACH-000718,-0.05418082208851261
ACH-000720,-0.11284482405021608
ACH-000721,-0.04242667273182335
ACH-000724,-0.07837362769541396
ACH-000725,-0.17799276810560002
ACH-000732,-0.01730036307792041
ACH-000734,-0.07457030795078108
ACH-000735,-0.18182539944181134
ACH-000736,-0.15722186646559205
ACH-000738,-0.12066016316936068
ACH-000746,-0.06606634989654422
ACH-000747,-0.20414027633768195
ACH-000748,-0.2718471619253573
ACH-000753,-0.12885022530243714
ACH-000756,-0.01442058941994024
ACH-000757,-0.05740227084106174
ACH-000758,-0.09287856950760402
ACH-000760,-0.06021363090324298
ACH-000762,-0.013658169534431963
ACH-000763,-0.07972665186635322
ACH-000764,-0.04292505020460682
ACH-000765,-0.26773214714633603
ACH-000766,-0.21279873011810985
ACH-000767,-0.0940359092153701
ACH-000768,-0.18724066949963974
ACH-000769,-0.13950777800601638
ACH-000770,-0.09696824169397084
ACH-000771,0.015710634255094155
ACH-000773,-0.1343584317658972
ACH-000776,-0.13258640566293806
ACH-000777,-0.08857826496941817
ACH-000778,-0.1291575989989421
ACH-000781,-0.14005619167603844
ACH-000782,-0.13660184524227198
ACH-000783,-0.1560664335794319
ACH-000784,-0.10404434705626232
ACH-000785,-0.02074866450069725
ACH-000787,-0.08793387845563308
ACH-000788,-0.06759353129278975
ACH-000791,-0.1418138593963754
ACH-000792,0.020343104049246018
ACH-000794,-0.10394957298090944
ACH-000796,-0.022959987652849925
ACH-000798,0.029681376713901544
ACH-000799,-0.03581442923382643
ACH-000800,-0.04217009483337547
ACH-000802,-0.06358333910996006
ACH-000804,-0.07440337496356232
ACH-000805,-0.2581228739528334
ACH-000809,-0.2058295910234898
ACH-000810,-0.15878330429401952
ACH-000811,-0.171075247115895
ACH-000817,-0.010182992094155312
ACH-000819,-0.15496508802021738
ACH-000820,0.03368721440536663
ACH-000821,-0.2485510189888869
ACH-000822,-0.027460955726776308
ACH-000823,-0.2425077472375839
ACH-000824,-0.15030617405073274
ACH-000827,-0.21726298791454007
ACH-000829,-0.11407897548472105
ACH-000831,-0.11013893017607736
ACH-000832,-0.1470244616086503
ACH-000833,-0.014919275359718175
ACH-000834,-0.08514638644990435
ACH-000835,-0.19211756072969607
ACH-000836,-0.05021584945533695
ACH-000837,-0.2096978261125047
ACH-000838,0.0055575447587949646
ACH-000839,-0.01822965862272032
ACH-000840,-0.11149455123065062
ACH-000841,-0.08780029768208354
ACH-000843,-0.11033204645879162
ACH-000846,0.006323461922991893
ACH-000847,-0.3102552931908628
ACH-000848,-0.1848818837880195
ACH-000849,-0.23713107675706316
ACH-000851,-0.09236097843792718
ACH-000855,-0.27660290227179946
ACH-000856,-0.0012694496494196144
ACH-000858,0.0032082576285873392
ACH-000859,0.01652338046147884
ACH-000861,-0.08483859587700354
ACH-000862,-0.14397759384965844
ACH-000865,-0.02414865166375042
ACH-000866,-0.13964830173825232
ACH-000867,-0.20874623788187024
ACH-000869,-0.2397161378385529
ACH-000872,-0.06872455604593243
ACH-000873,-0.03765532157860765
ACH-000876,-0.23278584043109865
ACH-000878,-0.1434142544382871
ACH-000880,-0.15145193431525789
ACH-000881,-0.2174299622948254
ACH-000882,-0.21107868029173105
ACH-000884,-0.07223892203984875
ACH-000885,-0.30815450173272724
ACH-000887,-0.17180096932474306
ACH-000889,-0.21616721107525616
ACH-000896,-0.0863488704025398
ACH-000898,-0.16460774157473387
ACH-000900,-0.02223482667805152
ACH-000901,-0.16354636553815508
ACH-000905,-0.015056171065627922
ACH-000906,-0.2311124382170307
ACH-000907,-0.14524849739165674
ACH-000910,-0.1931595544177732
ACH-000911,-0.08931519716031759
ACH-000912,-0.2694889752769481
ACH-000913,-0.0621665440414784
ACH-000915,-0.01965982170739033
ACH-000916,-0.29420446870828004
ACH-000917,-0.09805042489581296
ACH-000920,-0.1236734003077053
ACH-000921,-0.12662019810085898
ACH-000924,-0.20135079242977585
ACH-000926,-0.12875982706790556
ACH-000928,-0.12487732693777827
ACH-000929,-0.134564601274686
ACH-000932,-0.07624959845124504
ACH-000935,-0.17846269623482452
ACH-000936,-0.19609263195444404
ACH-000937,-0.08263770275133983
ACH-000938,0.03330930102933535
ACH-000939,-0.08384563006872077
ACH-000941,-0.1326389444567519
ACH-000943,-0.14499458356079473
ACH-000946,-0.33390883105195024
ACH-000947,-0.16663171190136145
ACH-000948,-0.27235148657850505
ACH-000950,-0.11639187859530795
ACH-000953,-0.2085628153597181
ACH-000954,-0.10322987691675888
ACH-000957,-0.20598131265266695
ACH-000958,-0.19782976584983736
ACH-000960,-0.12858639612300007
ACH-000963,-0.2479260075809219
ACH-000968,-0.07515530856065131
ACH-000969,-0.3651998531716788
ACH-000972,-0.1501167107642897
ACH-000973,-0.13967112449704872
ACH-000974,-0.26146991156510274
ACH-000978,-0.294513729850789
ACH-000984,-0.055507051662974566
ACH-000986,-0.13431161721923252
ACH-000988,-0.06642064268214341
ACH-000993,-0.08209860617278633
ACH-000994,-0.21719051754272384
ACH-000996,-0.1340202894410458
ACH-001001,-0.447944720599276
ACH-001020,-0.12032046847478454
ACH-001028,-0.08700621992111843
ACH-001031,-0.0855211552094163
ACH-001038,-0.12882345659585953
ACH-001048,-0.07319749662195726
ACH-001050,-0.18998019592536064
ACH-001053,-0.02894667991144548
ACH-001054,-0.07580684651747299
ACH-001061,-0.21596646238710732
ACH-001067,-0.12540508656116062
ACH-001075,0.045825391812106264
ACH-001096,-0.10218300561016624
ACH-001111,-0.07730317615588247
ACH-001119,-0.23015267641944046
ACH-001128,-0.08900213363879908
ACH-001134,0.018769030638459985
ACH-001151,-0.12754761870332296
ACH-001163,-0.1842609805872185
ACH-001164,0.09422978770224018
ACH-001183,-0.15312054124667954
ACH-001192,-0.314563688247674
ACH-001193,-0.025103484907470663
ACH-001196,0.0018808120975459524
ACH-001197,0.01420438220035799
ACH-001205,-0.19776103966939887
ACH-001211,-0.24357362319984416
ACH-001212,0.10046158984148024
ACH-001228,-0.20944472417087895
ACH-001232,-0.11750914728998738
ACH-001239,-0.1564319127968395
ACH-001270,-0.16728657186819273
ACH-001274,-0.16747522956588806
ACH-001275,-0.08245453738571112
ACH-001277,-0.17592405570320502
ACH-001278,-0.048962280196435295
ACH-001280,-0.22072577481160788
ACH-001283,-0.11936404191960084
ACH-001289,-0.1313773585189734
ACH-001300,-0.02488255079234024
ACH-001301,-0.04186702275081024
ACH-001302,-0.13778309288386575
ACH-001306,-0.2313240772252607
ACH-001318,0.07935963130241773
ACH-001322,-0.06747216491356599
ACH-001328,-0.19950990894722895
ACH-001332,-0.2421421006741677
ACH-001336,-0.09540868664337336
ACH-001346,0.060462719163298075
ACH-001353,-0.09775701254095352
ACH-001354,-0.11575534496822044
ACH-001367,-0.16977125547636104
ACH-001368,-0.1784902314579962
ACH-001374,-0.03183170910712673
ACH-001377,-0.1256555654061463
ACH-001380,-0.14556525680700014
ACH-001391,-0.18073062866471332
ACH-001408,-0.18440402902985276
ACH-001430,-0.327728855439604
ACH-001431,-0.06179983589195009
ACH-001450,0.09689629579435928
ACH-001496,-0.07517365792329883
ACH-001500,-0.11992038640926488
ACH-001523,-0.2828135655397615
ACH-001532,-0.2215040967731904
ACH-001550,-0.2303707107275952
ACH-001552,-0.14100869586389986
ACH-001554,-0.341437043812902
ACH-001654,-0.13545153510356686
ACH-001735,-0.18540753007415373
ACH-001736,-0.07840292839453884
ACH-001737,-0.1438063845739214
ACH-001740,-0.06519571255181751
ACH-001745,-0.2076808622698941
ACH-001765,-0.13394636626878426
