,NFKBID (84807)
ACH-000004,-0.05908309539430024
ACH-000005,-0.24935194002483715
ACH-000007,-0.18786054346852812
ACH-000009,0.003411907529778262
ACH-000011,-0.059438345226641584
ACH-000012,-0.10228058850781832
ACH-000013,-0.3097811241670104
ACH-000014,0.06363323219464154
ACH-000015,-0.15694637808714704
ACH-000017,0.0010084033282581892
ACH-000018,-0.057137951941900564
ACH-000019,-0.011144457623092976
ACH-000021,-0.19860714716631955
ACH-000022,0.015505529327446062
ACH-000025,-0.1291470172123668
ACH-000028,0.02747190992627861
ACH-000030,-0.16821974894868347
ACH-000035,0.12441645574493505
ACH-000036,0.15260003860531773
ACH-000037,0.07598211118074577
ACH-000039,0.09634347692093748
ACH-000040,-0.08904998744240301
ACH-000041,0.0365681816037636
ACH-000042,0.06366863397157757
ACH-000045,-0.030934489839893636
ACH-000047,-0.04930269199214959
ACH-000052,0.16888711255380345
ACH-000053,-0.1040770201948555
ACH-000054,0.022891581611023983
ACH-000055,-0.06795579743903027
ACH-000060,0.2501974747989561
ACH-000067,-0.039577671913097516
ACH-000070,-0.09302557906798087
ACH-000075,-0.16007004027477886
ACH-000078,-0.03681931320422143
ACH-000082,-0.061904491929364265
ACH-000085,0.007686490650188795
ACH-000086,-0.015544113220206816
ACH-000087,0.26434600925409263
ACH-000092,-0.12488492265713795
ACH-000095,-0.019972404558212614
ACH-000097,-0.14507484267121526
ACH-000098,-0.06823373621144757
ACH-000099,-0.051475003603356335
ACH-000108,0.005684608986682054
ACH-000113,-0.0753268375958469
ACH-000116,-0.12960917636198974
ACH-000118,-0.11867152506024647
ACH-000120,-0.02426867067253245
ACH-000123,-0.1402002914688631
ACH-000127,-0.1546096024272246
ACH-000128,-0.2099308176467236
ACH-000132,0.020625952549428637
ACH-000133,0.042320039081258885
ACH-000137,-0.20685989031706875
ACH-000138,-0.0774211964762313
ACH-000142,-0.029164912034802024
ACH-000143,-0.2183180729381168
ACH-000146,-0.07506396035269018
ACH-000148,-0.06965826272258545
ACH-000150,0.013172788280698131
ACH-000152,-0.08436478144350844
ACH-000153,-0.06072219729823186
ACH-000159,-0.005866091597254491
ACH-000160,-0.15882823104521335
ACH-000163,0.02251517429783289
ACH-000167,-0.11545983766134953
ACH-000168,-0.19807564948245074
ACH-000169,-0.10857907645220254
ACH-000178,0.03657224536224643
ACH-000183,-0.06527208506470504
ACH-000188,-0.05092140673374758
ACH-000189,-0.1809752908162341
ACH-000190,0.0543252856766133
ACH-000198,-0.001639754513743584
ACH-000203,0.3288783538466918
ACH-000204,-0.058594037925379684
ACH-000206,-0.21034235745758906
ACH-000207,-0.08157394025137628
ACH-000208,-0.2624684960743114
ACH-000210,-0.05494108073662962
ACH-000211,0.010941780079470038
ACH-000215,-0.06345370269874788
ACH-000221,-0.09342802544727596
ACH-000222,-0.16685246417836702
ACH-000223,-0.021097454005406056
ACH-000226,0.06991750761631535
ACH-000227,0.006946667443001443
ACH-000228,-0.06391401558920101
ACH-000231,-0.004672279817528935
ACH-000232,-0.135873688762851
ACH-000233,-0.1152291111968494
ACH-000234,-0.031488194912698685
ACH-000235,0.020989062615061047
ACH-000237,-0.02474595452410722
ACH-000238,-0.09782527517633184
ACH-000242,0.2476095120188833
ACH-000243,-0.05169670890239369
ACH-000244,-0.07806821623133553
ACH-000246,-0.05363046671872479
ACH-000248,-0.05485507945968377
ACH-000250,-0.00246102209097436
ACH-000251,-0.3132689413140859
ACH-000252,0.04101064887225997
ACH-000253,-0.17137269936773888
ACH-000255,-0.07175838577393327
ACH-000256,0.06758518528230029
ACH-000257,0.1701061252654571
ACH-000258,0.17465966928115195
ACH-000259,-0.10654063645407973
ACH-000260,-0.002580349530923885
ACH-000261,0.03936247437325655
ACH-000262,-0.4118936022972898
ACH-000263,0.10849350861836543
ACH-000264,0.023165251822571592
ACH-000265,-0.19631882825500696
ACH-000266,-0.10295442387976073
ACH-000272,-0.08600737617126225
ACH-000274,-0.00909585547206222
ACH-000277,0.07108154208707712
ACH-000278,-0.0928018640358011
ACH-000279,-0.003937509950335818
ACH-000280,-0.04223471042758176
ACH-000281,-0.0059968828927061645
ACH-000288,0.0728528367104729
ACH-000291,-0.1442000931566298
ACH-000293,-0.41441003223065054
ACH-000294,0.05907515999878835
ACH-000295,0.1345448907663662
ACH-000296,-0.048263940816357216
ACH-000302,-0.16624124277691565
