,ZSWIM7 (125150)
ACH-000004,-0.17306785408857595
ACH-000005,-0.1578701639932492
ACH-000007,-0.1544571890339545
ACH-000009,-0.3295434345037347
ACH-000011,-0.3173300930680109
ACH-000012,-0.37959742187175777
ACH-000013,-0.4232908763488679
ACH-000014,-0.3054356334381667
ACH-000015,-0.4045243775624695
ACH-000017,-0.3179856841540489
ACH-000018,-0.25492125862408016
ACH-000019,-0.41441979507526494
ACH-000021,-0.24930372900345696
ACH-000022,-0.3516490496988728
ACH-000025,-0.19895911794213328
ACH-000028,-0.4491936991537485
ACH-000030,-0.21399913082163025
ACH-000035,-0.22078652830550244
ACH-000036,-0.426388380230329
ACH-000037,-0.2638733671442089
ACH-000039,-0.22434999717313545
ACH-000040,-0.2714086283823087
ACH-000041,-0.25621217778656546
ACH-000042,-0.3549270879065617
ACH-000045,-0.20658448002358812
ACH-000047,-0.2949417499341937
ACH-000052,-0.16682618845474625
ACH-000053,-0.2115540716315175
ACH-000054,-0.2319153166740874
ACH-000055,-0.5544639949330245
ACH-000060,-0.2400352125354297
ACH-000067,-0.2707651857079573
ACH-000070,-0.043217990049758084
ACH-000075,-0.20485060064667254
ACH-000078,-0.2504560723913499
ACH-000082,-0.4884048330157651
ACH-000085,-0.3635860588492042
ACH-000086,-0.14228284662332288
ACH-000087,-0.5577737105832797
ACH-000092,-0.22988572951637976
ACH-000095,-0.17159165954963546
ACH-000097,-0.22302456985898536
ACH-000098,-0.2504179543764665
ACH-000099,-0.27494116060307777
ACH-000108,-0.2638622758863634
ACH-000113,-0.1609770074463782
ACH-000116,-0.2947416932253914
ACH-000118,-0.16655258424774502
ACH-000120,-0.3233975555141688
ACH-000123,-0.3289642500876694
ACH-000127,-0.2420587601857173
ACH-000128,-0.06869519075088593
ACH-000132,-0.2996260072610527
ACH-000133,-0.4028022839127938
ACH-000137,-0.026399208001600345
ACH-000138,-0.22445143996744849
ACH-000142,-0.14487198793540426
ACH-000143,-0.2047713113773775
ACH-000146,-0.2131769779346292
ACH-000148,-0.3721110988060312
ACH-000150,-0.19148280148099295
ACH-000152,-0.5947498899618282
ACH-000153,-0.5066321778189559
ACH-000159,-0.3038097067703841
ACH-000160,-0.20765152344103824
ACH-000163,-0.3343590993832462
ACH-000167,-0.3802645446606425
ACH-000168,-0.3240193083757354
ACH-000169,-0.3412971135024344
ACH-000178,-0.3595355284337131
ACH-000183,-0.009682657439899123
ACH-000188,-0.4101350110887213
ACH-000189,-0.1187792764595877
