,USP17L12 (100287205)
ACH-000004,-0.2322824140228284
ACH-000005,-0.07060095663574545
ACH-000007,-0.2972781787530252
ACH-000009,-0.28266681363380675
ACH-000011,-0.228533565782751
ACH-000012,-0.24559377279125102
ACH-000013,-0.2096146217099068
ACH-000014,-0.2171523559910873
ACH-000015,-0.11818793177330088
ACH-000017,-0.20853985071234776
ACH-000018,-0.2887984538510364
ACH-000019,-0.2933426809800607
ACH-000021,-0.07474334673817823
ACH-000022,-0.2747650729938914
ACH-000025,-0.2316499497839541
ACH-000028,-0.17205552764318532
ACH-000030,-0.1472138987875473
ACH-000035,0.02440217229854241
ACH-000036,-0.41825287403877626
ACH-000037,-0.2054102015003585
ACH-000039,-0.22382660039577032
ACH-000040,-0.4163048678102514
ACH-000041,-0.3632352535039413
ACH-000042,-0.1460221083261065
ACH-000045,-0.282227028612258
ACH-000047,-0.11002670881045848
ACH-000052,-0.2737653910513813
ACH-000053,-0.18950349952146084
ACH-000054,-0.35831966087323924
ACH-000055,-0.2404477893380708
ACH-000060,-0.1631323832398473
ACH-000067,-0.2482316630764771
ACH-000070,-0.3389876935854197
ACH-000075,-0.1245069012842416
ACH-000078,-0.22265538424131556
ACH-000082,-0.31277523392947426
ACH-000085,-0.31763869406078044
ACH-000086,-0.2914062915433456
ACH-000087,-0.0920338041195846
ACH-000092,-0.026651943975000626
ACH-000095,-0.2820056444009075
ACH-000097,-0.25389374492370953
ACH-000098,0.008021819258499947
ACH-000099,-0.4527526100304867
ACH-000108,-0.2943737810918961
ACH-000113,-0.3561667575587724
ACH-000116,-0.1389801727772066
ACH-000118,-0.0716072204070079
ACH-000120,-0.26906023319508937
ACH-000123,-0.2479080111426457
ACH-000127,-0.4107245648597808
ACH-000128,-0.3225592535204221
ACH-000132,-0.12279342950841746
ACH-000133,-0.23198300091420576
ACH-000137,-0.17595732061664945
ACH-000138,-0.3173600370822732
ACH-000142,-0.24051760727038465
ACH-000143,-0.4234140506463029
ACH-000146,-0.3281281299075467
ACH-000148,-0.21185912411801205
ACH-000150,-0.2910755378921863
ACH-000152,-0.22601421145901465
ACH-000153,-0.3266445141078351
ACH-000159,-0.3389680411483968
ACH-000160,-0.11559571370520763
ACH-000163,-0.2946978611376203
ACH-000167,-0.16385950105181585
ACH-000168,-0.2487077153313657
ACH-000169,-0.3034869958078653
ACH-000178,-0.3664584899909016
ACH-000183,-0.024069372678181843
ACH-000188,-0.2159483814405857
ACH-000189,-0.2376216840507841
ACH-000190,-0.2746941891267751
ACH-000198,-0.32727253721156546
ACH-000203,-0.3896056358177539
ACH-000204,-0.04596383162034697
ACH-000206,0.016244912767668825
ACH-000207,-0.0870352385212374
ACH-000208,-0.21089631931366656
ACH-000210,-0.2587329665106756
ACH-000211,-0.16578816668501312
ACH-000215,-0.3948461629118624
ACH-000221,-0.13004102402614345
ACH-000222,-0.19204989431724867
ACH-000223,-0.276146582431852
ACH-000226,-0.30165866975174205
ACH-000227,-0.22663429473082305
ACH-000228,-0.29513585424385097
ACH-000231,-0.2456248417957523
ACH-000232,-0.2369450950253728
ACH-000233,-0.24668814769320244
ACH-000234,-0.26280219093272306
ACH-000235,-0.057685110262207615
ACH-000237,-0.5287628845805159
ACH-000238,-0.2807803072313255
ACH-000242,-0.22442923670106216
ACH-000243,-0.3983124998747813
ACH-000244,-0.27913668298961003
ACH-000246,-0.392920849898305
ACH-000248,-0.23852603425276006
ACH-000250,-0.26044357339086377
ACH-000251,-0.08332004191753525
ACH-000252,-0.3974501728909314
ACH-000253,-0.3523796919782177
ACH-000255,-0.05915192435509738
ACH-000256,-0.2282914120888013
ACH-000257,-0.2475573701614101
ACH-000258,-0.1230795066804693
ACH-000259,-0.19212092217605906
ACH-000260,-0.34129479492014264
ACH-000261,-0.15514415745041313
ACH-000262,-0.4469190043201953
ACH-000263,-0.2455406981871313
ACH-000264,-0.22902223149837664
ACH-000265,-0.10162508880713528
ACH-000266,-0.0658155254892894
ACH-000272,-0.2633200040478991
ACH-000274,-0.2482052260130895
ACH-000277,-0.08587339433430086
ACH-000278,-0.3758448067419231
ACH-000279,-0.3084397377382438
ACH-000280,-0.4274494307605684
ACH-000281,-0.1852070620171252
ACH-000288,-0.2376194747614808
ACH-000291,-0.247372429672137
ACH-000293,-0.19662478365400896
ACH-000294,-0.32115598712168864
ACH-000295,-0.4578880984937204
ACH-000296,-0.20302477664009053
ACH-000302,-0.14404835616164774
ACH-000304,-0.10456644140328893
ACH-000307,-0.1847904881707937
ACH-000308,-0.23239284654310044
ACH-000310,-0.3711564908396159
ACH-000311,-0.3194926913168133
ACH-000312,-0.2279242038689365
ACH-000315,-0.25037260634467656
ACH-000316,-0.13760857501161966
ACH-000317,0.020238168944847392
ACH-000318,-0.3139334176526737
ACH-000319,-0.18839177743104948
ACH-000320,-0.324964575300342
ACH-000322,-0.4754643966663392
ACH-000323,-0.4030079760462519
ACH-000324,-0.4373125155259758
ACH-000329,-0.3979312116146192
ACH-000330,-0.4184037199483624
ACH-000331,-0.11192006236866027
ACH-000332,-0.2585140266960687
ACH-000334,-0.2884104105097422
ACH-000335,-0.2508315188827934
ACH-000336,-0.04612720078627648
ACH-000337,-0.1673329680711724
ACH-000338,-0.513283443605949
ACH-000339,-0.15959156553468715
ACH-000341,-0.07459758111838789
ACH-000348,-0.20101415776746995
ACH-000350,-0.2180959723742044
ACH-000352,-0.19585599942122006
ACH-000356,0.036054352937516486
ACH-000361,-0.3105422912643429
ACH-000362,-0.31953825169227595
ACH-000363,-0.24456312322084225
ACH-000364,-0.2365083036748784
ACH-000365,-0.2369458252932854
ACH-000366,-0.2493097492472879
ACH-000368,-0.3893583753163911
ACH-000374,-0.15118887046843504
ACH-000375,-0.09947389077752138
ACH-000376,-0.2373660282660965
ACH-000381,-0.29751723682022196
ACH-000383,-0.19616668022956613
ACH-000387,-0.18971682674077373
ACH-000389,-0.2907766649346677
ACH-000390,-0.2454266371343647
ACH-000393,-0.1941389433341123
ACH-000395,-0.3125701805615803
ACH-000396,-0.4770970285699633
ACH-000397,-0.35822491923480554
ACH-000401,-0.3835569490061129
ACH-000402,-0.2848113778320346
ACH-000403,-0.24216573748553225
ACH-000404,-0.341869828953052
ACH-000406,-0.2400208059988309
ACH-000407,-0.1822696039316956
ACH-000408,-0.3484141210315545
ACH-000410,-0.2051894488440648
ACH-000411,-0.3212808123955873
ACH-000414,-0.210253465139573
ACH-000415,-0.07526847989789469
ACH-000416,-0.3224872075248537
ACH-000420,-0.33532977193335034
ACH-000421,-0.0652851871661744
ACH-000424,-0.2574531439206534
ACH-000425,-0.2837447354845403
ACH-000426,-0.23301869734764374
ACH-000427,-0.3256962041349851
ACH-000433,-0.10741414587829716
ACH-000435,-0.18040061745091307
ACH-000436,-0.4499525870535426
ACH-000444,-0.2686009976406356
ACH-000445,-0.14347669391831794
ACH-000448,-0.17986185717805986
ACH-000450,-0.21189209238960596
ACH-000452,-0.15697654704191422
ACH-000454,-0.156666737778919
ACH-000458,-0.2138243761410191
ACH-000459,-0.2848645238576552
ACH-000460,-0.2516795114754321
ACH-000461,-0.16307327445604358
ACH-000463,-0.1761906483707884
ACH-000464,-0.39093220371332377
ACH-000466,-0.06304685496569874
ACH-000467,-0.08632921004197923
ACH-000468,-0.17779327264710582
ACH-000469,-0.3538036224723178
ACH-000470,-0.3389809545503916
ACH-000471,-0.13382269039240993
ACH-000472,-0.30092585834805763
ACH-000473,-0.3099182876560456
ACH-000475,-0.2259886588574049
ACH-000476,-0.29875467676381257
ACH-000477,-0.03361570684187937
ACH-000479,-0.3556697775978248
ACH-000480,-0.2455952749749856
ACH-000481,-0.1236393937191084
ACH-000483,-0.17217645465531164
ACH-000484,-0.2487600959892285
ACH-000485,-0.2995539661959965
ACH-000486,-0.19660784172672788
ACH-000487,-0.17940703486329596
ACH-000488,-0.3080956802341745
ACH-000490,-0.2471646703228859
ACH-000491,-0.029976144802064612
ACH-000495,-0.4952343619130079
ACH-000496,-0.10921600764930674
ACH-000499,-0.2983086109452265
ACH-000500,-0.0925450341275172
ACH-000502,-0.31654773439235817
ACH-000503,-0.18127749103035465
ACH-000505,-0.300711665276158
ACH-000507,-0.21296334409889286
ACH-000510,-0.15817053390190264
ACH-000511,-0.3197710366888616
ACH-000512,-0.2617042195558455
ACH-000516,-0.19895492452859712
ACH-000517,-0.2140995938713384
ACH-000518,-0.2658602359281571
ACH-000520,-0.1988115129153553
ACH-000521,-0.18701354517067692
ACH-000522,-0.06752028336742441
ACH-000524,-0.20136492229677933
ACH-000527,-0.20847717002207286
ACH-000528,-0.2555082743441047
ACH-000537,-0.14483907549169345
ACH-000541,-0.1988925694106537
ACH-000542,-0.4998185062207372
ACH-000544,-0.250655041137434
ACH-000545,-0.1439720226359272
ACH-000547,-0.1957229302545334
ACH-000548,-0.3061424588857184
ACH-000549,-0.2291515811641697
ACH-000550,-0.18966772035021304
ACH-000552,-0.2697527935851283
ACH-000556,-0.16882826270987594
ACH-000557,-0.35308209710044114
ACH-000569,-0.2518258378200925
ACH-000570,-0.21395424839455135
ACH-000571,-0.4601517532399808
ACH-000573,-0.2231843467464872
ACH-000576,-0.10450945931228564
ACH-000579,-0.5316151256220776
