,TOMM70A (9868)
ACH-000403,-0.04994991161724932
ACH-000404,-0.042568398799944715
ACH-000406,-0.4089615944233429
ACH-000407,-0.3281014909801315
ACH-000408,-0.2819192265726137
ACH-000410,-0.3595567607271514
ACH-000411,-0.15221631588765722
ACH-000414,-0.31535752700291586
ACH-000415,-0.5422456199618518
ACH-000416,-0.1049075082788981
ACH-000420,-0.2108143667337145
ACH-000421,-0.2733147040546577
ACH-000424,-0.5196277032434649
ACH-000425,-0.12142533309605187
ACH-000426,-0.09289327184637652
ACH-000427,-0.1800405307698807
ACH-000433,-0.1875924845369206
ACH-000435,-0.19156005313904131
ACH-000436,-0.176459882801992
ACH-000444,-0.18654026920823832
ACH-000445,-0.3892495091333841
ACH-000448,-0.2609309275388108
ACH-000450,-0.14897651199683146
ACH-000452,-0.2075044805275245
ACH-000454,-0.4083059014451927
ACH-000458,-0.2016628822832947
ACH-000459,-0.5769737109375396
ACH-000460,-0.1627556052315024
ACH-000461,-0.2525243786031532
ACH-000463,-0.4334017887201326
ACH-000464,-0.1838111208295153
ACH-000466,-0.11289664725656637
ACH-000467,-0.2895428285848179
ACH-000468,-0.21366845485140895
ACH-000469,-0.2626807484913382
ACH-000470,-0.13509753242882705
ACH-000471,-0.6065617055944388
ACH-000472,-0.24155486332418102
ACH-000473,-0.25476351375487843
ACH-000475,-0.2357054717710145
ACH-000476,-0.3389199357112748
ACH-000477,-0.26552663133013554
ACH-000479,-0.24073175255286114
ACH-000480,-0.43006979248034055
ACH-000481,-0.2176789011260627
ACH-000483,-0.2112083444772134
ACH-000484,-0.22018078757937476
ACH-000485,-0.17832062192418086
ACH-000486,-0.4541960829311755
ACH-000487,-0.03174882820604536
ACH-000488,-0.5395558521635176
ACH-000490,-0.5702886140489191
ACH-000491,-0.2691156980173651
ACH-000495,-0.3166477821951185
ACH-000496,-0.3039427543891801
ACH-000499,-0.6536348953978507
ACH-000500,-0.02785462865805726
ACH-000502,-0.13096076111411806
ACH-000503,-0.27348716269536394
ACH-000505,-0.2451268298008987
ACH-000507,-0.3147386411854879
ACH-000510,-0.12367606412221092
ACH-000511,-0.2555527679615889
ACH-000512,-0.7537022945539833
ACH-000516,-0.30023204960676353
ACH-000517,-0.24878912956528684
ACH-000518,-0.1887822734607109
ACH-000520,-0.1178617230567832
ACH-000521,-0.20476287011556085
ACH-000522,-0.4401005304296617
ACH-000524,-0.1726481737499403
ACH-000527,-0.3617362120949841
ACH-000528,-0.464619022414941
ACH-000537,-0.4088531593172459
ACH-000541,0.02077491280068224
ACH-000542,-0.28981414072680145
ACH-000544,-0.41063434306275054
ACH-000545,-0.4635247581972218
ACH-000547,-0.32026072102929504
ACH-000548,-0.11958231140620385
ACH-000549,-0.35828941784675705
ACH-000550,-0.17434504337701276
ACH-000552,-0.5590417083502837
ACH-000556,-0.2216205684586657
ACH-000557,-0.21690705858412104
ACH-000569,-0.4725269800477365
ACH-000570,-0.4355385828844737
ACH-000571,-0.242094111010118
ACH-000573,-0.24257496177123514
ACH-000576,-0.02969014126346092
ACH-000579,-0.3309838143633736
ACH-000580,-0.13818642035929338
ACH-000584,-0.10777908170008953
ACH-000585,-0.3962723368531513
ACH-000588,-0.3797274152938623
ACH-000589,-0.3632381061169328
ACH-000591,-0.4482451179030049
ACH-000593,-0.31343066077643905
ACH-000600,-0.2270809439992631
ACH-000601,0.01224532441154745
ACH-000605,-0.2384135060783832
ACH-000606,-0.3869153892480336
ACH-000608,-0.2544985869259846
ACH-000614,-0.3480014369731237
ACH-000616,-0.2841257924662221
ACH-000618,-0.2964811319964558
ACH-000619,-0.5536831510351913
ACH-000620,-0.4927453997793901
ACH-000621,-0.2472728825561457
ACH-000622,-0.19992220880539288
ACH-000623,-0.13699570205985112
ACH-000624,0.11282889607896085
ACH-000627,-0.20097247137711274
ACH-000630,-0.6097200066568541
ACH-000631,-0.7857120082858424
ACH-000632,-0.1434977659794938
ACH-000633,-0.2148540455349429
ACH-000637,-0.23775248658048734
ACH-000638,-0.18875200827723712
ACH-000646,-0.2225261275871812
ACH-000647,-0.4277808656034719
ACH-000648,-0.2694205211944946
ACH-000649,-0.4468978105726986
ACH-000651,-0.3817475540571573
ACH-000652,-0.2777258772598448
ACH-000653,-0.23953472212639745
ACH-000657,-0.370145041126643
ACH-000658,-0.0868693265198771
ACH-000661,-0.1998194719446298
ACH-000662,-0.15966660122688695
ACH-000663,-0.18765874586534625
ACH-000665,-0.2602459431255607
ACH-000671,-0.5815571285196351
ACH-000672,-0.16590482505693502
ACH-000673,-0.1338696651787058
ACH-000676,-0.4377403012602689
ACH-000677,-0.3588554841985943
ACH-000681,-0.4587568195804821
ACH-000683,-0.16842868169956846
ACH-000684,-0.4748457533023814
ACH-000688,-0.4012307651682411
ACH-000693,-0.5478677320329455
ACH-000694,-0.38332698338228616
ACH-000695,-0.3361785115790296
ACH-000696,-0.6882703824399684
ACH-000697,-0.61630826610425
ACH-000699,-0.319525611083801
ACH-000701,-0.20477627087841066
ACH-000706,-0.4989933776796802
ACH-000711,-0.2219230611508345
ACH-000713,-0.0854969774338932
ACH-000714,-0.1987517036607645
ACH-000718,-0.2953904827004968
ACH-000720,-0.11355848906046015
ACH-000721,-0.22110551740616025
ACH-000724,-0.3936657567472039
ACH-000725,-0.13429356250334912
ACH-000732,-0.4458088374218918
ACH-000734,-0.3976471776158755
ACH-000735,-0.5064973911426196
ACH-000736,-0.23031321490776546
ACH-000738,-0.5436432483415625
ACH-000746,-0.395992175747546
ACH-000747,-0.3939110793047227
ACH-000748,-0.2310910868369181
ACH-000753,-0.3624597825320097
ACH-000756,-0.23657107426387264
ACH-000757,-0.7188502093468948
ACH-000758,-0.5517968648163651
ACH-000760,-0.3100273018000253
ACH-000762,-0.36500957587723865
ACH-000763,-0.17117831646490828
ACH-000764,-0.28155508419766817
ACH-000765,-0.3415605570042047
ACH-000766,-0.033904059676766116
ACH-000767,-0.2419211057406541
ACH-000768,-0.16628737913580705
ACH-000769,-0.29907135685290964
ACH-000770,-0.07577970474302989
ACH-000771,-0.34177668904377445
ACH-000773,-0.2056397658681794
ACH-000776,-0.32449219238586946
ACH-000777,-0.01639278443964869
ACH-000778,-0.20705870284444391
ACH-000781,-0.5441484687558399
ACH-000782,-0.1783970005773815
ACH-000783,-0.4340009589855128
ACH-000784,-0.3105277181489528
ACH-000785,-0.2426293131975077
ACH-000787,-0.5093393641216095
ACH-000788,-0.7009285169001408
ACH-000791,-0.08709841670114625
ACH-000792,-0.38902118428552696
ACH-000794,-0.3820516424883269
ACH-000796,-0.009483367535869815
ACH-000798,0.02000830523161258
ACH-000799,-0.12701032196385886
ACH-000800,-0.2313027588381513
ACH-000802,-0.2484152112404063
ACH-000804,-0.21148875351926616
ACH-000805,-0.08342332362516139
ACH-000809,-0.2611661608086823
ACH-000810,-0.3367579208192118
ACH-000811,-0.19172186507932495
ACH-000817,-0.05897564566166087
ACH-000819,-0.34401231013105843
ACH-000820,-0.2945719553749595
ACH-000821,-0.2350217008221572
ACH-000822,-0.14501299553757788
ACH-000823,-0.2619984148946179
ACH-000824,-0.056526873217949226
ACH-000827,-0.4665552877130078
ACH-000829,0.035488438039775985
ACH-000831,-0.29607482725399736
ACH-000832,-0.4510557021041936
ACH-000833,-0.20185204192267805
ACH-000834,-0.2190831409909599
ACH-000835,-0.30452216556376793
ACH-000836,-0.0242145256953679
ACH-000837,-0.2163553098381302
ACH-000838,-0.3812973473067863
ACH-000839,-0.20087169471509653
ACH-000840,-0.13540857723588334
ACH-000841,-0.21742337494595276
ACH-000843,-0.5807127090987834
ACH-000846,-0.14746871723364166
ACH-000847,-0.5877677889354317
ACH-000848,-0.5630386273636594
ACH-000849,-0.2721584233266629
ACH-000851,-0.3434876570073296
ACH-000855,-0.3166173607811274
ACH-000856,-0.324942427502827
ACH-000858,-0.6141314267477266
ACH-000859,-0.37672208432029614
ACH-000861,-0.23677971188521524
ACH-000862,-0.4673804513370862
ACH-000865,-0.3472632732113783
ACH-000866,-0.4196560518425677
ACH-000867,-0.4036307615476468
ACH-000869,-0.5976003870637125
ACH-000872,-0.2938509160705149
ACH-000873,-0.3408410385762261
ACH-000876,-0.2338571241504641
ACH-000878,-0.30476196024452024
ACH-000880,-0.4455561781957646
ACH-000881,-0.4315288100359179
ACH-000882,-0.6434703159921598
ACH-000884,-0.308498042645755
ACH-000885,-0.3155478070294727
ACH-000887,-0.22186157988916716
ACH-000889,-0.1691704613737046
ACH-000896,-0.31383057655041485
ACH-000898,-0.4055766344521122
ACH-000900,-0.39826737723635103
ACH-000901,-0.1640579519159346
ACH-000905,-0.4099439305715693
ACH-000906,-0.1677032787961859
ACH-000907,-0.5011586548943571
ACH-000910,-0.35483504306768265
ACH-000911,-0.1641701239200876
ACH-000912,-0.6471456999808186
ACH-000913,-0.2827995826995298
ACH-000915,-0.4666446466322839
ACH-000916,0.061107931406041135
ACH-000917,-0.3368943438897448
ACH-000920,-0.1605832916863839
ACH-000921,-0.1738610322777494
ACH-000924,-0.2847485616665419
ACH-000926,-0.21757009313419332
ACH-000928,-0.24188159551860236
ACH-000929,-0.1919610887148499
ACH-000932,-0.2030744071899686
ACH-000935,-0.4299899304905056
ACH-000936,-0.4074995286803153
ACH-000937,0.057578426323190324
ACH-000938,-0.4539419287487863
ACH-000939,-0.5455457938831312
ACH-000941,-0.2473628637255776
ACH-000943,-0.5954343076986454
ACH-000946,-0.3686809838331581
ACH-000947,-0.3744324416028424
ACH-000948,-0.5223774586105795
ACH-000950,-0.33698967999970114
ACH-000953,-0.06367497358344551
ACH-000954,-0.6663041808674992
ACH-000957,-0.09337329298660672
ACH-000958,-0.3135448010824905
ACH-000960,-0.2477449048931401
ACH-000963,-0.5240586692232657
ACH-000968,-0.3735842882175149
ACH-000969,-0.4427835236964108
ACH-000972,-0.3379545855683374
ACH-000973,-0.11016884428711936
ACH-000974,-0.1875623816402253
ACH-000978,-0.21696117370440168
ACH-000984,-0.11391197839182685
ACH-000986,-0.5678586758521051
ACH-000988,-0.40922017101005614
ACH-000993,-0.2801310393088833
ACH-000994,-0.4172843024321633
ACH-000996,-0.02825551356219484
ACH-001001,-0.36731850860330695
ACH-001020,-0.3233265145129275
ACH-001028,-0.6211465646302567
ACH-001031,-0.39114837946389897
ACH-001038,-0.18335802314999036
ACH-001048,-0.3088297382110068
ACH-001050,-0.2577721908257355
ACH-001053,-0.18450085990538068
ACH-001054,-0.15424892297674794
ACH-001061,-0.5206976134808549
ACH-001067,-0.33010018873867714
ACH-001075,-0.2318831419948225
ACH-001096,-0.3918885395403544
ACH-001111,-0.12524872381788374
ACH-001119,-0.25518388501796146
ACH-001128,-0.3519982129254714
ACH-001134,-0.15492063075321896
ACH-001151,-0.10762533620197444
ACH-001163,-0.0002801608631654849
ACH-001164,-0.2296409093519525
ACH-001183,-0.4160074690919145
ACH-001192,-0.05522620608313317
ACH-001193,-0.5829416498847396
ACH-001196,-0.5436594960820272
ACH-001197,-0.30008526892125703
ACH-001205,-0.3271612418777786
ACH-001211,-0.5690024944730536
ACH-001212,-0.18404885958476855
ACH-001228,-0.14725570511083033
ACH-001232,-0.5286287861619469
ACH-001239,-0.3424375289914745
ACH-001270,-0.5859337843641155
ACH-001274,-0.23071291951036516
ACH-001275,-0.4283689642878318
ACH-001277,-0.4186929986319992
ACH-001278,-0.30092879375375303
ACH-001280,-0.3867754328533403
ACH-001283,-0.2569559042779557
ACH-001289,-0.37372663577397225
ACH-001300,-0.10765821240349907
ACH-001301,-0.2884923873984179
ACH-001302,-0.3552708379270313
ACH-001306,-0.2788293673770789
ACH-001318,-0.5370731895085542
ACH-001322,-0.6512346542208707
ACH-001328,-0.29769633368428666
ACH-001332,-0.4561441459389299
ACH-001336,-0.2559711807539065
ACH-001346,-0.2989625135421449
ACH-001353,-0.12062677486984028
ACH-001354,-0.1529738352980707
ACH-001367,-0.12770189694211356
ACH-001368,-0.10190752057456136
ACH-001374,0.12378965814889513
ACH-001377,-0.23233084738949225
ACH-001380,-0.3155240461272827
ACH-001391,-0.26814953303367395
ACH-001408,-0.4051196256429653
ACH-001430,-0.1306091239216642
ACH-001431,-0.1933050753572348
ACH-001450,-0.2866686627126065
ACH-001496,-0.337381814404335
ACH-001500,-0.38206943492657497
ACH-001523,-0.4647399348784405
ACH-001532,-0.3460746518999155
ACH-001550,-0.2765239918706017
ACH-001552,-0.2552973861023309
ACH-001554,-0.3449619544808451
ACH-001654,-0.05514043973483527
ACH-001735,0.05972704542981616
ACH-001736,-0.31887652227961544
ACH-001737,-0.2682217659596175
ACH-001740,-0.3009403871833228
ACH-001745,-0.2822168508564539
ACH-001765,-0.1459509866635486
