,TOMM70A (9868)
ACH-000004,-0.15041559836618076
ACH-000005,-0.2221230705702859
ACH-000007,-0.19198645483517984
ACH-000009,-0.18677820540749626
ACH-000011,-0.2934164753492107
ACH-000012,-0.3335438707296992
ACH-000013,-0.10002158088719243
ACH-000014,-0.266253048447393
ACH-000015,-0.4976729077521278
ACH-000017,-0.26654135193502776
ACH-000018,-0.1421019054763937
ACH-000019,-0.517568977053666
ACH-000021,-0.25443464069636873
ACH-000022,-0.27825936736185564
ACH-000025,-0.5409376996715766
ACH-000028,-0.3193733407180616
ACH-000030,-0.2260988321068037
ACH-000035,-0.1570152639859019
ACH-000036,-0.4017782255791885
ACH-000037,-0.2332074102638977
ACH-000039,-0.0608596731449974
ACH-000040,-0.34186608435091353
ACH-000041,-0.09296362262189337
ACH-000042,-0.2542323357596494
ACH-000045,-0.16062077653655474
ACH-000047,-0.16986671393530678
ACH-000052,-0.398493131166824
ACH-000053,-0.20730689431547508
ACH-000054,0.01734656647415895
ACH-000055,0.02605352006135597
ACH-000060,-0.4558253672507125
ACH-000067,-0.3033528029777253
ACH-000070,-0.38706744909791096
ACH-000075,-0.3463184249678423
ACH-000078,-0.14371428991361893
ACH-000082,-0.05723116372966758
ACH-000085,-0.041966047266494014
ACH-000086,-0.6059134332627778
ACH-000087,-0.22703439493061414
ACH-000092,-0.2246116509555116
ACH-000095,-0.14205680546539734
ACH-000097,-0.3264903040706485
ACH-000098,-0.2970531845908508
ACH-000099,-0.19300974903042767
ACH-000108,-0.2433075511633834
ACH-000113,-0.35389380667259984
ACH-000116,-0.18864219211780064
ACH-000118,-0.47073839056168293
ACH-000120,-0.2958755018412415
ACH-000123,-0.3281482031166732
ACH-000127,0.01596946078394915
ACH-000128,-0.4445210355622592
ACH-000132,-0.30780023455973826
ACH-000133,-0.5333989939645448
ACH-000137,-0.4246402686602395
ACH-000138,-0.19989085712805796
ACH-000142,-0.5346534965050971
ACH-000143,-0.43151621041419536
ACH-000146,-0.03793468734859925
ACH-000148,-0.24963979284928256
ACH-000150,-0.27296589630599705
ACH-000152,-0.16313759132452804
ACH-000153,-0.26218882573695423
ACH-000159,-0.13376296405600707
ACH-000160,-0.23936226228402055
ACH-000163,-0.4669502353489064
ACH-000167,0.063440710289198
ACH-000168,-0.08012612481186779
ACH-000169,-0.6280147316034125
ACH-000178,-0.2485780235219168
ACH-000183,-0.0262612922839613
ACH-000188,-0.4043186234992408
ACH-000189,-0.3996965773468581
ACH-000190,-0.5433423277140202
ACH-000198,-0.3854050930209281
ACH-000203,0.08836812720970645
ACH-000204,-0.6236163139451231
ACH-000206,-0.06599991904552945
ACH-000207,-0.2320597774861184
ACH-000208,-0.3932263032600978
ACH-000210,-0.11100654860265087
ACH-000211,-0.4306451212211466
ACH-000215,-0.2517069477553225
ACH-000221,-0.5879807014626333
ACH-000222,-0.13921601750356558
ACH-000223,-0.5422432979645236
ACH-000226,-0.3030185924931837
ACH-000227,-0.23501866912323496
ACH-000228,-0.2686494917627565
ACH-000231,-0.2728079174283456
ACH-000232,-0.17151541874080914
ACH-000233,-0.23402613180200124
ACH-000234,-0.19110933577531505
ACH-000235,-0.15399603544155602
ACH-000237,-0.07291649880652329
ACH-000238,-0.02668653803641063
ACH-000242,-0.387967265920586
ACH-000243,-0.2803991481816858
ACH-000244,-0.4351758418519039
ACH-000246,-0.5399603667191596
ACH-000248,-0.13220884682244238
ACH-000250,-0.2974363216968709
ACH-000251,-0.1734245546889167
ACH-000252,0.0005200321003217966
ACH-000253,-0.06759000306680746
ACH-000255,-0.4365033203850166
ACH-000256,-0.2399468858706261
ACH-000257,0.001761981328795859
ACH-000258,-0.32144032128531724
ACH-000259,-0.3697825403349101
ACH-000260,-0.4168653265092345
ACH-000261,-0.3086086884460944
ACH-000262,-0.3147115595200813
ACH-000263,-0.4394984152454877
ACH-000264,-0.20687778359763428
ACH-000265,-0.3859574479859035
ACH-000266,-0.12524853945859307
ACH-000272,-0.2249149656728542
ACH-000274,-0.2366921152513417
ACH-000277,-0.2769943986034796
ACH-000278,-0.2503078092657983
ACH-000279,-0.3014841986009432
ACH-000280,-0.10284373922961844
ACH-000281,-0.12404533950571647
ACH-000288,-0.15927895977527376
ACH-000291,-0.2713365082264406
ACH-000293,-0.1059309073039008
ACH-000294,0.13962019123680453
ACH-000295,0.10927140372744984
ACH-000296,-0.3077554328873628
ACH-000302,-0.1592246638745021
ACH-000304,-0.12029684995763155
ACH-000307,-0.2823594981344112
ACH-000308,-0.1053879756808338
ACH-000310,-0.07947453204501853
ACH-000311,-0.19993779987507398
ACH-000312,-0.15281008565252496
ACH-000315,-0.17697808161608206
ACH-000316,-0.405943078911982
ACH-000317,-0.8191003807217725
ACH-000318,-0.2680739564834066
ACH-000319,-0.03045515714632385
ACH-000320,-0.2905589191487962
ACH-000322,-0.04663314707638421
ACH-000323,-0.2968573977146596
ACH-000324,-0.1252130689736714
ACH-000329,-0.27971316505221905
ACH-000330,-0.36311260837440457
ACH-000331,-0.5702296022019875
ACH-000332,-0.06773690439493484
ACH-000334,-0.3463367282877522
ACH-000335,-0.5294648828812794
ACH-000336,-0.15497354681251624
ACH-000337,-0.5121617930968292
ACH-000338,-0.6163511623363807
ACH-000339,-0.2429003772687288
ACH-000341,-0.3614229547771469
ACH-000348,-0.2731624514074321
ACH-000350,-0.1958780954292005
ACH-000352,-0.22270890899213489
ACH-000356,-0.056111183049886805
ACH-000361,-0.06625049575517343
ACH-000362,-0.000948534472695669
ACH-000363,-0.3160362204584809
ACH-000364,-0.4241802487033273
ACH-000365,-0.4508435791854095
ACH-000366,-0.3094075075789229
ACH-000368,-0.4575061829482157
ACH-000374,-0.14266398390297313
ACH-000375,-0.2519734651819691
ACH-000376,-0.21803788655511575
ACH-000381,-0.2265646695673641
ACH-000383,-0.24311656635122875
ACH-000387,-0.07065670004884117
ACH-000389,-0.2389340184405737
ACH-000390,-0.5459325172311067
ACH-000393,-0.09083933617805123
ACH-000395,-0.13073933415891986
ACH-000396,-0.36722226404867936
ACH-000397,-0.2657613084765517
ACH-000401,-0.3685271745627621
ACH-000402,-0.4217538758714409
