,UBB (7314)
ACH-000004,-0.024309672315051867
ACH-000005,-0.4006966544947552
ACH-000007,-0.05753897157242265
ACH-000009,-0.1987464052369192
ACH-000011,-0.16997865152796038
ACH-000012,-0.07703408847735635
ACH-000013,-0.2388061238507823
ACH-000014,0.10307016683169257
ACH-000015,-0.10132720874461686
ACH-000017,-0.06937346348046347
ACH-000018,0.003677934786359568
ACH-000019,-0.05611230502004201
ACH-000021,-0.017401293530681216
ACH-000022,-0.3249068226625
ACH-000025,-0.1807891031018085
ACH-000028,-0.21028388305925028
ACH-000030,-0.028650642112259574
ACH-000035,0.09105208573718604
ACH-000036,-0.22128230951158395
ACH-000037,-0.22194966553469225
ACH-000039,-0.28805053414866943
ACH-000040,-0.2353233323524953
ACH-000041,-0.10761283644615063
ACH-000042,-0.08925978847069375
ACH-000045,-0.13259079339343344
ACH-000047,0.12874929406520447
ACH-000052,-0.045302376509311286
ACH-000053,-0.07458414057292695
ACH-000054,-0.2519991802781156
ACH-000055,-0.5027317898342077
ACH-000060,-0.11668818023611773
ACH-000067,-0.3362039295966599
ACH-000070,-0.09411321838403028
ACH-000075,-0.052524876034214116
ACH-000078,0.10461036281292717
ACH-000082,-0.3183029973985872
ACH-000085,-0.13228069650916785
ACH-000086,-0.0965775328637979
ACH-000087,-0.11575312065430772
ACH-000092,-0.1486425444454124
ACH-000095,-0.1675918663562544
ACH-000097,-0.20336412782270066
ACH-000098,-0.18674439556824715
ACH-000099,-0.06820124846752784
ACH-000108,0.06845803363199272
ACH-000113,0.08273375847195359
ACH-000116,-0.009993311618346105
ACH-000118,-0.02723926933610954
ACH-000120,-0.2571744943452889
ACH-000123,-0.09023348495735978
ACH-000127,-0.06505184728348114
ACH-000128,-0.00872303631453905
ACH-000132,-0.21760791740877794
ACH-000133,-0.16706573551945653
ACH-000137,-0.010714915270362294
ACH-000138,-0.0015279236348237873
ACH-000142,-0.19989976547139468
ACH-000143,-0.009994062935022656
ACH-000146,-0.01154387701180408
ACH-000148,0.02758265711718284
ACH-000150,-0.18812275138080212
ACH-000152,-0.2520314711992513
ACH-000153,-0.3903291937748188
ACH-000159,-0.04130305795110761
ACH-000160,-0.041729543101925434
ACH-000163,-0.19425476151350374
ACH-000167,-0.0010068492757258224
ACH-000168,-0.17780164325922695
ACH-000169,-0.2822921143613844
ACH-000178,-0.06689818578358064
ACH-000183,-0.008228977049890764
ACH-000188,-0.30168464645355386
ACH-000189,-0.05438095487541095
ACH-000190,-0.3844636623234429
ACH-000198,-0.05127042560814085
ACH-000203,0.08058969959151169
ACH-000204,-0.0450837894549741
ACH-000206,-0.08991079330864668
ACH-000207,0.02749528850945078
ACH-000208,-0.33640431440496915
ACH-000210,0.1935680253776761
ACH-000211,-0.058531402497457925
ACH-000215,0.002642067118320748
ACH-000221,0.04396462701842948
ACH-000222,-0.2614847897543052
ACH-000223,-0.1862821564961689
ACH-000226,-0.2950536623209371
ACH-000227,-0.18936580102393505
ACH-000228,-0.14942119666358172
ACH-000231,-0.2808135080303877
ACH-000232,-0.05501894293900283
ACH-000233,-0.1410285534843319
ACH-000234,-0.05266449706986991
ACH-000235,-0.0962944058998257
ACH-000237,0.03843201028880687
ACH-000238,-0.5017305685536769
ACH-000242,0.12257587844895255
ACH-000243,-0.1569846196672918
ACH-000244,-0.1044621319786521
ACH-000246,-0.13747452378653988
ACH-000248,0.06235452931133584
ACH-000250,-0.053041658803135966
ACH-000251,0.18303231781428034
ACH-000252,-0.1457401544902189
ACH-000253,0.006245225663208308
ACH-000255,-0.1206868408250149
ACH-000256,-0.11242310015149462
ACH-000257,0.18011472642465556
ACH-000258,-0.02328031059185433
ACH-000259,-0.13827890189940492
ACH-000260,-0.10769840998533678
ACH-000261,-0.056245786176725536
ACH-000262,-0.2643249277168542
ACH-000263,0.03147748352594697
ACH-000264,-0.05208231114154503
ACH-000265,-0.04838454074807888
ACH-000266,-0.0870348252342568
ACH-000272,-0.097376287071246
ACH-000274,-0.11389295294527953
ACH-000277,-0.06251002884664912
ACH-000278,-0.09778816064246268
ACH-000279,-0.015398349738702131
ACH-000280,-0.07707291304563309
ACH-000281,-0.01940815814980816
ACH-000288,-0.3119092711085349
ACH-000291,-0.21000419156607364
ACH-000293,0.0042423742688930685
ACH-000294,0.2067324373256349
ACH-000295,0.0006429296375696615
ACH-000296,-0.4592652082966544
ACH-000302,0.0011337003569535328
ACH-000304,-0.4286683967181869
ACH-000307,-0.13797371314626988
ACH-000308,-0.005618036484095829
ACH-000310,-0.14236622391109907
ACH-000311,-0.09155369944550804
ACH-000312,-0.0267035943218316
ACH-000315,0.11516426620158747
ACH-000316,-0.2243484433405348
ACH-000317,0.08508822539879707
ACH-000318,-0.11367428325705045
ACH-000319,-0.01506618191832019
ACH-000320,0.0796479520116494
ACH-000322,-0.1120121345915656
ACH-000323,-0.11506428029063415
ACH-000324,-0.03319694978625122
ACH-000329,-0.12584323163892436
ACH-000330,-0.03603659026537092
ACH-000331,-0.39143785593415786
ACH-000332,-0.1213507838367251
ACH-000334,0.1719446586410878
ACH-000335,-0.15828959045867916
ACH-000336,0.14108994052098425
ACH-000337,0.06347355852222461
ACH-000338,-0.15408022555693754
ACH-000339,-0.2170950729791015
ACH-000341,-0.12532072181575205
ACH-000348,-0.2679194012855221
ACH-000350,-0.06093705945419424
ACH-000352,-0.012478561345568049
ACH-000356,0.09728826957139064
ACH-000361,-0.19888272717932734
ACH-000362,0.12608441759478695
ACH-000363,-0.20668626688412287
ACH-000364,-0.2520453020298821
ACH-000365,0.1138482833174092
ACH-000366,0.10863212024645193
ACH-000368,-0.014082466173837068
ACH-000374,-0.17925755175956035
ACH-000375,-0.36293918147240783
ACH-000376,-0.046349798049213464
ACH-000381,-0.1890652879862965
ACH-000383,0.02081284608231346
ACH-000387,-0.2438647531541664
ACH-000389,-0.15868984805879885
ACH-000390,-0.08588074704216313
ACH-000393,0.09539929787256622
ACH-000395,0.04930144250069477
ACH-000396,-0.3504699698669094
ACH-000397,0.02099927404159856
ACH-000401,-0.401142090879391
ACH-000402,-0.220512015420012
ACH-000403,-0.11682783448004795
ACH-000404,0.05896907764850054
ACH-000406,-0.02327224389344529
ACH-000407,-0.08386633444633775
ACH-000408,-0.2947353494553913
ACH-000410,-0.10482990572904184
ACH-000411,-0.13072336191629405
ACH-000414,-0.16632175900104992
ACH-000415,-0.18054499419818015
ACH-000416,-0.05158182493695567
ACH-000420,-0.3116240647619904
ACH-000421,-0.018683268822115462
ACH-000424,-0.1678446876449105
ACH-000425,0.08255075773030339
ACH-000426,0.08024626871373526
ACH-000427,-0.09827930138757301
ACH-000433,-0.0742292419417254
ACH-000435,0.16576622613832673
ACH-000436,-0.10638314327843458
ACH-000444,-0.11804900959083085
ACH-000445,-0.2277288374384268
ACH-000448,-0.21026484455987304
ACH-000450,-0.19725767972474104
ACH-000452,-0.08027936746564407
ACH-000454,-0.2847110574425719
ACH-000458,-0.009000097520165274
ACH-000459,-0.0803105105417028
ACH-000460,-0.1367949246027614
ACH-000461,0.08315530669209327
ACH-000463,-0.09590644388660806
ACH-000464,0.1945844846624092
ACH-000466,-0.1567639594664825
ACH-000467,-0.13047797378789147
ACH-000468,-0.06833844013623745
ACH-000469,-0.11974282235302305
ACH-000470,0.0131248561450882
ACH-000471,-0.14585891500161474
ACH-000472,0.036822801869212655
ACH-000473,-0.038432454637150164
ACH-000475,-0.032023695099816216
ACH-000476,-0.05305431113789445
ACH-000477,-0.13121474584135276
ACH-000479,-0.2874737292227241
ACH-000480,-0.013535925864240577
ACH-000481,-0.06835376100113623
ACH-000483,-0.5365174240241302
ACH-000484,0.12394263077612805
ACH-000485,-0.10643381401776154
ACH-000486,-0.002894351574804812
ACH-000487,0.05450035397278155
ACH-000488,-0.17105488500488705
ACH-000490,-0.2507571381453005
ACH-000491,-0.037579085763539466
ACH-000495,0.10358506691448716
ACH-000496,-0.2418695641751652
ACH-000499,0.14466247864701415
ACH-000500,0.10879851958844436
ACH-000502,-0.09412665501833492
ACH-000503,-0.022755018259144773
ACH-000505,0.06154848325960256
ACH-000507,-0.04524994704803178
ACH-000510,-0.15337438285882585
ACH-000511,-0.2328692997955148
ACH-000512,-0.07456034318752433
ACH-000516,-0.4676303246944957
ACH-000517,-0.01947027287571841
ACH-000518,0.09431895345828954
ACH-000520,-0.18135911694973733
ACH-000521,-0.21065697289193466
ACH-000522,-0.08443938252268746
ACH-000524,-0.4071666184067637
ACH-000527,-0.06907578761199744
ACH-000528,-0.22341859175259948
ACH-000537,-0.0352881124397798
ACH-000541,-0.3114568693489244
ACH-000542,-0.007457489480193108
ACH-000544,-0.09317388924257833
ACH-000545,-0.18554409893834264
ACH-000547,-0.05141533728602493
ACH-000548,-0.1269900950057335
ACH-000549,-0.04756260065172515
ACH-000550,-0.2235622962931129
ACH-000552,0.0013092571842865807
ACH-000556,-0.10815034699334436
ACH-000557,0.008813614853037376
ACH-000569,-0.19471698679439936
ACH-000570,-0.1708889741534732
ACH-000571,-0.05340872099482735
ACH-000573,-0.1723822186434485
ACH-000576,-0.10360161284102788
ACH-000579,-0.21319937944595727
ACH-000580,-0.3429592027493113
ACH-000584,0.03009224230365145
ACH-000585,-0.0404686335566372
ACH-000588,-0.2050321902303064
ACH-000589,-0.1770236942342077
ACH-000591,-0.23929251537428395
ACH-000593,-0.14928958610750362
ACH-000600,0.0007114730184589451
ACH-000601,-0.15526813705211068
ACH-000605,0.012203068669852714
ACH-000606,-0.1834790394254558
ACH-000608,0.013891789701728337
ACH-000614,0.19505105741943
ACH-000616,-0.01889787555128308
ACH-000618,-0.05653496323417501
ACH-000619,-0.3139571070013525
ACH-000620,0.0172470036537477
ACH-000621,-0.3157168576712093
ACH-000622,-0.014629626163730309
ACH-000623,-0.2822606662911771
ACH-000624,-0.11038995784763664
ACH-000627,-0.035518057729829
ACH-000630,-0.1407044213818177
ACH-000631,-0.31941884500318685
ACH-000632,-0.025623350100611487
ACH-000633,0.013536691208863612
ACH-000637,-0.2369319629183631
ACH-000638,-0.12220349956389748
ACH-000646,-0.08043957973471856
ACH-000647,0.028780768134808524
ACH-000648,-0.23211073029386245
ACH-000649,0.038912984604433785
ACH-000651,0.06644808871589822
ACH-000652,-0.02271754829658249
ACH-000653,-0.127563250182807
ACH-000657,-0.0023097306818632
ACH-000658,0.22340305123904386
ACH-000661,0.022916684286558263
ACH-000662,0.0011406501903598724
ACH-000663,-0.0007063144917408263
ACH-000665,-0.04897744114403329
ACH-000671,0.04295485902717628
ACH-000672,-0.07856777760370487
ACH-000673,-0.2010608904437952
ACH-000676,-0.0489524060812249
ACH-000677,-0.06665021156149585
ACH-000681,-0.16733332095243353
ACH-000683,0.10622090008230764
ACH-000684,-0.16166440300579055
ACH-000688,-0.12418947890083297
ACH-000693,-0.06770832112874384
ACH-000694,0.10940492027743193
ACH-000695,-0.08182358669516446
ACH-000696,-0.06869847276396451
ACH-000697,-0.3280380184570128
ACH-000699,-0.1897121545124727
ACH-000701,0.002177448289044757
ACH-000706,0.04383608933744326
ACH-000711,-0.14164672900291728
ACH-000713,-0.2769667681969077
ACH-000714,0.22892149405815565
ACH-000718,-0.2753471257419772
ACH-000720,-0.10693239146848743
ACH-000721,-0.21210251306097594
ACH-000724,-0.09618278002311972
ACH-000725,-0.10279175483585963
ACH-000732,-0.23778532754677795
ACH-000734,0.04312307313433143
ACH-000735,-0.07294483248639218
ACH-000736,-0.16411911573438767
ACH-000738,-0.11797173859689054
ACH-000746,-0.1622230913881087
ACH-000747,0.034002182715835834
ACH-000748,-0.07826595256173377
ACH-000753,-0.11741394861955462
ACH-000756,0.03975597635346933
ACH-000757,-0.034411723762237015
ACH-000758,-0.11355061836896968
ACH-000760,-0.04506550696401778
ACH-000762,-0.17397665172534946
ACH-000763,0.09761597440868912
ACH-000764,-0.098387211049507
ACH-000765,0.09891155980372586
ACH-000766,-0.19871020296548614
ACH-000767,-0.0943822331026291
ACH-000768,-0.2720424518465953
ACH-000769,-0.09078744914049837
ACH-000770,-0.08574413305216498
ACH-000771,-0.07793371755201846
ACH-000773,-0.16928428582042773
ACH-000776,-0.047463622854090455
ACH-000777,-0.27388435006199113
ACH-000778,-0.08319667499517641
ACH-000781,0.007012391709762735
ACH-000782,-0.20155470120139907
ACH-000783,-0.3190267377954102
ACH-000784,-0.020040850064543776
ACH-000785,-0.19517987644530432
ACH-000787,-0.13892523759271702
ACH-000788,-0.10709727904764894
ACH-000791,-0.26825534146881264
ACH-000792,-0.10027110977615117
ACH-000794,0.016143897393199776
ACH-000796,-0.10298764362285344
ACH-000798,-0.08079882030782543
ACH-000799,-0.29077585717101084
ACH-000800,0.11200019360988588
ACH-000802,-0.1660737278163142
ACH-000804,0.06020062972663012
ACH-000805,0.10623421963772
ACH-000809,-0.06006359123712509
ACH-000810,-0.13453638955384287
ACH-000811,-0.02625965345399588
ACH-000817,-0.3516727692631459
ACH-000819,-0.12701973614907114
ACH-000820,0.04850313925905663
ACH-000821,0.1005092708907463
ACH-000822,-0.09308875985426954
ACH-000823,0.014069612277242188
ACH-000824,0.12902989929104294
ACH-000827,-0.12825356071606542
ACH-000829,-0.04532135931282997
ACH-000831,0.04066695844822942
ACH-000832,-0.0916012908358914
ACH-000833,-0.30569204503760466
ACH-000834,-0.22493639921972208
ACH-000835,-0.033305884265166404
ACH-000836,-0.048761020811383185
ACH-000837,-0.025345335699061063
ACH-000838,0.2552299672411608
ACH-000839,-0.1631313746005832
ACH-000840,-0.1938088457801756
ACH-000841,0.04490314412326783
ACH-000843,0.034675731529338435
ACH-000846,-0.26266003716880354
ACH-000847,0.2743715165700609
ACH-000848,-0.07643124340194866
ACH-000849,-0.11746695439297605
ACH-000851,-0.038478341729723683
ACH-000855,0.0855269539581334
ACH-000856,-0.0282518472413511
ACH-000858,-0.13067325351988385
ACH-000859,-0.1626320370801424
ACH-000861,-0.2676696078385234
ACH-000862,-0.14498746588144232
ACH-000865,0.0740539809033403
ACH-000866,-0.1003042504986366
ACH-000867,-0.12506497966223631
ACH-000869,-0.09204837180731656
ACH-000872,0.0446356830659083
ACH-000873,0.045968003048123963
ACH-000876,-0.02157027716918848
ACH-000878,-0.05319571919764179
ACH-000880,0.1383415026269182
ACH-000881,-0.16764295240004626
ACH-000882,-0.03791512126779837
ACH-000884,-0.19150160850549086
ACH-000885,-0.07733497777887945
ACH-000887,0.03329886547119884
ACH-000889,0.03718491093692053
ACH-000896,-0.008543892850519133
ACH-000898,-0.1664980148882944
ACH-000900,-0.07319693750923767
ACH-000901,0.02238753890086977
ACH-000905,-0.18198456751526726
ACH-000906,-0.06548636509166278
ACH-000907,-0.08665580698336475
ACH-000910,-0.03132784908640434
ACH-000911,-0.11859035421408855
ACH-000912,-0.009983771363895852
ACH-000913,0.00017356575101231617
ACH-000915,0.029386055131134774
ACH-000916,-0.2552979517110644
ACH-000917,-0.26622438831437323
ACH-000920,0.14666925831588246
ACH-000921,-0.0963450846544788
ACH-000924,-0.1105613062712786
ACH-000926,-0.16716430449972894
ACH-000928,-0.08300351454846468
ACH-000929,-0.06271078443358237
ACH-000932,-0.03266327941909298
