,EP400 (57634)
ACH-000004,-0.9076991163956316
ACH-000005,-1.1805496552046932
ACH-000007,-0.7142783523906562
ACH-000009,-0.9314419266033392
ACH-000011,-0.7937452961683347
ACH-000012,-0.8912808236026161
ACH-000013,-0.8646802706211622
ACH-000014,-0.7064069424096548
ACH-000015,-0.7039816865840689
ACH-000017,-1.0206739483784093
ACH-000018,-0.8905339235172154
ACH-000019,-1.0644400802412108
ACH-000021,-0.7830635146182328
ACH-000022,-0.9096063594031368
ACH-000025,-0.8405317057596846
ACH-000028,-0.6757334295830115
ACH-000030,-0.9192648176441032
ACH-000035,-1.1426080372375296
ACH-000036,-1.1044864120033149
ACH-000037,-0.8252638652921966
ACH-000039,-0.6123176623546982
ACH-000040,-0.7972490301796821
ACH-000041,-0.8119151154687885
ACH-000042,-0.8290880022461196
ACH-000045,-0.7685856802319979
ACH-000047,-0.8341325556458908
ACH-000052,-0.6048208323565714
ACH-000053,-0.8354993174891238
ACH-000054,-0.7372737852553682
ACH-000055,-0.987078277142836
ACH-000060,-1.0415195057167836
ACH-000067,-0.7905438518924167
ACH-000070,-0.9011616341506188
ACH-000075,-0.7171077609327547
ACH-000078,-1.0678658240587864
ACH-000082,-0.6865513976988191
ACH-000085,-0.9168475256254464
ACH-000086,-0.7375895664573565
ACH-000087,-0.9684065911652624
ACH-000092,-0.8089477592554222
ACH-000095,-0.9270987083821229
ACH-000097,-0.9659596163099912
ACH-000098,-0.6212513707503825
ACH-000099,-0.7729645432444822
ACH-000108,-0.7999736640603181
ACH-000113,-0.7912993401545498
ACH-000116,-0.8695297054965305
ACH-000118,-0.7397560612133258
ACH-000120,-0.7965184749507426
ACH-000123,-0.8837733955464334
ACH-000127,-0.6820904492752735
ACH-000128,-0.9412698619034318
ACH-000132,-0.7495171486440784
ACH-000133,-0.8230560498183691
ACH-000137,-0.8087756641998959
ACH-000138,-0.7735412942707197
ACH-000142,-0.6976976079910464
ACH-000143,-0.7767867241913962
ACH-000146,-0.8548528541840557
ACH-000148,-0.8151908315633243
ACH-000150,-1.072609207698009
