,LRP1B (53353)
ACH-000395,-0.2671939924298
ACH-000396,-0.41726797618580624
ACH-000397,-0.14416652343224207
ACH-000401,-0.18748271694744226
ACH-000402,0.09007328662206926
ACH-000403,-0.2930054081963742
ACH-000404,-0.8733820268748557
ACH-000406,-0.12692612887999502
ACH-000407,-0.27803896923507604
ACH-000408,0.057342950706390575
ACH-000410,-0.08170352218649711
ACH-000411,-0.080204445020737
ACH-000414,-0.3580927681550259
ACH-000415,-0.2515058053619026
ACH-000416,-0.2224566628273002
ACH-000420,-0.3168523470297415
ACH-000421,-0.3072591333317662
ACH-000424,-0.2947789218022556
ACH-000425,-0.2536468198531782
ACH-000426,-0.045913265769507314
ACH-000427,-0.12620097802804411
ACH-000433,-0.14381317775128058
ACH-000435,-0.243605270795839
ACH-000436,-0.3594785784290617
ACH-000444,-0.2653001943747725
ACH-000445,-0.1063913986580604
ACH-000448,-0.2493266125365587
ACH-000450,-0.2350539960285726
ACH-000452,-0.2464576588400293
ACH-000454,-0.2908072619578067
ACH-000458,-0.10083502383577136
ACH-000459,-0.25812704665522657
ACH-000460,-0.2529504371426324
ACH-000461,-0.2590156368797697
ACH-000463,-0.15196905852111536
ACH-000464,-0.1172262301189473
ACH-000466,-0.06858292885261101
ACH-000467,-0.239645535068397
ACH-000468,-0.08882836939616573
ACH-000469,-0.1459878532325822
ACH-000470,-0.18481353669297754
ACH-000471,-0.2703537327808058
ACH-000472,-0.18384081806281974
ACH-000473,-0.11576154453056198
ACH-000475,-0.26112241382562656
ACH-000476,-0.2507244263416308
ACH-000477,-0.0793602898113123
ACH-000479,-0.1990320367006414
ACH-000480,-0.295642021247412
ACH-000481,-0.23724388991610226
ACH-000483,-0.24420093995691464
ACH-000484,-0.037813955534201686
ACH-000485,-0.15544080758332715
ACH-000486,-0.22231139630169425
ACH-000487,-0.025726971844772458
ACH-000488,-0.16823448094396687
ACH-000490,-0.166950613177171
ACH-000491,-0.33139084382786604
ACH-000495,-0.19194949058930774
ACH-000496,-0.2159656780017258
ACH-000499,-0.25342251939882365
ACH-000500,-0.1470853184637872
ACH-000502,-0.19026324418164892
ACH-000503,-0.4256455605414417
ACH-000505,-0.2194333200607552
ACH-000507,-0.13847659928450962
ACH-000510,-0.1238193025479148
ACH-000511,-0.21737291588109056
ACH-000512,-0.3239941223914587
ACH-000516,-0.3676524521207715
ACH-000517,-0.1676143763032685
ACH-000518,-0.11652123065723526
ACH-000520,-0.27445725905244805
ACH-000521,-0.13688761644211553
ACH-000522,-0.2786428802527965
ACH-000524,-0.1473726199789938
ACH-000527,-0.25139211491617314
ACH-000528,-0.2405623211024466
ACH-000537,-0.2703465195391652
ACH-000541,-0.15664271978037705
ACH-000542,-0.3345989338920673
ACH-000544,-0.2691906855474867
ACH-000545,-0.30001022359693275
ACH-000547,-0.01346915213994394
ACH-000548,-0.17935512675666898
ACH-000549,-0.2689256113948496
ACH-000550,-0.13584978929518926
ACH-000552,-0.04903965525449746
ACH-000556,-0.1961364948297236
ACH-000557,-0.05083872967978519
ACH-000569,-0.26660261552824216
ACH-000570,-0.2688560855259025
ACH-000571,-0.2388183411684991
ACH-000573,-0.08819753374606808
ACH-000576,-0.2586621286252667
ACH-000579,0.02438924629814492
ACH-000580,0.09770704899966508
ACH-000584,-0.4297234122316013
ACH-000585,-0.25026116475547666
ACH-000588,-0.16258485982960227
ACH-000589,-0.30931241909793616
ACH-000591,-0.3142566930504977
ACH-000593,-0.34613249888135594
ACH-000600,-0.1721899063585132
ACH-000601,-0.2540793082073753
ACH-000605,-0.09924142154832592
ACH-000606,-0.24604726112640174
ACH-000608,-0.14688741956870344
ACH-000614,-0.3846742035759021
ACH-000616,-0.10034668018356012
ACH-000618,-0.29814691966371765
ACH-000619,-0.2483467009043948
ACH-000620,-0.22077004888380267
ACH-000621,-0.15996476051057884
ACH-000622,-0.16307588896135347
ACH-000623,-0.35305536456264186
ACH-000624,-0.17937412769524574
ACH-000627,-0.2435815855449813
ACH-000630,-0.20597965686818476
ACH-000631,-0.035531284454189536
ACH-000632,-0.28077542668754635
ACH-000633,-0.29718258686230475
ACH-000637,-0.1766927264418579
ACH-000638,-0.3263950873800716
ACH-000646,-0.3444805453818556
ACH-000647,-0.3344377077450592
ACH-000648,-0.2290020960755951
ACH-000649,-0.1634329155691099
ACH-000651,-0.20141436363212872
ACH-000652,0.051548769615683485
ACH-000653,-0.2835090564250296
ACH-000657,-0.2925967031847868
ACH-000658,-0.0504759537319702
ACH-000661,-0.2880068791367969
ACH-000662,0.22331222542671345
ACH-000663,-0.2433457138358573
ACH-000665,-0.1440883413166994
ACH-000671,-0.02185246788610121
ACH-000672,0.03046716693787005
ACH-000673,-0.16507344739439292
ACH-000676,-0.08083402682306831
ACH-000677,-0.3079379844390078
ACH-000681,-0.27289967280288463
ACH-000683,-0.1879423612766508
ACH-000684,-0.3481901216131257
ACH-000688,-0.2410108441447664
ACH-000693,-0.2998080732792689
ACH-000694,-0.3900355990852058
ACH-000695,-0.27043236757974104
ACH-000696,-0.25526485997721365
ACH-000697,0.04593572553434524
ACH-000699,-0.17201583750288166
ACH-000701,-0.2980578154732706
ACH-000706,-0.11749709281255573
ACH-000711,-0.2424972258843596
ACH-000713,-0.22894560062078065
ACH-000714,-0.20064515405044192
ACH-000718,-0.2418204256822024
ACH-000720,-0.47891561009511
ACH-000721,-0.1713413951161668
ACH-000724,-0.32144478684119193
ACH-000725,-0.4040401261269232
ACH-000732,-0.17131233885171812
ACH-000734,-0.26652564663985745
ACH-000735,-0.31731816148850034
ACH-000736,-0.12015176273090755
ACH-000738,-0.2056756658979386
ACH-000746,0.013938130383303266
ACH-000747,-0.33801952509385497
ACH-000748,-0.2526428853242718
ACH-000753,-0.18017431989804072
ACH-000756,-0.4177327398430968
ACH-000757,-0.22285378798648897
ACH-000758,-0.1978484473434278
ACH-000760,-0.1646351486355573
ACH-000762,-0.17137193618574734
ACH-000763,-0.1916670308086212
ACH-000764,-0.4054138800287278
ACH-000765,-0.1942451666267787
ACH-000766,-0.2371315373367313
ACH-000767,-0.24175614463048825
ACH-000768,-0.25669711130171685
ACH-000769,-0.17825746260545153
ACH-000770,-0.19899622982418091
ACH-000771,-0.2582632791576564
ACH-000773,-0.22422243220381247
ACH-000776,-0.2636526435424477
ACH-000777,-0.0733382680989522
ACH-000778,-0.26765705022757763
ACH-000781,-0.2774501411828166
ACH-000782,-0.031296006827775516
ACH-000783,-0.19043982259403705
ACH-000784,-0.28837971833473824
ACH-000785,-0.22730943908247525
ACH-000787,-0.3346101558413496
ACH-000788,-0.35241958869411405
ACH-000791,-0.2115613444836356
ACH-000792,-0.26284850740266275
ACH-000794,-0.3081273282919627
ACH-000796,-0.2690414839953028
ACH-000798,-0.1916556886987641
ACH-000799,-0.3330223987835976
ACH-000800,-0.22180610991291813
ACH-000802,-0.14932885321342382
ACH-000804,-0.29676795434927644
ACH-000805,-0.2470186202672388
ACH-000809,-0.3434058442807117
ACH-000810,-0.1356395782457394
ACH-000811,-0.16089821162686044
ACH-000817,-0.2901736648484761
ACH-000819,-0.22129153717657915
ACH-000820,-0.18959164488647304
ACH-000821,-0.3728911245329997
ACH-000822,-0.1936424378591467
ACH-000823,-0.2726070279911921
ACH-000824,-0.16175496082586413
ACH-000827,-0.19754326982385856
ACH-000829,-0.2185123330090476
ACH-000831,-0.2215225903473356
ACH-000832,-0.2687861670571614
ACH-000833,-0.3198942857663025
ACH-000834,-0.10528880438628972
ACH-000835,-0.2941004526442373
ACH-000836,-0.4630206885785394
ACH-000837,-0.1418155197775141
ACH-000838,0.2438567211761807
ACH-000839,-0.10922830500018137
ACH-000840,-0.13182602563972945
ACH-000841,-0.042108672837357065
ACH-000843,-0.05290089497685967
ACH-000846,-0.4308712399334165
ACH-000847,0.026163154938140226
ACH-000848,-0.06585964125516197
ACH-000849,-0.2923541238729603
ACH-000851,-0.12031794047622732
ACH-000855,-0.32482240301187143
ACH-000856,-0.11728379698947075
ACH-000858,-0.2688583794473949
ACH-000859,-0.2057377623183181
ACH-000861,-0.218818028169371
ACH-000862,-0.2163113694193932
ACH-000865,-0.3688216661837816
ACH-000866,-0.1880186224469928
ACH-000867,-0.1308414523131875
ACH-000869,-0.11051819121102407
ACH-000872,-0.2626873928110486
ACH-000873,-0.24649460413968505
ACH-000876,-0.2872277126257277
ACH-000878,-0.30721278516651623
ACH-000880,-0.22847640310820325
ACH-000881,-0.19053188807522012
ACH-000882,-0.15868005675888308
ACH-000884,-0.3033174794058814
ACH-000885,-0.0719189875268581
ACH-000887,-0.1748027283173096
ACH-000889,-0.12001434553967825
ACH-000896,-0.28281721138468763
ACH-000898,-0.08359891580853453
ACH-000900,-0.24203074365624355
ACH-000901,-0.2666782683436686
ACH-000905,-0.1200475112207944
ACH-000906,-0.2868494438566069
ACH-000907,-0.3342266506176822
ACH-000910,-0.29020124489048466
ACH-000911,-0.2252114049883868
ACH-000912,-0.23460042826781066
ACH-000913,-0.15603048790528978
ACH-000915,-0.23560701046492774
ACH-000916,0.015236983758021719
ACH-000917,-0.17169312279771884
ACH-000920,-0.5644705973447769
ACH-000921,-0.18053024419681984
ACH-000924,-0.22475200071124432
ACH-000926,-0.17914229921701882
ACH-000928,-0.10251807810974184
ACH-000929,-0.2966357738509324
ACH-000932,-0.15113250517604193
ACH-000935,-0.03938914998169778
ACH-000936,-0.2627419764382797
ACH-000937,-0.310308295613143
ACH-000938,-0.2581318486208524
ACH-000939,-0.23595684733799835
ACH-000941,-0.22051378226530102
ACH-000943,-0.2103270738781486
ACH-000946,-0.3043137081487329
ACH-000947,-0.31024463347843073
ACH-000948,-0.2850028552454963
ACH-000950,-0.31336662480957744
ACH-000953,-0.24600352451691024
ACH-000954,-0.2110131026930368
ACH-000957,-0.09981650150163617
ACH-000958,-0.4218134985965754
ACH-000960,-0.1880493122127936
ACH-000963,-0.3382061822562131
ACH-000968,-0.2115599072474561
ACH-000969,-0.2824379102750107
ACH-000972,-0.4793394877302994
ACH-000973,-0.2935566237186965
ACH-000974,-0.20732882469011546
ACH-000978,-0.19146834753488295
ACH-000984,-0.19039081359598575
ACH-000986,-0.145166220566964
ACH-000988,-0.13775706224208634
ACH-000993,-0.3247036124636588
ACH-000994,-0.06913461831814245
ACH-000996,-0.10682254054395536
ACH-001001,-0.30185252850140165
ACH-001020,-0.3198930894105357
ACH-001028,-0.14220654521433093
ACH-001031,-0.18821747523501225
ACH-001038,-0.2462110386897023
ACH-001048,-0.31432166244613713
ACH-001050,-0.13058650198535365
ACH-001053,-0.2709990444459002
ACH-001054,-0.2426424777059633
ACH-001061,-0.18100207986059527
ACH-001067,-0.2611465250338577
ACH-001075,-0.14108608321717495
ACH-001096,-0.4181690122085588
ACH-001111,-0.023678456352184483
ACH-001119,-0.3087836491835979
ACH-001128,-0.4097919118484634
ACH-001134,-0.20389812124495485
ACH-001151,-0.16754513807775254
ACH-001163,-0.258149109370308
ACH-001164,-0.20715034003555494
ACH-001183,-0.22463436797601335
ACH-001192,-0.1764385945966128
ACH-001193,-0.5290688463162531
ACH-001196,-0.039091510489138497
ACH-001197,-0.3028702073329157
ACH-001205,-0.54133887426863
ACH-001211,-0.27031061520872696
ACH-001212,-0.4377901944278746
ACH-001228,-0.1907695601358084
ACH-001232,-0.1559124086465453
ACH-001239,-0.09884542544537704
ACH-001270,-0.5845934724968523
ACH-001274,-0.11732503330695372
ACH-001275,-0.3619412659776718
ACH-001277,-0.32449507902638763
ACH-001278,-0.21094075077764066
ACH-001280,-0.0207698925008778
ACH-001283,-0.2539419559764863
ACH-001289,-0.2731380173711496
ACH-001300,-0.31216681151307657
ACH-001301,0.07163724443276527
ACH-001302,0.08444670102695351
ACH-001306,-0.18136500586241164
ACH-001318,-0.2667076522718565
ACH-001322,-0.2610116673285897
ACH-001328,-0.09482699430768428
ACH-001332,-0.10660258260192622
ACH-001336,-0.3560286469281185
ACH-001346,-0.29277435410808544
ACH-001353,-0.2677428780738485
ACH-001354,-0.4822605986416907
ACH-001367,-0.5329237977567339
ACH-001368,-0.2366791404511968
ACH-001374,0.051724517789887514
ACH-001377,-0.14448742474420367
ACH-001380,-0.3365390248625273
ACH-001391,-0.18282364140309013
ACH-001408,-0.3157820798233902
ACH-001430,-0.40890851648993065
ACH-001431,-0.15998153774570514
ACH-001450,-0.2379710091028687
ACH-001496,-0.16147140851858172
ACH-001500,-0.30401520677429844
ACH-001523,-0.2645244393221523
ACH-001532,-0.1935542730433258
ACH-001550,-0.2590448108540397
ACH-001552,-0.13846063873343747
ACH-001554,-0.28918635670169696
ACH-001654,-0.196302753942523
ACH-001735,-0.15379080094353242
ACH-001736,-0.17540014947581214
ACH-001737,-0.2053127316865155
ACH-001740,0.06848061824957782
ACH-001745,-0.11853876801509552
ACH-001765,-0.27699598058985536
